shared_arc2_pc1,shared_arc2_pc2,task_ID,human_solve_rate,llm_mean_score
0.8049858997670541,0.6721187275699937,4c7dc4dd,0.65,0.043478260869565216
2.5490545412666585,-1.0651825534689674,4e34c42c,0.34848484848484845,0.0
-2.6160993589583756,0.8644264223666009,53fb4810,0.8888888888888888,0.43478260869565216
0.4032577598466807,-0.7316203256586715,5545f144,0.2,0.0
0.341024501591163,1.0014703789509,581f7754,0.7,0.20454545454545456
-3.4722124224755486,1.6996763089448488,58490d8a,1.0,0.782608695652174
-2.2126199395664385,0.7348150909472841,58f5dbd5,1.0,0.4782608695652174
-0.6205801323641802,0.5799260137061719,5961cc34,0.75,0.2608695652173913
1.198341148729032,1.4672898872570594,5dbc8537,0.85,0.2391304347826087
2.6376506580936763,0.22295314010651823,62593bfd,0.375,0.043478260869565216
-0.31749688703168066,0.8569197238372984,64efde09,0.8,0.08695652173913043
0.3214649328586197,1.2572065570021744,65b59efc,0.5416666666666666,0.4782608695652174
-0.4967610013824434,1.0321889025563973,67e490f4,1.0,0.13043478260869565
-2.0791070081017495,-0.4174332660876245,6e453dd6,0.75,0.391304347826087
3.0478047023030643,1.0022033684890486,6e4f6532,0.65,0.021739130434782608
0.3937450002527939,-2.2320018397103705,6ffbe589,0.2222222222222222,0.0
0.9325921459804697,1.6401076141755895,71e489b6,0.8888888888888888,0.1956521739130435
-0.5772434729682165,-0.5472399798856121,7491f3cf,0.5555555555555556,0.08695652173913043
-1.436180766703248,0.26510185084755244,7666fa5d,0.7777777777777778,0.13636363636363635
-0.855380706110944,-0.022569074368032346,78332cb0,0.9444444444444444,0.021739130434782608
-0.037367018050982824,-1.6868386534035416,7b0280bc,0.5555555555555556,0.0
1.2599506865336858,-2.0333299016810944,7b3084d4,0.2222222222222222,0.17391304347826086
-3.080544272636207,-0.02098375490874899,7b5033c1,0.8888888888888888,0.30434782608695654
-1.0468228409666358,0.026675180985886355,7b80bb43,0.7777777777777778,0.0
-1.2425791395328423,-1.9496140445066577,7c66cb00,0.5454545454545454,0.34782608695652173
-1.2286844594295256,0.6665576152129075,7ed72f31,0.8333333333333333,0.5
0.5645745514300854,0.34113379721135617,800d221b,0.7777777777777778,0.043478260869565216
-0.7624973664887554,0.7871499707394922,80a900e0,1.0,0.21739130434782608
-0.4712699528313895,0.6554144577558046,8698868d,0.9,0.13043478260869565
1.9710717524356505,-0.9808784185606313,88bcf3b4,0.35416666666666663,0.022727272727272728
1.1880314358689732,-0.5580823901233667,88e364bc,0.6388888888888888,0.18181818181818182
-0.5077574952628294,0.18899662827603186,89565ca0,1.0,0.0
-0.573934159308146,1.0256666737785372,898e7135,1.0,0.30434782608695654
1.690270560242037,1.465676711291679,8b7bacbf,0.725,0.043478260869565216
-0.36885731081551837,-1.0973631807472684,8b9c3697,0.5555555555555556,0.2608695652173913
1.6542554605186395,0.16207887264747095,8e5c0c38,0.5119047619047619,0.2608695652173913
-1.474131458659135,1.6469218822758658,8f215267,1.0,0.43478260869565216
-1.7480777841703465,-0.30942465019714166,8f3a5a89,0.5,0.34782608695652173
1.314135285682805,1.9379852010613494,9385bd28,0.9444444444444444,0.1956521739130435
-0.4634048869649248,-0.6701695928598222,97d7923e,0.5,0.043478260869565216
-1.270622665287771,1.9035777396294218,981571dc,0.7777777777777778,0.6086956521739131
-2.0706090589578396,-0.2636826139560627,9aaea919,0.8888888888888888,0.391304347826087
0.8113642079951382,-0.9455985703215642,9bbf930d,0.4444444444444444,0.0
-1.9719387421297123,0.7798461666540715,a251c730,0.8888888888888888,0.43478260869565216
2.686154425234143,1.1613766255105573,a25697e4,0.8194444444444444,0.0
3.613193601815319,0.06036095877045251,a32d8b75,0.4277777777777778,0.0
-1.8352490828613803,0.09506448729092722,a395ee82,0.8888888888888888,0.43478260869565216
-0.39770666571805796,0.9805931446104104,a47bf94d,0.9,0.0
-0.3778291145441552,-0.9404707460843688,a6f40cea,0.75,0.13043478260869565
-1.1367039204046445,0.08329901117573284,aa4ec2a5,0.8,0.18181818181818182
0.008750397605347692,-0.19890678731626676,b0039139,0.4,0.21739130434782608
-0.022949626633902025,-0.7519973784024204,b10624e5,0.6666666666666666,0.2727272727272727
-0.47966651602683463,-2.4204547207525993,b5ca7ac4,0.6666666666666666,0.30434782608695654
-1.033904636588008,-0.9858133757202767,b99e7126,0.75,0.34782608695652173
0.20894704053514798,-1.4325955556920833,b9e38dc0,0.5555555555555556,0.0
-3.7252566766248614,0.6093443890635107,bf45cf4b,1.0,0.8695652173913043
-1.9757915635310437,-0.12673658946787225,c4d067a0,0.7777777777777778,0.5652173913043478
0.012222431946239117,-1.519932061616994,c7f57c3e,0.4444444444444444,0.17391304347826086
1.223463349196779,0.6006537958131171,cb2d8a2c,0.8333333333333333,0.21739130434782608
3.2766195512179244,1.2587362722709206,cbebaa4b,0.5634920634920635,0.08695652173913043
1.7601043262480793,0.4049088485313904,d35bdbdc,0.43333333333333335,0.10144927536231883
-0.34265481875999965,-1.1410789571636732,d59b0160,0.4444444444444444,0.2608695652173913
1.7122392573275529,1.105839201908832,d8e07eb2,0.6499999999999999,0.391304347826087
0.36844521039072664,-0.34805137055553753,da515329,0.3333333333333333,0.0
-1.30440130283359,-1.115410727983414,db0c5428,0.6666666666666666,0.4782608695652174
-1.3726701936246255,-2.0611754705872305,db695cfb,0.5555555555555556,0.34782608695652173
-1.4220632233347632,-0.7062501132166158,dbff022c,0.5555555555555556,0.13043478260869565
1.4806915381185652,0.6383176594468782,dd6b8c4b,0.6777777777777778,0.2391304347826087
0.09588313144234405,-0.43357706662368256,de809cff,0.8,0.0
-0.8193546417060465,-1.0320467780369231,dfadab01,0.5384615384615384,0.043478260869565216
2.9577539488569915,-0.8917469125806342,e12f9a14,0.2875,0.0
3.1543998080887925,2.0814051265782525,e3721c99,0.8,0.11363636363636363
-2.3069693305637373,0.8293226865438178,e376de54,1.0,0.391304347826087
-2.307616923657987,1.3460233878135102,e8686506,1.0,0.391304347826087
0.7126727900945836,0.08627591500103328,e87109e9,0.4,0.08695652173913043
-0.5038735148240235,-0.7527874847793652,edb79dae,0.5555555555555556,0.21739130434782608
-0.655429824885227,-0.10423420125369232,eee78d87,0.75,0.0
-0.23712821120770985,0.054830818567300495,f931b4a8,0.26666666666666666,0.5
-0.3945369854248102,-1.5471138574046424,fc7cae8d,0.4,0.043478260869565216
