"dataset_key","task_id","Difficulty","Dataset"
"arc_agi_1_eval","48131b3c",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","4852f2fa",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","48f8583b",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","4aab4007",-2.39589187694348,"ARC-V1"
"arc_agi_1_eval","4acc7107",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","4b6b68e5",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","4c177718",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","4cd1b7b2",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","4e45f183",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","4e469f39",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","4f537728",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","505fff84",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","506d28a5",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","50a16a69",-4.39119355738158,"ARC-V1"
"arc_agi_1_eval","50aad11f",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","516b51b7",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","5207a7b5",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","5289ad53",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","52fd389e",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","54db823b",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","55059096",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","551d5bf1",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","55783887",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","575b1a71",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","5783df64",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","5833af48",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","58743b76",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","58e15b12",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","59341089",-4.39119355738158,"ARC-V1"
"arc_agi_1_eval","5a5a2103",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","5af49b42",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","5b526a93",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","5b692c0f",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","5b6cbef5",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","5d2a5c43",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","5ffb2104",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","604001fa",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","60a26a3e",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","60c09cac",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","626c0bcc",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","62ab2642",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","62b74c02",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","639f5a19",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","642248e4",0.268045496684536,"ARC-V1"
"arc_agi_1_eval","642d658d",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","64a7c07e",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","66e6c45b",-6.45028502999322,"ARC-V1"
"arc_agi_1_eval","66f2d22f",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","67636eac",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","67b4a34d",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","67c52801",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","68b67ca3",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","692cd3b6",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","695367ec",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","696d4842",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","69889d6e",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","6a11f6da",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","6ad5bdfd",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","6df30ad6",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","6ea4a07e",-3.6334266794513,"ARC-V1"
"arc_agi_1_eval","6f473927",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","7039b2d7",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","705a3229",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","712bf12e",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","72207abc",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","72a961c9",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","73182012",-2.39589187694348,"ARC-V1"
"arc_agi_1_eval","73c3b0d8",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","73ccf9c2",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","759f3fd3",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","762cd429",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","770cc55f",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","782b5218",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","79369cc6",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","7953d61e",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","7bb29440",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","7c8af763",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","7c9b52a0",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","7d18a6fb",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","7d1f7ee8",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","7e02026e",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","7ee1c6ea",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","817e6c09",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","81c0276b",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","833dafe3",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","845d6e51",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","84db8fc4",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","84f2aca1",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","8597cfd7",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","85b81ff1",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","85fa5666",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","8719f442",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","88207623",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","8a371977",-1.87305588525317,"ARC-V1"
"arc_agi_1_eval","8ba14f53",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","8cb8642d",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","8dae5dfc",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","8e2edd66",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","8ee62060",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","8fbca751",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","90347967",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","903d1b4a",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","9110e3c5",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","917bccba",-2.39589187694348,"ARC-V1"
"arc_agi_1_eval","929ab4e9",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","92e50de0",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","9356391f",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","93b4f4b3",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","93c31fbe",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","94133066",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","94414823",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","94be5b80",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","95a58926",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","963f59bc",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","96a8c0cd",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","97239e3d",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","9772c176",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","981571dc",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","992798f6",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","99306f82",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","9a4bb226",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","9b2a60aa",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","9b365c51",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","9b4c17c4",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","9bebae7a",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","9c1e755f",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","9c56f360",0.268045496684536,"ARC-V1"
"arc_agi_1_eval","9caba7c3",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","9ddd00f0",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","9def23fe",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","9f27f097",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","a096bf4d",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","a3f84088",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","a406ac07",-3.6334266794513,"ARC-V1"
"arc_agi_1_eval","a57f2f04",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","a59b95c0",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","a680ac02",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","a8610ef7",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","a934301b",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","aa18de87",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","aa300dc3",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","aa4ec2a5",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","aab50785",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","ac0c5833",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","ac2e8ecf",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","ac3e2b04",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","ac605cbb",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","ad7e01d0",-0.128235293452713,"ARC-V1"
"arc_agi_1_eval","ae58858e",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","aee291af",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","af22c60d",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","af24b4cc",-4.39119355738158,"ARC-V1"
"arc_agi_1_eval","b0722778",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","b0f4d537",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","b15fca0b",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","b1fc8b8e",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","b20f7c8b",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","b457fec5",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","b4a43f3b",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","b7999b51",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","b7cb93ac",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","b7f8a4d8",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","b7fb29bc",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","b942fd60",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","ba9d41b8",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","baf41dbf",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","bb52a14b",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","bbb1b8b6",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","bc4146bd",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","bcb3040b",0.268045496684534,"ARC-V1"
"arc_agi_1_eval","bd14c3bf",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","be03b35f",-0.128235293452711,"ARC-V1"
"arc_agi_1_eval","bf32578f",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","bf699163",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","bf89d739",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","c074846d",0.268045496684534,"ARC-V1"
"arc_agi_1_eval","c1990cce",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","c3202e5a",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","c35c1b4c",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","c48954c1",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","c62e2108",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","c64f1187",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","c658a4bd",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","c663677b",-3.6334266794513,"ARC-V1"
"arc_agi_1_eval","c7d4e6ad",-4.39119355738158,"ARC-V1"
"arc_agi_1_eval","c87289bb",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","c8b7cc0f",0.268045496684536,"ARC-V1"
"arc_agi_1_eval","c92b942c",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","c97c0139",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","ca8de6ea",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","ca8f78db",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","cad67732",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","cb227835",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","ccd554ac",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","cd3c21df",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","ce039d91",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","ce8d95cc",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","cf133acc",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","cfb2ce5a",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","d19f7514",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","d282b262",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","d2acf2cb",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","d304284e",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","d37a1ef5",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","d47aa2ff",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","d492a647",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","d4b1c2b1",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","d4c90558",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","d56f2372",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","d5c634a2",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","d94c3b52",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","da2b0fe3",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","dc2aa30b",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","dd2401ed",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","de493100",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","df8cc377",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","e0fb7511",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","e133d23d",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","e1baa8a4",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","e1d2900e",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","e2092e0c",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","e21a174a",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","e345f17b",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","e4075551",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","e41c6fd3",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","e57337a4",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","e5790162",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","e5c44e8f",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","e619ca6e",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","e633a9e5",-3.6334266794513,"ARC-V1"
"arc_agi_1_eval","e66aafb8",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","e681b708",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","e69241bd",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","e74e1818",-1.87305588525317,"ARC-V1"
"arc_agi_1_eval","e760a62e",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","e7639916",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","e78887d1",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","e7a25a18",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","e7b06bea",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","e7dd8335",-2.9771346185528,"ARC-V1"
"arc_agi_1_eval","e872b94a",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","e88171ec",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","e95e3d8e",-4.39119355738158,"ARC-V1"
"arc_agi_1_eval","e99362f0",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","e9ac8c9e",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","e9b4f6fc",-2.39589187694347,"ARC-V1"
"arc_agi_1_eval","e9bb6954",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","e9c9d9a1",-3.6334266794513,"ARC-V1"
"arc_agi_1_eval","ea959feb",-1.87305588525316,"ARC-V1"
"arc_agi_1_eval","ea9794b1",0.661681856884496,"ARC-V1"
"arc_agi_1_eval","ecaa0ec1",2.78120618880522,"ARC-V1"
"arc_agi_1_eval","ed74f2f2",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","ed98d772",-0.532746932208858,"ARC-V1"
"arc_agi_1_eval","ef26cbf6",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","f0afb749",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","f0df5ff0",1.05747032445841,"ARC-V1"
"arc_agi_1_eval","f21745ec",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","f3cdc58f",-0.952403479063194,"ARC-V1"
"arc_agi_1_eval","f3e62deb",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","f4081712",1.87551400852285,"ARC-V1"
"arc_agi_1_eval","f45f5ca7",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","f5aa3634",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","f5c89df1",1.46017169826515,"ARC-V1"
"arc_agi_1_eval","f823c43c",-1.39576081341223,"ARC-V1"
"arc_agi_1_eval","f83cb3f6",0.268045496684535,"ARC-V1"
"arc_agi_1_eval","f8be4b64",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","f9a67cb5",3.92531115061119,"ARC-V1"
"arc_agi_1_eval","f9d67f8b",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","fafd9572",-0.128235293452712,"ARC-V1"
"arc_agi_1_eval","fb791726",0.661681856884497,"ARC-V1"
"arc_agi_1_eval","fc754716",-5.29060663837094,"ARC-V1"
"arc_agi_1_eval","fd096ab6",5.8797340558379,"ARC-V1"
"arc_agi_1_eval","fd4b2b02",3.30595636263481,"ARC-V1"
"arc_agi_1_eval","fe9372f3",2.31160559283692,"ARC-V1"
"arc_agi_1_eval","fea12743",4.7181675407602,"ARC-V1"
"arc_agi_1_eval","ff72ca3e",1.87551400852285,"ARC-V1"
"arc_agi_2_eval","135a2760",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","136b0064",4.7181675407602,"ARC-V2"
"arc_agi_2_eval","16de56c4",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","1818057f",3.30595636263481,"ARC-V2"
"arc_agi_2_eval","1ae2feb7",2.78120618880522,"ARC-V2"
"arc_agi_2_eval","247ef758",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","291dc1e1",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","2ba387bc",-1.39576081341223,"ARC-V2"
"arc_agi_2_eval","31f7f899",3.92531115061119,"ARC-V2"
"arc_agi_2_eval","332f06d7",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","36a08778",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","38007db0",1.87551400852285,"ARC-V2"
"arc_agi_2_eval","3dc255db",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","3e6067c3",5.8797340558379,"ARC-V2"
"arc_agi_2_eval","409aa875",5.8797340558379,"ARC-V2"
