complexity_metric,llm_outcome,n,pearson_r,spearman_rho,abs_pearson_r,abs_spearman_rho
token_count,binary_entropy_bits,56,-0.2622847535034455,-0.24082005493554454,0.2622847535034455,0.24082005493554454
cyclomatic_complexity,binary_entropy_bits,56,-0.24775960926864168,-0.20589002351303798,0.24775960926864168,0.20589002351303798
branch_node_count,binary_entropy_bits,56,-0.2457819553706252,-0.22042239159930174,0.2457819553706252,0.22042239159930174
call_count_static,binary_entropy_bits,56,-0.23786124974777278,-0.21808633919370862,0.23786124974777278,0.21808633919370862
nonblank_lines,binary_entropy_bits,56,-0.21725949671976133,-0.18211105020017548,0.21725949671976133,0.18211105020017548
log1p_cyclomatic_complexity,fail_rate_all,56,0.6867892200384302,0.6619486907354395,0.6867892200384302,0.6619486907354395
log1p_ast_node_count,fail_rate_all,56,0.6345694295221065,0.6305691867611631,0.6345694295221065,0.6305691867611631
cyclomatic_complexity,fail_rate_all,56,0.6313626908413011,0.6619486907354395,0.6313626908413011,0.6619486907354395
ast_node_count,fail_rate_all,56,0.6291084391249269,0.6305691867611631,0.6291084391249269,0.6305691867611631
complexity_pc1_score,fail_rate_all,56,0.6256448591384517,0.6121906395720866,0.6256448591384517,0.6121906395720866
token_count,fail_rate_all,56,0.6210482032244992,0.6106960813904967,0.6210482032244992,0.6106960813904967
branch_node_count,fail_rate_all,56,0.6131220428851446,0.6157785592368376,0.6131220428851446,0.6157785592368376
halstead_volume,fail_rate_all,56,0.6124411611522833,0.6047444112794882,0.6124411611522833,0.6047444112794882
function_count,item_total_corr,55,-0.4490122080265979,-0.2302955464547237,0.4490122080265979,0.2302955464547237
input_cells_total,item_total_corr,55,-0.3331593665169788,-0.2854487862144925,0.3331593665169788,0.2854487862144925
output_cells_total,item_total_corr,55,-0.3114741770109245,-0.1990652338640647,0.3114741770109245,0.1990652338640647
log1p_elapsed_ms_per_test,item_total_corr,55,-0.24964337300671013,-0.20322534093368932,0.24964337300671013,0.20322534093368932
log1p_elapsed_ms_total,item_total_corr,55,-0.21915765405024107,-0.1640811025326503,0.21915765405024107,0.1640811025326503
complexity_pc1_score,item_total_corr,55,-0.21488744821429664,-0.2188430110210473,0.21488744821429664,0.2188430110210473
elapsed_ms_total,item_total_corr,55,-0.19297624841133362,-0.1640811025326503,0.19297624841133362,0.1640811025326503
opcode_count_dynamic,item_total_corr,55,-0.18627879018244964,-0.15939388475579805,0.18627879018244964,0.15939388475579805
log1p_cyclomatic_complexity,latent_difficulty_prev_intersection22,56,0.6912853890625096,0.6475788446371733,0.6912853890625096,0.6475788446371733
ast_node_count,latent_difficulty_prev_intersection22,56,0.6657651819409323,0.6367514218879999,0.6657651819409323,0.6367514218879999
token_count,latent_difficulty_prev_intersection22,56,0.6596399437155099,0.6154441599763184,0.6596399437155099,0.6154441599763184
log1p_ast_node_count,latent_difficulty_prev_intersection22,56,0.6576473893117774,0.6367514218879999,0.6576473893117774,0.6367514218879999
halstead_volume,latent_difficulty_prev_intersection22,56,0.6526962110139292,0.60818187778134,0.6526962110139292,0.60818187778134
branch_node_count,latent_difficulty_prev_intersection22,56,0.6441398748934914,0.611535389691096,0.6441398748934914,0.611535389691096
cyclomatic_complexity,latent_difficulty_prev_intersection22,56,0.643300568140091,0.6475788446371733,0.643300568140091,0.6475788446371733
halstead_effort,latent_difficulty_prev_intersection22,56,0.6410421812919763,0.641307476283906,0.6410421812919763,0.641307476283906
log1p_ast_node_count,log1p_two_pl_discrimination,55,-0.3268992496854877,-0.36387906775380624,0.3268992496854877,0.36387906775380624
complexity_pc1_score,log1p_two_pl_discrimination,55,-0.3073217354379712,-0.3657845843624132,0.3073217354379712,0.3657845843624132
gzip_bytes,log1p_two_pl_discrimination,55,-0.2889033680687414,-0.36323622266214917,0.2889033680687414,0.36323622266214917
function_count,log1p_two_pl_discrimination,55,-0.2816251022532853,-0.28283492223540063,0.2816251022532853,0.28283492223540063
nonblank_lines,log1p_two_pl_discrimination,55,-0.28093424445596815,-0.37215847973689464,0.28093424445596815,0.37215847973689464
log1p_cyclomatic_complexity,log1p_two_pl_discrimination,55,-0.27487035246067776,-0.2923061099430777,0.27487035246067776,0.2923061099430777
log1p_elapsed_ms_per_test,log1p_two_pl_discrimination,55,-0.256369380262736,-0.33350169564903676,0.256369380262736,0.33350169564903676
input_cells_total,log1p_two_pl_discrimination,55,-0.25397881339909717,-0.36592805712394544,0.25397881339909717,0.36592805712394544
log1p_opcode_count_dynamic,log1p_two_pl_info_theta0,55,-0.21766595906382863,0.06478759218970372,0.21766595906382863,0.06478759218970372
log1p_branch_opcode_count_dynamic,log1p_two_pl_info_theta0,55,-0.19563976096826163,0.08347332346733287,0.19563976096826163,0.08347332346733287
log1p_peak_memory_bytes,log1p_two_pl_info_theta0,55,0.19245881479282537,0.40171916102269395,0.19245881479282537,0.40171916102269395
peak_memory_bytes,log1p_two_pl_info_theta0,55,0.16609949472597088,0.40171916102269395,0.16609949472597088,0.40171916102269395
max_nesting_depth,log1p_two_pl_info_theta0,55,0.14021767173710126,0.277343332235578,0.14021767173710126,0.277343332235578
log1p_cyclomatic_complexity,log1p_two_pl_info_theta0,55,0.11207616803365943,0.31073365385398305,0.11207616803365943,0.31073365385398305
function_count,log1p_two_pl_info_theta0,55,-0.10795892623415003,0.12993703440399793,0.10795892623415003,0.12993703440399793
log1p_ast_node_count,log1p_two_pl_info_theta0,55,0.09398642364465304,0.3442997555906476,0.09398642364465304,0.3442997555906476
log1p_ast_node_count,log1p_two_pl_max_info,55,-0.3214008642270531,-0.36387906775380624,0.3214008642270531,0.36387906775380624
complexity_pc1_score,log1p_two_pl_max_info,55,-0.2963451740821338,-0.3657845843624132,0.2963451740821338,0.3657845843624132
gzip_bytes,log1p_two_pl_max_info,55,-0.28045409336625005,-0.36323622266214917,0.28045409336625005,0.36323622266214917
nonblank_lines,log1p_two_pl_max_info,55,-0.27230953736326513,-0.37215847973689464,0.27230953736326513,0.37215847973689464
log1p_cyclomatic_complexity,log1p_two_pl_max_info,55,-0.27104506084276514,-0.2923061099430777,0.27104506084276514,0.2923061099430777
function_count,log1p_two_pl_max_info,55,-0.2557416012881584,-0.28283492223540063,0.2557416012881584,0.28283492223540063
log1p_elapsed_ms_per_test,log1p_two_pl_max_info,55,-0.24217392415915442,-0.33350169564903676,0.24217392415915442,0.33350169564903676
ast_node_count,log1p_two_pl_max_info,55,-0.23606306080242936,-0.36387906775380624,0.23606306080242936,0.36387906775380624
log1p_cyclomatic_complexity,logit_difficulty_all,56,0.7070743322226792,0.6608933770772157,0.7070743322226792,0.6608933770772157
complexity_pc1_score,logit_difficulty_all,56,0.6405723103729972,0.6108462123924144,0.6405723103729972,0.6108462123924144
log1p_ast_node_count,logit_difficulty_all,56,0.6257100727537953,0.629908510536568,0.6257100727537953,0.629908510536568
cyclomatic_complexity,logit_difficulty_all,56,0.6199804895329302,0.6608933770772157,0.6199804895329302,0.6608933770772157
max_nesting_depth,logit_difficulty_all,56,0.6117610401070142,0.5961652964563094,0.6117610401070142,0.5961652964563094
ast_node_count,logit_difficulty_all,56,0.6117240359825573,0.629908510536568,0.6117240359825573,0.629908510536568
token_count,logit_difficulty_all,56,0.6071873465541388,0.610001540883425,0.6071873465541388,0.610001540883425
branch_node_count,logit_difficulty_all,56,0.6057723506252519,0.6146891973519685,0.6057723506252519,0.6146891973519685
log1p_branch_opcode_count_dynamic,pc1_difficulty_z,55,0.4241362488456398,0.48126297745295293,0.4241362488456398,0.48126297745295293
log1p_opcode_count_dynamic,pc1_difficulty_z,55,0.40412667540434294,0.47962478586319135,0.40412667540434294,0.47962478586319135
complexity_pc1_score,pc1_difficulty_z,55,0.3861681715068769,0.40579396438587867,0.3861681715068769,0.40579396438587867
log1p_elapsed_ms_total,pc1_difficulty_z,55,0.3839922153152388,0.4709935781802439,0.3839922153152388,0.4709935781802439
log1p_cyclomatic_complexity,pc1_difficulty_z,55,0.37723498691055973,0.3944110604024433,0.37723498691055973,0.3944110604024433
cyclomatic_complexity,pc1_difficulty_z,55,0.34523660106672655,0.3944110604024433,0.34523660106672655,0.3944110604024433
log1p_elapsed_ms_per_test,pc1_difficulty_z,55,0.3292472028874917,0.4233350169564904,0.3292472028874917,0.4233350169564904
log1p_ast_node_count,pc1_difficulty_z,55,0.30990407538117104,0.29706328017894507,0.30990407538117104,0.29706328017894507
function_count,pc1_discrimination,55,-0.41444235065923113,-0.2544119812392967,0.41444235065923113,0.2544119812392967
input_cells_total,pc1_discrimination,55,-0.34863293261071415,-0.30612798900871513,0.34863293261071415,0.30612798900871513
output_cells_total,pc1_discrimination,55,-0.33548734396473856,-0.21592018159582393,0.33548734396473856,0.21592018159582393
log1p_elapsed_ms_per_test,pc1_discrimination,55,-0.28552571818906736,-0.24734829352767157,0.28552571818906736,0.24734829352767157
log1p_elapsed_ms_total,pc1_discrimination,55,-0.2655297744643054,-0.2094306948553287,0.2655297744643054,0.2094306948553287
complexity_pc1_score,pc1_discrimination,55,-0.24562426754066358,-0.26072839443605483,0.24562426754066358,0.26072839443605483
log1p_opcode_count_dynamic,pc1_discrimination,55,-0.23203776341063995,-0.206945070837315,0.23203776341063995,0.206945070837315
log1p_branch_opcode_count_dynamic,pc1_discrimination,55,-0.21480356739800718,-0.2092918399360521,0.21480356739800718,0.2092918399360521
log1p_ast_node_count,rasch_abs_z_infit,55,-0.3849697723858936,-0.3573850927195325,0.3849697723858936,0.3573850927195325
branch_node_count,rasch_abs_z_infit,55,-0.3688320746096985,-0.36897850012085764,0.3688320746096985,0.36897850012085764
nonblank_lines,rasch_abs_z_infit,55,-0.36268532194904896,-0.35296240535062084,0.36268532194904896,0.35296240535062084
log1p_cyclomatic_complexity,rasch_abs_z_infit,55,-0.35578365420931995,-0.31368027213259125,0.35578365420931995,0.31368027213259125
gzip_bytes,rasch_abs_z_infit,55,-0.34810192495188597,-0.3448002165258402,0.34810192495188597,0.3448002165258402
complexity_pc1_score,rasch_abs_z_infit,55,-0.34352013180159674,-0.3223478904505535,0.34352013180159674,0.3223478904505535
token_count,rasch_abs_z_infit,55,-0.33898708810356426,-0.36438415470091645,0.33898708810356426,0.36438415470091645
ast_node_count,rasch_abs_z_infit,55,-0.3212996591121734,-0.3573850927195325,0.3212996591121734,0.3573850927195325
log1p_ast_node_count,rasch_abs_z_misfit,55,-0.3675244901141227,-0.33436755898693993,0.3675244901141227,0.33436755898693993
nonblank_lines,rasch_abs_z_misfit,55,-0.34724954612328096,-0.31994660072009357,0.34724954612328096,0.31994660072009357
branch_node_count,rasch_abs_z_misfit,55,-0.3436687654812231,-0.3199909007510155,0.3436687654812231,0.3199909007510155
log1p_cyclomatic_complexity,rasch_abs_z_misfit,55,-0.3394109783350924,-0.2885872945621319,0.3394109783350924,0.2885872945621319
gzip_bytes,rasch_abs_z_misfit,55,-0.3356955056964694,-0.3174167944955888,0.3356955056964694,0.3174167944955888
token_count,rasch_abs_z_misfit,55,-0.32874420766552775,-0.33422324843062273,0.32874420766552775,0.33422324843062273
halstead_volume,rasch_abs_z_misfit,55,-0.3148194945876755,-0.3382639440075042,0.3148194945876755,0.3382639440075042
ast_node_count,rasch_abs_z_misfit,55,-0.31462920094635516,-0.33436755898693993,0.31462920094635516,0.33436755898693993
elapsed_ms_total,rasch_abs_z_outfit,55,0.452100454492596,0.14438010717214494,0.452100454492596,0.14438010717214494
opcode_count_dynamic,rasch_abs_z_outfit,55,0.448714915151856,0.1882531208382951,0.448714915151856,0.1882531208382951
elapsed_ms_per_test,rasch_abs_z_outfit,55,0.4101749690523145,0.07886429642136654,0.4101749690523145,0.07886429642136654
elapsed_ms_per_input_cell,rasch_abs_z_outfit,55,0.3918251884773343,0.22443494420737475,0.3918251884773343,0.22443494420737475
opcode_per_input_cell,rasch_abs_z_outfit,55,0.3880100697326981,0.22927339649815356,0.3880100697326981,0.22927339649815356
branch_opcode_count_dynamic,rasch_abs_z_outfit,55,0.37765806448946015,0.1927976085311903,0.37765806448946015,0.1927976085311903
output_cells_total,rasch_abs_z_outfit,55,0.35121173598171185,0.17903096371972227,0.35121173598171185,0.17903096371972227
log1p_opcode_count_dynamic,rasch_abs_z_outfit,55,0.33811784856051885,0.1882531208382951,0.33811784856051885,0.1882531208382951
ast_node_count,rasch_difficulty_all_models_pooled,55,0.6526268815366664,0.6225544320474469,0.6526268815366664,0.6225544320474469
token_count,rasch_difficulty_all_models_pooled,55,0.6445969290995618,0.6011480318268659,0.6445969290995618,0.6011480318268659
log1p_cyclomatic_complexity,rasch_difficulty_all_models_pooled,55,0.6440513299187297,0.6334850722901968,0.6440513299187297,0.6334850722901968
halstead_volume,rasch_difficulty_all_models_pooled,55,0.6385716007723091,0.5930619717098169,0.6385716007723091,0.5930619717098169
log1p_ast_node_count,rasch_difficulty_all_models_pooled,55,0.6298860038937553,0.6225544320474469,0.6298860038937553,0.6225544320474469
cyclomatic_complexity,rasch_difficulty_all_models_pooled,55,0.6284432443266262,0.6334850722901968,0.6284432443266262,0.6334850722901968
halstead_effort,rasch_difficulty_all_models_pooled,55,0.627279848874234,0.6236373865274086,0.627279848874234,0.6236373865274086
nonblank_lines,rasch_difficulty_all_models_pooled,55,0.6196557802855367,0.5838869780415272,0.6196557802855367,0.5838869780415272
input_cells_total,rasch_infit,55,0.46859255099903635,0.38238480489735827,0.46859255099903635,0.38238480489735827
output_cells_total,rasch_infit,55,0.3670039725825435,0.19935396958537963,0.3670039725825435,0.19935396958537963
log1p_peak_memory_bytes,rasch_infit,55,0.3444118311980993,0.4361786564687208,0.3444118311980993,0.4361786564687208
peak_memory_bytes,rasch_infit,55,0.3210657714398624,0.4361786564687208,0.3210657714398624,0.4361786564687208
log1p_elapsed_ms_per_test,rasch_infit,55,0.28843554481196887,0.3390576520672488,0.28843554481196887,0.3390576520672488
function_count,rasch_infit,55,0.275861166061508,0.2754933545033622,0.275861166061508,0.2754933545033622
complexity_pc1_score,rasch_infit,55,0.25909146112524517,0.34918916974492525,0.25909146112524517,0.34918916974492525
log1p_elapsed_ms_total,rasch_infit,55,0.25349296345952393,0.28108088606681586,0.25349296345952393,0.28108088606681586
elapsed_ms_total,rasch_outfit,55,0.5872859697599937,0.3064795439786421,0.5872859697599937,0.3064795439786421
opcode_count_dynamic,rasch_outfit,55,0.5650593326065615,0.2745557861004127,0.5650593326065615,0.2745557861004127
elapsed_ms_per_test,rasch_outfit,55,0.5255266481425559,0.3434591240349232,0.5255266481425559,0.3434591240349232
elapsed_ms_per_input_cell,rasch_outfit,55,0.49991649955343304,0.09196190201313227,0.49991649955343304,0.09196190201313227
branch_opcode_count_dynamic,rasch_outfit,55,0.4866472015896187,0.30058638390815756,0.4866472015896187,0.30058638390815756
opcode_per_input_cell,rasch_outfit,55,0.47686566771672867,0.11159015064501661,0.47686566771672867,0.11159015064501661
log1p_elapsed_ms_per_test,rasch_outfit,55,0.4737675144611268,0.3434591240349232,0.4737675144611268,0.3434591240349232
log1p_elapsed_ms_total,rasch_outfit,55,0.44681511319536615,0.3064795439786421,0.44681511319536615,0.3064795439786421
elapsed_ms_total,rasch_rmsea_x2,55,0.6045996944937311,0.40881249871564135,0.6045996944937311,0.40881249871564135
opcode_count_dynamic,rasch_rmsea_x2,55,0.5729836552267786,0.40870221047342237,0.5729836552267786,0.40870221047342237
branch_opcode_count_dynamic,rasch_rmsea_x2,55,0.5577124838346972,0.43219510760980684,0.5577124838346972,0.43219510760980684
elapsed_ms_per_test,rasch_rmsea_x2,55,0.517232087690107,0.4317563574721674,0.517232087690107,0.4317563574721674
log1p_elapsed_ms_per_test,rasch_rmsea_x2,55,0.5022822642747514,0.4317563574721674,0.5022822642747514,0.4317563574721674
elapsed_ms_per_input_cell,rasch_rmsea_x2,55,0.48852481744947757,0.3012705145953085,0.48852481744947757,0.3012705145953085
log1p_elapsed_ms_total,rasch_rmsea_x2,55,0.48689146453028503,0.40881249871564135,0.48689146453028503,0.40881249871564135
opcode_per_input_cell,rasch_rmsea_x2,55,0.46087813616715767,0.317042782818666,0.46087813616715767,0.317042782818666
halstead_effort,response_sd_all,56,-0.24073903800421623,-0.26955857520394166,0.24073903800421623,0.26955857520394166
ast_node_count,response_sd_all,56,-0.2178789753844806,-0.27390767500079116,0.2178789753844806,0.27390767500079116
halstead_volume,response_sd_all,56,-0.2113638511131481,-0.2563400514119425,0.2113638511131481,0.2563400514119425
token_count,response_sd_all,56,-0.20887025297553832,-0.2524361350588651,0.20887025297553832,0.2524361350588651
call_count_static,response_sd_all,56,-0.19329971381915054,-0.22718725356244968,0.19329971381915054,0.22718725356244968
cyclomatic_complexity,response_sd_all,56,-0.19299473783678223,-0.2183823003635558,0.19299473783678223,0.2183823003635558
branch_node_count,response_sd_all,56,-0.18933966716605452,-0.2300953718314359,0.18933966716605452,0.2300953718314359
nonblank_lines,response_sd_all,56,-0.16794952818422906,-0.1936845898136929,0.16794952818422906,0.1936845898136929
halstead_effort,thinking_advantage,56,-0.5237223368657821,-0.4911783221370357,0.5237223368657821,0.4911783221370357
ast_node_count,thinking_advantage,56,-0.5186918264384142,-0.4891951447834716,0.5186918264384142,0.4891951447834716
token_count,thinking_advantage,56,-0.5037172632599418,-0.4546605046610625,0.5037172632599418,0.4546605046610625
halstead_volume,thinking_advantage,56,-0.5018239792217604,-0.45011287383306214,0.5018239792217604,0.45011287383306214
branch_node_count,thinking_advantage,56,-0.4717352862389679,-0.41347568695661086,0.4717352862389679,0.41347568695661086
log1p_ast_node_count,thinking_advantage,56,-0.47059182814486716,-0.4891951447834716,0.47059182814486716,0.4891951447834716
cyclomatic_complexity,thinking_advantage,56,-0.4626750249730926,-0.4232506616438223,0.4626750249730926,0.4232506616438223
nonblank_lines,thinking_advantage,56,-0.4583569109356178,-0.40620352549266814,0.4583569109356178,0.40620352549266814
halstead_effort,thinking_logit_advantage,56,-0.5449181653702061,-0.4974697813276528,0.5449181653702061,0.4974697813276528
ast_node_count,thinking_logit_advantage,56,-0.5429507642560772,-0.48953707191339646,0.5429507642560772,0.48953707191339646
token_count,thinking_logit_advantage,56,-0.534219033763212,-0.466627954208432,0.534219033763212,0.466627954208432
halstead_volume,thinking_logit_advantage,56,-0.5296660767654741,-0.4556520933378446,0.5296660767654741,0.4556520933378446
log1p_ast_node_count,thinking_logit_advantage,56,-0.5002412713955976,-0.48953707191339646,0.5002412713955976,0.48953707191339646
branch_node_count,thinking_logit_advantage,56,-0.4993732910039315,-0.4307309445724204,0.4993732910039315,0.4307309445724204
nonblank_lines,thinking_logit_advantage,56,-0.49518906505496646,-0.42969753307083475,0.49518906505496646,0.42969753307083475
cyclomatic_complexity,thinking_logit_advantage,56,-0.4820074221396495,-0.43751926796626656,0.4820074221396495,0.43751926796626656
ast_node_count,two_pl_difficulty_all_models,55,0.6441228387174841,0.6135002525434736,0.6441228387174841,0.6135002525434736
token_count,two_pl_difficulty_all_models,55,0.6374515228614944,0.5900497871419296,0.6374515228614944,0.5900497871419296
halstead_volume,two_pl_difficulty_all_models,55,0.6335734648251331,0.5826899487697526,0.6335734648251331,0.5826899487697526
log1p_cyclomatic_complexity,two_pl_difficulty_all_models,55,0.6226570111407772,0.6206811185809595,0.6226570111407772,0.6206811185809595
log1p_ast_node_count,two_pl_difficulty_all_models,55,0.6171580193203123,0.6135002525434736,0.6171580193203123,0.6135002525434736
nonblank_lines,two_pl_difficulty_all_models,55,0.616564726691463,0.5755935688154881,0.616564726691463,0.5755935688154881
halstead_effort,two_pl_difficulty_all_models,55,0.6134182201319252,0.6119128364239844,0.6134182201319252,0.6119128364239844
cyclomatic_complexity,two_pl_difficulty_all_models,55,0.6070529244878,0.6206811185809595,0.6070529244878,0.6206811185809595
log1p_ast_node_count,two_pl_discrimination,55,-0.32075930687322773,-0.36387906775380624,0.32075930687322773,0.36387906775380624
complexity_pc1_score,two_pl_discrimination,55,-0.28628793769802574,-0.3657845843624132,0.28628793769802574,0.3657845843624132
log1p_cyclomatic_complexity,two_pl_discrimination,55,-0.2767571729594041,-0.2923061099430777,0.2767571729594041,0.2923061099430777
gzip_bytes,two_pl_discrimination,55,-0.2697676149336387,-0.36323622266214917,0.2697676149336387,0.36323622266214917
nonblank_lines,two_pl_discrimination,55,-0.26226883953681085,-0.37215847973689464,0.26226883953681085,0.37215847973689464
ast_node_count,two_pl_discrimination,55,-0.23617465369855264,-0.36387906775380624,0.23617465369855264,0.36387906775380624
token_count,two_pl_discrimination,55,-0.23451508924748887,-0.3460567140486327,0.23451508924748887,0.3460567140486327
halstead_volume,two_pl_discrimination,55,-0.2270405829023654,-0.35096327296341734,0.2270405829023654,0.35096327296341734
log1p_opcode_count_dynamic,two_pl_info_theta0,55,-0.23758635509845144,0.06478759218970372,0.23758635509845144,0.06478759218970372
log1p_branch_opcode_count_dynamic,two_pl_info_theta0,55,-0.20901847551482314,0.08347332346733287,0.20901847551482314,0.08347332346733287
log1p_peak_memory_bytes,two_pl_info_theta0,55,0.14776393776975408,0.40171916102269395,0.14776393776975408,0.40171916102269395
log1p_python_call_count_dynamic,two_pl_info_theta0,55,-0.14647493369309864,0.08618962126868597,0.14647493369309864,0.08618962126868597
function_count,two_pl_info_theta0,55,-0.13770668214159074,0.12993703440399793,0.13770668214159074,0.12993703440399793
log1p_elapsed_ms_total,two_pl_info_theta0,55,-0.12784542933011353,0.11563329320340399,0.12784542933011353,0.11563329320340399
peak_memory_bytes,two_pl_info_theta0,55,0.11957786744984007,0.40171916102269395,0.11957786744984007,0.40171916102269395
max_nesting_depth,two_pl_info_theta0,55,0.11061230965016178,0.277343332235578,0.11061230965016178,0.277343332235578
log1p_ast_node_count,two_pl_max_info,55,-0.3183732845818568,-0.36387906775380624,0.3183732845818568,0.36387906775380624
complexity_pc1_score,two_pl_max_info,55,-0.2788930937669575,-0.3657845843624132,0.2788930937669575,0.3657845843624132
log1p_cyclomatic_complexity,two_pl_max_info,55,-0.2763063725634577,-0.2923061099430777,0.2763063725634577,0.2923061099430777
gzip_bytes,two_pl_max_info,55,-0.2718915617933137,-0.36323622266214917,0.2718915617933137,0.36323622266214917
nonblank_lines,two_pl_max_info,55,-0.26308794927698287,-0.37215847973689464,0.26308794927698287,0.37215847973689464
ast_node_count,two_pl_max_info,55,-0.24747998038736066,-0.36387906775380624,0.24747998038736066,0.36387906775380624
token_count,two_pl_max_info,55,-0.2449788732704168,-0.3460567140486327,0.2449788732704168,0.3460567140486327
halstead_volume,two_pl_max_info,55,-0.23807568752835936,-0.35096327296341734,0.23807568752835936,0.35096327296341734
