item_id,gpcm_a,gpcm_location,dataset_key,task_id,graded_a,graded_location
arc_agi_2_eval__58490d8a,3.46618142815329,-0.444132500529877,arc_agi_2_eval,58490d8a,4.36539710883928,-1.08301588681353
arc_agi_2_eval__58f5dbd5,2.79518797137121,0.152878414720233,arc_agi_2_eval,58f5dbd5,3.9773108312904,-0.388286963601034
arc_agi_2_eval__8f215267,2.7959426965401,-0.585392764549579,arc_agi_2_eval,8f215267,2.67589055609346,-1.17187879120737
arc_agi_2_eval__981571dc,1.82509794753845,0.286081441536239,arc_agi_2_eval,981571dc,1.66420797402159,-0.227057043721131
arc_agi_2_eval__a251c730,0.760109378740202,0.941134695918184,arc_agi_2_eval,a251c730,1.45883288383209,0.509093343453731
arc_agi_2_eval__aa4ec2a5,2.17598519751566,0.545612318272111,arc_agi_2_eval,aa4ec2a5,2.65170415937933,0.0888199840010571
arc_agi_2_eval__b0039139,2.36318791761224,1.33843001041571,arc_agi_2_eval,b0039139,3.35778492799528,1.07197283085486
arc_agi_2_eval__b10624e5,1.19503270153385,0.175877743323944,arc_agi_2_eval,b10624e5,1.71220811483284,-0.0737336636995035
arc_agi_2_eval__db0c5428,1.88013779362922,-0.393454484264227,arc_agi_2_eval,db0c5428,2.78187521077634,-0.888630684947647
arc_agi_2_eval__db695cfb,2.87787463856915,0.590088526007602,arc_agi_2_eval,db695cfb,3.19021255828932,0.16167043856685
