task_pair_id,task_ID,task_set,test_index,attempts,solve_count,solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,median_submissions,mean_pred_prob,outfit,difficulty,point_biserial,ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,difficulty_rank,lm_mean,lm_best_across_models,lm_best_single_model,gap_vs_lm_mean,gap_vs_best_single_model,gap_vs_oracle,task_id,dataset_key,pair_index,num_models_all,num_models_thinking,num_models_standard,exact_current_mean_all,exact_current_mean_thinking,exact_current_mean_standard,exact_current_gap_thinking,exact_any_mean_all,exact_any_mean_thinking,exact_any_mean_standard,exact_any_gap_thinking,cell_accuracy_padded_mean_all,cell_accuracy_padded_mean_thinking,cell_accuracy_padded_mean_standard,cell_accuracy_padded_gap_thinking,shape_iou_mean_all,shape_iou_mean_thinking,shape_iou_mean_standard,shape_iou_gap_thinking,color_iou_mean_all,color_iou_mean_thinking,color_iou_mean_standard,color_iou_gap_thinking,component_size_iou_mean_all,component_size_iou_mean_thinking,component_size_iou_mean_standard,component_size_iou_gap_thinking,adjacency_iou_mean_all,adjacency_iou_mean_thinking,adjacency_iou_mean_standard,adjacency_iou_gap_thinking,soft_composite_mean_all,soft_composite_mean_thinking,soft_composite_mean_standard,soft_composite_gap_thinking
a25697e4__1,a25697e4,Public Eval,1,9,8,0.8888888888888888,126.52744444444446,140.786,1.3333333333333333,1.0,0.8216273761136508,0.5044377790166849,-1.199995027331963,0.1575240513949898,0.8892204624613274,3.0,2.0,30.0,25.0,750.0,6.0,30.0,25.0,750.0,6.0,1.0,471.0,0.0,0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,a25697e4,arc_agi_2_eval,1,39,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8862619244554728,0.8831029185867895,0.8943030303030303,-0.011200111716240801,0.9615660325337745,0.9619431643625193,0.9606060606060606,0.0013371037564586796,0.9435840639288631,0.9505575347636313,0.9258334108949074,0.024724123868723802,0.5346623462008077,0.6006160506160506,0.3667801895074623,0.23383586110858834,0.9028637095127641,0.9069361572812512,0.8924974788293415,0.014438678451909714,0.8457876153263365,0.8606311651220484,0.8080040340281603,0.05262713109388806
78332cb0__1,78332cb0,Public Eval,1,9,8,0.8888888888888888,313.6327777777778,341.656,1.8888888888888888,2.0,0.8842190006814241,0.6458574374498074,-0.073379189898274,-0.0084343509214593,0.6604705763551444,3.0,2.0,23.0,5.0,115.0,4.0,23.0,5.0,115.0,4.0,1.0,240.0,0.0,0,0,0.8888888888888888,0.8888888888888888,0.8888888888888888,78332cb0,arc_agi_2_eval,1,39,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6821668860810414,0.6604571232170475,0.7374281006439353,-0.07697097742688774,0.2814303335796395,0.217154022368953,0.4450427621159329,-0.2278887397469799,0.9849085311127018,0.9976132801367912,0.9525691699604742,0.04504411017631693,0.9342191577485696,0.9634653861544618,0.8597742127153892,0.10369117343907253,0.7199725577273005,0.7085219265225737,0.7491196189756963,-0.040597692453122614,0.7205394932498508,0.7094423476799656,0.7487867728822856,-0.039344425202319955
a47bf94d__0,a47bf94d,Public Eval,0,10,9,0.9,172.81869999999998,116.725,1.0,1.0,0.8549956704195962,0.3615298041549148,-0.8893612584050771,0.3408244597486555,1.4441811802476925,3.0,1.0,26.0,26.0,676.0,9.0,26.0,26.0,676.0,9.0,1.0,402.0,0.0256410256410256,1,0,0.8743589743589744,0.9,-0.0999999999999999,a47bf94d,arc_agi_2_eval,0,39,28,11,0.02564102564102564,0.0,0.09090909090909091,-0.09090909090909091,0.02564102564102564,0.0,0.09090909090909091,-0.09090909090909091,0.9583129632439296,0.9628572993957608,0.9467455621301775,0.016111737265583348,0.9980641390897802,0.9986772486772486,0.9965034965034966,0.0021737521737520415,0.9769914753428668,0.9768009455214778,0.9774764603427659,-0.0006755148212881368,0.8554575621484602,0.8684829218434365,0.8223021011067021,0.04618082073673435,0.9447919124098251,0.9450985326197158,0.9440114246028304,0.0010871080168853853,0.9467236104469725,0.950383389611528,0.9374078089371946,0.012975580674333465
71e489b6__0,71e489b6,Public Eval,0,4,4,1.0,145.916,142.211,1.0,1.0,0.8676798569383696,0.16137070454148,-1.0478085973351057,,,3.0,2.0,16.0,16.0,256.0,2.0,16.0,16.0,256.0,3.0,1.0,434.0,0.1282051282051282,1,0,0.8717948717948718,1.0,0.0,71e489b6,arc_agi_2_eval,0,39,28,11,0.1282051282051282,0.10714285714285714,0.18181818181818182,-0.07467532467532469,0.1794871794871795,0.17857142857142858,0.18181818181818182,-0.003246753246753248,0.9092548076923077,0.9397321428571429,0.8316761363636364,0.10805600649350655,1.0,1.0,1.0,0.0,0.917300095050274,0.9368942336634852,0.8674241058530092,0.06947012781047601,0.49136317259730017,0.5289217185730128,0.39575960102275887,0.13316211755025398,0.870783166368639,0.9018129745641943,0.7917982000526805,0.11001477451151376,0.8377402483417041,0.8614722139315669,0.7773316086584171,0.08414060527314982
9385bd28__0,9385bd28,Public Eval,0,2,2,1.0,96.645,96.645,1.0,1.0,0.8940506484431979,0.1197353224157322,-0.412828492405081,,,4.0,2.0,19.0,13.0,247.0,7.0,19.0,13.0,247.0,7.0,1.0,306.0,0.1538461538461538,1,1,0.8461538461538461,0.0,0.0,9385bd28,arc_agi_2_eval,0,39,28,11,0.15384615384615385,0.14285714285714285,0.18181818181818182,-0.038961038961038974,0.15384615384615385,0.14285714285714285,0.18181818181818182,-0.038961038961038974,0.7804149114611505,0.7984003531094945,0.7346337872653662,0.06376656584412832,0.9876923076923075,0.9828571428571429,1.0,-0.017142857142857126,0.7282900886446989,0.750294605674543,0.6722785907505504,0.07801601492399257,0.5498805640839748,0.5633828434447674,0.5155111257110476,0.04787171773371979,0.642747367597138,0.6690841218736018,0.575708356711594,0.09337576516200774,0.737805047895854,0.75280381339191,0.6996263720877116,0.053177441304198436
36a08778__1,36a08778,Public Eval,1,3,3,1.0,177.62166666666667,208.843,1.0,1.0,0.9207989479178882,0.0902602776574827,-0.4643593090357095,,,6.0,2.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,3.0,1.0,320.0,0.1538461538461538,1,1,0.8461538461538461,0.0,0.0,36a08778,arc_agi_2_eval,1,39,28,11,0.15384615384615385,0.14285714285714285,0.18181818181818182,-0.038961038961038974,0.15384615384615385,0.14285714285714285,0.18181818181818182,-0.038961038961038974,0.8348791471372116,0.8548515104966717,0.784040404040404,0.07081110645626776,0.9889164598842018,0.9976574500768048,0.9666666666666667,0.030990783410138167,0.9143124013492153,0.9267201670747977,0.8827289976840973,0.04399116939070036,0.4750828755085189,0.48053731189863325,0.46119885560640994,0.019338456292223305,0.8449730994450075,0.8595007376271082,0.8079936567996604,0.051507080827447815,0.8116327966648311,0.8238534354348032,0.7805257161594477,0.0433277192753555
3a25b0d8__0,3a25b0d8,Public Eval,0,6,5,0.8333333333333334,102.4605,66.6255,1.8333333333333333,1.0,0.7791335190134202,0.3054616735117477,-0.639831755002059,0.531333453717854,1.997841936961916,2.0,2.0,30.0,30.0,900.0,9.0,18.0,13.0,234.0,9.0,0.26,352.0,0.0,0,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,3a25b0d8,arc_agi_2_eval,0,39,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4650741480312526,0.5031359254961739,0.3681896235750888,0.13494630192108514,0.8244214894763678,0.8650294233212558,0.7210558396893801,0.14397358363187562,0.7688009635837033,0.7923150154157698,0.7089470134657162,0.08336800195005356,0.1664440122307675,0.18230917206165273,0.12605996902487793,0.0562492030367748,0.7201351344438606,0.7403191063462005,0.6687577514197228,0.07156135492647764,0.5889751495531904,0.6166217285282106,0.5186020394349571,0.09801968909325354
8698868d__0,8698868d,Public Eval,0,10,9,0.9,233.1907,212.413,1.3,1.0,0.8679481040980324,0.4110289731378866,-0.6303484019276705,0.434960794736021,1.0606772118615322,2.0,1.0,30.0,30.0,900.0,10.0,14.0,21.0,294.0,9.0,0.3266666666666666,351.0,0.0769230769230769,1,0,0.823076923076923,0.9,-0.0999999999999999,8698868d,arc_agi_2_eval,0,39,28,11,0.07692307692307693,0.03571428571428571,0.18181818181818182,-0.14610389610389612,0.07692307692307693,0.03571428571428571,0.18181818181818182,-0.14610389610389612,0.4281702903272476,0.4515236610517223,0.36872534666494833,0.08279831438677399,0.7899401458757025,0.8446995242287377,0.650552637340704,0.19414688688803372,0.6636273474834944,0.683545687027339,0.6129261195537079,0.07061956747363107,0.29309570356831666,0.28319566227607873,0.31829580867583146,-0.03510014639975273,0.42301463567885605,0.41112196377134563,0.4532868914434279,-0.04216492767208224,0.5195696245867234,0.5348172996710447,0.48075736073572384,0.054059938935320906
135a2760__0,135a2760,Public Eval,0,9,8,0.8888888888888888,152.031,114.573,2.2222222222222223,2.0,0.8650244931148509,0.3534180846564626,-0.4186061105255038,0.4502284709209707,1.66085478119279,2.0,1.0,29.0,29.0,841.0,6.0,29.0,29.0,841.0,6.0,1.0,308.0,0.0769230769230769,1,0,0.811965811965812,0.8888888888888888,-0.1111111111111111,135a2760,arc_agi_2_eval,0,39,28,11,0.07692307692307693,0.10714285714285714,0.0,0.10714285714285714,0.1282051282051282,0.14285714285714285,0.09090909090909091,0.05194805194805194,0.9545412969907618,0.9533718362493631,0.9575181061506864,-0.004146269901323385,0.9664014146772768,0.9642857142857143,0.9717868338557994,-0.007501119570085146,0.9623964762628682,0.9600631103472076,0.9683359531390953,-0.008272842791887669,0.7605416472250547,0.7806281924641026,0.7094122593438423,0.07121593312026031,0.9524948004909581,0.9502020820529432,0.9583308110604503,-0.008128729007507052,0.9192751271293841,0.9217101870798662,0.9130767927099748,0.008633394369891412
9385bd28__1,9385bd28,Public Eval,1,9,8,0.8888888888888888,298.4412222222222,334.698,1.4444444444444444,1.0,0.8512264086301249,0.6955529593196805,-0.6672500762849273,-0.4204480568416516,0.3702537478052992,4.0,2.0,13.0,19.0,247.0,7.0,13.0,19.0,247.0,7.0,1.0,361.0,0.0769230769230769,1,1,0.811965811965812,-0.1111111111111111,-0.1111111111111111,9385bd28,arc_agi_2_eval,1,39,28,11,0.07692307692307693,0.10714285714285714,0.0,0.10714285714285714,0.07692307692307693,0.10714285714285714,0.0,0.10714285714285714,0.853835772864113,0.9019664545980336,0.7313213102686787,0.17064514432935485,0.9743589743589743,1.0,0.9090909090909091,0.09090909090909094,0.8467270535755055,0.8897769013698672,0.7371456228262214,0.15263127854364578,0.6503137458376186,0.7276049780360125,0.4535724275144338,0.27403255052157877,0.7857171681797123,0.8351236330311556,0.6599552576487656,0.17516837538238994,0.8221905429631848,0.8708943934070138,0.6982171054698015,0.17267728793721226
de809cff__0,de809cff,Public Eval,0,10,8,0.8,335.6154,319.3675,1.7,2.0,0.801697178946218,0.5861427207163035,0.0446486959898836,0.4135825791764874,1.2144887388851324,2.0,1.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,4.0,1.0,219.0,0.0,0,0,0.8,0.8,0.8,de809cff,arc_agi_2_eval,0,39,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8211965811965811,0.8487698412698412,0.751010101010101,0.09775974025974021,0.988034188034188,1.0,0.9575757575757575,0.042424242424242475,0.9167027353840973,0.9437863317582249,0.8477626718863184,0.09602365987190653,0.3881805432244805,0.4461144204341165,0.24071249214540694,0.20540192828870954,0.8148309257313471,0.850158698991868,0.724905684704567,0.12525301428730107,0.785788994714139,0.8177658584908102,0.7043933414644302,0.11337251702637996
28a6681f__0,28a6681f,Public Eval,0,10,8,0.8,109.5041,108.6185,1.7,1.0,0.7792091724332749,0.4361344683783427,-0.405251269165536,0.3731390626819438,1.6190548617540443,3.0,1.0,10.0,10.0,100.0,5.0,10.0,10.0,100.0,5.0,1.0,303.0,0.0,0,0,0.8,0.8,0.8,28a6681f,arc_agi_2_eval,0,39,28,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8938461538461538,0.8810714285714285,0.9263636363636363,-0.04529220779220777,0.9487179487179487,0.9285714285714286,1.0,-0.0714285714285714,0.9216865876941631,0.9046749498832616,0.9649889384855489,-0.060313988602287316,0.5637678560755485,0.551048951048951,0.5961432506887051,-0.04509429963975409,0.8382618522462079,0.8328298086972198,0.8520888721890862,-0.019259063491866457,0.8332560797160042,0.8196393133544578,0.8679169395453954,-0.04827762619093756
e3721c99__0,e3721c99,Public Eval,0,5,4,0.8,75.0886,56.362,2.0,1.0,0.7612472925987805,0.1375835880193054,-0.3767719528026675,0.9053867691626882,3.8285141133439113,2.0,2.0,30.0,30.0,900.0,6.0,30.0,30.0,900.0,5.0,1.0,292.0,0.0,0,0,0.8,0.8,0.8,e3721c99,arc_agi_2_eval,0,39,28,11,0.0,0.0,0.0,0.0,0.05128205128205128,0.07142857142857142,0.0,0.07142857142857142,0.8264387464387465,0.8440079365079365,0.7817171717171717,0.062290764790764785,0.9735042735042736,0.9642857142857143,0.996969696969697,-0.03268398268398265,0.7793862265556166,0.8104832990545734,0.7002300420128177,0.1102532570417557,0.6358935105749498,0.6465726659766454,0.6087102059160882,0.03786246006055727,0.7164197280762581,0.7582188670805043,0.6100219197018132,0.14819694737869116,0.7863284970299689,0.8047136965810748,0.7395298072635176,0.06518388931755725
3dc255db__0,3dc255db,Public Eval,0,8,7,0.875,167.849125,163.95350000000002,3.375,3.5,0.8828610515217531,0.5295924693492625,0.1366346755500974,0.1609834716811186,1.113853973508793,3.0,1.0,12.0,13.0,156.0,6.0,12.0,13.0,156.0,6.0,1.0,204.0,0.0769230769230769,1,0,0.7980769230769231,0.875,-0.125,3dc255db,arc_agi_2_eval,0,39,28,11,0.07692307692307693,0.10714285714285714,0.0,0.10714285714285714,0.07692307692307693,0.10714285714285714,0.0,0.10714285714285714,0.9263642340565418,0.9342948717948717,0.9061771561771561,0.02811771561771559,1.0,1.0,1.0,0.0,0.9676828667693865,0.9735972567082843,0.952628056015828,0.020969200692456336,0.6490049911102543,0.689899882242151,0.544908904592699,0.144990977649452,0.8790444254747521,0.8978175094098394,0.8312583936399851,0.0665591157698543,0.884419303482187,0.8991219040310291,0.8469945020851337,0.05212740194589538
e8686506__0,e8686506,Public Eval,0,9,9,1.0,125.32711111111112,104.05,1.0,1.0,0.9438339713164842,0.0609610406607144,-1.000057732808619,,,2.0,1.0,15.0,15.0,225.0,6.0,8.0,5.0,40.0,5.0,0.1777777777777777,425.0,0.2051282051282051,1,1,0.7948717948717949,0.0,0.0,e8686506,arc_agi_2_eval,0,39,28,11,0.20512820512820512,0.21428571428571427,0.18181818181818182,0.03246753246753245,0.2564102564102564,0.2857142857142857,0.18181818181818182,0.10389610389610388,0.5913247863247864,0.6488095238095237,0.44499999999999995,0.20380952380952377,0.9299015799015797,0.9416486291486291,0.9,0.0416486291486291,0.7622637311114682,0.8142279657748173,0.6299911337865794,0.18423683198823781,0.5168455241464689,0.576430915016237,0.3651736201143315,0.21125729490190548,0.5549591823499994,0.6119401229960454,0.4099167879782456,0.2020233350177998,0.6710589607668606,0.7186114313490507,0.5500163083758314,0.16859512297321932
36a08778__0,36a08778,Public Eval,0,3,3,1.0,73.28966666666666,69.41,1.3333333333333333,1.0,0.9207972099953152,0.0902625268377786,-0.4643343905186015,,,6.0,2.0,16.0,16.0,256.0,3.0,16.0,16.0,256.0,3.0,1.0,319.0,0.2051282051282051,1,1,0.7948717948717949,0.0,0.0,36a08778,arc_agi_2_eval,0,39,28,11,0.20512820512820512,0.17857142857142858,0.2727272727272727,-0.09415584415584413,0.28205128205128205,0.2857142857142857,0.2727272727272727,0.012987012987012991,0.8760016025641025,0.8987165178571429,0.8181818181818182,0.08053469967532467,1.0,1.0,1.0,0.0,0.945439835982489,0.9527673451256204,0.9267879945272454,0.025979350598375084,0.5824973785652751,0.6023167649339759,0.532048031444946,0.07026873348902996,0.8679841880043287,0.8847288263805663,0.825361472137542,0.059367354243024306,0.8543846010232391,0.8677058908594611,0.8204758632583103,0.047230027601150804
7b5033c1__0,7b5033c1,Public Eval,0,9,8,0.8888888888888888,170.40655555555557,142.322,1.4444444444444444,1.0,0.864689497616165,0.1661051853700338,-0.4246938826208856,0.9513774351150724,2.9165171725125107,2.0,1.0,16.0,16.0,256.0,5.0,25.0,1.0,25.0,4.0,0.09765625,309.0,0.1025641025641025,1,0,0.7863247863247863,0.8888888888888888,-0.1111111111111111,7b5033c1,arc_agi_2_eval,0,39,28,11,0.10256410256410256,0.14285714285714285,0.0,0.14285714285714285,0.1794871794871795,0.21428571428571427,0.09090909090909091,0.12337662337662336,0.6796130104463439,0.6757142857142858,0.689537037037037,-0.013822751322751126,0.9606744431901666,0.9942857142857143,0.8751184804014993,0.11916723388421502,0.9464829894538119,0.9915384615384616,0.8317963332383393,0.15974212830012224,0.5667388167388168,0.5974025974025974,0.488685556867375,0.10871704053522235,0.8476527037394569,0.8850863422291996,0.7523670784928391,0.13271926373636045,0.8002323927137193,0.8288054802340518,0.727500897207418,0.10130458302663381
