step,solved_count_all,solved_fraction_all,solved_count_eventual,solved_fraction_eventual
160,48,0.12,48,0.32
161,48,0.12,48,0.32
162,49,0.1225,49,0.32666666666666666
163,49,0.1225,49,0.32666666666666666
164,49,0.1225,49,0.32666666666666666
165,49,0.1225,49,0.32666666666666666
166,50,0.125,50,0.3333333333333333
167,51,0.1275,51,0.34
168,52,0.13,52,0.3466666666666667
169,52,0.13,52,0.3466666666666667
170,52,0.13,52,0.3466666666666667
171,52,0.13,52,0.3466666666666667
172,54,0.135,54,0.36
173,55,0.1375,55,0.36666666666666664
174,56,0.14,56,0.37333333333333335
175,56,0.14,56,0.37333333333333335
176,57,0.1425,57,0.38
177,57,0.1425,57,0.38
178,57,0.1425,57,0.38
179,57,0.1425,57,0.38
180,61,0.1525,61,0.4066666666666667
181,61,0.1525,61,0.4066666666666667
182,61,0.1525,61,0.4066666666666667
183,62,0.155,62,0.41333333333333333
184,62,0.155,62,0.41333333333333333
185,64,0.16,64,0.4266666666666667
186,65,0.1625,65,0.43333333333333335
187,65,0.1625,65,0.43333333333333335
188,66,0.165,66,0.44
189,67,0.1675,67,0.44666666666666666
190,68,0.17,68,0.4533333333333333
191,68,0.17,68,0.4533333333333333
192,69,0.1725,69,0.46
193,69,0.1725,69,0.46
194,70,0.175,70,0.4666666666666667
195,70,0.175,70,0.4666666666666667
196,70,0.175,70,0.4666666666666667
197,70,0.175,70,0.4666666666666667
198,70,0.175,70,0.4666666666666667
199,70,0.175,70,0.4666666666666667
200,70,0.175,70,0.4666666666666667
201,70,0.175,70,0.4666666666666667
202,70,0.175,70,0.4666666666666667
203,71,0.1775,71,0.47333333333333333
204,71,0.1775,71,0.47333333333333333
205,72,0.18,72,0.48
206,72,0.18,72,0.48
207,72,0.18,72,0.48
208,73,0.1825,73,0.4866666666666667
209,74,0.185,74,0.49333333333333335
210,74,0.185,74,0.49333333333333335
211,74,0.185,74,0.49333333333333335
212,74,0.185,74,0.49333333333333335
213,74,0.185,74,0.49333333333333335
214,74,0.185,74,0.49333333333333335
215,76,0.19,76,0.5066666666666667
216,77,0.1925,77,0.5133333333333333
217,77,0.1925,77,0.5133333333333333
218,78,0.195,78,0.52
219,78,0.195,78,0.52
220,78,0.195,78,0.52
221,78,0.195,78,0.52
222,78,0.195,78,0.52
223,78,0.195,78,0.52
224,78,0.195,78,0.52
225,78,0.195,78,0.52
226,78,0.195,78,0.52
227,78,0.195,78,0.52
228,79,0.1975,79,0.5266666666666666
229,79,0.1975,79,0.5266666666666666
230,79,0.1975,79,0.5266666666666666
231,79,0.1975,79,0.5266666666666666
232,79,0.1975,79,0.5266666666666666
233,79,0.1975,79,0.5266666666666666
234,79,0.1975,79,0.5266666666666666
235,79,0.1975,79,0.5266666666666666
236,79,0.1975,79,0.5266666666666666
237,79,0.1975,79,0.5266666666666666
238,79,0.1975,79,0.5266666666666666
239,79,0.1975,79,0.5266666666666666
240,79,0.1975,79,0.5266666666666666
241,80,0.2,80,0.5333333333333333
242,81,0.2025,81,0.54
243,82,0.205,82,0.5466666666666666
244,82,0.205,82,0.5466666666666666
245,82,0.205,82,0.5466666666666666
246,82,0.205,82,0.5466666666666666
247,82,0.205,82,0.5466666666666666
248,82,0.205,82,0.5466666666666666
249,83,0.2075,83,0.5533333333333333
250,83,0.2075,83,0.5533333333333333
251,83,0.2075,83,0.5533333333333333
252,83,0.2075,83,0.5533333333333333
253,83,0.2075,83,0.5533333333333333
254,84,0.21,84,0.56
255,84,0.21,84,0.56
256,84,0.21,84,0.56
257,84,0.21,84,0.56
258,85,0.2125,85,0.5666666666666667
259,85,0.2125,85,0.5666666666666667
260,86,0.215,86,0.5733333333333334
261,86,0.215,86,0.5733333333333334
262,87,0.2175,87,0.58
263,87,0.2175,87,0.58
264,87,0.2175,87,0.58
265,87,0.2175,87,0.58
266,88,0.22,88,0.5866666666666667
267,88,0.22,88,0.5866666666666667
268,88,0.22,88,0.5866666666666667
269,88,0.22,88,0.5866666666666667
270,89,0.2225,89,0.5933333333333334
271,89,0.2225,89,0.5933333333333334
272,89,0.2225,89,0.5933333333333334
273,89,0.2225,89,0.5933333333333334
274,91,0.2275,91,0.6066666666666667
275,91,0.2275,91,0.6066666666666667
276,91,0.2275,91,0.6066666666666667
277,91,0.2275,91,0.6066666666666667
278,91,0.2275,91,0.6066666666666667
279,91,0.2275,91,0.6066666666666667
280,91,0.2275,91,0.6066666666666667
281,91,0.2275,91,0.6066666666666667
282,91,0.2275,91,0.6066666666666667
283,91,0.2275,91,0.6066666666666667
284,91,0.2275,91,0.6066666666666667
285,91,0.2275,91,0.6066666666666667
286,91,0.2275,91,0.6066666666666667
287,92,0.23,92,0.6133333333333333
288,92,0.23,92,0.6133333333333333
289,92,0.23,92,0.6133333333333333
290,92,0.23,92,0.6133333333333333
291,93,0.2325,93,0.62
292,93,0.2325,93,0.62
293,94,0.235,94,0.6266666666666667
294,94,0.235,94,0.6266666666666667
295,94,0.235,94,0.6266666666666667
296,94,0.235,94,0.6266666666666667
297,94,0.235,94,0.6266666666666667
298,94,0.235,94,0.6266666666666667
299,94,0.235,94,0.6266666666666667
300,94,0.235,94,0.6266666666666667
301,94,0.235,94,0.6266666666666667
302,94,0.235,94,0.6266666666666667
303,94,0.235,94,0.6266666666666667
304,94,0.235,94,0.6266666666666667
305,94,0.235,94,0.6266666666666667
306,94,0.235,94,0.6266666666666667
307,94,0.235,94,0.6266666666666667
308,94,0.235,94,0.6266666666666667
309,96,0.24,96,0.64
310,96,0.24,96,0.64
311,96,0.24,96,0.64
312,96,0.24,96,0.64
313,96,0.24,96,0.64
314,96,0.24,96,0.64
315,96,0.24,96,0.64
316,97,0.2425,97,0.6466666666666666
317,98,0.245,98,0.6533333333333333
318,98,0.245,98,0.6533333333333333
319,98,0.245,98,0.6533333333333333
320,98,0.245,98,0.6533333333333333
321,98,0.245,98,0.6533333333333333
322,98,0.245,98,0.6533333333333333
323,98,0.245,98,0.6533333333333333
324,98,0.245,98,0.6533333333333333
325,99,0.2475,99,0.66
326,99,0.2475,99,0.66
327,100,0.25,100,0.6666666666666666
328,100,0.25,100,0.6666666666666666
329,100,0.25,100,0.6666666666666666
330,101,0.2525,101,0.6733333333333333
331,101,0.2525,101,0.6733333333333333
332,101,0.2525,101,0.6733333333333333
333,101,0.2525,101,0.6733333333333333
334,101,0.2525,101,0.6733333333333333
335,101,0.2525,101,0.6733333333333333
336,101,0.2525,101,0.6733333333333333
337,101,0.2525,101,0.6733333333333333
338,101,0.2525,101,0.6733333333333333
339,101,0.2525,101,0.6733333333333333
340,101,0.2525,101,0.6733333333333333
341,101,0.2525,101,0.6733333333333333
342,101,0.2525,101,0.6733333333333333
343,101,0.2525,101,0.6733333333333333
344,101,0.2525,101,0.6733333333333333
345,101,0.2525,101,0.6733333333333333
346,101,0.2525,101,0.6733333333333333
347,101,0.2525,101,0.6733333333333333
348,101,0.2525,101,0.6733333333333333
349,101,0.2525,101,0.6733333333333333
350,101,0.2525,101,0.6733333333333333
351,101,0.2525,101,0.6733333333333333
352,101,0.2525,101,0.6733333333333333
353,101,0.2525,101,0.6733333333333333
354,101,0.2525,101,0.6733333333333333
355,101,0.2525,101,0.6733333333333333
356,101,0.2525,101,0.6733333333333333
357,102,0.255,102,0.68
358,102,0.255,102,0.68
359,104,0.26,104,0.6933333333333334
360,104,0.26,104,0.6933333333333334
361,104,0.26,104,0.6933333333333334
362,104,0.26,104,0.6933333333333334
363,104,0.26,104,0.6933333333333334
364,104,0.26,104,0.6933333333333334
365,104,0.26,104,0.6933333333333334
366,104,0.26,104,0.6933333333333334
367,105,0.2625,105,0.7
368,105,0.2625,105,0.7
369,105,0.2625,105,0.7
370,105,0.2625,105,0.7
371,105,0.2625,105,0.7
372,105,0.2625,105,0.7
373,105,0.2625,105,0.7
374,106,0.265,106,0.7066666666666667
375,106,0.265,106,0.7066666666666667
376,107,0.2675,107,0.7133333333333334
377,108,0.27,108,0.72
378,108,0.27,108,0.72
379,108,0.27,108,0.72
380,108,0.27,108,0.72
381,108,0.27,108,0.72
382,108,0.27,108,0.72
383,108,0.27,108,0.72
384,108,0.27,108,0.72
385,108,0.27,108,0.72
386,108,0.27,108,0.72
387,108,0.27,108,0.72
388,108,0.27,108,0.72
389,108,0.27,108,0.72
390,108,0.27,108,0.72
391,109,0.2725,109,0.7266666666666667
392,109,0.2725,109,0.7266666666666667
393,109,0.2725,109,0.7266666666666667
394,109,0.2725,109,0.7266666666666667
395,109,0.2725,109,0.7266666666666667
396,109,0.2725,109,0.7266666666666667
397,109,0.2725,109,0.7266666666666667
398,109,0.2725,109,0.7266666666666667
399,109,0.2725,109,0.7266666666666667
400,109,0.2725,109,0.7266666666666667
401,109,0.2725,109,0.7266666666666667
402,109,0.2725,109,0.7266666666666667
403,109,0.2725,109,0.7266666666666667
404,109,0.2725,109,0.7266666666666667
405,109,0.2725,109,0.7266666666666667
406,111,0.2775,111,0.74
407,111,0.2775,111,0.74
408,112,0.28,112,0.7466666666666667
409,112,0.28,112,0.7466666666666667
410,112,0.28,112,0.7466666666666667
411,112,0.28,112,0.7466666666666667
412,112,0.28,112,0.7466666666666667
413,113,0.2825,113,0.7533333333333333
414,114,0.285,114,0.76
415,114,0.285,114,0.76
416,114,0.285,114,0.76
417,114,0.285,114,0.76
418,115,0.2875,115,0.7666666666666667
419,115,0.2875,115,0.7666666666666667
420,115,0.2875,115,0.7666666666666667
421,115,0.2875,115,0.7666666666666667
422,115,0.2875,115,0.7666666666666667
423,115,0.2875,115,0.7666666666666667
424,115,0.2875,115,0.7666666666666667
425,115,0.2875,115,0.7666666666666667
426,115,0.2875,115,0.7666666666666667
427,115,0.2875,115,0.7666666666666667
428,115,0.2875,115,0.7666666666666667
429,115,0.2875,115,0.7666666666666667
430,115,0.2875,115,0.7666666666666667
431,115,0.2875,115,0.7666666666666667
432,115,0.2875,115,0.7666666666666667
433,115,0.2875,115,0.7666666666666667
434,115,0.2875,115,0.7666666666666667
435,115,0.2875,115,0.7666666666666667
436,115,0.2875,115,0.7666666666666667
437,116,0.29,116,0.7733333333333333
438,116,0.29,116,0.7733333333333333
439,116,0.29,116,0.7733333333333333
440,116,0.29,116,0.7733333333333333
441,116,0.29,116,0.7733333333333333
442,116,0.29,116,0.7733333333333333
443,116,0.29,116,0.7733333333333333
444,116,0.29,116,0.7733333333333333
445,116,0.29,116,0.7733333333333333
446,116,0.29,116,0.7733333333333333
447,116,0.29,116,0.7733333333333333
448,116,0.29,116,0.7733333333333333
449,117,0.2925,117,0.78
450,117,0.2925,117,0.78
451,117,0.2925,117,0.78
452,117,0.2925,117,0.78
453,117,0.2925,117,0.78
454,118,0.295,118,0.7866666666666666
455,118,0.295,118,0.7866666666666666
456,118,0.295,118,0.7866666666666666
457,118,0.295,118,0.7866666666666666
458,118,0.295,118,0.7866666666666666
459,118,0.295,118,0.7866666666666666
460,118,0.295,118,0.7866666666666666
461,118,0.295,118,0.7866666666666666
462,118,0.295,118,0.7866666666666666
463,119,0.2975,119,0.7933333333333333
464,119,0.2975,119,0.7933333333333333
465,119,0.2975,119,0.7933333333333333
466,119,0.2975,119,0.7933333333333333
467,119,0.2975,119,0.7933333333333333
468,120,0.3,120,0.8
469,120,0.3,120,0.8
470,120,0.3,120,0.8
471,120,0.3,120,0.8
472,120,0.3,120,0.8
473,120,0.3,120,0.8
474,120,0.3,120,0.8
475,120,0.3,120,0.8
476,120,0.3,120,0.8
477,120,0.3,120,0.8
478,120,0.3,120,0.8
479,120,0.3,120,0.8
480,120,0.3,120,0.8
481,120,0.3,120,0.8
482,120,0.3,120,0.8
483,120,0.3,120,0.8
484,120,0.3,120,0.8
485,120,0.3,120,0.8
486,120,0.3,120,0.8
487,120,0.3,120,0.8
488,120,0.3,120,0.8
489,120,0.3,120,0.8
490,120,0.3,120,0.8
491,120,0.3,120,0.8
492,120,0.3,120,0.8
493,120,0.3,120,0.8
494,120,0.3,120,0.8
495,120,0.3,120,0.8
496,120,0.3,120,0.8
497,120,0.3,120,0.8
498,120,0.3,120,0.8
499,120,0.3,120,0.8
500,120,0.3,120,0.8
501,120,0.3,120,0.8
502,121,0.3025,121,0.8066666666666666
503,121,0.3025,121,0.8066666666666666
504,121,0.3025,121,0.8066666666666666
505,121,0.3025,121,0.8066666666666666
506,121,0.3025,121,0.8066666666666666
507,121,0.3025,121,0.8066666666666666
508,121,0.3025,121,0.8066666666666666
509,121,0.3025,121,0.8066666666666666
510,121,0.3025,121,0.8066666666666666
511,121,0.3025,121,0.8066666666666666
512,121,0.3025,121,0.8066666666666666
513,121,0.3025,121,0.8066666666666666
514,121,0.3025,121,0.8066666666666666
515,121,0.3025,121,0.8066666666666666
516,121,0.3025,121,0.8066666666666666
517,122,0.305,122,0.8133333333333334
518,123,0.3075,123,0.82
519,123,0.3075,123,0.82
520,123,0.3075,123,0.82
521,123,0.3075,123,0.82
522,124,0.31,124,0.8266666666666667
523,124,0.31,124,0.8266666666666667
524,124,0.31,124,0.8266666666666667
525,124,0.31,124,0.8266666666666667
526,124,0.31,124,0.8266666666666667
527,124,0.31,124,0.8266666666666667
528,124,0.31,124,0.8266666666666667
529,124,0.31,124,0.8266666666666667
530,124,0.31,124,0.8266666666666667
531,124,0.31,124,0.8266666666666667
532,124,0.31,124,0.8266666666666667
533,124,0.31,124,0.8266666666666667
534,124,0.31,124,0.8266666666666667
535,124,0.31,124,0.8266666666666667
536,124,0.31,124,0.8266666666666667
537,124,0.31,124,0.8266666666666667
538,124,0.31,124,0.8266666666666667
539,124,0.31,124,0.8266666666666667
540,124,0.31,124,0.8266666666666667
541,124,0.31,124,0.8266666666666667
542,124,0.31,124,0.8266666666666667
543,124,0.31,124,0.8266666666666667
544,124,0.31,124,0.8266666666666667
545,124,0.31,124,0.8266666666666667
546,124,0.31,124,0.8266666666666667
547,124,0.31,124,0.8266666666666667
548,124,0.31,124,0.8266666666666667
549,124,0.31,124,0.8266666666666667
550,124,0.31,124,0.8266666666666667
551,124,0.31,124,0.8266666666666667
552,124,0.31,124,0.8266666666666667
553,124,0.31,124,0.8266666666666667
554,125,0.3125,125,0.8333333333333334
555,125,0.3125,125,0.8333333333333334
556,125,0.3125,125,0.8333333333333334
557,125,0.3125,125,0.8333333333333334
558,125,0.3125,125,0.8333333333333334
559,125,0.3125,125,0.8333333333333334
560,125,0.3125,125,0.8333333333333334
561,125,0.3125,125,0.8333333333333334
562,125,0.3125,125,0.8333333333333334
563,125,0.3125,125,0.8333333333333334
564,125,0.3125,125,0.8333333333333334
565,126,0.315,126,0.84
566,126,0.315,126,0.84
567,126,0.315,126,0.84
568,126,0.315,126,0.84
569,126,0.315,126,0.84
570,126,0.315,126,0.84
571,127,0.3175,127,0.8466666666666667
572,127,0.3175,127,0.8466666666666667
573,127,0.3175,127,0.8466666666666667
574,127,0.3175,127,0.8466666666666667
575,127,0.3175,127,0.8466666666666667
576,127,0.3175,127,0.8466666666666667
577,127,0.3175,127,0.8466666666666667
578,127,0.3175,127,0.8466666666666667
579,127,0.3175,127,0.8466666666666667
580,127,0.3175,127,0.8466666666666667
581,127,0.3175,127,0.8466666666666667
582,127,0.3175,127,0.8466666666666667
583,127,0.3175,127,0.8466666666666667
584,127,0.3175,127,0.8466666666666667
585,127,0.3175,127,0.8466666666666667
586,127,0.3175,127,0.8466666666666667
587,127,0.3175,127,0.8466666666666667
588,127,0.3175,127,0.8466666666666667
589,127,0.3175,127,0.8466666666666667
590,127,0.3175,127,0.8466666666666667
591,127,0.3175,127,0.8466666666666667
592,127,0.3175,127,0.8466666666666667
593,127,0.3175,127,0.8466666666666667
594,127,0.3175,127,0.8466666666666667
595,127,0.3175,127,0.8466666666666667
596,127,0.3175,127,0.8466666666666667
597,127,0.3175,127,0.8466666666666667
598,127,0.3175,127,0.8466666666666667
599,127,0.3175,127,0.8466666666666667
600,128,0.32,128,0.8533333333333334
601,128,0.32,128,0.8533333333333334
602,128,0.32,128,0.8533333333333334
603,128,0.32,128,0.8533333333333334
604,128,0.32,128,0.8533333333333334
605,128,0.32,128,0.8533333333333334
606,128,0.32,128,0.8533333333333334
607,128,0.32,128,0.8533333333333334
608,128,0.32,128,0.8533333333333334
609,128,0.32,128,0.8533333333333334
610,128,0.32,128,0.8533333333333334
611,128,0.32,128,0.8533333333333334
612,128,0.32,128,0.8533333333333334
613,128,0.32,128,0.8533333333333334
614,128,0.32,128,0.8533333333333334
615,128,0.32,128,0.8533333333333334
616,128,0.32,128,0.8533333333333334
617,128,0.32,128,0.8533333333333334
618,128,0.32,128,0.8533333333333334
619,128,0.32,128,0.8533333333333334
620,128,0.32,128,0.8533333333333334
621,128,0.32,128,0.8533333333333334
622,128,0.32,128,0.8533333333333334
623,128,0.32,128,0.8533333333333334
624,128,0.32,128,0.8533333333333334
625,128,0.32,128,0.8533333333333334
626,128,0.32,128,0.8533333333333334
627,128,0.32,128,0.8533333333333334
628,128,0.32,128,0.8533333333333334
629,128,0.32,128,0.8533333333333334
630,129,0.3225,129,0.86
631,130,0.325,130,0.8666666666666667
632,130,0.325,130,0.8666666666666667
633,130,0.325,130,0.8666666666666667
634,130,0.325,130,0.8666666666666667
635,130,0.325,130,0.8666666666666667
636,130,0.325,130,0.8666666666666667
637,130,0.325,130,0.8666666666666667
638,131,0.3275,131,0.8733333333333333
639,131,0.3275,131,0.8733333333333333
640,131,0.3275,131,0.8733333333333333
641,131,0.3275,131,0.8733333333333333
642,131,0.3275,131,0.8733333333333333
643,131,0.3275,131,0.8733333333333333
644,131,0.3275,131,0.8733333333333333
645,131,0.3275,131,0.8733333333333333
646,131,0.3275,131,0.8733333333333333
647,131,0.3275,131,0.8733333333333333
648,131,0.3275,131,0.8733333333333333
649,131,0.3275,131,0.8733333333333333
650,131,0.3275,131,0.8733333333333333
651,131,0.3275,131,0.8733333333333333
652,131,0.3275,131,0.8733333333333333
653,131,0.3275,131,0.8733333333333333
654,131,0.3275,131,0.8733333333333333
655,131,0.3275,131,0.8733333333333333
656,131,0.3275,131,0.8733333333333333
657,131,0.3275,131,0.8733333333333333
658,131,0.3275,131,0.8733333333333333
659,131,0.3275,131,0.8733333333333333
660,131,0.3275,131,0.8733333333333333
661,131,0.3275,131,0.8733333333333333
662,131,0.3275,131,0.8733333333333333
663,131,0.3275,131,0.8733333333333333
664,131,0.3275,131,0.8733333333333333
665,131,0.3275,131,0.8733333333333333
666,131,0.3275,131,0.8733333333333333
667,131,0.3275,131,0.8733333333333333
668,131,0.3275,131,0.8733333333333333
669,131,0.3275,131,0.8733333333333333
670,131,0.3275,131,0.8733333333333333
671,132,0.33,132,0.88
672,132,0.33,132,0.88
673,132,0.33,132,0.88
674,132,0.33,132,0.88
675,132,0.33,132,0.88
676,132,0.33,132,0.88
677,132,0.33,132,0.88
678,132,0.33,132,0.88
679,132,0.33,132,0.88
680,132,0.33,132,0.88
681,132,0.33,132,0.88
682,132,0.33,132,0.88
683,132,0.33,132,0.88
684,132,0.33,132,0.88
685,132,0.33,132,0.88
686,132,0.33,132,0.88
687,132,0.33,132,0.88
688,132,0.33,132,0.88
689,132,0.33,132,0.88
690,132,0.33,132,0.88
691,132,0.33,132,0.88
692,132,0.33,132,0.88
693,132,0.33,132,0.88
694,132,0.33,132,0.88
695,132,0.33,132,0.88
696,132,0.33,132,0.88
697,132,0.33,132,0.88
698,132,0.33,132,0.88
699,132,0.33,132,0.88
700,132,0.33,132,0.88
701,132,0.33,132,0.88
702,132,0.33,132,0.88
703,132,0.33,132,0.88
704,132,0.33,132,0.88
705,132,0.33,132,0.88
706,132,0.33,132,0.88
707,132,0.33,132,0.88
708,132,0.33,132,0.88
709,132,0.33,132,0.88
710,132,0.33,132,0.88
711,132,0.33,132,0.88
712,132,0.33,132,0.88
713,132,0.33,132,0.88
714,132,0.33,132,0.88
715,132,0.33,132,0.88
716,132,0.33,132,0.88
717,132,0.33,132,0.88
718,132,0.33,132,0.88
719,132,0.33,132,0.88
720,132,0.33,132,0.88
721,132,0.33,132,0.88
722,132,0.33,132,0.88
723,132,0.33,132,0.88
724,132,0.33,132,0.88
725,132,0.33,132,0.88
726,132,0.33,132,0.88
727,132,0.33,132,0.88
728,132,0.33,132,0.88
729,132,0.33,132,0.88
730,132,0.33,132,0.88
731,132,0.33,132,0.88
732,132,0.33,132,0.88
733,132,0.33,132,0.88
734,132,0.33,132,0.88
735,132,0.33,132,0.88
736,132,0.33,132,0.88
737,132,0.33,132,0.88
738,132,0.33,132,0.88
739,132,0.33,132,0.88
740,132,0.33,132,0.88
741,132,0.33,132,0.88
742,132,0.33,132,0.88
743,132,0.33,132,0.88
744,132,0.33,132,0.88
745,132,0.33,132,0.88
746,132,0.33,132,0.88
747,133,0.3325,133,0.8866666666666667
748,133,0.3325,133,0.8866666666666667
749,133,0.3325,133,0.8866666666666667
750,134,0.335,134,0.8933333333333333
751,134,0.335,134,0.8933333333333333
752,134,0.335,134,0.8933333333333333
753,134,0.335,134,0.8933333333333333
754,134,0.335,134,0.8933333333333333
755,134,0.335,134,0.8933333333333333
756,134,0.335,134,0.8933333333333333
757,134,0.335,134,0.8933333333333333
758,134,0.335,134,0.8933333333333333
759,134,0.335,134,0.8933333333333333
760,134,0.335,134,0.8933333333333333
761,134,0.335,134,0.8933333333333333
762,134,0.335,134,0.8933333333333333
763,134,0.335,134,0.8933333333333333
764,135,0.3375,135,0.9
765,135,0.3375,135,0.9
766,135,0.3375,135,0.9
767,135,0.3375,135,0.9
768,135,0.3375,135,0.9
769,135,0.3375,135,0.9
770,135,0.3375,135,0.9
771,135,0.3375,135,0.9
772,135,0.3375,135,0.9
773,135,0.3375,135,0.9
774,135,0.3375,135,0.9
775,135,0.3375,135,0.9
776,135,0.3375,135,0.9
777,135,0.3375,135,0.9
778,135,0.3375,135,0.9
779,135,0.3375,135,0.9
780,135,0.3375,135,0.9
781,135,0.3375,135,0.9
782,135,0.3375,135,0.9
783,135,0.3375,135,0.9
