pearson,spearman,n_items
0.4552965312097048,0.49326051702646584,107
0.5662736152738947,0.5903828745593489,110
0.34702895261192296,0.3692791856086413,107
0.4773659848924,0.47635454956934287,104
0.40797891302323075,0.4124900561865744,105
0.5009406725882198,0.526443662283918,107
0.3416548324375977,0.3623728614675019,107
0.41815662816399,0.43285073612284225,109
0.3932962650746545,0.4297400011204778,106
0.3410802210159831,0.36200593672284137,106
0.40792454632183817,0.44461305479571794,105
0.366478210728815,0.40132139390709537,107
0.3494150503744804,0.34990231993575327,107
0.33679238209402185,0.37202924049000413,108
0.4759250621497663,0.5065388181801372,108
0.3700753653836123,0.405278518034175,108
0.43051324157450604,0.4911633980910791,107
0.4181993276100395,0.444108641184544,109
0.4012622666814666,0.43991658359199665,106
0.42428777121496003,0.43922053317065596,106
0.4757059493756993,0.4910933021077377,103
0.41585803463163795,0.4617036644068936,107
0.36463839558238015,0.41256401042848534,102
0.4055468406640665,0.434730690561785,103
0.42157982535898025,0.4774866479751536,106
0.42607161618966294,0.4450056750967997,108
0.39838713493524347,0.44606609717073437,106
0.4209676533722634,0.4322274641031186,104
0.4209717272288197,0.4476699134811003,108
0.4814939874023083,0.5195338403448597,109
0.2866663611230637,0.3421108566914702,103
0.3657835840225316,0.4084482775272183,106
0.5248422149796125,0.5365622995445049,105
0.40883429769724344,0.40925029791894524,108
0.3487461643761191,0.390874461456934,105
0.4706367637899646,0.4944137039330637,105
0.42057061499589926,0.4446935738362721,106
0.39972714502313517,0.41623909846219753,106
0.4145851220264668,0.4480824029432797,102
0.4098722009923918,0.4406112290415807,106
0.40804328874493084,0.42770445480200475,108
0.4208910165986993,0.46507150119743257,103
0.3997469803412615,0.41331850041321166,107
0.430984078446593,0.46312793159547777,105
0.4547934440803405,0.47728783469994196,108
0.3829093775331456,0.406614711297923,108
0.3224946459637441,0.36798091079538,105
0.3059237645925097,0.3258176170872294,106
0.3940434764321548,0.42503773452833177,108
0.3513143269808799,0.36696330920803727,107
0.4521242160240381,0.4601754830673736,106
0.39160379218346064,0.4178082786569148,107
0.3640352971872413,0.4099533065888118,107
0.46907922064342816,0.4949114000639487,108
0.3521852609792424,0.3974114800751331,110
0.43636027212795925,0.4681264711837223,109
0.46235625437603495,0.477593254163345,106
0.4428106463665615,0.4797925001502415,108
0.3208372377397203,0.3667831127746889,109
0.3934316160108191,0.41067040143567096,108
0.3634114092297684,0.40756008655436715,109
0.28641635024430445,0.3232604853939665,109
0.31391567449735935,0.3417957702288233,106
0.4621415370311212,0.518871417029266,109
0.3843296978787566,0.4223701778673641,107
0.485884188708681,0.5170638212257064,106
0.4089812972514461,0.4411406760734841,102
0.35770673789901775,0.3642659617929397,107
0.3220588234250333,0.342144439355824,108
0.5222327004530594,0.5537198968826541,107
0.3905953392259237,0.41282847135876527,108
0.3946879941573213,0.4092456585972248,110
0.43799454071057087,0.4611120088383754,105
0.364326274429176,0.37527005179082873,102
0.4217351721184999,0.4489568919263278,108
0.43218805246768593,0.46619470014295283,107
0.30467352858861396,0.3338201141995992,108
0.37606336026413995,0.35955286680355014,104
0.3186110853828263,0.30880321695180146,108
0.33221551258471427,0.3779647989386734,107
0.3359883588866103,0.3576539231376217,108
0.4573275026646428,0.460692494535918,107
0.4099595025741842,0.47254004397617205,108
0.5145791517450133,0.5569012890269835,108
0.38368905353103494,0.4099716626438627,102
0.34824792537658195,0.36648497008264186,103
0.4761132397224566,0.4930192760276341,104
0.4505450398481087,0.4879501310756686,107
0.3754491442886574,0.4233850335809007,107
0.36769083725282387,0.38798335119124766,109
0.3865209402571583,0.41537724323843256,106
0.23304539663594148,0.2557896712689677,103
0.3462142091452904,0.4003860977073513,108
0.42974623739662526,0.4435942290748979,104
0.3191540105623457,0.33157121120484195,102
0.386907106133545,0.42475579934705693,109
0.2816461935055147,0.3545789064734818,106
0.3440287053939726,0.3409143151176199,106
0.27793315334364455,0.30642288969502723,105
0.5162632321693263,0.5308446525650584,110
0.3663901092656467,0.3801658908406572,108
0.4895988329773584,0.5227278102337398,108
0.4586822046976767,0.5017661665739872,107
0.4383344113498289,0.48610931890295833,103
0.4145642539061867,0.4392431731762171,106
0.38851742480634033,0.41304880551320516,106
0.43550146187879646,0.4501168146255041,110
0.5075599985955693,0.5183214556433037,104
0.4288384235285026,0.45462340254856004,106
0.360836040105012,0.3966419265771919,109
0.44946126699141986,0.4756210292219013,109
0.30734322341044396,0.32686120296211424,109
0.4151274823229006,0.44685093347293253,107
0.42888075528503233,0.44956081653605456,107
0.439341235530538,0.47656028705589326,107
0.3628897487690748,0.40260699713366227,109
0.3901986482928501,0.4564317563245359,106
0.3967378611742823,0.4308662992370698,107
0.34754192644880927,0.39237861542481056,107
0.470732774668692,0.5144693215435184,105
0.44045750305680426,0.48103856815012097,108
0.48722629978538506,0.4973090736210766,106
0.3766305011884441,0.4321885235440902,105
0.3481111958250138,0.3587957425249865,105
0.44770657745869186,0.45806386236227536,108
0.34229943989993533,0.3657123777780248,105
0.3488299495423843,0.38185274673065617,108
0.3510429039828018,0.3762318814558156,106
0.4293920132787543,0.4495371744724193,106
0.3852326544328719,0.4465439858486009,108
0.4150970516972153,0.4637089325449062,107
0.3505440291353146,0.3664369958372894,108
0.37159259605703193,0.39654089302277545,108
0.3599134341685923,0.399207842464258,106
0.4371468343036556,0.4632617008925203,107
0.3525495955457381,0.36172664351176365,108
0.4646400551325557,0.5160492030177729,107
0.3953670349836755,0.4254927401700678,103
0.2914426658323124,0.33674223506985707,110
0.3591231673247602,0.38802286663244,100
0.3574026095108332,0.37740962317268123,106
0.4011946139222276,0.3940405030319964,108
0.293873658090692,0.2913420069741969,104
0.28508062592939754,0.3162855724989749,106
0.36218967529718293,0.38727214100896035,108
0.32486763101895577,0.3543580751186883,110
0.33853382733331233,0.3734781401902818,105
0.4046542645832001,0.436859458924797,105
0.38787307081329725,0.42228492013072516,105
0.4217814216928975,0.46900798491989576,106
0.390363742504252,0.4163427434850619,109
0.31040058593853675,0.3317987973749534,104
0.4716533467355408,0.4958956114174774,108
0.29487160565080694,0.3190175712226729,107
0.4616458114182815,0.4987397371655669,109
0.3889790370379731,0.428177241020023,108
0.33512638403317296,0.36066668588227196,109
0.3676956579975909,0.3839265234316367,106
0.3009741472080732,0.34686836010388966,108
0.35125273509867144,0.3749489417827564,106
0.5193089897814696,0.5666610684576451,106
0.3969436537428944,0.4229071780364905,106
0.4023424921089266,0.44845574448456804,102
0.458150742531107,0.4996444972615518,107
0.36528927928298066,0.42091045691491225,106
0.3591207277292938,0.37482360723697333,107
0.39648704035359483,0.4142207926401113,107
0.3936172040332156,0.41912676449814507,103
0.3881634542684683,0.40694952364547704,106
0.3242146967472055,0.39301626548070256,107
0.25943032870732413,0.28241269391828905,106
0.35866137784901003,0.40676749366776066,104
0.3732905754182997,0.38686423244667867,106
0.3898658897302388,0.4067730154234802,105
0.3015239668009483,0.3092714452958526,105
0.46934637402415164,0.5101977477422373,108
0.36552420718675255,0.37248715613239314,104
0.3526593270637022,0.3724219029170974,106
0.43371576473597095,0.46788122230709134,106
0.49564380214703985,0.5284094270107653,104
0.3377687284468379,0.35739259285979547,106
0.38657230696128386,0.42375280642768437,107
0.3596881280963762,0.4019223676990139,107
0.26015587403957424,0.28903974851870545,103
0.4082894031863861,0.45491203099325955,106
0.35363473753618324,0.3805618382604169,106
0.314076125299191,0.3621263508968323,106
0.39695712682915585,0.4390636326712662,109
0.3657148356917706,0.3819067890542615,107
0.38014966681687545,0.40456305404531706,105
0.33337004503381285,0.3803139818703435,105
0.41156818751979624,0.4451394396201411,109
0.31838482143326297,0.3835680587802302,105
0.3817374996597939,0.40407934952315344,109
0.43618130252027554,0.4558227068180681,103
0.4675907020101001,0.48218577604969,105
0.44578773794267096,0.4783257837380453,105
0.4359492547177311,0.4567454578838972,101
0.429600343534105,0.4653199961809831,107
0.35890059279571734,0.3955893890830737,109
0.399994242463219,0.4290235382759481,103
0.3651101074788801,0.399675331106252,107
0.40158671324487094,0.4464370952397758,105
0.4010752236333329,0.4179270316494079,108
0.35713488180114233,0.39956743065747735,106
0.23751698964831675,0.2244479700198617,109
0.4223338003236352,0.43680471118888287,108
0.4470019606660292,0.4796413658465297,105
0.34936775004304754,0.40743760851104577,108
0.33613295087908795,0.37504200799432424,106
0.35790081004177476,0.4024887092200687,106
0.36620478485226843,0.3873544273955047,106
0.457839704733986,0.4751286335341235,105
0.3651457206329691,0.4047706584378457,104
0.37687681075490564,0.42115018731587645,105
0.4364340673650426,0.4667311240531306,107
0.4468279514486509,0.4821966147484662,109
0.4009872196710326,0.4590388902783,106
0.3989469838949216,0.4316296063418671,107
0.37268778731637553,0.4314320019874704,102
0.4553073148130925,0.5083763763477755,108
0.35053150047217685,0.3798450701953615,103
0.4165575578256245,0.45477705825732223,108
0.34029490737980156,0.384702039827762,108
0.44799206409888,0.45535165166355795,107
0.4791263812983177,0.4871881847723552,108
0.41129667566695305,0.42005006526266736,107
0.3062002418793114,0.38152534369862534,108
0.4738136040464159,0.5021134143616273,105
0.37929074316742745,0.40083339446746585,107
0.31199007037562565,0.34298679444300884,108
0.3453609156953384,0.3846122107821468,106
0.5304965859913773,0.5350510909853696,106
0.4016259782777253,0.4353284041310371,108
0.417430969771051,0.4130757605425103,104
0.47642068293171924,0.492373608552696,107
0.3094504446162625,0.33541450671241896,105
0.44824387267550764,0.48640334627933457,107
0.5244272932789422,0.5422517558720099,109
0.46929090612811264,0.4869131531172944,105
0.34571379037910704,0.3801736082431543,107
0.43963095508457606,0.452096102603194,108
0.41941900088203155,0.45010102966659143,108
0.4523745309333234,0.5039855020053569,106
0.3164924487594752,0.3328973897404244,106
0.3720555819503387,0.3929164668539564,107
0.4591951575530645,0.48609584063730443,107
0.4338260992553146,0.4623435446079407,106
0.34727017319684467,0.38670893704631054,108
0.4303125182463197,0.44049343883987263,106
0.46637203153705803,0.4718340276635633,108
0.4554276667448735,0.49516587794258476,107
0.37791980056545,0.4142758758182496,107
0.430717340739239,0.44139043759456653,106
0.3861531970562535,0.43752541931987243,109
0.3422155663624871,0.4093925543045881,105
0.41360670014831036,0.4724827304233513,109
0.2956738539551278,0.298959430408353,108
0.32284985722943066,0.35154077806383777,102
0.37010752161233623,0.38430877289431314,106
0.3845793915957088,0.4285699527449878,105
0.4560644476898787,0.481282042107882,104
0.3203108611454631,0.36179012665806326,106
0.40556841729596005,0.4298485454854886,107
0.43279813925493077,0.43839398635974086,105
0.43826720077438847,0.4489158164351056,107
0.3352793943835485,0.3633184547729899,109
0.37637169367674184,0.386291048392599,108
0.398270127951286,0.4039787392446863,107
0.4099881228973508,0.41978837991112716,106
0.46564673976333987,0.47720494524323587,108
0.37055076619751204,0.3684545319114747,105
0.5414750744350587,0.5563956007176768,107
0.38256760727631706,0.3853572629657727,106
0.37772068601370856,0.4454291499146775,103
0.4131662966816848,0.4326741894967489,108
0.3936185749452422,0.4416167636772031,108
0.4531193987893812,0.48826232984035906,108
0.47866009142675636,0.5250078042200157,107
0.33031683286994373,0.3518006916507878,108
0.42882707462875397,0.46238283456776025,103
0.4584240602393282,0.47103478528906495,106
0.33063143395017647,0.3587808244963934,104
0.3777979511117471,0.42084253002572297,108
0.5096316899040021,0.5504310258676637,108
0.3079423445677114,0.31184091445009265,106
0.28999395371518216,0.3112511542294899,107
0.4041072769472415,0.4226347305663233,109
0.3816781089520158,0.41719559945150575,109
0.36978813542003114,0.40563079050764944,107
0.36388712896280095,0.3961015756904227,107
0.41489879391965173,0.44331788830408575,106
0.5602712515231673,0.600882390495113,106
0.3997042453571497,0.4140306160950044,105
0.43812815097922736,0.4694032470511585,106
0.3592183173891721,0.37811415185295466,105
0.38699596469601133,0.43395601738107775,110
0.3767987657360522,0.3882366610774997,109
0.38838646830482737,0.4191713736300188,105
0.42842433745625275,0.46189777081453987,107
0.23772419454860141,0.24928664011537843,106
0.5012238475330488,0.5340204572343337,103
0.39268227217382234,0.4357987552563563,105
0.44395789431236954,0.4672505045137103,105
0.4209771110023626,0.4448123048939069,105
0.3383615821657499,0.38706231811353947,107
0.4885500375252071,0.5166199942216655,106
0.508080141485876,0.5415542657419776,107
0.28896702838278715,0.29774592164295954,108
0.32344866502370473,0.36697601729450857,105
0.42892562219533686,0.49815910181696554,108
0.3903076541974607,0.4142743050636418,106
0.503576257656796,0.5227865085351583,106
0.41538244149903225,0.4464706089606971,107
0.4449463910859718,0.46721617292607903,108
0.42336739174651894,0.4456609076403162,108
0.3562877803028241,0.38081460153052366,107
0.3665043562638598,0.4016122021057779,103
0.47579321386816104,0.512043644384985,106
0.3530583997015575,0.39415724236577526,108
0.37957652505474787,0.4236582011937984,110
0.4066066204047321,0.4319605303849728,110
0.4146612008136237,0.44204901292282495,109
0.41739828524266365,0.47506108882068454,106
0.3867022947752907,0.4012221881507764,107
0.4446001958990009,0.48559832841252565,105
0.3880935113808682,0.43605457714659873,108
0.2415242606995048,0.25977486424904656,104
0.4257302087702993,0.4544739802105243,102
0.3756839856596211,0.40398449849612933,105
0.27551575239858034,0.31466280044722794,105
0.4104053833956603,0.4486512445316157,109
0.31662433185979977,0.3667267865861796,108
0.3724635108285841,0.38343166912581716,107
0.3651417568899836,0.3971530734981444,109
0.4983739836866243,0.5232032853632971,107
0.44880524533355215,0.4754439906046709,107
0.3978956793839086,0.4084674078935895,109
0.3774838351467837,0.3880802010980823,108
0.4940287454676472,0.5307041365041099,108
0.40714957085771225,0.4567446656414832,105
0.4065510767966854,0.4340504408282899,106
0.48849937853065495,0.5032187861784932,105
0.39421940325489446,0.42621177118187287,107
0.4868200043239873,0.5345957902501173,108
0.2811062754412214,0.29286237112192115,107
0.41954336266487313,0.4629807808095269,106
0.37797528318547796,0.38609346312753845,107
0.418668067946192,0.44140088635562663,106
0.3324463039651991,0.36782255730546815,105
0.419442396788232,0.4414229612567982,108
0.33969511267611135,0.36319131318531417,105
0.35077271837869456,0.3685535342284515,108
0.3679050227268311,0.4192648282909125,104
0.39673087922696254,0.4616337894346464,103
0.3351100842162211,0.3297214549161431,105
0.3940610783560096,0.441386116071241,107
0.49508369188213047,0.5387523203938819,102
0.4703568053231033,0.4981208501686021,108
0.3358555378652711,0.3679684108905738,109
0.47360930012456537,0.5025179284693487,107
0.39182300871092707,0.40617689225950576,107
0.26959276031139234,0.2901735134031529,108
0.5149956313372263,0.5378559522168139,104
0.4059591723631876,0.41426531371506925,105
0.3584788188126042,0.3690664450217951,106
0.4056615614263071,0.45458044815485615,108
0.43364665213338294,0.46890537197269366,106
0.33517884668492787,0.3919869510629766,106
0.41711526633742474,0.4293235512423257,109
0.4659273314035887,0.5056899305713222,107
0.30527392524284547,0.3592953221915875,109
0.2955996849760704,0.29871308324847773,107
0.5958991332941802,0.647900755901853,105
0.4003514930588902,0.4398418687513431,104
0.4768412615084334,0.5020723172118307,106
0.4960680537895657,0.5373807971398595,104
0.37732399990326543,0.40878894861173926,107
0.41156001062672287,0.4395023414823376,109
0.3717595168107548,0.3874875896528969,108
0.4024497658334805,0.4344089961844142,107
0.43458382052509703,0.4552062214208573,108
0.3871795408951338,0.4483623091438828,107
0.3626748990196655,0.40744387044733854,110
0.4462474602442403,0.46693813344928453,106
0.4054924591819741,0.419730917172438,108
0.4242583235459345,0.47071041999714763,108
0.4624229965231541,0.5006299422243896,107
0.306388997796389,0.2993589391435958,104
0.4435358087844993,0.4727035318942984,103
0.42527706163908974,0.4457844063782913,108
0.40708569228980124,0.4397656567237542,106
0.2821947052164505,0.30630522903854684,105
0.43139398824332453,0.448543738490926,108
0.4172202609102578,0.4544657499049911,109
0.37423541220605744,0.39975504047088617,105
0.31620466944735404,0.36741434893973623,107
0.455780893057084,0.4519584207522175,104
0.4436490304256012,0.4852916868482417,108
0.4079016065871073,0.40575865686445955,107
0.3625487269773297,0.40811793182405864,108
0.41577643763310346,0.41185559553053874,102
0.40421025552264056,0.41527430284122085,108
0.386153814513861,0.413908695454538,104
0.38746742513099713,0.41627241326863335,109
0.26179399381526003,0.2933925944315089,106
0.40768331566540306,0.42592787915128305,109
0.4013976057471811,0.43768528084818825,106
0.3998962867852405,0.42568084291602626,102
0.3735924012753991,0.3955189040904333,98
0.44010993511073776,0.4706908880952755,109
0.3752485703214728,0.3822965392254366,105
0.35201096874973814,0.36799517240982954,104
0.3459706341132927,0.3964354471606519,109
0.4552472133125075,0.4790770262882455,108
0.46901182204527103,0.4892365373655737,104
0.3757659197820789,0.40966145280308475,103
0.35217676679108745,0.3825623046491694,104
0.4698605292067134,0.47929664950853196,108
0.3574849599973237,0.3817914885316613,104
0.4416634303128254,0.45806893173881513,106
0.41565011147345865,0.4454501392293864,105
0.36470687310423905,0.40492870022086924,106
0.39324756919898857,0.45106166852197876,108
0.36315418862755366,0.38614724393082056,108
0.45664490151991194,0.494277853192901,106
0.5099303137450563,0.5323057574825999,108
0.3940451932865134,0.42143838361552977,108
0.47734679974145106,0.5003875422761165,109
0.4845370044071155,0.5041500791074364,108
0.35788087741430286,0.3766541953565066,109
0.4091381845251124,0.430000387697556,107
0.3888857153051022,0.4272092417851746,106
0.5136825019323926,0.5468407248561908,106
0.5204491766526529,0.5587213516556415,107
0.4629953477154945,0.4751934640837601,105
0.4826232309691445,0.5051402010650292,106
0.4231962608771871,0.46074592879902937,103
0.43816578384188437,0.45175119626748933,107
0.38535890011137564,0.421011635649804,107
0.5163609216179637,0.5564415431908112,108
0.4368105450526348,0.4444757225385453,103
0.44170755020318575,0.49133157853726533,107
0.4578604087508468,0.49438482482852847,106
0.4294314231609377,0.45213951709099265,108
0.31285862905970974,0.3206193063127578,106
0.43605572614518073,0.48698440735130766,104
0.3850896673373779,0.42170967031835194,106
0.39584211280588105,0.43249686798103604,108
0.350075676424081,0.36971358268409044,109
0.38503490787791567,0.42337828382042675,106
0.40572789894590566,0.4299461302199709,106
0.4385935570981662,0.45210188428549075,104
0.3887581676200985,0.4197217117656918,106
0.34474415913064455,0.38591050965859824,103
0.42947570596087636,0.4389857874584418,105
0.24876524177656392,0.28984440217628,107
0.4776368024412702,0.5179629641999085,105
0.4023508687110086,0.41637799850048834,107
0.5010170688987586,0.5197521862385968,105
0.36230478732393306,0.4141449959146058,106
0.42896021642024923,0.45703977286119263,101
0.40814873440947647,0.4277613516455271,106
0.3584307430013231,0.38902352172285426,107
0.3790359715443367,0.3990142104572233,107
0.3500776369455361,0.3772369954081828,108
0.3754415593311405,0.4100137127845565,108
0.4715454914917416,0.5037890275759452,108
0.39770625081008765,0.41897720749035616,105
0.4539673805556387,0.47959113859110675,109
0.4859371646858734,0.5463424555848193,108
0.4065862445773137,0.4489568526244629,104
0.31707313175722746,0.4098068770982483,108
0.4854567100544247,0.516441594472903,106
0.5242196658924662,0.549411614828857,105
0.4330137302866783,0.4863128289418951,109
0.3451430393478906,0.3709162176292765,105
0.4409377930697085,0.46290540940831393,102
0.4445397516439867,0.458753403696311,109
0.288154370416269,0.3337224108793733,105
0.3074904267481432,0.3607240743493371,106
0.546116423417162,0.5794780057963407,107
0.5045838903161456,0.5372720684997211,106
0.3606360386699494,0.36283423199585185,108
0.47598189507224437,0.5027003348394765,106
0.2868929370461665,0.29843100474044804,106
0.3264052278966223,0.35370486808982876,105
0.35812737555561025,0.3992761031466614,107
0.4478360098324422,0.47338856418084624,107
0.48285314097456566,0.5334906472150033,105
0.4267218349313113,0.4429146901891597,106
0.4552682755884612,0.46426527973929155,106
0.43212051047055117,0.47564812834818454,106
0.4126603354122633,0.451223481060292,105
0.32988523683974685,0.36828991277062734,108
0.3895206433964787,0.4060747387703378,108
0.3881474947738104,0.43772770903224617,108
0.29221010265184066,0.30687103437285246,108
0.3477685628539225,0.3635052268191272,108
0.4593606819615564,0.49726462713362807,106
0.3823985146880237,0.4140090602819618,107
0.33377641435951944,0.367085863253012,106
0.5123840945379603,0.5466775651823084,106
0.2785839539482447,0.29822879169058997,107
0.4019219625383959,0.4335197806998252,108
0.3772823177974737,0.429880955282624,107
0.44641036712006255,0.4558079310877106,105
0.3999605428721189,0.4130394448324264,106
0.4847130140430672,0.4911881774768007,103
0.4348648667276208,0.47643000634817256,104
0.3227164272810457,0.35232868170156734,103
0.5065419313441726,0.5033332525991301,103
0.44719997134585887,0.46309593991906506,106
0.5152290663920853,0.5241642864662077,108
0.45147875817584454,0.45928998291796574,105
0.3559460460308591,0.3810061411994396,108
0.3120895429959655,0.3452964698053301,104
0.3219798795622857,0.3323447274941579,109
0.40555241595625524,0.4493586196213554,106
0.3855859337666468,0.4045093935071392,108
0.4511750854692717,0.493060685897568,109
0.35842736278615717,0.4078255160314303,107
0.3905558555223986,0.4053318882318271,107
0.34418829628953007,0.3858439203957609,109
0.4877572520015684,0.5299736327014549,106
0.3623900166333291,0.38746805402249895,106
0.5384917319798628,0.5718944600729627,108
0.3407829229799834,0.35402643987054594,102
0.46595110555038677,0.49153754188646653,107
0.4296683387072562,0.44794492020229454,106
0.41058324159447085,0.4431134665801812,107
0.3985253564636194,0.41594579159932954,108
0.35710989916096675,0.397607390374072,107
0.30216162541796854,0.3389325882859314,103
0.3805317248162247,0.3963316459990388,108
0.31321289119085527,0.3505202764829469,107
0.43681918871864667,0.4760630869923588,106
0.48571004586410954,0.5114779509813914,106
0.3655339652301955,0.4072996585982835,99
0.2997961404035885,0.33030164186771105,109
0.4778471635148518,0.4996416303818255,110
0.4070738572510937,0.43954281868898143,108
0.39220817784742895,0.3986217053562745,107
0.44024676539132584,0.4597299110962003,108
0.3648029431364274,0.3893765828335444,107
0.46462322930369204,0.5072665316840583,107
0.3287371588751968,0.3579963110131155,110
0.4072410258893186,0.4763183375238294,108
0.4357310736414254,0.47631906961765424,107
0.47077964611512385,0.49824605370577707,108
0.37396429841446366,0.412764586717133,106
0.4355105840239829,0.44430228469885125,104
