ensemble_size,simulation,human_pearson
1,88,0.22448304523482873
1,89,0.1399830684736388
1,90,0.18830731213484259
1,91,0.2732627067187083
1,92,0.32098863369532415
1,93,0.4296310739400061
1,94,0.16029166127181402
1,95,0.2894729802309382
1,96,0.18526469665248527
1,97,0.20526175126324672
1,98,0.1399830684736388
1,99,0.3057816642556536
1,100,0.3070668662823964
1,101,0.05025545805742598
1,102,0.18830731213484259
1,103,0.32098863369532415
1,104,0.05025545805742598
1,105,0.2732627067187083
1,106,0.20526175126324672
1,107,0.18526469665248527
1,108,0.021665455917474374
1,109,0.22185532308694622
1,110,0.17262240986844282
1,111,0.21240405013527167
1,112,0.2762636892631837
1,113,0.24641725657798047
1,114,0.2732627067187083
1,115,0.05025545805742598
1,116,0.16029166127181402
1,117,0.4296310739400061
1,118,0.05025545805742598
1,119,0.18526469665248527
1,120,0.17262240986844282
1,121,0.3070668662823964
1,122,0.030816566018248056
1,123,0.3512253950788342
1,124,0.0719616266574216
1,125,0.20526175126324672
1,126,0.2894729802309382
1,127,0.17262240986844282
1,128,0.2732627067187083
1,129,0.17262240986844274
1,130,0.273344995702496
1,131,0.021665455917474374
1,132,0.2732627067187083
1,133,0.3512253950788342
1,134,0.22448304523482873
1,135,0.0719616266574216
1,136,0.18526469665248527
1,137,0.22185532308694622
1,138,0.10060086396583977
1,139,0.4385003673021131
1,140,0.32222187550826015
1,141,0.2894729802309382
1,142,0.22448304523482873
1,143,0.273344995702496
1,144,0.3070668662823964
1,145,0.24641725657798047
1,146,0.2348907325060507
1,147,0.0719616266574216
1,148,0.3512253950788342
1,149,0.2348907325060507
1,150,0.18526469665248527
1,151,0.3070668662823964
1,152,0.0719616266574216
1,153,0.2894729802309382
1,154,0.22185532308694622
1,155,0.030816566018248056
1,156,0.2894729802309382
1,157,0.0719616266574216
1,158,0.20526175126324672
1,159,0.24641725657798047
1,160,0.2762636892631837
1,161,0.22448304523482873
1,162,0.3070668662823964
1,163,0.2348907325060507
1,164,0.3070668662823964
1,165,0.32222187550826015
1,166,0.4296310739400061
1,167,0.05025545805742598
1,168,0.20526175126324672
1,169,0.3070668662823964
1,170,0.17262240986844274
1,171,0.22448304523482873
1,172,0.22448304523482873
1,173,0.16029166127181402
1,174,0.273344995702496
1,175,0.273344995702496
1,176,0.3512253950788342
1,177,0.4385003673021131
1,178,0.4385003673021131
1,179,0.16029166127181402
1,180,0.030816566018248056
1,181,0.273344995702496
1,182,0.021665455917474374
1,183,0.030816566018248056
1,184,0.2732627067187083
1,185,0.20526175126324672
1,186,0.4385003673021131
1,187,0.2762636892631837
1,188,0.20526175126324672
1,189,0.030816566018248056
1,190,0.3057816642556536
1,191,0.0719616266574216
1,192,0.22185532308694622
1,193,0.21240405013527167
1,194,0.32222187550826015
1,195,0.030816566018248056
1,196,0.1399830684736388
1,197,0.2732627067187083
1,198,0.1399830684736388
1,199,0.3057816642556536
1,200,0.4296310739400061
1,201,0.2348907325060507
1,202,0.18830731213484259
1,203,0.4296310739400061
1,204,0.2732627067187083
1,205,0.3057816642556536
1,206,0.21240405013527167
1,207,0.273344995702496
1,208,0.030816566018248056
1,209,0.32098863369532415
1,210,0.3070668662823964
1,211,0.24565193160809926
1,212,0.10060086396583977
1,213,0.24641725657798047
1,214,0.21240405013527167
1,215,0.273344995702496
1,216,0.021665455917474374
1,217,0.18526469665248527
1,218,0.3057816642556536
1,219,0.16029166127181402
1,220,0.3512253950788342
1,221,0.2894729802309382
1,222,0.32222187550826015
1,223,0.20526175126324672
1,224,0.273344995702496
1,225,0.16029166127181402
1,226,0.18830731213484259
1,227,0.20526175126324672
1,228,0.20526175126324672
1,229,0.22448304523482873
1,230,0.21240405013527167
1,231,0.32222187550826015
1,232,0.2732627067187083
1,233,0.273344995702496
1,234,0.17262240986844274
1,235,0.18526469665248527
1,236,0.2348907325060507
1,237,0.2762636892631837
1,238,0.2894729802309382
1,239,0.20526175126324672
1,240,0.10060086396583977
1,241,0.22185532308694622
1,242,0.4296310739400061
1,243,0.3070668662823964
1,244,0.2732627067187083
1,245,0.0719616266574216
1,246,0.21240405013527167
1,247,0.24565193160809926
1,248,0.22448304523482873
1,249,0.32098863369532415
1,250,0.17262240986844274
1,251,0.32098863369532415
1,252,0.4296310739400061
1,253,0.2732627067187083
1,254,0.4296310739400061
1,255,0.4296310739400061
1,256,0.4385003673021131
1,257,0.4385003673021131
1,258,0.05025545805742598
1,259,0.17262240986844274
1,260,0.3057816642556536
1,261,0.17262240986844282
1,262,0.2762636892631837
1,263,0.24565193160809926
1,264,0.22448304523482873
1,265,0.3057816642556536
1,266,0.18526469665248527
1,267,0.24565193160809926
1,268,0.24641725657798047
1,269,0.17262240986844274
1,270,0.24641725657798047
1,271,0.3070668662823964
1,272,0.2348907325060507
1,273,0.3057816642556536
1,274,0.3057816642556536
1,275,0.2894729802309382
1,276,0.16029166127181402
1,277,0.0719616266574216
1,278,0.10060086396583977
1,279,0.1399830684736388
1,280,0.20526175126324672
1,281,0.24565193160809926
1,282,0.4296310739400061
1,283,0.17262240986844282
1,284,0.20526175126324672
1,285,0.2762636892631837
1,286,0.0719616266574216
1,287,0.21240405013527167
1,288,0.3057816642556536
1,289,0.3070668662823964
1,290,0.18526469665248527
1,291,0.273344995702496
1,292,0.0719616266574216
1,293,0.18526469665248527
1,294,0.17262240986844282
1,295,0.3057816642556536
1,296,0.05025545805742598
1,297,0.3070668662823964
1,298,0.2762636892631837
1,299,0.3057816642556536
1,300,0.4385003673021131
1,301,0.20526175126324672
1,302,0.4385003673021131
1,303,0.22185532308694622
1,304,0.4385003673021131
1,305,0.20526175126324672
1,306,0.32098863369532415
1,307,0.10060086396583977
1,308,0.32222187550826015
1,309,0.17262240986844274
1,310,0.0719616266574216
1,311,0.16029166127181402
1,312,0.10060086396583977
1,313,0.0719616266574216
1,314,0.05025545805742598
1,315,0.4385003673021131
1,316,0.18526469665248527
1,317,0.2762636892631837
1,318,0.3070668662823964
1,319,0.18526469665248527
1,320,0.2348907325060507
1,321,0.1399830684736388
1,322,0.3070668662823964
1,323,0.3070668662823964
1,324,0.18830731213484259
1,325,0.2348907325060507
1,326,0.2348907325060507
1,327,0.030816566018248056
1,328,0.021665455917474374
1,329,0.05025545805742598
1,330,0.20526175126324672
1,331,0.18830731213484259
1,332,0.030816566018248056
1,333,0.17262240986844274
1,334,0.32222187550826015
1,335,0.2762636892631837
1,336,0.10060086396583977
1,337,0.2732627067187083
1,338,0.21240405013527167
1,339,0.32222187550826015
1,340,0.10060086396583977
1,341,0.22185532308694622
1,342,0.17262240986844282
1,343,0.030816566018248056
1,344,0.22448304523482873
1,345,0.18830731213484259
1,346,0.18526469665248527
1,347,0.3512253950788342
1,348,0.17262240986844274
1,349,0.2732627067187083
1,350,0.17262240986844274
1,351,0.3057816642556536
1,352,0.17262240986844274
1,353,0.021665455917474374
1,354,0.32222187550826015
1,355,0.0719616266574216
1,356,0.24565193160809926
1,357,0.273344995702496
1,358,0.0719616266574216
1,359,0.22448304523482873
1,360,0.2894729802309382
1,361,0.2762636892631837
1,362,0.030816566018248056
1,363,0.32098863369532415
1,364,0.24565193160809926
1,365,0.21240405013527167
1,366,0.4385003673021131
1,367,0.021665455917474374
1,368,0.18526469665248527
1,369,0.16029166127181402
1,370,0.3057816642556536
1,371,0.3512253950788342
1,372,0.021665455917474374
1,373,0.1399830684736388
1,374,0.2732627067187083
1,375,0.273344995702496
1,376,0.17262240986844282
1,377,0.24565193160809926
1,378,0.16029166127181402
1,379,0.17262240986844282
1,380,0.22448304523482873
1,381,0.3512253950788342
1,382,0.05025545805742598
1,383,0.32222187550826015
1,384,0.22448304523482873
1,385,0.32222187550826015
1,386,0.18830731213484259
1,387,0.20526175126324672
1,388,0.32222187550826015
1,389,0.030816566018248056
1,390,0.18526469665248527
1,391,0.17262240986844282
1,392,0.24641725657798047
1,393,0.20526175126324672
1,394,0.24565193160809926
1,395,0.05025545805742598
1,396,0.22448304523482873
1,397,0.030816566018248056
1,398,0.32222187550826015
1,399,0.17262240986844282
1,400,0.0719616266574216
1,401,0.18830731213484259
1,402,0.05025545805742598
1,403,0.3512253950788342
1,404,0.22185532308694622
1,405,0.021665455917474374
1,406,0.17262240986844282
1,407,0.3512253950788342
1,408,0.10060086396583977
1,409,0.17262240986844282
1,410,0.273344995702496
1,411,0.2894729802309382
1,412,0.2732627067187083
1,413,0.0719616266574216
1,414,0.20526175126324672
1,415,0.20526175126324672
1,416,0.32222187550826015
1,417,0.2348907325060507
1,418,0.24565193160809926
1,419,0.22448304523482873
1,420,0.18830731213484259
1,421,0.3512253950788342
1,422,0.021665455917474374
1,423,0.1399830684736388
1,424,0.273344995702496
1,425,0.18526469665248527
1,426,0.16029166127181402
1,427,0.16029166127181402
1,428,0.17262240986844274
1,429,0.20526175126324672
1,430,0.18830731213484259
1,431,0.1399830684736388
1,432,0.030816566018248056
1,433,0.2732627067187083
1,434,0.4296310739400061
1,435,0.2348907325060507
1,436,0.17262240986844282
1,437,0.273344995702496
1,438,0.21240405013527167
1,439,0.22448304523482873
1,440,0.273344995702496
1,441,0.273344995702496
1,442,0.17262240986844274
1,443,0.4385003673021131
1,444,0.17262240986844282
1,445,0.20526175126324672
1,446,0.4385003673021131
1,447,0.20526175126324672
1,448,0.4296310739400061
1,449,0.2732627067187083
1,450,0.021665455917474374
1,451,0.10060086396583977
1,452,0.030816566018248056
1,453,0.2348907325060507
1,454,0.18526469665248527
1,455,0.21240405013527167
1,456,0.32098863369532415
1,457,0.021665455917474374
1,458,0.22185532308694622
1,459,0.18830731213484259
1,460,0.4385003673021131
1,461,0.16029166127181402
1,462,0.20526175126324672
1,463,0.24641725657798047
1,464,0.22448304523482873
1,465,0.32222187550826015
1,466,0.021665455917474374
1,467,0.05025545805742598
1,468,0.4296310739400061
1,469,0.20526175126324672
1,470,0.18526469665248527
1,471,0.17262240986844282
1,472,0.32098863369532415
1,473,0.3512253950788342
1,474,0.22448304523482873
1,475,0.3057816642556536
1,476,0.0719616266574216
1,477,0.2348907325060507
1,478,0.32222187550826015
1,479,0.030816566018248056
1,480,0.32222187550826015
1,481,0.3512253950788342
1,482,0.32098863369532415
1,483,0.0719616266574216
1,484,0.18526469665248527
1,485,0.3057816642556536
1,486,0.10060086396583977
1,487,0.2348907325060507
1,488,0.2762636892631837
1,489,0.3057816642556536
1,490,0.24641725657798047
1,491,0.2894729802309382
1,492,0.22448304523482873
1,493,0.10060086396583977
1,494,0.2348907325060507
1,495,0.273344995702496
1,496,0.2732627067187083
1,497,0.18526469665248527
1,498,0.24565193160809926
1,499,0.2762636892631837
1,500,0.20526175126324672
1,501,0.1399830684736388
1,502,0.32222187550826015
1,503,0.18830731213484259
1,504,0.021665455917474374
1,505,0.030816566018248056
1,506,0.22185532308694622
1,507,0.05025545805742598
1,508,0.4385003673021131
1,509,0.2348907325060507
1,510,0.20526175126324672
1,511,0.3070668662823964
1,512,0.20526175126324672
1,513,0.2732627067187083
1,514,0.030816566018248056
1,515,0.20526175126324672
1,516,0.3057816642556536
1,517,0.16029166127181402
1,518,0.18830731213484259
1,519,0.05025545805742598
1,520,0.0719616266574216
1,521,0.05025545805742598
1,522,0.021665455917474374
1,523,0.18830731213484259
1,524,0.2894729802309382
1,525,0.05025545805742598
1,526,0.16029166127181402
1,527,0.4296310739400061
1,528,0.3070668662823964
1,529,0.22185532308694622
1,530,0.021665455917474374
1,531,0.3070668662823964
1,532,0.3070668662823964
1,533,0.24565193160809926
1,534,0.17262240986844282
1,535,0.4385003673021131
1,536,0.273344995702496
1,537,0.3070668662823964
1,538,0.3512253950788342
1,539,0.20526175126324672
1,540,0.24641725657798047
1,541,0.22448304523482873
1,542,0.17262240986844274
1,543,0.2762636892631837
1,544,0.3512253950788342
1,545,0.21240405013527167
1,546,0.1399830684736388
1,547,0.16029166127181402
1,548,0.17262240986844274
1,549,0.3057816642556536
1,550,0.20526175126324672
1,551,0.030816566018248056
1,552,0.18526469665248527
1,553,0.2762636892631837
1,554,0.20526175126324672
1,555,0.3070668662823964
1,556,0.18830731213484259
1,557,0.030816566018248056
1,558,0.10060086396583977
1,559,0.030816566018248056
1,560,0.3070668662823964
1,561,0.32222187550826015
1,562,0.32222187550826015
1,563,0.22448304523482873
1,564,0.32222187550826015
1,565,0.273344995702496
1,566,0.3512253950788342
1,567,0.2348907325060507
1,568,0.32098863369532415
1,569,0.2762636892631837
1,570,0.21240405013527167
1,571,0.16029166127181402
1,572,0.273344995702496
1,573,0.17262240986844274
1,574,0.17262240986844274
1,575,0.05025545805742598
1,576,0.17262240986844282
1,577,0.17262240986844282
1,578,0.2732627067187083
1,579,0.20526175126324672
1,580,0.17262240986844274
1,581,0.1399830684736388
1,582,0.273344995702496
1,583,0.20526175126324672
1,584,0.24641725657798047
1,585,0.2348907325060507
1,586,0.20526175126324672
1,587,0.3070668662823964
1,588,0.10060086396583977
1,589,0.3070668662823964
1,590,0.18830731213484259
1,591,0.17262240986844282
1,592,0.030816566018248056
1,593,0.4385003673021131
1,594,0.17262240986844274
1,595,0.0719616266574216
1,596,0.17262240986844274
1,597,0.021665455917474374
1,598,0.22185532308694622
1,599,0.3057816642556536
1,600,0.17262240986844282
1,601,0.2732627067187083
1,602,0.10060086396583977
1,603,0.17262240986844282
1,604,0.2348907325060507
1,605,0.18526469665248527
1,606,0.4385003673021131
1,607,0.16029166127181402
1,608,0.10060086396583977
1,609,0.17262240986844282
1,610,0.4385003673021131
1,611,0.3057816642556536
1,612,0.05025545805742598
1,613,0.32222187550826015
1,614,0.32098863369532415
1,615,0.3057816642556536
1,616,0.32222187550826015
1,617,0.030816566018248056
1,618,0.17262240986844274
1,619,0.22185532308694622
1,620,0.3057816642556536
1,621,0.3512253950788342
1,622,0.18830731213484259
1,623,0.1399830684736388
1,624,0.16029166127181402
1,625,0.22448304523482873
1,626,0.05025545805742598
1,627,0.24641725657798047
1,628,0.2894729802309382
1,629,0.17262240986844282
1,630,0.05025545805742598
1,631,0.4385003673021131
1,632,0.18830731213484259
1,633,0.16029166127181402
1,634,0.4296310739400061
1,635,0.17262240986844274
1,636,0.030816566018248056
1,637,0.3512253950788342
1,638,0.030816566018248056
1,639,0.2762636892631837
1,640,0.21240405013527167
1,641,0.24565193160809926
1,642,0.18830731213484259
1,643,0.2348907325060507
1,644,0.2894729802309382
1,645,0.2732627067187083
1,646,0.273344995702496
1,647,0.20526175126324672
1,648,0.3512253950788342
1,649,0.021665455917474374
1,650,0.4296310739400061
1,651,0.18830731213484259
1,652,0.17262240986844282
1,653,0.3512253950788342
1,654,0.030816566018248056
1,655,0.021665455917474374
1,656,0.4296310739400061
1,657,0.22185532308694622
1,658,0.10060086396583977
1,659,0.18830731213484259
1,660,0.2894729802309382
1,661,0.0719616266574216
1,662,0.22185532308694622
1,663,0.3512253950788342
1,664,0.17262240986844274
1,665,0.32222187550826015
1,666,0.24565193160809926
1,667,0.20526175126324672
1,668,0.10060086396583977
1,669,0.21240405013527167
1,670,0.2894729802309382
1,671,0.2732627067187083
1,672,0.3512253950788342
1,673,0.05025545805742598
1,674,0.18526469665248527
1,675,0.24565193160809926
1,676,0.021665455917474374
1,677,0.4296310739400061
1,678,0.05025545805742598
1,679,0.24565193160809926
1,680,0.3070668662823964
1,681,0.20526175126324672
1,682,0.21240405013527167
1,683,0.16029166127181402
1,684,0.3070668662823964
1,685,0.16029166127181402
1,686,0.0719616266574216
1,687,0.10060086396583977
1,688,0.22448304523482873
1,689,0.2894729802309382
1,690,0.18830731213484259
1,691,0.20526175126324672
1,692,0.2894729802309382
1,693,0.32098863369532415
1,694,0.4385003673021131
1,695,0.17262240986844282
1,696,0.2894729802309382
1,697,0.1399830684736388
1,698,0.2894729802309382
1,699,0.030816566018248056
1,700,0.22448304523482873
1,701,0.273344995702496
1,702,0.20526175126324672
1,703,0.21240405013527167
1,704,0.22185532308694622
1,705,0.17262240986844282
1,706,0.021665455917474374
1,707,0.021665455917474374
1,708,0.273344995702496
1,709,0.21240405013527167
1,710,0.3512253950788342
1,711,0.18830731213484259
1,712,0.3512253950788342
1,713,0.16029166127181402
1,714,0.3070668662823964
1,715,0.273344995702496
1,716,0.17262240986844274
1,717,0.22185532308694622
1,718,0.17262240986844274
1,719,0.32098863369532415
1,720,0.2762636892631837
1,721,0.3057816642556536
1,722,0.17262240986844274
1,723,0.17262240986844282
1,724,0.2732627067187083
1,725,0.2348907325060507
1,726,0.273344995702496
1,727,0.32098863369532415
1,728,0.4296310739400061
1,729,0.20526175126324672
1,730,0.2894729802309382
1,731,0.20526175126324672
1,732,0.3512253950788342
1,733,0.17262240986844282
1,734,0.24641725657798047
1,735,0.3512253950788342
1,736,0.32222187550826015
1,737,0.030816566018248056
1,738,0.030816566018248056
1,739,0.4385003673021131
1,740,0.22448304523482873
1,741,0.24641725657798047
1,742,0.24641725657798047
1,743,0.1399830684736388
1,744,0.2762636892631837
1,745,0.4296310739400061
1,746,0.17262240986844282
1,747,0.22448304523482873
1,748,0.3070668662823964
1,749,0.10060086396583977
1,750,0.4385003673021131
1,751,0.16029166127181402
1,752,0.18830731213484259
1,753,0.20526175126324672
1,754,0.17262240986844274
1,755,0.22185532308694622
1,756,0.10060086396583977
1,757,0.32222187550826015
1,758,0.3057816642556536
1,759,0.3070668662823964
1,760,0.2732627067187083
1,761,0.18526469665248527
1,762,0.18830731213484259
1,763,0.3512253950788342
1,764,0.1399830684736388
1,765,0.0719616266574216
1,766,0.21240405013527167
1,767,0.21240405013527167
1,768,0.3070668662823964
1,769,0.2762636892631837
1,770,0.20526175126324672
1,771,0.3057816642556536
1,772,0.05025545805742598
1,773,0.1399830684736388
1,774,0.18526469665248527
1,775,0.2348907325060507
1,776,0.16029166127181402
1,777,0.3057816642556536
1,778,0.21240405013527167
1,779,0.021665455917474374
1,780,0.24565193160809926
1,781,0.2762636892631837
1,782,0.16029166127181402
1,783,0.22448304523482873
1,784,0.2762636892631837
1,785,0.021665455917474374
1,786,0.1399830684736388
1,787,0.273344995702496
1,788,0.24565193160809926
1,789,0.3057816642556536
1,790,0.4385003673021131
1,791,0.3512253950788342
1,792,0.24565193160809926
1,793,0.22448304523482873
1,794,0.0719616266574216
1,795,0.20526175126324672
1,796,0.2762636892631837
1,797,0.3070668662823964
1,798,0.0719616266574216
1,799,0.1399830684736388
1,800,0.273344995702496
1,801,0.4296310739400061
1,802,0.22185532308694622
1,803,0.0719616266574216
1,804,0.030816566018248056
1,805,0.20526175126324672
1,806,0.21240405013527167
1,807,0.20526175126324672
1,808,0.0719616266574216
1,809,0.18830731213484259
1,810,0.32222187550826015
1,811,0.030816566018248056
1,812,0.2762636892631837
1,813,0.32098863369532415
1,814,0.1399830684736388
1,815,0.3057816642556536
1,816,0.2348907325060507
1,817,0.3512253950788342
1,818,0.0719616266574216
1,819,0.17262240986844282
1,820,0.05025545805742598
1,821,0.0719616266574216
1,822,0.2894729802309382
1,823,0.16029166127181402
1,824,0.2762636892631837
1,825,0.030816566018248056
1,826,0.24565193160809926
1,827,0.17262240986844282
1,828,0.021665455917474374
1,829,0.030816566018248056
1,830,0.24641725657798047
1,831,0.2762636892631837
1,832,0.17262240986844274
1,833,0.05025545805742598
1,834,0.4385003673021131
1,835,0.2732627067187083
1,836,0.22185532308694622
1,837,0.2894729802309382
1,838,0.21240405013527167
1,839,0.22185532308694622
1,840,0.20526175126324672
1,841,0.32222187550826015
1,842,0.030816566018248056
1,843,0.4296310739400061
1,844,0.17262240986844274
1,845,0.05025545805742598
1,846,0.3512253950788342
1,847,0.3512253950788342
1,848,0.4296310739400061
1,849,0.17262240986844282
1,850,0.32222187550826015
1,851,0.24565193160809926
1,852,0.20526175126324672
1,853,0.021665455917474374
1,854,0.18830731213484259
1,855,0.22448304523482873
1,856,0.3057816642556536
1,857,0.4385003673021131
1,858,0.17262240986844274
1,859,0.2894729802309382
1,860,0.3512253950788342
1,861,0.3070668662823964
1,862,0.22185532308694622
1,863,0.2894729802309382
1,864,0.22448304523482873
1,865,0.021665455917474374
1,866,0.18830731213484259
1,867,0.17262240986844282
1,868,0.3057816642556536
1,869,0.16029166127181402
1,870,0.05025545805742598
1,871,0.32222187550826015
1,872,0.17262240986844282
1,873,0.24641725657798047
1,874,0.2894729802309382
1,875,0.17262240986844274
1,876,0.24641725657798047
1,877,0.4296310739400061
1,878,0.32222187550826015
1,879,0.021665455917474374
1,880,0.05025545805742598
1,881,0.021665455917474374
1,882,0.3512253950788342
1,883,0.3512253950788342
1,884,0.1399830684736388
1,885,0.030816566018248056
1,886,0.20526175126324672
1,887,0.021665455917474374
1,888,0.17262240986844274
1,889,0.32222187550826015
1,890,0.20526175126324672
1,891,0.2762636892631837
1,892,0.2732627067187083
1,893,0.2348907325060507
1,894,0.05025545805742598
1,895,0.2348907325060507
1,896,0.16029166127181402
1,897,0.32098863369532415
1,898,0.18830731213484259
1,899,0.21240405013527167
1,900,0.24641725657798047
1,901,0.16029166127181402
1,902,0.05025545805742598
1,903,0.2762636892631837
1,904,0.3512253950788342
1,905,0.021665455917474374
1,906,0.17262240986844274
1,907,0.1399830684736388
1,908,0.1399830684736388
1,909,0.17262240986844282
1,910,0.17262240986844282
1,911,0.24565193160809926
1,912,0.18526469665248527
1,913,0.0719616266574216
1,914,0.2762636892631837
1,915,0.1399830684736388
1,916,0.17262240986844282
1,917,0.21240405013527167
1,918,0.10060086396583977
1,919,0.2732627067187083
1,920,0.273344995702496
1,921,0.2732627067187083
1,922,0.18526469665248527
1,923,0.18526469665248527
1,924,0.22448304523482873
1,925,0.3512253950788342
1,926,0.3512253950788342
1,927,0.10060086396583977
1,928,0.18526469665248527
1,929,0.05025545805742598
1,930,0.3512253950788342
1,931,0.2894729802309382
1,932,0.2894729802309382
1,933,0.3512253950788342
1,934,0.3070668662823964
1,935,0.4385003673021131
1,936,0.030816566018248056
1,937,0.32222187550826015
1,938,0.21240405013527167
1,939,0.3057816642556536
1,940,0.22448304523482873
1,941,0.4296310739400061
1,942,0.22185532308694622
1,943,0.20526175126324672
1,944,0.24565193160809926
1,945,0.24565193160809926
1,946,0.18526469665248527
1,947,0.3512253950788342
1,948,0.24641725657798047
1,949,0.20526175126324672
1,950,0.22448304523482873
1,951,0.05025545805742598
1,952,0.16029166127181402
1,953,0.3057816642556536
1,954,0.3057816642556536
1,955,0.1399830684736388
1,956,0.24641725657798047
1,957,0.17262240986844274
1,958,0.3512253950788342
1,959,0.17262240986844274
1,960,0.16029166127181402
1,961,0.22185532308694622
1,962,0.030816566018248056
1,963,0.17262240986844282
1,964,0.10060086396583977
1,965,0.32222187550826015
1,966,0.05025545805742598
1,967,0.22185532308694622
1,968,0.2894729802309382
1,969,0.10060086396583977
1,970,0.2762636892631837
1,971,0.021665455917474374
1,972,0.17262240986844282
1,973,0.24565193160809926
1,974,0.18526469665248527
1,975,0.1399830684736388
1,976,0.18830731213484259
1,977,0.2894729802309382
1,978,0.18830731213484259
1,979,0.17262240986844282
1,980,0.2348907325060507
1,981,0.22185532308694622
1,982,0.32222187550826015
1,983,0.18830731213484259
1,984,0.4296310739400061
1,985,0.24565193160809926
1,986,0.030816566018248056
1,987,0.2894729802309382
1,988,0.2894729802309382
1,989,0.2894729802309382
1,990,0.2732627067187083
1,991,0.1399830684736388
1,992,0.3070668662823964
1,993,0.24565193160809926
1,994,0.24565193160809926
1,995,0.030816566018248056
1,996,0.3512253950788342
1,997,0.3070668662823964
1,998,0.4296310739400061
1,999,0.2762636892631837
1,1000,0.24565193160809926
1,1001,0.20526175126324672
1,1002,0.3512253950788342
1,1003,0.2732627067187083
1,1004,0.24641725657798047
1,1005,0.0719616266574216
1,1006,0.20526175126324672
1,1007,0.32098863369532415
1,1008,0.24565193160809926
1,1009,0.20526175126324672
1,1010,0.1399830684736388
1,1011,0.2348907325060507
1,1012,0.32098863369532415
1,1013,0.3512253950788342
1,1014,0.273344995702496
1,1015,0.030816566018248056
1,1016,0.32222187550826015
1,1017,0.2732627067187083
1,1018,0.2348907325060507
1,1019,0.0719616266574216
1,1020,0.18526469665248527
1,1021,0.2894729802309382
1,1022,0.18526469665248527
1,1023,0.32222187550826015
1,1024,0.2732627067187083
1,1025,0.3057816642556536
1,1026,0.4296310739400061
1,1027,0.10060086396583977
1,1028,0.3512253950788342
1,1029,0.32098863369532415
1,1030,0.3070668662823964
1,1031,0.0719616266574216
1,1032,0.021665455917474374
1,1033,0.24641725657798047
1,1034,0.4296310739400061
1,1035,0.05025545805742598
1,1036,0.17262240986844282
1,1037,0.32222187550826015
1,1038,0.10060086396583977
1,1039,0.3512253950788342
1,1040,0.273344995702496
1,1041,0.17262240986844274
1,1042,0.2348907325060507
1,1043,0.17262240986844282
1,1044,0.3512253950788342
1,1045,0.21240405013527167
1,1046,0.2348907325060507
1,1047,0.20526175126324672
1,1048,0.2894729802309382
1,1049,0.24641725657798047
1,1050,0.32098863369532415
1,1051,0.22448304523482873
1,1052,0.18830731213484259
1,1053,0.2894729802309382
1,1054,0.4296310739400061
1,1055,0.18830731213484259
1,1056,0.2894729802309382
1,1057,0.16029166127181402
1,1058,0.10060086396583977
1,1059,0.2348907325060507
1,1060,0.32098863369532415
1,1061,0.030816566018248056
1,1062,0.273344995702496
1,1063,0.05025545805742598
1,1064,0.17262240986844274
1,1065,0.3057816642556536
1,1066,0.17262240986844282
1,1067,0.32098863369532415
1,1068,0.05025545805742598
1,1069,0.21240405013527167
1,1070,0.17262240986844282
