series,draw
Average model,0.3311897223706341
Average model,0.37652894991249836
Average model,0.12334179771466684
Average model,0.32834805582146814
Average model,0.3974236956615565
Average model,0.46251522603884515
Average model,0.46159535596052564
Average model,0.4334797320827035
Average model,0.4003125556885485
Average model,0.336228802080676
Average model,0.4220695678347851
Average model,0.4222512935397699
Average model,0.4560360743032647
Average model,0.37726151550316656
Average model,0.48854270404837663
Average model,0.432528764391368
Average model,0.3559340184263189
Average model,0.3596023846589635
Average model,0.3062657860375954
Average model,0.3799092893581841
Average model,0.31618023517458876
Average model,0.4407565979995462
Average model,0.3123816441386355
Average model,0.34401052048005976
Average model,0.4943506260624095
Average model,0.46912184661901707
Average model,0.48458951792527233
Average model,0.33989539331832513
Average model,0.38708464982606566
Average model,0.3467647604069005
Average model,0.34156724826660695
Average model,0.29662959836359243
Average model,0.5409074200486181
Average model,0.48078015811337427
Average model,0.4977372110977122
Average model,0.31932440904690945
Average model,0.35369796612252996
Average model,0.38736083806282434
Average model,0.3218806042210997
Average model,0.48989752992944424
Average model,0.3585720269829965
Average model,0.5133920450733693
Average model,0.2845097897256446
Average model,0.4099286287631899
Average model,0.18670769759540828
Average model,0.4436582124965703
Average model,0.5528495461121841
Average model,0.3792210783472462
Average model,0.3610088971799828
Average model,0.2688861248406538
Average model,0.4448319803149237
Average model,0.4682500096009955
Average model,0.4186946972385482
Average model,0.32672810593965673
Average model,0.28831840331300174
Average model,0.1616938831673242
Average model,0.2501976658539589
Average model,0.5046860536330866
Average model,0.34658624717060754
Average model,0.38811212918181587
Average model,0.34965671462494585
Average model,0.25296883979580664
Average model,0.5221959739493129
Average model,0.4081173467782086
Average model,0.4379218376480644
Average model,0.43116495697561125
Average model,0.28263916614519013
Average model,0.18961950204006928
Average model,0.46409147003245493
Average model,0.318734948232572
Average model,0.3116753187560682
Average model,0.4128647446203657
Average model,0.4114954694895462
Average model,0.4431296399757604
Average model,0.5119040216640984
Average model,0.39758512126663015
Average model,0.301538484036215
Average model,0.4905417903810306
Average model,0.24068020542620303
Average model,0.43128287934204423
Average model,0.3744054728590768
Average model,0.5177248621430912
Average model,0.44122777725272794
Average model,0.4513077839093198
Average model,0.35112849188144574
Average model,0.3239221442378371
Average model,0.5032313204007233
Average model,0.37894946156826365
Average model,0.5017821746534388
Average model,0.3045958360513514
Average model,0.4906850651173681
Average model,0.31266278092242605
Average model,0.4241875639371992
Average model,0.359515163526499
Average model,0.25583006054071517
Average model,0.32796771648906936
Average model,0.32241246455650374
Average model,0.53512894894445
Average model,0.26305076080513656
Average model,0.37726327179594416
Average model,0.47304074561575904
Average model,0.5676529374236401
Average model,0.2580443920216778
Average model,0.44734311304846885
Average model,0.3162251612005618
Average model,0.46146642675127825
Average model,0.4953655888192405
Average model,0.40977655768790144
Average model,0.4359254630181437
Average model,0.4505962245161853
Average model,0.5298386979550808
Average model,0.27964261908939053
Average model,0.3608063902353802
Average model,0.4557513125408454
Average model,0.34917855033978623
Average model,0.2538131165420573
Average model,0.5213332874850642
Average model,0.4616977462388599
Average model,0.4514628296969317
Average model,0.40126987028354894
Average model,0.21224607147889796
Average model,0.4164250442967316
Average model,0.3067201882469824
Average model,0.21226223826997573
Average model,0.34114283459570116
Average model,0.4677892093100706
Average model,0.32494925623929805
Average model,0.37382784028826915
Average model,0.4768613158487682
Average model,0.4561320505420977
Average model,0.4380532933960627
Average model,0.5297455953795023
Average model,0.33791702979593574
Average model,0.3657712415900318
Average model,0.32437006301888904
Average model,0.46961880704475334
Average model,0.45254704383568717
Average model,0.37390657507405317
Average model,0.461182632196865
Average model,0.48457339640237296
Average model,0.3958134956678991
Average model,0.32612366007134874
Average model,0.5224123423446982
Average model,0.45488708634238395
Average model,0.3540495447475526
Average model,0.4439133379929984
Average model,0.5158826090320396
Average model,0.32086046884459923
Average model,0.34454587409754955
Average model,0.36774233065612627
Average model,0.37822634774566294
Average model,0.4153704691927633
Average model,0.44703427531951745
Average model,0.42328264733027615
Average model,0.4453977014868772
Average model,0.40890797771465576
Average model,0.48167613745532156
Average model,0.3300839455154711
Average model,0.4379938071792104
Average model,0.4574710812071254
Average model,0.41543241985931423
Average model,0.40887835466119526
Average model,0.5102499970893097
Average model,0.4295310510520749
Average model,0.43141971287660835
Average model,0.348456630477203
Average model,0.3739915431808125
Average model,0.5441106597345446
Average model,0.5193751615638205
Average model,0.2791138497471816
Average model,0.3078065764553958
Average model,0.31029855091999203
Average model,0.42889078207188397
Average model,0.4426594652662156
Average model,0.37658805725069683
Average model,0.3573758445127298
Average model,0.4657619315524137
Average model,0.37578244773121117
Average model,0.265467736859624
Average model,0.33952842887283596
Average model,0.3305857970089408
Average model,0.5196561408969208
Average model,0.42978813089490125
Average model,0.5480170815666218
Average model,0.24850691339644712
Average model,0.4079757972185006
Average model,0.3381914727586961
Average model,0.5978479316285504
Average model,0.5130366486874282
Average model,0.3420883144029483
Average model,0.3962632449027609
Average model,0.4289672753012827
Average model,0.5177844081257992
Average model,0.4627379083026272
Average model,0.3901399385483225
Average model,0.4838799944369488
Average model,0.4433032773612177
Average model,0.48723689032198114
Average model,0.4936061833195636
Average model,0.4169580868106299
Average model,0.4876078265072949
Average model,0.34253941135340593
Average model,0.499758793117758
Average model,0.2148375738023274
Average model,0.5714988563838571
Average model,0.42629866094942703
Average model,0.3403941678887805
Average model,0.4899769425125935
Average model,0.26309076500348866
Average model,0.4794283450570105
Average model,0.35356455170923656
Average model,0.3508436251561112
Average model,0.5161897947038797
Average model,0.21289792299393082
Average model,0.4822195209373561
Average model,0.4341893634019242
Average model,0.31362628443228946
Average model,0.5687404881656167
Average model,0.44865214934243497
Average model,0.5330381931499227
Average model,0.48965320422473585
Average model,0.5697587723472337
Average model,0.4656703550456506
Average model,0.5604143705289001
Average model,0.34742042431387193
Average model,0.37007512880258936
Average model,0.5090493685605059
Average model,0.3349862310828
Average model,0.49573248534410164
Average model,0.5062089725282879
Average model,0.4479979521482974
Average model,0.438166191783189
Average model,0.42562937326607353
Average model,0.43970100258045264
Average model,0.36769971296482334
Average model,0.459653138223691
Average model,0.5376346673935454
Average model,0.37129745373755935
Average model,0.3740732267032322
Average model,0.43106784057570113
Average model,0.3901034592097041
Average model,0.4624120925542624
Average model,0.34449841187010777
Average model,0.49106256467060355
Average model,0.4427168035476232
Average model,0.34367972603171115
Average model,0.6187145682407607
Average model,0.42985498764509517
Average model,0.4300859821965593
Average model,0.2797546681702077
Average model,0.5241426807642753
Average model,0.3386779534752034
Average model,0.2768909369500188
Average model,0.4292483956521589
Average model,0.4478538621594476
Average model,0.39813838862559126
Average model,0.36596688287101564
Average model,0.4018260202858193
Average model,0.4456564142851154
Average model,0.4940685043441783
Average model,0.4783977304977534
Average model,0.29757023935637406
Average model,0.49012194716390245
Average model,0.42913872430609157
Average model,0.41565025769900754
Average model,0.43884632019559766
Average model,0.29292582866434513
Average model,0.3374807151657498
Average model,0.2995317232129869
Average model,0.5002196408878026
Average model,0.3855755481664316
Average model,0.4565112319107184
Average model,0.3458528828307967
Average model,0.5551839089923759
Average model,0.42351421759961705
Average model,0.5045966438440257
Average model,0.4200871299021158
Average model,0.4625157428107207
Average model,0.33530690107379685
Average model,0.5011234556458234
Average model,0.43324629685126226
Average model,0.5112464164580719
Average model,0.420647217173206
Average model,0.47647280638993544
Average model,0.4501908295072847
Average model,0.3452061979045715
Average model,0.46584749550621013
Average model,0.5208988354441649
Average model,0.30430458300553503
Average model,0.4950420061417104
Average model,0.3198104128068675
Average model,0.5898582393380712
Average model,0.42327748898354883
Average model,0.35829096637223484
Average model,0.500828360475274
Average model,0.5170386196180503
Average model,0.3693445930264409
Average model,0.22709338028762713
Average model,0.36677361964443084
Average model,0.25478110221890493
Average model,0.2797239332796638
Average model,0.3751707546269467
Average model,0.4707315341786826
Average model,0.3209750156641966
Average model,0.4635508587797221
Average model,0.47652337438389913
Average model,0.3837370313777307
Average model,0.34924797798734836
Average model,0.3574033671984287
Average model,0.5286279465861566
Average model,0.33672072867980657
Average model,0.33771427301840784
Average model,0.4744096871457746
Average model,0.3669284062224404
Average model,0.3718948426442542
Average model,0.5371082499163373
Average model,0.5641264230244387
Average model,0.46399263658972184
Average model,0.5336214373024895
Average model,0.35493384583102505
Average model,0.44515389191760657
Average model,0.44411411046770444
Average model,0.5153176142280532
Average model,0.2735984090480392
Average model,0.3593860318403068
Average model,0.5362242943283207
Average model,0.3753827884846263
Average model,0.3512599131875464
Average model,0.4577243814468361
Average model,0.43968861671067877
Average model,0.3220532124868832
Average model,0.44219957357928097
Average model,0.2886997320537064
Average model,0.3755564878307945
Average model,0.3011245538145831
Average model,0.43948056407792113
Average model,0.36376886702464556
Average model,0.4510661687338415
Average model,0.36472812590071135
Average model,0.35034582696770394
Average model,0.34058335164135306
Average model,0.36838304642995445
Average model,0.5139993209515631
Average model,0.4168372467869084
Average model,0.39159972566607437
Average model,0.3553747637839584
Average model,0.4076670140127433
Average model,0.48193099242885246
Average model,0.4344961089315913
Average model,0.41423000951232547
Average model,0.42534177379125926
Average model,0.44112661315344226
Average model,0.40843774804892224
Average model,0.4631656587350948
Average model,0.5253836314036087
Average model,0.3302164972659699
Average model,0.4453314051081646
Average model,0.47375246274699234
Average model,0.3532418252050893
Average model,0.3296173941616017
Average model,0.48581630350425753
Average model,0.35464414402263467
Average model,0.3242946171283771
Average model,0.5371366985189406
Average model,0.4206666710704644
Average model,0.44392685694014017
Average model,0.4159287060318507
Average model,0.3774853044931939
Average model,0.24828499244141686
Average model,0.35304414032869713
Average model,0.483273172766973
Average model,0.46143322846319956
Average model,0.45969095075242306
Average model,0.31921594607575166
Average model,0.14557158459509403
Average model,0.5356586150091598
Average model,0.3056947498801505
Average model,0.27475952596722164
Average model,0.29631865466534213
Average model,0.33044891455816183
Average model,0.43584918875589473
Average model,0.4757196214107846
Average model,0.3911119179010695
Average model,0.22348123697937988
Average model,0.3566248517422753
Average model,0.5023267977074114
Average model,0.40965460925648806
Average model,0.3382203068966769
Average model,0.4160717105335812
Average model,0.43046639354834093
Average model,0.297589614901797
Average model,0.5302393273407862
Average model,0.3096074943047008
Average model,0.6081364514800658
Average model,0.320505544750754
Average model,0.3235704746592108
Average model,0.358711991148312
Average model,0.4636243177128862
Average model,0.34202016454055506
Average model,0.5189295042527411
Average model,0.3886725382686863
Average model,0.37372652762072506
Average model,0.5199815239333807
Average model,0.3149270638577562
Average model,0.3977326837902535
Average model,0.4333848911840488
Average model,0.4705851950951442
Average model,0.3551996858784372
Average model,0.38212406743129207
Average model,0.4771803654655212
Average model,0.3192763600463887
Average model,0.46184978815787464
Average model,0.494071656069349
Average model,0.4984559025714995
Average model,0.338016554878032
Average model,0.4942955012402459
Average model,0.38157725758824973
Average model,0.48682159612512305
Average model,0.38462203788511207
Average model,0.43339883100820725
Average model,0.19839984750104253
Average model,0.32047198629444806
Average model,0.31722401308914816
Average model,0.43406791585904647
Average model,0.5230218004835263
Average model,0.3489897353975
Average model,0.497862463602069
Average model,0.34213492728588807
Average model,0.2913882997269347
Average model,0.3075439790388656
Average model,0.451129053030429
Average model,0.3682306153698979
Average model,0.4285700644289901
Average model,0.2766779669570584
Average model,0.37866881062858115
Average model,0.46455918053690454
Average model,0.49166990389161513
Average model,0.36624010467451945
Average model,0.37572841803932816
Average model,0.5270569169381364
Average model,0.3349845854988568
Average model,0.502508204442211
Average model,0.24074140995851873
Average model,0.27388494491072407
Average model,0.4926737931926937
Average model,0.3932440020303243
Average model,0.405083600819088
Average model,0.43402565996445025
Average model,0.31396462145220017
Average model,0.4432163289506408
Average model,0.3468561906931581
Average model,0.45823066203955576
Average model,0.48429049414122444
Average model,0.44280693557972384
Average model,0.3604791784415607
Average model,0.4066383694764968
Average model,0.4210958972449686
Average model,0.4417098244648976
Average model,0.4615477206331429
Average model,0.5378544124738891
Average model,0.41884635050659025
Average model,0.4023374353347029
Average model,0.40001963812997443
Average model,0.4834535454366717
Average model,0.36196824929714777
Average model,0.5250379572904535
Average model,0.4246140805911584
Average model,0.33561588939066106
Average model,0.3436921000762547
Average model,0.4622837722586175
Average model,0.40612161722614454
Average model,0.4559333987930793
Average model,0.42878627969419997
Average model,0.41493717980271855
Average model,0.2635673308065193
Average model,0.46891023998157
Average model,0.26165283640936876
Average model,0.4309228391247655
Average model,0.33909259159405203
Average model,0.36871969260066034
Average model,0.5310730349549877
Average model,0.4183448917340667
Average model,0.1462657495259147
Average model,0.3739582597378909
Average model,0.527427818714026
Average model,0.32447896044465535
Average model,0.32145271791869584
Average model,0.36280321438541285
Average model,0.3637060386168548
Average model,0.2582592083241498
Average model,0.4047966529659373
Average model,0.332595842498784
Average model,0.38313843966087435
Average model,0.5252552644366856
Average model,0.02634806744949663
Average model,0.47876408201948595
Average model,0.356739573869069
Average model,0.32715674185825105
Average model,0.25325625516337685
Average model,0.48185364145462534
Average model,0.3342820693200423
Average model,0.45628102972023415
Average model,0.4116271288232761
Average model,0.3736084313963146
Average model,0.4397002749396285
Average model,0.3864126660321076
Average model,0.27276927006087287
Average model,0.350456414487933
Average model,0.2534926919615024
Average model,0.4343249890872085
Average model,0.4889919573582256
Average model,0.2386630468215423
Average model,0.4371614792296216
Average model,0.4913046014876831
Average model,0.43278983822805633
Average model,0.435478556850183
Average model,0.5284763946084119
Average model,0.4564555047183994
Average model,0.40740371902297084
Average model,0.3916524845602366
Average model,0.3399682905997318
Average model,0.5839309918611171
Average model,0.43152467919865417
Average model,0.4013323967632498
Average model,0.2589346500057169
Average model,0.48188634750322995
Average model,0.33651707242407036
Average model,0.5262875849614186
Average model,0.5236814073842566
Average model,0.2850553088912946
Average model,0.30130149714261817
Average model,0.4872335921559346
Average model,0.4031122875464204
Average model,0.31824908781721134
Average model,0.46248339076037526
Average model,0.5392403747453312
Average model,0.2673374937984776
Average model,0.39368512625230917
Average model,0.5421777317033202
Average model,0.18085900375450412
Average model,0.4018141610888224
Average model,0.4523575365413318
Average model,0.4953919620456928
Average model,0.21482120820359332
Average model,0.4478682126787359
Average model,0.4093285231601055
Average model,0.386969180509689
Average model,0.4524897232920959
Average model,0.3122349265164399
Average model,0.41031067269728877
Average model,0.43050363064643143
Average model,0.4922904804973708
Average model,0.46467150551410036
Average model,0.44205415478323584
Average model,0.446503136079306
Average model,0.41405069954780815
Average model,0.4721826920813301
Average model,0.44007145543267456
Average model,0.47866161272900887
Average model,0.3914870109493501
Average model,0.4679452124388973
Average model,0.41649208661024806
Average model,0.39442749595529886
Average model,0.306592445833051
Average model,0.4079167118980199
Average model,0.26419919480311665
Average model,0.49104833763036915
Average model,0.538479175770288
Average model,0.26652658266384915
Average model,0.43722419417901986
Average model,0.5259313833401388
Average model,0.35847925582076107
Average model,0.22071534192646342
Average model,0.45709529634740115
Average model,0.554592187568901
Average model,0.4283317423894467
Average model,0.3794750439313943
Average model,0.38974361282389475
Average model,0.34091726898411695
Average model,0.31739921965843754
Average model,0.5315969359256869
Average model,0.47592084580407656
Average model,0.4525581342311847
Average model,0.37178146080193225
Average model,0.4035257143237464
Average model,0.5467632397016976
Average model,0.34340449445715193
Average model,0.44949726745645896
Average model,0.3719590148587453
Average model,0.2677847855509565
Average model,0.4427161260214214
Average model,0.3433577076308453
Average model,0.39722523824074973
Average model,0.31380178550918225
Average model,0.4339969858286666
Average model,0.5026937982226768
Average model,0.32110450858399037
Average model,0.3828773121156235
Average model,0.39986964991110524
Average model,0.4026517276419718
Average model,0.3147463304006457
Average model,0.4773486881905675
Average model,0.3485594985799058
Average model,0.28147853713384297
Average model,0.3949860021345386
Average model,0.25034414315780734
Average model,0.3012168038285757
Average model,0.3460536782303543
Average model,0.42601493915546984
Average model,0.4251991132753591
Average model,0.3792742138285366
Average model,0.3885737784291532
Average model,0.22412719709898227
Average model,0.3710515310470081
Average model,0.3440968812252538
Average model,0.4348019497403184
Average model,0.42373144107406574
Average model,0.4602045363629002
Average model,0.25496286833671944
Average model,0.3122892863256319
Average model,0.3762721223238599
Average model,0.46055547871619856
Average model,0.33277539517857535
Average model,0.36216175290521535
Average model,0.4012083253932365
Average model,0.3438401179025398
Average model,0.5301913578246397
Average model,0.4036820636033044
Average model,0.5140490926027591
Average model,0.5662860439217506
Average model,0.5362001248510493
Average model,0.42485840289013954
Average model,0.4972674482859807
Average model,0.443975002035647
Average model,0.20763161472790861
Average model,0.45712157104918316
Average model,0.5844332767638265
Average model,0.4185226204909077
Average model,0.4429509667845436
Average model,0.5147421144566894
Average model,0.41676295081020615
Average model,0.5101031487213753
Average model,0.4672116324382222
Average model,0.2639802950707952
Average model,0.4237589737372972
Average model,0.31564376555333745
Average model,0.17401119515655591
Average model,0.5103950634783787
Average model,0.3180820245785341
Average model,0.31272614513797475
Average model,0.3884618719575204
Average model,0.3201438617431162
Average model,0.542498645070035
Average model,0.49030708894879943
Average model,0.34524472562127706
Average model,0.24701552777112007
Average model,0.25718086849582755
Average model,0.4096279493315219
Average model,0.27401525824254996
Average model,0.19693071039286164
Average model,0.41899513902807883
Average model,0.4769365270249252
Average model,0.39315258981985746
Average model,0.3491569319880414
Average model,0.40712769649558206
Average model,0.4291767273039759
Average model,0.3617481923695903
Average model,0.4126197910627139
Average model,0.4038016226855491
Average model,0.3966390336090107
Average model,0.4671347097294695
Average model,0.4944720455969778
Average model,0.540549611690981
Average model,0.26683251850459044
Average model,0.573775495948475
Average model,0.4116529037883516
Average model,0.44809662289965196
Average model,0.5411445658771644
Average model,0.465987979718184
Average model,0.4258367620720098
Average model,0.32857246139542484
Average model,0.325847931522361
Average model,0.4185204709402911
Average model,0.28920696519590045
Average model,0.4092535073605588
Average model,0.3807706784162292
Average model,0.4371335602905509
Average model,0.287457136061586
Average model,0.48833183069429065
Average model,0.4931666636924778
Average model,0.46516994127966815
Average model,0.5573350388173044
Average model,0.38237010668544524
Average model,0.48986376289581524
Average model,0.47793851018831024
Average model,0.3576466687088579
Average model,0.41648085470734486
Average model,0.49795390615688284
Average model,0.4790665958634601
Average model,0.4997068707273032
Average model,0.2520939468909272
Average model,0.5108884198802092
Average model,0.39340446582900646
Average model,0.5228977933698179
Average model,0.17567558541540812
Average model,0.5144267388982627
Average model,0.36619427996472287
Average model,0.2928962053211381
Average model,0.4806535291035817
Average model,0.26708006547915913
Average model,0.4292123284119137
Average model,0.6041106199730882
Average model,0.30315575100560554
Average model,0.4732130533410922
Average model,0.39462292548240174
Average model,0.38722470564659395
Average model,0.24555803528224324
Average model,0.33125044263250025
Average model,0.3253041604474119
Average model,0.2865767850864399
Average model,0.4220592507344001
Average model,0.3905585140787164
Average model,0.4131044397465317
Average model,0.5118380006039265
Average model,0.22675782168639105
Average model,0.38284212478392904
Average model,0.30027152199565915
Average model,0.369870237360792
Average model,0.4059648265018325
Average model,0.3777501135483571
Average model,0.4259014291933355
Average model,0.42754207695556473
Average model,0.2409825933102858
Average model,0.28242052725050193
Average model,0.4313424575675182
Average model,0.5538666364120506
Average model,0.3863333888978058
Average model,0.419720149701377
Average model,0.46858738211841383
Average model,0.3991672011529134
Average model,0.42868928632059694
Average model,0.2803260876016927
Average model,0.46905284206165215
Average model,0.5059710480128348
Average model,0.47984302857654093
Average model,0.42013055825732953
Average model,0.4680680676720699
Average model,0.36042712069032584
Average model,0.37332755148491864
Average model,0.40717034996276796
Average model,0.3569892959402491
Average model,0.47333539199466373
Average model,0.523315005438226
Average model,0.43341942968952796
Average model,0.4644503232489759
Average model,0.3854471984444091
Average model,0.31137589759408796
Average model,0.34093649914669755
Average model,0.5387567379511106
Average model,0.35648793028688586
Average model,0.5010472009400655
Average model,0.43824003290139796
Average model,0.36575912652440434
Average model,0.2623937664116768
Average model,0.2217912938127693
Average model,0.42632851450577625
Average model,0.440266711912814
Average model,0.286061082347232
Average model,0.42759116648070916
Average model,0.4747379837228843
Average model,0.46936190987276094
Average model,0.4282428653140824
Average model,0.19884435402348707
Average model,0.4402057161697186
Average model,0.3600728860954235
Average model,0.3910480213184753
Average model,0.39247071991564436
Average model,0.5575592453758471
Average model,0.22689329767441926
Average model,0.3515104124374294
Average model,0.43425564941478423
Average model,0.3361441193786952
Average model,0.5502214742716165
Average model,0.3762033386282497
Average model,0.49361025709543666
Average model,0.32104138930034337
Average model,0.30268659092317407
Average model,0.35982537327267183
Average model,0.3445229332889415
Average model,0.40761614288953923
Average model,0.5148572092265439
Average model,0.5347422215619865
Average model,0.46757793033670336
Average model,0.42985904307335643
Average model,0.38025837350027225
Average model,0.2946008382969528
Average model,0.5681067173215542
Average model,0.3167535298952885
Average model,0.32498427313405887
Average model,0.2343102112392699
Average model,0.38996979759719774
Average model,0.6511500211802191
Average model,0.38418651340920174
Average model,0.45387848171348644
Average model,0.17473824577467167
Average model,0.3141093648405747
Average model,0.4013618087958441
Average model,0.45987632409976886
Average model,0.42747254679651797
Average model,0.36234348771146285
Average model,0.29390270502602667
Average model,0.33978141855327043
Average model,0.4845537746054123
Average model,0.2935387190839316
Average model,0.5122808471001423
Average model,0.349335444951475
Average model,0.5463006801726324
Average model,0.3279226003553122
Average model,0.4198309244994035
Average model,0.395366112529301
Average model,0.5246895175357119
Average model,0.4913420847499242
Average model,0.5737880630878625
Average model,0.25328812073888446
Average model,0.5128611363768353
Average model,0.3218431015785117
Average model,0.5396362221927039
Average model,0.46148444359474877
Average model,0.5064096500046722
Average model,0.4048907284842052
Average model,0.4370945135722444
Average model,0.43368402539992995
Average model,0.5381943020448996
Average model,0.4505893158669048
Average model,0.4634524133177305
Average model,0.46793000186459577
Average model,0.20492993236334708
Average model,0.4809595545176616
Average model,0.3151413523982522
Average model,0.4628558332755871
Average model,0.38413020904209916
Average model,0.2991047305841119
Average model,0.2869232340543569
Average model,0.44833545390628005
Average model,0.437378475759265
Average model,0.4889094832973553
Average model,0.43257334586666224
Average model,0.3777322793838976
Average model,0.35523640441397497
Average model,0.40364896837797515
Average model,0.40468230707493347
Average model,0.35559267224307767
Average model,0.36598369637853306
Average model,0.4061692918987798
Average model,0.48367895542091843
Average model,0.17197004486490378
Average model,0.3515000098952788
Average model,0.36755675138621213
Average model,0.4907167140030248
Average model,0.4785468995805231
Average model,0.3807148854412999
Average model,0.5821703600367367
Average model,0.4950332865852193
Average model,0.40244842512175527
Average model,0.3647566744842866
Average model,0.21359386762608537
Average model,0.416338314559844
Average model,0.3451955263548505
Average model,0.38142196208252654
Average model,0.40738722119912557
Average model,0.33300674327011226
Average model,0.4565341148445437
Average model,0.3402246801725286
Average model,0.2754244686273981
Average model,0.4619112635052388
Average model,0.49939380519764465
Average model,0.3604126913014533
Average model,0.2781386535424707
Average model,0.28485735338341267
Average model,0.3174360341254054
Average model,0.46471536350026604
Average model,0.434174464308823
Average model,0.3743857204903466
Average model,0.2938286088489925
Average model,0.3684086025653919
Average model,0.34658274576789155
Average model,0.46599811187092666
Average model,0.423363805890791
Average model,0.41908228227035305
Average model,0.572206934010291
Average model,0.4642076147384837
Average model,0.3406312478941349
Average model,0.49381297470811336
Average model,0.3054325190949093
Average model,0.3824414711981962
Average model,0.3680766019555301
Average model,0.24997907242002598
Average model,0.5127535061039503
Average model,0.3203738454287562
Average model,0.3955985273564231
Average model,0.3795788621364947
Average model,0.4319100842955364
Average model,0.39164284767667096
Average model,0.4047035129142844
Average model,0.4068046269733537
Average model,0.4145857906806559
Average model,0.47263559024492363
Average model,0.5531739699092313
Average model,0.29006614140167075
Average model,0.2933051550202854
Average model,0.43681135425680345
Average model,0.42030834724241295
Average model,0.3010830898975723
Average model,0.26250658080438066
Average model,0.5240134940364711
Average model,0.45816236209081024
Average model,0.12946838603690192
Average model,0.4526543170204665
Average model,0.3249420933844904
Average model,0.31078447028820694
Average model,0.4574047377151736
Average model,0.14661993058366046
Average model,0.3965930801929069
Average model,0.49676871262410177
Average model,0.37858668622076586
Average model,0.295329391127501
Average model,0.4475668508865961
Average model,0.36881794370774706
Average model,0.3627899021528384
Average model,0.43131147263704384
Average model,0.2934820851866559
Average model,0.46246212395159014
Average model,0.5804939906694405
Average model,0.21812178180863662
Average model,0.3434725458649293
Average model,0.2762765886483507
Average model,0.3000238387929118
Average model,0.48665822213562304
Average model,0.347307365408073
Average model,0.33649736898282573
