task_index,task_id,status,exact_match,duration_seconds,error
21,1bfc4729,error,False,199.79,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
22,1caeab9d,ok,True,254.195,
23,4c4377d9,error,False,55.384,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
24,50846271,error,False,185.723,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
25,5117e062,error,False,4.008,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
26,56dc2b01,error,False,39.892,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
27,5bd6f4ac,ok,True,170.938,
28,6b9890af,ok,True,137.128,
29,6f8cd79b,ok,True,310.412,
30,72ca375d,error,False,168.341,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
31,73251a56,error,False,309.065,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
32,7468f01a,ok,True,446.357,
33,746b3537,ok,True,450.328,
34,7b6016b9,ok,False,328.12,
35,7ddcd7ec,ok,True,347.095,
36,7e0986d6,ok,False,160.133,
37,7f4411dc,ok,True,196.477,
38,7fe24cdd,ok,True,312.539,
39,80af3007,ok,False,245.476,
40,82819916,ok,True,160.687,
41,83302e8f,ok,False,415.562,
42,834ec97d,ok,True,252.1,
43,85c4e7cd,ok,True,243.134,
44,88a10436,ok,True,144.859,
45,88a62173,ok,True,117.246,
46,890034e9,ok,False,140.888,
47,8a004b2b,ok,True,239.197,
48,8d5021e8,ok,True,237.282,
49,8eb1be9a,ok,True,228.031,
50,8f2ea7aa,ok,False,160.227,
51,90c28cc7,ok,True,137.249,
52,913fb3ed,ok,True,142.432,
53,91413438,ok,False,141.257,
54,91714a58,ok,True,285.522,
55,952a094c,ok,True,190.882,
56,95990924,ok,True,134.438,
57,963e52fc,ok,False,239.083,
58,97a05b5b,ok,False,134.659,
59,98cf29f8,ok,True,219.434,
60,995c5fa3,ok,True,208.904,
61,99b1bc43,ok,True,65.105,
62,99fa7670,ok,True,87.97,
63,9dfd6313,ok,True,186.931,
64,9ecd008a,ok,False,85.67,
65,a3325580,ok,True,254.411,
66,a48eeaf7,ok,True,214.395,
67,a5313dff,ok,True,124.079,
68,a61ba2ce,ok,False,203.215,
69,a65b410d,ok,True,191.211,
70,a68b268e,ok,False,203.462,
71,a699fb00,ok,True,203.567,
72,a740d043,ok,True,121.526,
73,a8c38be5,ok,False,121.434,
74,ae4f1146,ok,True,190.237,
75,aedd82e4,ok,True,121.528,
76,af902bf9,ok,True,198.128,
77,b0c4d837,ok,False,189.894,
78,b230c067,ok,True,54.262,
79,b27ca6d3,ok,True,201.162,
80,b2862040,ok,True,208.689,
81,b527c5c6,ok,False,132.346,
82,b548a754,ok,True,123.59,
83,b60334d2,ok,True,186.504,
84,b6afb2da,ok,True,175.995,
85,b7249182,ok,False,193.161,
86,b775ac94,ok,False,198.387,
87,b782dc8a,ok,False,115.068,
88,b8cdaf2b,ok,False,210.131,
89,b94a9452,ok,True,208.322,
90,b9b7f026,ok,True,196.208,
91,ba26e723,ok,True,54.31,
92,ba97ae07,ok,True,203.385,
93,bb43febb,ok,True,204.393,
94,bc1d5164,ok,True,197.669,
95,bda2d7a6,ok,False,214.06,
96,beb8660c,ok,True,240.446,
97,c1d99e64,error,False,157.695,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
98,c444b776,ok,True,453.229,
99,c8cbb738,error,False,366.803,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
100,c8f0f002,ok,True,402.551,
101,c909285e,ok,False,614.098,
102,c9e6f938,error,False,252.261,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
103,caa06a1f,ok,True,294.726,
104,cce03e0d,error,False,103.725,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
105,cdecee7f,ok,True,469.683,
106,ce22a75a,error,False,208.661,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
107,ce4f8723,error,False,411.379,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
108,ce602527,ok,False,442.989,
109,ce9e57f2,error,False,243.148,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
110,d037b0a7,ok,True,325.463,
111,d06dbe63,ok,False,298.883,
112,d0f5fe59,ok,True,324.379,
113,d10ecb37,error,False,214.649,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
114,d13f3404,ok,False,223.712,
115,d23f8c26,ok,True,344.504,
116,d4f3cd78,ok,True,485.296,
117,d511f180,ok,True,260.778,
118,d631b094,ok,True,49.507,
119,d8c310e9,error,False,90.022,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
120,d90796e8,ok,True,82.765,
121,d9f24cd1,error,False,116.647,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
122,d9fac9be,ok,True,303.332,
123,dae9d2b5,ok,True,288.762,
124,db3e9e38,ok,True,253.518,
125,db93a21d,ok,False,465.879,
126,dbc1a6ce,error,False,171.341,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
127,dc1df850,error,False,290.344,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
128,dc433765,error,False,116.442,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
129,de1cd16c,ok,True,255.908,
130,e21d9049,ok,True,366.203,
131,e26a3af2,ok,True,244.873,
132,e48d4e1a,ok,True,283.093,
133,e5062a87,error,False,160.716,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
134,e50d258f,ok,True,194.809,
135,e6721834,ok,False,272.272,
136,e76a88a6,ok,True,303.149,
137,e8593010,error,False,165.467,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
138,e8dc4411,error,False,109.194,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
139,e9614598,ok,True,412.084,
140,e98196ab,ok,True,295.293,
141,e9afcf9a,error,False,253.154,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
142,ea786f4a,ok,True,354.902,
143,ecdecbb3,ok,False,357.148,
144,f15e1fac,ok,False,297.747,
145,f25fbde4,ok,False,372.264,
146,f2829549,ok,True,251.68,
147,f35d900a,ok,False,141.021,
148,f5b8619d,ok,False,148.141,
149,f76d97a5,ok,True,223.942,
150,f8a8fe49,error,False,51.873,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
151,f8b3ba0a,error,False,222.126,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
152,f8c80d96,ok,False,436.665,
153,f8ff0b80,ok,True,425.444,
154,fafffa47,ok,True,277.821,
155,fcb5c309,ok,True,337.867,
156,fcc82909,ok,False,290.145,
157,feca6190,ok,True,212.655,
158,ff28f65a,ok,False,257.739,
159,ff805c23,ok,False,241.059,
