task_ID,benchmark_label,dataset_key,pair_count,attempts_total,raw_solve_rate,mean_duration_seconds,mean_submissions,latent_correct_logit,latent_correct_prob,latent_duration_log,latent_duration_seconds,pair_difficulty_sd,pair_prob_range,session_count,row_count,latent_human_difficulty,human_ease_pc1,human_difficulty_pc1,llm_latent_difficulty,arc1_pass_rate,llm_pass_rate,arc2_pass_rate
20818e16,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,188.88611111111112,1.1111111111111112,1.9878452830697277,0.8795149923434726,5.141830271260835,170.02851060015078,0.0,0.0,9,9,-1.9878452830697277,0.3009727233326778,-0.3009727233326778,0.11683467808741022,0.2727272727272727,0.2727272727272727,
20981f0e,arc1_sidecar,arc_agi_1_eval,1,9,1.0,143.47055555555556,1.1111111111111112,2.330675563606291,0.9113859115296958,4.912455210112775,134.97284682623797,0.0,0.0,9,9,-2.330675563606291,0.8160432947585038,-0.8160432947585038,1.4870299950730894,0.09090909090909091,0.09090909090909091,
212895b5,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,241.76044444444446,2.111111111111111,1.030358129652245,0.7369853208452655,5.525296970707524,249.96085497828383,0.0,0.0,9,9,-1.030358129652245,-0.9320673994504102,0.9320673994504102,2.530934571953986,0.0,0.0,
22a4bbc2,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,124.51155555555556,2.0,2.053830138452599,0.886334061174097,4.745990756046224,114.1218066461101,0.0,0.0,9,9,-2.053830138452599,0.9890442917083913,-0.9890442917083913,0.11683806467897496,0.2727272727272727,0.2727272727272727,
25094a63,arc1_sidecar,arc_agi_1_eval,1,9,1.0,106.62433333333334,1.2222222222222223,2.7103929022888567,0.9376371270390806,4.433019780828095,83.1852544679274,0.0,0.0,9,9,-2.7103929022888567,1.7244098703926498,-1.7244098703926498,2.530934563126002,0.0,0.0,
256b0a75,arc1_sidecar,arc_agi_1_eval,1,8,0.5,259.22775,1.125,0.8927696639522882,0.7094614031252607,5.358125288498297,211.3265221277578,0.0,0.0,8,8,-0.8927696639522882,-0.7681904182189394,0.7681904182189394,1.9530915018875277,0.045454545454545456,0.045454545454545456,
2685904e,arc1_sidecar,arc_agi_1_eval,1,9,1.0,96.289,1.3333333333333333,2.58720307838587,0.9300334367150462,4.596536452480336,98.14034301388064,0.0,0.0,9,9,-2.58720307838587,1.4202260397254596,-1.4202260397254596,-0.9715955896978744,0.45454545454545453,0.45454545454545453,
2697da3f,arc1_sidecar,arc_agi_1_eval,1,9,0.5555555555555556,423.09777777777776,1.5555555555555556,0.47473744471857937,0.6165044313370804,5.689569300043528,294.7662067115103,0.0,0.0,9,9,-0.47473744471857937,-1.707937440931494,1.707937440931494,-0.44142964893286885,0.36363636363636365,0.36363636363636365,
292dd178,arc1_sidecar,arc_agi_1_eval,1,8,1.0,55.633874999999996,1.125,2.6710841054960452,0.935298667081357,4.332902199522149,75.16501218133482,0.0,0.0,8,8,-2.6710841054960452,1.881506481749873,-1.881506481749873,-0.44142866215676557,0.36363636363636365,0.36363636363636365,
29700607,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,155.59033333333335,4.222222222222222,1.9690311682497046,0.8775070130306593,4.669856887556977,105.68247375046148,0.0,0.0,9,9,-1.9690311682497046,1.0791310663284637,-1.0791310663284637,-0.9715963082012627,0.45454545454545453,0.45454545454545453,
2a5f8217,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,152.8466666666667,1.5555555555555556,1.4639194456036044,0.8121314119257443,4.992088705373048,146.24365113526252,0.0,0.0,9,9,-1.4639194456036044,0.2696839362746447,-0.2696839362746447,-0.7084726767029875,0.4090909090909091,0.4090909090909091,
2b01abd0,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,230.03722222222223,3.111111111111111,1.8908180664474785,0.8688487778383935,5.204623664002295,181.11232444767396,0.0,0.0,9,9,-1.8908180664474785,0.15187726792274087,-0.15187726792274087,-1.7619313869387958,0.5909090909090909,0.5909090909090909,
2c0b0aff,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,183.06022222222225,1.3333333333333333,1.7830769383573322,0.856076389784438,4.909831649173986,134.61658132304782,0.0,0.0,9,9,-1.7830769383573322,0.5899074423054516,-0.5899074423054516,-0.44143083673149486,0.36363636363636365,0.36363636363636365,
2c737e39,arc1_sidecar,arc_agi_1_eval,1,9,1.0,96.7128888888889,1.2222222222222223,2.4463066875979713,0.9202909461647312,4.626144061017214,101.11953725896669,0.0,0.0,9,9,-2.4463066875979713,1.3302832203661505,-1.3302832203661505,-0.7084747617501336,0.4090909090909091,0.4090909090909091,
2f0c5170,arc1_sidecar,arc_agi_1_eval,1,9,0.6666666666666666,189.33344444444444,2.4444444444444446,1.2157715612059166,0.7713185668209509,4.968152465757347,142.761038422777,0.0,0.0,9,9,-1.2157715612059166,0.13948124120448566,-0.13948124120448566,-1.4960016758220522,0.5454545454545454,0.5454545454545454,
310f3251,arc1_sidecar,arc_agi_1_eval,1,9,0.3333333333333333,453.28533333333337,3.0,-0.4896562094193935,0.3799745592755659,5.851731368238269,346.8360917979546,0.0,0.0,9,9,0.4896562094193935,-2.9639364638994823,2.9639364638994823,-0.9715960874581973,0.45454545454545453,0.45454545454545453,
31adaf00,arc1_sidecar,arc_agi_1_eval,1,10,0.9,81.50309999999999,1.8,2.164295509380738,0.8969971021711632,4.351462313188671,76.59184358224542,0.0,0.0,10,10,-2.164295509380738,1.6909511404421336,-1.6909511404421336,1.487032546094036,0.09090909090909091,0.09090909090909091,
3391f8c0,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,105.63088888888889,1.2222222222222223,2.063924649277012,0.8873470834522371,4.611597089450555,99.644760032167,0.0,0.0,9,9,-2.063924649277012,1.2172284106235218,-1.2172284106235218,0.7375775452552298,0.18181818181818182,0.18181818181818182,
33b52de3,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,211.33533333333332,0.8888888888888888,1.7695917106930685,0.8544068889545029,5.167996059471832,174.56266759333639,0.0,0.0,9,9,-1.7695917106930685,0.15272785765374267,-0.15272785765374267,-2.3135365935868797,0.6818181818181818,0.6818181818181818,
3490cc26,arc1_sidecar,arc_agi_1_eval,1,9,1.0,179.35522222222224,2.0,2.366816030919879,0.9142616067336766,5.021231187289207,150.59783427013954,0.0,0.0,9,9,-2.366816030919879,0.6467567569841597,-0.6467567569841597,1.9530918613097088,0.045454545454545456,0.045454545454545456,
34b99a2b,arc1_sidecar,arc_agi_1_eval,1,9,0.3333333333333333,240.8248888888889,0.7777777777777778,-0.6712845865932855,0.33820926007065505,5.1346292858654525,168.80136044104722,0.0,0.0,9,9,0.6712845865932855,-1.9429724726429538,1.9429724726429538,-2.3135380248142132,0.6818181818181818,0.6818181818181818,
351d6448,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,158.47266666666667,2.111111111111111,1.7658708536984293,0.8539434194905013,5.0625481477159795,156.99259229452164,0.0,0.0,9,9,-1.7658708536984293,0.32652148346664855,-0.32652148346664855,1.0897102145060809,0.13636363636363635,0.13636363636363635,
37d3e8b2,arc1_sidecar,arc_agi_1_eval,1,9,1.0,141.50622222222222,1.3333333333333333,2.6737339863794753,0.9354588399581917,4.872413433585386,129.6358176173138,0.0,0.0,9,9,-2.6737339863794753,0.9830978052204191,-0.9830978052204191,1.4870314777955524,0.09090909090909091,0.09090909090909091,
3a301edc,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,173.74533333333335,1.5555555555555556,2.028525915923611,0.8837597331755661,4.979507580212635,144.40276482374827,0.0,0.0,9,9,-2.028525915923611,0.5891680724537615,-0.5891680724537615,0.11683794587237115,0.2727272727272727,0.2727272727272727,
3ee1011a,arc1_sidecar,arc_agi_1_eval,1,9,1.0,149.3618888888889,1.2222222222222223,2.6129002590329202,0.9316872178532943,4.934319650825428,137.9785564137938,0.0,0.0,9,9,-2.6129002590329202,0.8642146944502388,-0.8642146944502388,-2.6049938490810307,0.7272727272727273,0.7272727272727273,
3f23242b,arc1_sidecar,arc_agi_1_eval,1,9,1.0,225.0028888888889,1.8888888888888888,2.458058994184743,0.9211487956074456,5.3132352313614355,202.00593830774278,0.0,0.0,9,9,-2.458058994184743,0.18884548446866847,-0.18884548446866847,-2.033545390052727,0.6363636363636364,0.6363636363636364,
40f6cd08,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,328.2685555555556,1.8888888888888888,1.6088007630961467,0.8332448215743201,5.330629837064514,205.56803739898086,0.0,0.0,9,9,-1.6088007630961467,-0.20649054406182465,0.20649054406182465,1.4870309531917068,0.09090909090909091,0.09090909090909091,
414297c0,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,241.57122222222222,1.2222222222222223,1.711128068687918,0.8469825426838767,5.157619682301187,172.7503818779492,0.0,0.0,9,9,-1.711128068687918,0.13907801962238572,-0.13907801962238572,0.4163864332467062,0.22727272727272727,0.22727272727272727,
423a55dc,arc1_sidecar,arc_agi_1_eval,1,9,0.5555555555555556,457.2566666666666,2.888888888888889,0.31303863473808846,0.5776267835935753,5.660703298585075,286.3506648227301,0.0,0.0,9,9,-0.31303863473808846,-1.8218597367328562,1.8218597367328562,-0.7084742377961314,0.4090909090909091,0.4090909090909091,
42918530,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,98.46344444444445,0.8888888888888888,1.8732366884454605,0.8668323452717717,4.045346415666991,56.13097367092339,0.0,0.0,9,9,-1.8732366884454605,2.075367737200123,-2.075367737200123,-1.4960008829108435,0.5454545454545454,0.5454545454545454,
42a15761,arc1_sidecar,arc_agi_1_eval,1,9,1.0,98.83200000000001,1.1111111111111112,2.6983861900695496,0.9369313495222532,4.7428298845095735,113.75849589602882,0.0,0.0,9,9,-2.6983861900695496,1.205180993875968,-1.205180993875968,0.41638650809029876,0.22727272727272727,0.22727272727272727,
4364c1c4,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,197.10733333333332,2.2222222222222223,2.1510653816331113,0.8957682908080674,5.244051175667673,188.43598845573624,0.0,0.0,9,9,-2.1510653816331113,0.1983624700775572,-0.1983624700775572,-0.4414304343303602,0.36363636363636365,0.36363636363636365,
456873bc,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,254.50222222222223,2.4444444444444446,1.4722356639812793,0.8133969581371663,5.418565738709868,224.55538503793284,0.0,0.0,9,9,-1.4722356639812793,-0.4357505265557794,0.4357505265557794,1.953091872836292,0.045454545454545456,0.045454545454545456,
45737921,arc1_sidecar,arc_agi_1_eval,1,8,1.0,73.929625,1.125,2.5458297175254643,0.9272928513073606,4.38926884727106,79.5814800673758,0.0,0.0,8,8,-2.5458297175254643,1.7542084432987464,-1.7542084432987464,-4.407238332694869,0.9545454545454546,0.9545454545454546,
4acc7107,arc1_sidecar,arc_agi_1_eval,1,9,0.4444444444444444,233.40044444444447,3.0,0.15409600238965782,0.5384479499573488,5.44100091751503,229.672952549415,0.0,0.0,9,9,-0.15409600238965782,-1.6190152402152607,1.6190152402152607,0.4163886428551233,0.22727272727272727,0.22727272727272727,
4b6b68e5,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,104.57077777777778,1.1111111111111112,2.294953923346181,0.9084582619590986,4.721386929511507,111.323930059518,0.0,0.0,9,9,-2.294953923346181,1.1222504936609543,-1.1222504936609543,1.487031713086526,0.09090909090909091,0.09090909090909091,
4e45f183,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,253.26088888888887,1.5555555555555556,1.3323035691258571,0.7912214168485482,5.463024701073156,234.80960031372626,0.0,0.0,9,9,-1.3323035691258571,-0.6022585702535194,0.6022585702535194,1.4870317482532267,0.09090909090909091,0.09090909090909091,
4e469f39,arc1_sidecar,arc_agi_1_eval,1,9,1.0,76.75066666666666,1.6666666666666667,2.599245853104355,0.9308130282714784,4.398894779363058,80.36089721233427,0.0,0.0,9,9,-2.599245853104355,1.7528378580673314,-1.7528378580673314,-0.4414255717956839,0.36363636363636365,0.36363636363636365,
4ff4c9da,arc1_sidecar,arc_agi_1_eval,1,9,0.3333333333333333,203.31066666666666,1.2222222222222223,-0.1428188673156343,0.46435584940913105,4.637862025825553,102.32320892084687,0.0,0.0,9,9,0.1428188673156343,-0.5893991315099094,0.5893991315099094,2.5309357376995676,0.0,0.0,
505fff84,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,61.99733333333333,0.8888888888888888,0.942976067584544,0.7197004170283925,4.3709060650047,78.11528282347793,0.0,0.0,9,9,-0.942976067584544,0.9196472844376953,-0.9196472844376953,-2.3135360431304566,0.6818181818181818,0.6818181818181818,
506d28a5,arc1_sidecar,arc_agi_1_eval,1,9,0.4444444444444444,134.49699999999999,0.4444444444444444,0.29879906865872696,0.5741489129505137,4.6511498078218505,103.70530737179318,0.0,0.0,9,9,-0.29879906865872696,-0.15396925311095058,0.15396925311095058,-3.2378658068833617,0.8181818181818182,0.8181818181818182,
50f325b5,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,120.56333333333333,2.2222222222222223,1.2498056656296823,0.7772662191520865,4.822389325523888,123.26163786797942,0.0,0.0,9,9,-1.2498056656296823,0.4071777427515254,-0.4071777427515254,2.5309333205507096,0.0,0.0,
5207a7b5,arc1_sidecar,arc_agi_1_eval,1,9,0.7777777777777778,123.24566666666666,2.111111111111111,1.778871094335539,0.8555574129497452,4.7350561507962095,112.86985242158038,0.0,0.0,9,9,-1.778871094335539,0.8790016839923781,-0.8790016839923781,-1.4959996764149988,0.5454545454545454,0.5454545454545454,
5289ad53,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,91.742,2.4444444444444446,2.140432844039793,0.8947713721165615,4.670035746366404,105.70155655721642,0.0,0.0,9,9,-2.140432844039793,1.150783935035371,-1.150783935035371,-2.033545129607239,0.6363636363636364,0.6363636363636364,
52fd389e,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,147.42044444444446,1.1111111111111112,2.0577300553454605,0.8867263705964199,4.952194642882823,140.4851327817278,0.0,0.0,9,9,-2.0577300553454605,0.6470478635219262,-0.6470478635219262,0.4163863242748224,0.22727272727272727,0.22727272727272727,
55059096,arc1_sidecar,arc_agi_1_eval,1,8,1.0,102.727125,2.0,2.5153597872934066,0.925211607744689,4.291853041578468,72.1018037517955,0.0,0.0,8,8,-2.5153597872934066,1.9078746169035865,-1.9078746169035865,-0.9715965200347797,0.45454545454545453,0.45454545454545453,
551d5bf1,arc1_sidecar,arc_agi_1_eval,1,8,1.0,186.9995,1.0,2.7642323404601337,0.940712124359837,4.9595711860774205,141.53266280033327,0.0,0.0,8,8,-2.7642323404601337,0.8597461062201026,-0.8597461062201026,1.0897105417030257,0.13636363636363635,0.13636363636363635,
575b1a71,arc1_sidecar,arc_agi_1_eval,1,8,0.875,74.30725,0.875,2.19041318891883,0.8993853026420218,4.54492561010316,93.153422885469,0.0,0.0,8,8,-2.19041318891883,1.3785045246667633,-1.3785045246667633,-2.9115896935330494,0.7727272727272727,0.7727272727272727,
5833af48,arc1_sidecar,arc_agi_1_eval,1,10,0.6,248.2835,1.0,0.3165695943927376,0.5784880092813504,5.2782168078251495,195.0200221471476,0.0,0.0,10,10,-0.3165695943927376,-1.1808704097580227,1.1808704097580227,0.11683585360404275,0.2727272727272727,0.2727272727272727,
58743b76,arc1_sidecar,arc_agi_1_eval,1,9,1.0,116.75866666666667,2.2222222222222223,2.488015355336599,0.9232973694522177,4.826577678706775,123.78318093531556,0.0,0.0,9,9,-2.488015355336599,1.0087973188018875,-1.0087973188018875,-2.0335441511528107,0.6363636363636364,0.6363636363636364,
58e15b12,arc1_sidecar,arc_agi_1_eval,1,9,0.5555555555555556,156.25400000000002,1.0,0.784837083445773,0.6867216786548492,4.780041515229303,118.10929479185744,0.0,0.0,9,9,-0.784837083445773,0.1003954949855965,-0.1003954949855965,1.4870344021031794,0.09090909090909091,0.09090909090909091,
5af49b42,arc1_sidecar,arc_agi_1_eval,1,8,1.0,144.310875,1.125,2.631151540989526,0.9328397291577483,4.837722956043928,125.18170307573082,0.0,0.0,8,8,-2.631151540989526,1.029992843423093,-1.029992843423093,-1.233327678076591,0.5,0.5,
5b692c0f,arc1_sidecar,arc_agi_1_eval,1,9,0.6666666666666666,252.17044444444446,1.1111111111111112,1.2862623567027698,0.7835138824114444,5.182682423203699,177.16007130937155,0.0,0.0,9,9,-1.2862623567027698,-0.16720008641117648,0.16720008641117648,1.4870298443339969,0.09090909090909091,0.09090909090909091,
626c0bcc,arc1_sidecar,arc_agi_1_eval,1,9,0.6666666666666666,170.60255555555557,2.3333333333333335,0.8571055761192508,0.702055571733769,5.005148256957032,148.1791983729834,0.0,0.0,9,9,-0.8571055761192508,-0.2108313327938205,0.2108313327938205,1.0897087695018433,0.13636363636363635,0.13636363636363635,
62ab2642,arc1_sidecar,arc_agi_1_eval,1,8,1.0,79.5425,1.375,2.323055131552177,0.9107685405697109,4.525082721456917,91.30356099790168,0.0,0.0,8,8,-2.323055131552177,1.4590127644864503,-1.4590127644864503,1.0897086532238014,0.13636363636363635,0.13636363636363635,
62b74c02,arc1_sidecar,arc_agi_1_eval,1,9,0.8888888888888888,179.40133333333335,1.7777777777777777,2.193753896891952,0.8996872048291673,4.918509554588731,135.79857036542867,0.0,0.0,9,9,-2.193753896891952,0.7571984241645022,-0.7571984241645022,-4.407244773818243,0.9545454545454546,0.9545454545454546,
642248e4,arc1_sidecar,arc_agi_1_eval,1,8,0.75,96.2115,1.5,1.4272962724078857,0.8064796940969745,4.704862141338928,109.48305285182064,0.0,0.0,8,8,-1.4272962724078857,0.7247826570859079,-0.7247826570859079,-1.23332756546752,0.5,0.5,
64a7c07e,arc1_sidecar,arc_agi_1_eval,1,9,1.0,169.61844444444444,2.2222222222222223,2.4286851507783638,0.9189886981825158,5.260976803847589,191.66959981614002,0.0,0.0,9,9,-2.4286851507783638,0.2669298679999059,-0.2669298679999059,-2.0335460861304506,0.6363636363636364,0.6363636363636364,
66f2d22f,arc1_sidecar,arc_agi_1_eval,1,9,0.5555555555555556,294.2626666666667,1.1111111111111112,0.11027684891575484,0.5275413071027872,5.324102106864302,204.22400848448126,0.0,0.0,9,9,-0.11027684891575484,-1.4696620620740601,1.4696620620740601,-1.7619282601491417,0.5909090909090909,0.5909090909090909,
67c52801,arc1_sidecar,arc_agi_1_eval,1,9,1.0,93.40766666666667,1.2222222222222223,2.631037956213653,0.93283261274793,4.646710484928425,103.24151692317491,0.0,0.0,9,9,-2.631037956213653,1.3482786497132306,-1.3482786497132306,-0.7084724257012479,0.4090909090909091,0.4090909090909091,
692cd3b6,arc1_sidecar,arc_agi_1_eval,1,9,1.0,113.845,1.8888888888888888,2.449824251460755,0.9205485977152501,4.9268304393650535,136.94160443939253,0.0,0.0,9,9,-2.449824251460755,0.8302738927219829,-0.8302738927219829,1.487031919485679,0.09090909090909091,0.09090909090909091,
