simulation,mask_kind,pearson,spearman,n_items,observed_cells,capped_items,benchmark
145,uniform_budget,0.7016043808200984,0.6911061946902657,225,2486,0,ARC1
146,uniform_budget,0.7189732658266483,0.6824494310998738,225,2464,0,ARC1
147,uniform_budget,0.743356702472087,0.7172434123090146,229,2488,0,ARC1
148,uniform_budget,0.7344025321652513,0.7166986974161863,224,2522,0,ARC1
149,uniform_budget,0.7121713399690176,0.6835799701046338,224,2438,0,ARC1
150,uniform_budget,0.7469176349346064,0.7225419729311887,230,2532,0,ARC1
151,uniform_budget,0.7406541152646363,0.7227610506085843,224,2518,0,ARC1
152,uniform_budget,0.713309911623168,0.6901590860559472,224,2458,0,ARC1
153,uniform_budget,0.6511021859388012,0.619436367467341,225,2449,0,ARC1
154,uniform_budget,0.6956207075885148,0.6855573350416401,224,2457,0,ARC1
155,uniform_budget,0.7345381818059072,0.7054428985019565,227,2437,0,ARC1
156,uniform_budget,0.6588161344977346,0.6669439766247998,222,2409,0,ARC1
157,uniform_budget,0.7103587173083372,0.700845611787316,224,2482,0,ARC1
158,uniform_budget,0.6717455388708438,0.6507081903034457,227,2449,0,ARC1
159,uniform_budget,0.6802532013691339,0.6640174077546994,227,2471,0,ARC1
160,uniform_budget,0.7305773607184509,0.7024585067987501,227,2482,0,ARC1
161,uniform_budget,0.6983294399564786,0.6907151118215015,226,2477,0,ARC1
162,uniform_budget,0.7070584898961736,0.688083895364703,226,2437,0,ARC1
163,uniform_budget,0.7463907895001497,0.7286589792867821,224,2481,0,ARC1
164,uniform_budget,0.7116653704577313,0.7009021911529048,227,2484,0,ARC1
165,uniform_budget,0.743156342963376,0.7142340918668354,225,2452,0,ARC1
166,uniform_budget,0.702520248092041,0.6690952609000717,228,2489,0,ARC1
167,uniform_budget,0.7128350185575756,0.6749641989266175,226,2435,0,ARC1
168,uniform_budget,0.6622278728002411,0.6345168027340043,229,2471,0,ARC1
169,uniform_budget,0.7460330874575829,0.7383286585728679,227,2472,0,ARC1
170,uniform_budget,0.7345223231344381,0.7127997472141233,227,2440,0,ARC1
171,uniform_budget,0.723586960842449,0.6785991885543456,224,2515,0,ARC1
172,uniform_budget,0.7585872410647815,0.7429013906447536,225,2510,0,ARC1
173,uniform_budget,0.6258952949523507,0.5826876145179526,226,2519,0,ARC1
174,uniform_budget,0.7182423203634245,0.6662326355047886,226,2437,0,ARC1
175,uniform_budget,0.6906129149571655,0.6729136821029738,230,2516,0,ARC1
176,uniform_budget,0.7292190548529697,0.6928692586830282,222,2376,0,ARC1
177,uniform_budget,0.7510861796565522,0.7229165854482607,226,2520,0,ARC1
178,uniform_budget,0.7465404348504255,0.7030083981541708,227,2425,0,ARC1
179,uniform_budget,0.6842879474767487,0.6904715012898868,223,2405,0,ARC1
180,uniform_budget,0.5683856925923392,0.5165645442463365,230,2489,0,ARC1
181,uniform_budget,0.6512952010211736,0.6208478586040558,227,2442,0,ARC1
182,uniform_budget,0.6873446973422024,0.6738356770482659,228,2488,0,ARC1
183,uniform_budget,0.7328142814974574,0.7201337968815846,225,2504,0,ARC1
184,uniform_budget,0.6970049557049051,0.6561111946720452,230,2484,0,ARC1
185,uniform_budget,0.7159078400377362,0.677251733286278,227,2473,0,ARC1
186,uniform_budget,0.7241277256176795,0.6894956549560232,228,2534,0,ARC1
187,uniform_budget,0.6814339991357065,0.6573756229879211,227,2457,0,ARC1
188,uniform_budget,0.7524998672687853,0.7106142515963347,229,2542,0,ARC1
189,uniform_budget,0.7411754068429156,0.7089013452914799,224,2405,0,ARC1
190,uniform_budget,0.6932788269127307,0.6917495094408276,226,2435,0,ARC1
191,uniform_budget,0.6589612242774722,0.6062480379342964,227,2498,0,ARC1
192,uniform_budget,0.6534242870260661,0.5869967109110347,227,2536,0,ARC1
193,uniform_budget,0.6677892440906464,0.6330672881923949,228,2536,0,ARC1
194,uniform_budget,0.7246935897162624,0.7127966694639997,227,2495,0,ARC1
195,uniform_budget,0.7090487032136097,0.6822418879056048,225,2476,0,ARC1
196,uniform_budget,0.7368529851663066,0.7016484133983074,228,2510,0,ARC1
197,uniform_budget,0.6974632511755486,0.6784270965023178,225,2460,0,ARC1
198,uniform_budget,0.7280907643551081,0.7091194793439556,228,2482,0,ARC1
199,uniform_budget,0.7431851125452061,0.7160132393764682,224,2457,0,ARC1
200,uniform_budget,0.7046092243269807,0.6891002949852509,225,2480,0,ARC1
201,uniform_budget,0.6952348164447717,0.6922374419977382,228,2495,0,ARC1
202,uniform_budget,0.6850830907784697,0.6800421595319118,228,2601,0,ARC1
203,uniform_budget,0.7747642072539482,0.7509728258046643,223,2432,0,ARC1
204,uniform_budget,0.6259743082923739,0.6285319239803546,224,2462,0,ARC1
205,uniform_budget,0.6971309771298226,0.6629373321538977,222,2485,0,ARC1
206,uniform_budget,0.7279385544906097,0.6951896333754741,225,2442,0,ARC1
207,uniform_budget,0.7069136410353454,0.6709714604729113,222,2489,0,ARC1
208,uniform_budget,0.7107703040771447,0.680036071231449,227,2484,0,ARC1
209,uniform_budget,0.7071776354800552,0.6797255467623096,226,2455,0,ARC1
210,uniform_budget,0.7068151015143989,0.6913669382610165,226,2491,0,ARC1
211,uniform_budget,0.7013421226272765,0.6784551609423934,226,2466,0,ARC1
212,uniform_budget,0.6539640108091997,0.6254798725401083,227,2511,0,ARC1
213,uniform_budget,0.740944729162047,0.7168902384079006,228,2523,0,ARC1
214,uniform_budget,0.7179818502715875,0.6946484841664213,223,2452,0,ARC1
215,uniform_budget,0.7521579150960893,0.7090869546483262,227,2514,0,ARC1
216,uniform_budget,0.7010149167298062,0.6708619546996218,226,2435,0,ARC1
217,uniform_budget,0.7402759947262175,0.7216866835229667,225,2450,0,ARC1
218,uniform_budget,0.6779073191585046,0.6478470716377046,229,2473,0,ARC1
219,uniform_budget,0.6935938227071409,0.6469969433326888,228,2513,0,ARC1
220,uniform_budget,0.6917291205192689,0.6697397808680995,225,2459,0,ARC1
221,uniform_budget,0.6785986144120473,0.6608647657114015,227,2518,0,ARC1
222,uniform_budget,0.7398900759628079,0.710807278087877,228,2505,0,ARC1
223,uniform_budget,0.8257786085433444,0.8063373270772374,223,2446,0,ARC1
224,uniform_budget,0.7221534801695827,0.680909673286355,224,2460,0,ARC1
225,uniform_budget,0.7727493945189204,0.7478963264306044,228,2506,0,ARC1
226,uniform_budget,0.7479182133271856,0.7389679414707679,226,2475,0,ARC1
227,uniform_budget,0.6948415011925102,0.6727833965444585,225,2461,0,ARC1
228,uniform_budget,0.6880246757977763,0.6382574799831437,225,2451,0,ARC1
229,uniform_budget,0.7015312472435655,0.6702026595864736,227,2466,0,ARC1
230,uniform_budget,0.6829696367733653,0.6672716155520767,227,2493,0,ARC1
231,uniform_budget,0.677970276026143,0.6736477829527155,223,2469,0,ARC1
232,uniform_budget,0.7120175545222026,0.6987820917162191,228,2557,0,ARC1
233,uniform_budget,0.7408247660960454,0.7209855366262525,227,2540,0,ARC1
234,uniform_budget,0.6979824926071376,0.6906778336480263,222,2414,0,ARC1
235,uniform_budget,0.6809937942181921,0.6451361167794828,222,2431,0,ARC1
236,uniform_budget,0.6740244035421324,0.6582308205066053,223,2459,0,ARC1
237,uniform_budget,0.7202183210528953,0.7163670520520022,229,2508,0,ARC1
238,uniform_budget,0.6521773768419357,0.6240299207129456,228,2515,0,ARC1
239,uniform_budget,0.7384010364185374,0.7119841434313632,227,2471,0,ARC1
240,uniform_budget,0.677749268848644,0.6236563167918258,228,2496,0,ARC1
241,uniform_budget,0.72489420569733,0.6885050568900127,225,2451,0,ARC1
242,uniform_budget,0.6990113657368907,0.6436476702403721,228,2479,0,ARC1
243,uniform_budget,0.7175675302646622,0.715103956140009,227,2472,0,ARC1
244,uniform_budget,0.6921964632139239,0.6768639950105146,228,2506,0,ARC1
245,uniform_budget,0.6876043122220289,0.6193532906000646,228,2510,0,ARC1
246,uniform_budget,0.71925879106901,0.7030257058575644,225,2458,0,ARC1
247,uniform_budget,0.7529188357623102,0.7377100307980197,227,2461,0,ARC1
248,uniform_budget,0.7642068531910855,0.7223140763630216,228,2533,0,ARC1
249,uniform_budget,0.7081130969215925,0.6930098139192277,227,2475,0,ARC1
250,uniform_budget,0.6781874849039138,0.6704365685958689,227,2401,0,ARC1
251,uniform_budget,0.7672601902092047,0.7548828505711279,227,2414,0,ARC1
252,uniform_budget,0.699781396806922,0.6860421892018828,229,2471,0,ARC1
253,uniform_budget,0.7176326907511135,0.6777235877721158,228,2567,0,ARC1
254,uniform_budget,0.6860533907282269,0.6682237673830596,225,2500,0,ARC1
255,uniform_budget,0.7105076622001816,0.6967825537294565,225,2466,0,ARC1
256,uniform_budget,0.7041727264303027,0.6958567327835788,227,2488,0,ARC1
257,uniform_budget,0.6942694801449484,0.6656184155077962,225,2451,0,ARC1
258,uniform_budget,0.6456472013939686,0.6500844383599973,229,2478,0,ARC1
259,uniform_budget,0.7055160813131219,0.6785772176728516,227,2459,0,ARC1
260,uniform_budget,0.7067290141853848,0.6558085284966644,228,2490,0,ARC1
261,uniform_budget,0.7397335573624562,0.7157069624888116,230,2524,0,ARC1
262,uniform_budget,0.7226023971256739,0.6951210082310056,222,2422,0,ARC1
263,uniform_budget,0.7152368047829653,0.7032126841768099,224,2443,0,ARC1
264,uniform_budget,0.741356936946426,0.7204021064622826,229,2496,0,ARC1
265,uniform_budget,0.7206840770286005,0.6941383728379246,224,2475,0,ARC1
266,uniform_budget,0.7345655190461798,0.7129608161372596,227,2513,0,ARC1
267,uniform_budget,0.7179011216030831,0.7111880320660527,227,2456,0,ARC1
268,uniform_budget,0.7694546596418044,0.7523516951905709,226,2540,0,ARC1
269,uniform_budget,0.721390474504785,0.6820879046471976,227,2483,0,ARC1
270,uniform_budget,0.7157931236594482,0.678570375052676,225,2485,0,ARC1
271,uniform_budget,0.7272753212934543,0.6992729019859066,224,2466,0,ARC1
272,uniform_budget,0.7258372017038522,0.7146043347032742,227,2467,0,ARC1
273,uniform_budget,0.7404094447076696,0.7247920159058125,226,2464,0,ARC1
274,uniform_budget,0.6416737804749343,0.6388361727288085,226,2512,0,ARC1
275,uniform_budget,0.7502230832038048,0.7161704593341761,225,2471,0,ARC1
276,uniform_budget,0.7543378831828295,0.7140405182384053,226,2463,0,ARC1
277,uniform_budget,0.7391314557306862,0.7068695280802906,224,2458,0,ARC1
278,uniform_budget,0.7554315811102825,0.7194189618133284,227,2481,0,ARC1
279,uniform_budget,0.6938902718532479,0.6721510532402896,226,2458,0,ARC1
280,uniform_budget,0.7194399886317356,0.7256274131274131,223,2495,0,ARC1
281,uniform_budget,0.6875750348263542,0.6344544817078449,223,2453,0,ARC1
282,uniform_budget,0.7351677018851515,0.7163037178537549,226,2418,0,ARC1
283,uniform_budget,0.6737203886854469,0.6615149506841839,226,2441,0,ARC1
284,uniform_budget,0.722640605010353,0.6733604312133107,227,2485,0,ARC1
285,uniform_budget,0.6805400565445845,0.6705053734097436,226,2514,0,ARC1
286,uniform_budget,0.7470843682975682,0.7251953789975699,226,2418,0,ARC1
287,uniform_budget,0.7326135173940217,0.7149834314451678,226,2463,0,ARC1
288,uniform_budget,0.7213632234636208,0.7109233455554211,227,2580,0,ARC1
289,uniform_budget,0.6820820070663607,0.6450509744627391,221,2498,0,ARC1
290,uniform_budget,0.7229317361374688,0.6920081115708918,223,2394,0,ARC1
291,uniform_budget,0.7249840106471063,0.7128666245259166,225,2421,0,ARC1
292,uniform_budget,0.7264281335216654,0.6906235319239805,224,2475,0,ARC1
293,uniform_budget,0.7414720121945285,0.7144932574799833,225,2475,0,ARC1
294,uniform_budget,0.7607467497711231,0.7269998187666616,228,2489,0,ARC1
295,uniform_budget,0.7166728563351963,0.6881986722379888,228,2444,0,ARC1
296,uniform_budget,0.7306331295364752,0.7254022585214351,226,2468,0,ARC1
297,uniform_budget,0.7068767422146005,0.6788869235590178,228,2493,0,ARC1
298,uniform_budget,0.746531020072162,0.7299491371298953,229,2479,0,ARC1
299,uniform_budget,0.7200431347421298,0.7216462269861236,227,2525,0,ARC1
300,uniform_budget,0.7396357139546617,0.7139136875755331,226,2488,0,ARC1
301,uniform_budget,0.742952259277722,0.7211293721028236,225,2426,0,ARC1
302,uniform_budget,0.686153846782119,0.6509765701142256,226,2457,0,ARC1
303,uniform_budget,0.6889502306792886,0.6413343893435981,227,2494,0,ARC1
304,uniform_budget,0.6674227900679521,0.6450286885287397,228,2541,0,ARC1
305,uniform_budget,0.698787962828856,0.6815360303413401,225,2462,0,ARC1
306,uniform_budget,0.7146708553213438,0.7015792961801018,227,2499,0,ARC1
307,uniform_budget,0.7429543346179972,0.7272094014541192,228,2514,0,ARC1
308,uniform_budget,0.7653861384990455,0.7473614261589041,229,2570,0,ARC1
309,uniform_budget,0.6825713844640346,0.6605074330980676,228,2541,0,ARC1
310,uniform_budget,0.6963871621545599,0.6729660474055094,224,2450,0,ARC1
311,uniform_budget,0.776271795465983,0.7403128755655949,228,2525,0,ARC1
312,uniform_budget,0.6768980835066946,0.6445163752927324,228,2468,0,ARC1
313,uniform_budget,0.7374706451833165,0.7197364625160813,226,2490,0,ARC1
314,uniform_budget,0.7402948538608672,0.7216282922165275,221,2405,0,ARC1
315,uniform_budget,0.643828160166409,0.6374436271911114,230,2506,0,ARC1
316,uniform_budget,0.7214929250512397,0.6979953997894819,226,2438,0,ARC1
317,uniform_budget,0.7169627629168109,0.6728098488103685,229,2546,0,ARC1
318,uniform_budget,0.7531349513566409,0.7360376924844865,229,2547,0,ARC1
319,uniform_budget,0.7747214594315937,0.7523694487165339,228,2482,0,ARC1
320,uniform_budget,0.6716623551706181,0.6872277070337773,228,2459,0,ARC1
321,uniform_budget,0.7188202073691113,0.6989180682398758,227,2546,0,ARC1
322,uniform_budget,0.7681795006702391,0.7288000421407502,225,2466,0,ARC1
323,uniform_budget,0.7234142620715018,0.6877273140748249,226,2464,0,ARC1
324,uniform_budget,0.7276565626768478,0.7141916401027252,229,2530,0,ARC1
325,uniform_budget,0.7451478170245246,0.7007031633115771,227,2535,0,ARC1
326,uniform_budget,0.6820047488686115,0.655845975558365,225,2465,0,ARC1
327,uniform_budget,0.7268754290583889,0.6771040012803441,227,2533,0,ARC1
328,uniform_budget,0.676528065189117,0.68720396123051,225,2548,0,ARC1
329,uniform_budget,0.6909133651457128,0.6622015351817618,227,2465,0,ARC1
330,uniform_budget,0.7339482161693733,0.7015151926106927,230,2577,0,ARC1
331,uniform_budget,0.7425512350133016,0.7164485752721046,221,2433,0,ARC1
332,uniform_budget,0.7106584112125323,0.6875609787792548,226,2433,0,ARC1
333,uniform_budget,0.7555247027172495,0.7391617029396619,227,2508,0,ARC1
334,uniform_budget,0.7422023871341837,0.720486725663717,225,2421,0,ARC1
335,uniform_budget,0.7303905034971242,0.7230238326090344,223,2408,0,ARC1
336,uniform_budget,0.7511885324231548,0.7157278618634463,222,2500,0,ARC1
337,uniform_budget,0.7354738674418867,0.6856782711525217,226,2457,0,ARC1
338,uniform_budget,0.6838620782227189,0.6266514694205008,227,2458,0,ARC1
339,uniform_budget,0.6848032249922746,0.6358672792073359,227,2531,0,ARC1
340,uniform_budget,0.7104995584199714,0.6826315424970132,223,2414,0,ARC1
341,uniform_budget,0.6810463354829039,0.6458986927769309,227,2462,0,ARC1
342,uniform_budget,0.7129399781340932,0.6943383902233461,225,2429,0,ARC1
343,uniform_budget,0.7282085847402138,0.7025705857564265,225,2447,0,ARC1
344,uniform_budget,0.6946072505246148,0.6741076696165192,225,2427,0,ARC1
345,uniform_budget,0.7282167976885912,0.7002558636269439,227,2471,0,ARC1
346,uniform_budget,0.7619909076374142,0.727143924834508,224,2455,0,ARC1
347,uniform_budget,0.7320009976343517,0.6809945217024864,225,2537,0,ARC1
348,uniform_budget,0.7029048412033051,0.6854006991280392,226,2509,0,ARC1
349,uniform_budget,0.7489386455965484,0.7455777860307079,227,2469,0,ARC1
350,uniform_budget,0.7153224425609742,0.7054664369686791,223,2507,0,ARC1
351,uniform_budget,0.7587043139296547,0.7526316801950436,228,2469,0,ARC1
352,uniform_budget,0.7341369629191762,0.7194835945659244,227,2519,0,ARC1
353,uniform_budget,0.7327089546704781,0.7041358806161246,227,2531,0,ARC1
354,uniform_budget,0.7036214908840706,0.6710646892656916,222,2396,0,ARC1
355,uniform_budget,0.681009915438744,0.661459866336548,223,2396,0,ARC1
356,uniform_budget,0.6685345445393269,0.6655881206719096,229,2513,0,ARC1
357,uniform_budget,0.6998507302079441,0.6927358941582252,227,2462,0,ARC1
