task_id,llm_latent_difficulty,in_arc1_eval,in_arc2_eval,arc1_pass_rate,arc2_pass_rate,benchmark_membership
136b0064,1.426834414884944,True,True,0.13636363636363635,0.09090909090909091,arc1_eval|arc2_eval
13713586,0.11683522973379108,True,False,0.2727272727272727,,arc1_eval
137f0df0,-0.9715966146458191,True,False,0.45454545454545453,,arc1_eval
13e47133,2.530933866735022,False,True,,0.0,arc2_eval
140c817e,-1.233327861973466,True,False,0.5,,arc1_eval
142ca369,2.530933209728948,False,True,,0.0,arc2_eval
14754a24,2.530934660464985,True,False,0.0,,arc1_eval
15113be4,1.4870301072608922,True,False,0.09090909090909091,,arc1_eval
15663ba9,1.487031358555014,True,False,0.09090909090909091,,arc1_eval
15696249,-0.9715982305374758,True,False,0.45454545454545453,,arc1_eval
16b78196,3.1112832455738424,True,True,0.0,0.0,arc1_eval|arc2_eval
16de56c4,1.9530915404036984,False,True,,0.045454545454545456,arc2_eval
17b80ad2,-0.44143079889056824,True,False,0.36363636363636365,,arc1_eval
17cae0c1,-2.0335437604870314,True,False,0.6363636363636364,,arc1_eval
1818057f,0.7375777741296174,False,True,,0.18181818181818182,arc2_eval
18419cfa,1.4870322656150292,True,False,0.09090909090909091,,arc1_eval
184a9768,2.5309327486306237,True,False,0.0,,arc1_eval
195ba7dc,-2.911591586237099,True,False,0.7727272727272727,,arc1_eval
195c6913,2.530933402088365,False,True,,0.0,arc2_eval
1990f7a8,-0.9715962200566066,True,False,0.45454545454545453,,arc1_eval
19bb5feb,-4.407247786052725,True,False,0.9545454545454546,,arc1_eval
1a2e2828,-3.2378652643818917,True,False,0.8181818181818182,,arc1_eval
1a6449f1,-1.2333280895118501,True,False,0.5,,arc1_eval
1acc24af,1.4870298066505137,True,False,0.09090909090909091,,arc1_eval
1ae2feb7,0.4163893593255262,False,True,,0.22727272727272727,arc2_eval
1c02dbbe,-1.2333267050852825,True,False,0.5,,arc1_eval
1c0d0a4b,-0.9715976131920719,True,False,0.45454545454545453,,arc1_eval
1c56ad9f,1.089708993759465,True,False,0.13636363636363635,,arc1_eval
1d0a4b61,-3.5897374496881445,True,False,0.8636363636363636,,arc1_eval
1d398264,-0.9715952101567512,True,False,0.45454545454545453,,arc1_eval
1da012fc,-1.4959996599060177,True,False,0.5454545454545454,,arc1_eval
1e81d6f9,-1.7619299808669078,True,False,0.5909090909090909,,arc1_eval
1e97544e,-2.033546351747686,True,False,0.6363636363636364,,arc1_eval
20270e3b,2.5309320776644224,False,True,,0.0,arc2_eval
2037f2c7,0.41638808740101463,True,False,0.22727272727272727,,arc1_eval
2072aba6,-3.237865412337146,True,False,0.8181818181818182,,arc1_eval
20818e16,0.11683467808741022,True,False,0.2727272727272727,,arc1_eval
20981f0e,1.4870299950730894,True,False,0.09090909090909091,,arc1_eval
20a9e565,2.5309328937770728,False,True,,0.0,arc2_eval
212895b5,2.530934571953986,True,False,0.0,,arc1_eval
21897d95,2.5309339509563276,False,True,,0.0,arc2_eval
21f83797,-2.9115912140827573,True,False,0.7727272727272727,,arc1_eval
221dfab4,2.5309328706913843,False,True,,0.0,arc2_eval
22a4bbc2,0.11683806467897496,True,False,0.2727272727272727,,arc1_eval
247ef758,1.9530936419372806,False,True,,0.045454545454545456,arc2_eval
25094a63,2.530934563126002,True,False,0.0,,arc1_eval
2546ccf6,0.11683792606690414,True,False,0.2727272727272727,,arc1_eval
256b0a75,1.9530915018875277,True,False,0.045454545454545456,,arc1_eval
2685904e,-0.9715955896978744,True,False,0.45454545454545453,,arc1_eval
2697da3f,-0.44142964893286885,True,False,0.36363636363636365,,arc1_eval
269e22fb,2.5309357859841324,False,True,,0.0,arc2_eval
271d71e2,2.530932465364002,False,True,,0.0,arc2_eval
2753e76c,-0.7084721245486842,True,False,0.4090909090909091,,arc1_eval
27a77e38,-0.167531623312765,True,False,0.3181818181818182,,arc1_eval
27f8ce4f,-1.233327510435723,True,False,0.5,,arc1_eval
281123b4,-0.7084745542489026,True,False,0.4090909090909091,,arc1_eval
28a6681f,2.530931942993764,False,True,,0.0,arc2_eval
291dc1e1,1.9530902195929838,False,True,,0.045454545454545456,arc2_eval
292dd178,-0.44142866215676557,True,False,0.36363636363636365,,arc1_eval
29700607,-0.9715963082012627,True,False,0.45454545454545453,,arc1_eval
2a5f8217,-0.7084726767029875,True,False,0.4090909090909091,,arc1_eval
2b01abd0,-1.7619313869387958,True,False,0.5909090909090909,,arc1_eval
2b83f449,2.5309330983748644,False,True,,0.0,arc2_eval
2ba387bc,-2.3135364719848805,False,True,,0.6818181818181818,arc2_eval
2c0b0aff,-0.44143083673149486,True,False,0.36363636363636365,,arc1_eval
2c181942,2.530934205265721,False,True,,0.0,arc2_eval
2c737e39,-0.7084747617501336,True,False,0.4090909090909091,,arc1_eval
2d0172a1,2.5309334359874933,False,True,,0.0,arc2_eval
2f0c5170,-1.4960016758220522,True,False,0.5454545454545454,,arc1_eval
310f3251,-0.9715960874581973,True,False,0.45454545454545453,,arc1_eval
3194b014,-3.237865994683398,True,False,0.8181818181818182,,arc1_eval
319f2597,-1.496000989730911,True,False,0.5454545454545454,,arc1_eval
31adaf00,1.487032546094036,True,False,0.09090909090909091,,arc1_eval
31d5ba1a,-2.3135364269593954,True,False,0.6818181818181818,,arc1_eval
31f7f899,1.0897099442033105,False,True,,0.13636363636363635,arc2_eval
32e9702f,-2.3135344687536388,True,False,0.6818181818181818,,arc1_eval
332efdb3,-4.407246260205009,True,False,0.9545454545454546,,arc1_eval
332f06d7,1.9530915145146268,False,True,,0.045454545454545456,arc2_eval
3391f8c0,0.7375775452552298,True,False,0.18181818181818182,,arc1_eval
33b52de3,-2.3135365935868797,True,False,0.6818181818181818,,arc1_eval
3490cc26,1.9530918613097088,True,False,0.045454545454545456,,arc1_eval
34b99a2b,-2.3135380248142132,True,False,0.6818181818181818,,arc1_eval
351d6448,1.0897102145060809,True,False,0.13636363636363635,,arc1_eval
358ba94e,-0.7084724034703642,True,False,0.4090909090909091,,arc1_eval
35ab12c3,2.5309353967969406,False,True,,0.0,arc2_eval
36a08778,1.9530938963238755,False,True,,0.045454545454545456,arc2_eval
37d3e8b2,1.4870314777955524,True,False,0.09090909090909091,,arc1_eval
38007db0,-0.16753026143265606,False,True,,0.3181818181818182,arc2_eval
3979b1a8,-2.9115910115455774,True,False,0.7727272727272727,,arc1_eval
3a25b0d8,2.5309354000939788,False,True,,0.0,arc2_eval
3a301edc,0.11683794587237115,True,False,0.2727272727272727,,arc1_eval
3b4c2228,-1.2333253901767813,True,False,0.5,,arc1_eval
3d31c5b3,-1.4960024285300397,True,False,0.5454545454545454,,arc1_eval
3dc255db,1.9530918294324033,False,True,,0.045454545454545456,arc2_eval
3e6067c3,1.953091381224533,False,True,,0.045454545454545456,arc2_eval
3ed85e70,2.530934183864161,True,False,0.0,,arc1_eval
3ee1011a,-2.6049938490810307,True,False,0.7272727272727273,,arc1_eval
3f23242b,-2.033545390052727,True,False,0.6363636363636364,,arc1_eval
409aa875,1.9530913934654024,False,True,,0.045454545454545456,arc2_eval
40f6cd08,1.4870309531917068,True,False,0.09090909090909091,,arc1_eval
414297c0,0.4163864332467062,True,False,0.22727272727272727,,arc1_eval
423a55dc,-0.7084742377961314,True,False,0.4090909090909091,,arc1_eval
42918530,-1.4960008829108435,True,False,0.5454545454545454,,arc1_eval
42a15761,0.41638650809029876,True,False,0.22727272727272727,,arc1_eval
4364c1c4,-0.4414304343303602,True,False,0.36363636363636365,,arc1_eval
446ef5d2,2.5309332348300795,False,True,,0.0,arc2_eval
456873bc,1.953091872836292,True,False,0.045454545454545456,,arc1_eval
45737921,-4.407238332694869,True,False,0.9545454545454546,,arc1_eval
45a5af55,-0.4414304762266126,False,True,,0.36363636363636365,arc2_eval
45bbe264,-2.604995108848696,True,False,0.7272727272727273,,arc1_eval
477d2879,2.530934004099508,True,False,0.0,,arc1_eval
47996f11,1.953095415121014,True,False,0.045454545454545456,,arc1_eval
48131b3c,-2.313540403144848,True,False,0.6818181818181818,,arc1_eval
4852f2fa,-2.9115871763328007,True,False,0.7727272727272727,,arc1_eval
48f8583b,-0.44142952919320716,True,False,0.36363636363636365,,arc1_eval
4a21e3da,1.4870299029381666,False,True,,0.09090909090909091,arc2_eval
4aab4007,-2.9115911769080167,True,False,0.7727272727272727,,arc1_eval
4acc7107,0.4163886428551233,True,False,0.22727272727272727,,arc1_eval
4b6b68e5,1.487031713086526,True,False,0.09090909090909091,,arc1_eval
4c177718,1.9530900682083838,True,False,0.045454545454545456,,arc1_eval
4c3d4a41,1.9530931622870629,False,True,,0.045454545454545456,arc2_eval
4c416de3,2.530933464961774,False,True,,0.0,arc2_eval
4c7dc4dd,2.5309334659018226,False,True,,0.0,arc2_eval
4cd1b7b2,-4.407247686755696,True,False,0.9545454545454546,,arc1_eval
4e34c42c,2.5309327123898235,False,True,,0.0,arc2_eval
4e45f183,1.4870317482532267,True,False,0.09090909090909091,,arc1_eval
4e469f39,-0.4414255717956839,True,False,0.36363636363636365,,arc1_eval
4f537728,-3.2378650874292614,True,False,0.8181818181818182,,arc1_eval
4ff4c9da,2.5309357376995676,True,False,0.0,,arc1_eval
505fff84,-2.3135360431304566,True,False,0.6818181818181818,,arc1_eval
506d28a5,-3.2378658068833617,True,False,0.8181818181818182,,arc1_eval
50a16a69,-3.97543797781505,True,False,0.9090909090909091,,arc1_eval
50aad11f,-0.9715953990725056,True,False,0.45454545454545453,,arc1_eval
50f325b5,2.5309333205507096,True,False,0.0,,arc1_eval
516b51b7,0.41638747994731395,True,False,0.22727272727272727,,arc1_eval
5207a7b5,-1.4959996764149988,True,False,0.5454545454545454,,arc1_eval
5289ad53,-2.033545129607239,True,False,0.6363636363636364,,arc1_eval
52fd389e,0.4163863242748224,True,False,0.22727272727272727,,arc1_eval
53fb4810,1.4870324851052152,False,True,,0.09090909090909091,arc2_eval
54db823b,0.7375756411586358,True,False,0.18181818181818182,,arc1_eval
55059096,-0.9715965200347797,True,False,0.45454545454545453,,arc1_eval
551d5bf1,1.0897105417030257,True,False,0.13636363636363635,,arc1_eval
5545f144,2.530932032906914,False,True,,0.0,arc2_eval
55783887,-0.16753163764594575,True,False,0.3181818181818182,,arc1_eval
575b1a71,-2.9115896935330494,True,False,0.7727272727272727,,arc1_eval
5783df64,-3.23786585257892,True,False,0.8181818181818182,,arc1_eval
581f7754,2.5309346886503765,False,True,,0.0,arc2_eval
5833af48,0.11683585360404275,True,False,0.2727272727272727,,arc1_eval
58490d8a,-0.7084753517146344,False,True,,0.4090909090909091,arc2_eval
58743b76,-2.0335441511528107,True,False,0.6363636363636364,,arc1_eval
58e15b12,1.4870344021031794,True,False,0.09090909090909091,,arc1_eval
58f5dbd5,0.7375753149664778,False,True,,0.18181818181818182,arc2_eval
59341089,-3.9754379334943755,True,False,0.9090909090909091,,arc1_eval
5961cc34,2.53093377318344,False,True,,0.0,arc2_eval
5a5a2103,-0.9715964838761826,True,False,0.45454545454545453,,arc1_eval
5af49b42,-1.233327678076591,True,False,0.5,,arc1_eval
5b526a93,-2.9115907172818725,True,False,0.7727272727272727,,arc1_eval
5b692c0f,1.4870298443339969,True,False,0.09090909090909091,,arc1_eval
5b6cbef5,-2.3135387039877564,True,False,0.6818181818181818,,arc1_eval
5d2a5c43,-2.911589841904251,True,False,0.7727272727272727,,arc1_eval
5dbc8537,2.530935235677915,False,True,,0.0,arc2_eval
5ffb2104,0.7375780977352481,True,False,0.18181818181818182,,arc1_eval
604001fa,0.11683664313991121,True,False,0.2727272727272727,,arc1_eval
60a26a3e,-0.9715982548458171,True,False,0.45454545454545453,,arc1_eval
60c09cac,-2.604993093798089,True,False,0.7272727272727273,,arc1_eval
62593bfd,2.530931816880131,False,True,,0.0,arc2_eval
626c0bcc,1.0897087695018433,True,False,0.13636363636363635,,arc1_eval
62ab2642,1.0897086532238014,True,False,0.13636363636363635,,arc1_eval
62b74c02,-4.407244773818243,True,False,0.9545454545454546,,arc1_eval
639f5a19,-0.4414268842453038,True,False,0.36363636363636365,,arc1_eval
642248e4,-1.23332756546752,True,False,0.5,,arc1_eval
642d658d,-2.6049944441458885,True,False,0.7272727272727273,,arc1_eval
64a7c07e,-2.0335460861304506,True,False,0.6363636363636364,,arc1_eval
64efde09,1.953091327709062,False,True,,0.045454545454545456,arc2_eval
65b59efc,1.9530913146316935,False,True,,0.045454545454545456,arc2_eval
66e6c45b,-4.9042268542403855,True,False,1.0,,arc1_eval
66f2d22f,-1.7619282601491417,True,False,0.5909090909090909,,arc1_eval
67636eac,-1.4960011788333967,True,False,0.5454545454545454,,arc1_eval
67b4a34d,-0.971596531698398,True,False,0.45454545454545453,,arc1_eval
67c52801,-0.7084724257012479,True,False,0.4090909090909091,,arc1_eval
67e490f4,1.953092692376509,False,True,,0.045454545454545456,arc2_eval
68b67ca3,-4.40724527338554,True,False,0.9545454545454546,,arc1_eval
692cd3b6,1.487031919485679,True,False,0.09090909090909091,,arc1_eval
695367ec,-1.7619290407165291,True,False,0.5909090909090909,,arc1_eval
696d4842,1.0897088181194454,True,False,0.13636363636363635,,arc1_eval
69889d6e,-0.16753378246770062,True,False,0.3181818181818182,,arc1_eval
6a11f6da,-1.496000751660076,True,False,0.5454545454545454,,arc1_eval
6ad5bdfd,0.4163887337266694,True,False,0.22727272727272727,,arc1_eval
6df30ad6,-1.7619284210552768,True,False,0.5909090909090909,,arc1_eval
6e453dd6,1.089708532525745,False,True,,0.13636363636363635,arc2_eval
6e4f6532,2.5309320085665834,False,True,,0.0,arc2_eval
6ea4a07e,-3.589736123596528,True,False,0.8636363636363636,,arc1_eval
6f473927,-2.033546455418936,True,False,0.6363636363636364,,arc1_eval
6ffbe589,2.530933826536323,False,True,,0.0,arc2_eval
7039b2d7,-3.2378643027937772,True,False,0.8181818181818182,,arc1_eval
705a3229,-1.496000355834945,True,False,0.5454545454545454,,arc1_eval
712bf12e,1.9530910181016983,True,False,0.045454545454545456,,arc1_eval
71e489b6,2.530934079063778,False,True,,0.0,arc2_eval
72207abc,-2.033545461491434,True,False,0.6363636363636364,,arc1_eval
72a961c9,-1.2333267938887134,True,False,0.5,,arc1_eval
73182012,-2.9115912606713836,True,False,0.7727272727272727,,arc1_eval
73c3b0d8,-0.16753017324315253,True,False,0.3181818181818182,,arc1_eval
73ccf9c2,1.9530904284487522,True,False,0.045454545454545456,,arc1_eval
7491f3cf,2.5309325333994876,False,True,,0.0,arc2_eval
759f3fd3,0.11683552825143936,True,False,0.2727272727272727,,arc1_eval
762cd429,-2.6049948502453493,True,False,0.7272727272727273,,arc1_eval
7666fa5d,2.530935954284632,False,True,,0.0,arc2_eval
770cc55f,-1.7619288089552974,True,False,0.5909090909090909,,arc1_eval
782b5218,-0.9715969206892994,True,False,0.45454545454545453,,arc1_eval
78332cb0,2.5309342853152614,False,True,,0.0,arc2_eval
79369cc6,1.9530913020129868,True,False,0.045454545454545456,,arc1_eval
7953d61e,-0.9715965615467649,True,False,0.45454545454545453,,arc1_eval
79fb03f4,2.530931772665859,True,False,0.0,,arc1_eval
7b0280bc,2.530931174725368,False,True,,0.0,arc2_eval
7b3084d4,2.5309344964914944,False,True,,0.0,arc2_eval
7b5033c1,1.953091035193195,False,True,,0.045454545454545456,arc2_eval
7b80bb43,2.530935945682518,False,True,,0.0,arc2_eval
7bb29440,1.0897090903182414,True,False,0.13636363636363635,,arc1_eval
7c66cb00,1.953090990338331,False,True,,0.045454545454545456,arc2_eval
7c8af763,-0.4414306307003903,True,False,0.36363636363636365,,arc1_eval
7c9b52a0,-1.2333274404817305,True,False,0.5,,arc1_eval
7d18a6fb,-0.9715971425852523,True,False,0.45454545454545453,,arc1_eval
7d1f7ee8,-1.4960005371442144,True,False,0.5454545454545454,,arc1_eval
7d419a02,2.5309346350154835,True,False,0.0,,arc1_eval
7e02026e,0.41638775167744824,True,False,0.22727272727272727,,arc1_eval
7ed72f31,2.53093242473042,False,True,,0.0,arc2_eval
7ee1c6ea,-1.761927865885866,True,False,0.5909090909090909,,arc1_eval
800d221b,2.5309355969805543,False,True,,0.0,arc2_eval
80a900e0,2.530932738804234,False,True,,0.0,arc2_eval
817e6c09,1.487032000477158,True,False,0.09090909090909091,,arc1_eval
81c0276b,-1.496000670283265,True,False,0.5454545454545454,,arc1_eval
833dafe3,-0.9715970297198447,True,False,0.45454545454545453,,arc1_eval
845d6e51,0.7375757015691056,True,False,0.18181818181818182,,arc1_eval
84db8fc4,-0.1675320948094513,True,False,0.3181818181818182,,arc1_eval
84f2aca1,-3.237865173540059,True,False,0.8181818181818182,,arc1_eval
8597cfd7,-2.0335476708298246,True,False,0.6363636363636364,,arc1_eval
85b81ff1,0.7375798888599961,True,False,0.18181818181818182,,arc1_eval
85fa5666,-0.16753114101308347,True,False,0.3181818181818182,,arc1_eval
8698868d,2.5309332491837537,False,True,,0.0,arc2_eval
8719f442,0.7375760115720964,True,False,0.18181818181818182,,arc1_eval
88207623,0.11683659175156012,True,False,0.2727272727272727,,arc1_eval
88bcf3b4,2.5309328040880823,False,True,,0.0,arc2_eval
88e364bc,2.5309343743084747,False,True,,0.0,arc2_eval
891232d6,2.530931776871253,True,False,0.0,,arc1_eval
89565ca0,2.5309316630405387,False,True,,0.0,arc2_eval
896d5239,2.5309374312473603,True,False,0.0,,arc1_eval
898e7135,1.9530907157856885,False,True,,0.045454545454545456,arc2_eval
8a371977,-2.6049931951434875,True,False,0.7272727272727273,,arc1_eval
8b28cd80,2.5309357881970804,True,False,0.0,,arc1_eval
8b7bacbf,2.5309344008181407,False,True,,0.0,arc2_eval
8b9c3697,2.530933455105011,False,True,,0.0,arc2_eval
8ba14f53,1.0897105133496363,True,False,0.13636363636363635,,arc1_eval
8cb8642d,1.0897084240770316,True,False,0.13636363636363635,,arc1_eval
8dae5dfc,-1.761928229988569,True,False,0.5909090909090909,,arc1_eval
8e2edd66,-1.2333261521795014,True,False,0.5,,arc1_eval
8e5c0c38,1.9530942231496766,False,True,,0.045454545454545456,arc2_eval
8ee62060,-2.9115897328835363,True,False,0.7727272727272727,,arc1_eval
8f215267,1.9530916172498805,False,True,,0.045454545454545456,arc2_eval
8f3a5a89,1.4870304172629951,False,True,,0.09090909090909091,arc2_eval
8fbca751,0.7375762950493122,True,False,0.18181818181818182,,arc1_eval
90347967,1.0897098168544732,True,False,0.13636363636363635,,arc1_eval
903d1b4a,-2.033544651939128,True,False,0.6363636363636364,,arc1_eval
9110e3c5,-2.3135373822333007,True,False,0.6818181818181818,,arc1_eval
917bccba,-2.911588627938472,True,False,0.7727272727272727,,arc1_eval
929ab4e9,1.0897092415549672,True,False,0.13636363636363635,,arc1_eval
92e50de0,0.11683712470942516,True,False,0.2727272727272727,,arc1_eval
9356391f,-0.16753045010888004,True,False,0.3181818181818182,,arc1_eval
9385bd28,2.5309336865973955,False,True,,0.0,arc2_eval
93b4f4b3,-0.16753129778968087,True,False,0.3181818181818182,,arc1_eval
93c31fbe,1.9530911934767854,True,False,0.045454545454545456,,arc1_eval
94133066,1.9530917611196965,True,False,0.045454545454545456,,arc1_eval
94414823,-1.7619274365621165,True,False,0.5909090909090909,,arc1_eval
94be5b80,-1.4960001566547483,True,False,0.5454545454545454,,arc1_eval
95a58926,-1.761929798198104,True,False,0.5909090909090909,,arc1_eval
963f59bc,-0.708473923527221,True,False,0.4090909090909091,,arc1_eval
96a8c0cd,1.9530911810363918,True,False,0.045454545454545456,,arc1_eval
97239e3d,0.4163887842760783,True,False,0.22727272727272727,,arc1_eval
9772c176,1.4870305488673137,True,False,0.09090909090909091,,arc1_eval
97d7923e,2.5309341404270422,False,True,,0.0,arc2_eval
981571dc,-0.028789839178516685,True,True,0.3181818181818182,0.2727272727272727,arc1_eval|arc2_eval
992798f6,-0.9715956610726979,True,False,0.45454545454545453,,arc1_eval
99306f82,-1.7619275251983666,True,False,0.5909090909090909,,arc1_eval
9a4bb226,-2.0335436545995513,True,False,0.6363636363636364,,arc1_eval
9aaea919,1.953090431156086,False,True,,0.045454545454545456,arc2_eval
9b2a60aa,0.7375768782308993,True,False,0.18181818181818182,,arc1_eval
9b365c51,0.11683505705154501,True,False,0.2727272727272727,,arc1_eval
9b4c17c4,-1.4959995998729794,True,False,0.5454545454545454,,arc1_eval
9bbf930d,2.5309314415739426,False,True,,0.0,arc2_eval
9bebae7a,0.11683626412774936,True,False,0.2727272727272727,,arc1_eval
9c1e755f,-2.313536945285936,True,False,0.6818181818181818,,arc1_eval
9c56f360,-1.2333259855616736,True,False,0.5,,arc1_eval
9caba7c3,1.953092100106458,True,False,0.045454545454545456,,arc1_eval
9ddd00f0,0.11683518427995927,True,False,0.2727272727272727,,arc1_eval
9def23fe,0.737578641400563,True,False,0.18181818181818182,,arc1_eval
9f27f097,-1.7619302747103645,True,False,0.5909090909090909,,arc1_eval
a04b2602,2.530934599828814,True,False,0.0,,arc1_eval
a096bf4d,1.4870317981025278,True,False,0.09090909090909091,,arc1_eval
a251c730,1.4870313180927108,False,True,,0.09090909090909091,arc2_eval
a25697e4,2.530933105324847,False,True,,0.0,arc2_eval
a32d8b75,2.530933294748067,False,True,,0.0,arc2_eval
a395ee82,1.4870294953057412,False,True,,0.09090909090909091,arc2_eval
a3f84088,-0.1675327915782085,True,False,0.3181818181818182,,arc1_eval
a406ac07,-3.5897336981130077,True,False,0.8636363636363636,,arc1_eval
a47bf94d,1.953090141197663,False,True,,0.045454545454545456,arc2_eval
a57f2f04,0.11683738344288616,True,False,0.2727272727272727,,arc1_eval
a59b95c0,-3.237863835608434,True,False,0.8181818181818182,,arc1_eval
a680ac02,-1.4959964297031778,True,False,0.5454545454545454,,arc1_eval
a6f40cea,2.5309342288318444,False,True,,0.0,arc2_eval
a8610ef7,1.4870312363512634,True,False,0.09090909090909091,,arc1_eval
a934301b,0.1168354382422705,True,False,0.2727272727272727,,arc1_eval
aa18de87,-3.237865972178517,True,False,0.8181818181818182,,arc1_eval
aa300dc3,-1.7619304279158863,True,False,0.5909090909090909,,arc1_eval
aa4ec2a5,2.2624357508215356,True,True,0.045454545454545456,0.045454545454545456,arc1_eval|arc2_eval
aab50785,-2.3135367050203395,True,False,0.6818181818181818,,arc1_eval
abc82100,2.530939235279793,False,True,,0.0,arc2_eval
ac0c5833,1.953089995224024,True,False,0.045454545454545456,,arc1_eval
ac2e8ecf,1.9530947261997027,True,False,0.045454545454545456,,arc1_eval
ac3e2b04,0.7375773184337714,True,False,0.18181818181818182,,arc1_eval
ac605cbb,-0.7084738898412644,True,False,0.4090909090909091,,arc1_eval
ad7e01d0,-1.4960001911147867,True,False,0.5454545454545454,,arc1_eval
ae58858e,-1.7619289717478117,True,False,0.5909090909090909,,arc1_eval
aee291af,-0.1675314425672541,True,False,0.3181818181818182,,arc1_eval
af22c60d,-2.6049929814250876,True,False,0.7272727272727273,,arc1_eval
af24b4cc,-3.975440831748045,True,False,0.9090909090909091,,arc1_eval
b0039139,1.9530918981103331,False,True,,0.045454545454545456,arc2_eval
b0722778,1.48703127917591,True,False,0.09090909090909091,,arc1_eval
b0f4d537,0.7375764926619075,True,False,0.18181818181818182,,arc1_eval
b10624e5,1.4870313787612288,False,True,,0.09090909090909091,arc2_eval
b15fca0b,1.4870313625099674,True,False,0.09090909090909091,,arc1_eval
b1fc8b8e,-0.7084714273227142,True,False,0.4090909090909091,,arc1_eval
b20f7c8b,1.9530918854201058,True,False,0.045454545454545456,,arc1_eval
b457fec5,1.953093361553034,True,False,0.045454545454545456,,arc1_eval
b4a43f3b,0.11683579942508734,True,False,0.2727272727272727,,arc1_eval
b5ca7ac4,2.530932175206659,False,True,,0.0,arc2_eval
b6f77b65,2.5309318503801657,False,True,,0.0,arc2_eval
b7999b51,0.4163893844141107,True,False,0.22727272727272727,,arc1_eval
b7cb93ac,0.4163879567933278,True,False,0.22727272727272727,,arc1_eval
b7f8a4d8,0.4163875069759798,True,False,0.22727272727272727,,arc1_eval
b7fb29bc,-0.7084721974244764,True,False,0.4090909090909091,,arc1_eval
b942fd60,1.4870293490376285,True,False,0.09090909090909091,,arc1_eval
b9630600,2.5309330871579525,True,False,0.0,,arc1_eval
b99e7126,1.9530912033540377,False,True,,0.045454545454545456,arc2_eval
b9e38dc0,2.530935444683131,False,True,,0.0,arc2_eval
ba9d41b8,0.11683720765802043,True,False,0.2727272727272727,,arc1_eval
baf41dbf,0.7375768774609518,True,False,0.18181818181818182,,arc1_eval
bb52a14b,0.4163880457892783,True,False,0.22727272727272727,,arc1_eval
bbb1b8b6,-0.441427772248243,True,False,0.36363636363636365,,arc1_eval
bc4146bd,-2.604995518875934,True,False,0.7272727272727273,,arc1_eval
bcb3040b,-1.2333281384488106,True,False,0.5,,arc1_eval
bd14c3bf,1.4870297140836932,True,False,0.09090909090909091,,arc1_eval
be03b35f,-1.4960003628368639,True,False,0.5454545454545454,,arc1_eval
bf32578f,1.0897090605622461,True,False,0.13636363636363635,,arc1_eval
bf45cf4b,-0.44143083524109267,False,True,,0.36363636363636365,arc2_eval
bf699163,-0.4414305982688475,True,False,0.36363636363636365,,arc1_eval
bf89d739,-0.9715958513216643,True,False,0.45454545454545453,,arc1_eval
c074846d,-1.2333258645404876,True,False,0.5,,arc1_eval
c1990cce,0.4163863727687625,True,False,0.22727272727272727,,arc1_eval
c3202e5a,0.7375756301664759,True,False,0.18181818181818182,,arc1_eval
c35c1b4c,1.0897109805012366,True,False,0.13636363636363635,,arc1_eval
c48954c1,-2.313535967047786,True,False,0.6818181818181818,,arc1_eval
c4d067a0,1.4870303248702341,False,True,,0.09090909090909091,arc2_eval
c62e2108,1.0897080513167872,True,False,0.13636363636363635,,arc1_eval
c64f1187,-0.16753112134905282,True,False,0.3181818181818182,,arc1_eval
