draw_id,benchmark_label,n_tasks,raw_task_correlation,latent_task_correlation
36,arc1_sidecar,223,0.3893616522286957,0.47445419202177636
36,arc2_eval,106,0.28168463049805736,0.31362150718049814
36,arc2_train_other,93,0.41202697419720513,0.4454432530734112
37,arc1_sidecar,222,0.4351563879083136,0.5424312418661695
37,arc2_eval,103,0.2758402138962553,0.3811551149637072
37,arc2_train_other,93,0.38931377238654075,0.47745580469180043
38,arc1_sidecar,221,0.35656408435915166,0.41348888687101826
38,arc2_eval,108,0.31958895174397645,0.4403111846440101
38,arc2_train_other,96,0.45946990215352274,0.5271365694731055
39,arc1_sidecar,214,0.3739380810490961,0.4215341889414865
39,arc2_eval,101,0.5023352018824083,0.5355790789490817
39,arc2_train_other,91,0.3826357684519334,0.4891162444424178
40,arc1_sidecar,222,0.4392281933041315,0.5092542841411992
40,arc2_eval,106,0.356727957631424,0.45963485200713583
40,arc2_train_other,93,0.3464811798888804,0.40864957160237636
41,arc1_sidecar,219,0.4373143302480614,0.47199799717403723
41,arc2_eval,102,0.3447362603605131,0.4335935429948459
41,arc2_train_other,89,0.4019765432649073,0.5235910317468221
42,arc1_sidecar,213,0.39015934257823554,0.4192235941788553
42,arc2_eval,106,0.3243525890214287,0.4047753695635444
42,arc2_train_other,94,0.2933760652124928,0.40426803628335045
43,arc1_sidecar,221,0.3981335112494712,0.4415358125596528
43,arc2_eval,101,0.41584772511473816,0.47137358893696596
43,arc2_train_other,91,0.2855588910248767,0.3736595911580735
44,arc1_sidecar,223,0.41896950085543255,0.4548625991514341
44,arc2_eval,99,0.39884164776856723,0.4145052049862893
44,arc2_train_other,93,0.3592480931797311,0.45701911266432294
45,arc1_sidecar,221,0.30886262593631464,0.3847504823845333
45,arc2_eval,104,0.34578712708142784,0.40429554289355757
45,arc2_train_other,92,0.290021042676358,0.3726716405082029
46,arc1_sidecar,217,0.4377379700892786,0.43829252362352933
46,arc2_eval,102,0.2968332465100585,0.37557026873574323
46,arc2_train_other,94,0.2444374388896586,0.3321818872670385
47,arc1_sidecar,222,0.3711168972569251,0.43318530005542843
47,arc2_eval,104,0.4470336181672527,0.4649411757464114
47,arc2_train_other,96,0.2368762830962928,0.3579061845253967
48,arc1_sidecar,220,0.3827985686627359,0.4922976330201051
48,arc2_eval,102,0.43936312941819894,0.5122485842629634
48,arc2_train_other,90,0.45360107982282666,0.5083669485922765
49,arc1_sidecar,222,0.3137359053403309,0.4043163447404287
49,arc2_eval,106,0.3995795026674731,0.478672982383416
49,arc2_train_other,95,0.2730466941634827,0.4038529509226743
50,arc1_sidecar,221,0.25669211889600296,0.35446709092268697
50,arc2_eval,105,0.3563842102028194,0.4529453140953858
50,arc2_train_other,94,0.2822977594280884,0.37795564313654756
51,arc1_sidecar,225,0.3575300553826733,0.4439257746846924
51,arc2_eval,102,0.4070297778760592,0.44892353619116504
51,arc2_train_other,96,0.3887716785802051,0.4461357060537954
52,arc1_sidecar,221,0.32054274988193066,0.37200465520206716
52,arc2_eval,104,0.3619255731451519,0.44465854604734745
52,arc2_train_other,90,0.25587631301674596,0.3204674871066512
53,arc1_sidecar,219,0.34307073189978654,0.403295468087884
53,arc2_eval,103,0.3913344932454649,0.3947346311465095
53,arc2_train_other,90,0.3280671025061913,0.4049753815091777
54,arc1_sidecar,217,0.37215430597458654,0.43910954723911366
54,arc2_eval,100,0.30259471539548255,0.40934697734284686
54,arc2_train_other,93,0.23625635419081076,0.323328282768686
55,arc1_sidecar,222,0.33490417800540007,0.40795128884808846
55,arc2_eval,106,0.3728486787553079,0.3943895225096307
55,arc2_train_other,89,0.23829353225073735,0.30780114630353317
56,arc1_sidecar,219,0.41574250593906237,0.46867104212365995
56,arc2_eval,100,0.29507421150534974,0.3528465070854353
56,arc2_train_other,93,0.3659282742081286,0.43194339364246254
57,arc1_sidecar,218,0.31276586029983344,0.38338943187610797
57,arc2_eval,105,0.3746008777393695,0.4165496335566145
57,arc2_train_other,92,0.39033967279641074,0.4143333501150716
58,arc1_sidecar,222,0.28346059241137644,0.32879130842798404
58,arc2_eval,109,0.2974775279434776,0.412196473897273
58,arc2_train_other,93,0.295086352222754,0.39597753624344256
59,arc1_sidecar,223,0.3524651833742445,0.39800964602797084
59,arc2_eval,103,0.5090918408357643,0.5541200549655846
59,arc2_train_other,90,0.3849695026245088,0.4250531765150487
60,arc1_sidecar,228,0.39717379986434853,0.4213306964072342
60,arc2_eval,105,0.40743956382439656,0.42194878821227255
60,arc2_train_other,92,0.30357716827704917,0.4470101989488973
61,arc1_sidecar,224,0.3802218122249346,0.47276886734691487
61,arc2_eval,108,0.3057173264149184,0.358323632942069
61,arc2_train_other,94,0.33707331938415086,0.36594394770075933
62,arc1_sidecar,222,0.3849441987573287,0.4564604355030101
62,arc2_eval,102,0.3119142911404293,0.3743842376042755
62,arc2_train_other,92,0.2913743983605753,0.4031705697139228
63,arc1_sidecar,221,0.3661200423096569,0.4605521617693171
63,arc2_eval,100,0.39123177853689,0.4724861194557709
63,arc2_train_other,92,0.3812092303103547,0.47680936505284244
64,arc1_sidecar,224,0.39502914300285663,0.5086491494180042
64,arc2_eval,103,0.36059953169446396,0.4205884142176931
64,arc2_train_other,92,0.47107756812713014,0.6114105341111405
65,arc1_sidecar,224,0.4130364225895826,0.4521391179996152
65,arc2_eval,106,0.4720365962220347,0.548335418359465
65,arc2_train_other,94,0.4273937840089421,0.5089417104400707
66,arc1_sidecar,220,0.3062726724878158,0.4032141054070389
66,arc2_eval,105,0.41518066930146297,0.49090665879804635
66,arc2_train_other,90,0.39015173416470766,0.4478572220984252
67,arc1_sidecar,224,0.38760614156198253,0.4695483491362121
67,arc2_eval,104,0.33436341800832836,0.4161825764344916
67,arc2_train_other,90,0.40111836700837805,0.4009374208440799
68,arc1_sidecar,220,0.3951416911282374,0.4427377010819097
68,arc2_eval,105,0.36664041101767525,0.41440574227173377
68,arc2_train_other,93,0.34583516656012964,0.440883553902409
69,arc1_sidecar,216,0.3841925892157492,0.4198295540675153
69,arc2_eval,104,0.4131673067260146,0.5189932765150691
69,arc2_train_other,92,0.45977161326102706,0.5156925604783418
70,arc1_sidecar,220,0.3672871309862179,0.43844559329334803
70,arc2_eval,104,0.46077632542661584,0.537118710141166
70,arc2_train_other,92,0.3845218412908237,0.46908891239625633
71,arc1_sidecar,225,0.40499177222139915,0.4794158468518544
71,arc2_eval,103,0.38898316912079617,0.4559124629118429
71,arc2_train_other,94,0.446017626099405,0.5146202747400436
72,arc1_sidecar,227,0.38020565172292536,0.4016127716060349
72,arc2_eval,103,0.2642521560779617,0.37362210020953535
72,arc2_train_other,93,0.36525953805968214,0.4232193726766294
73,arc1_sidecar,216,0.35995919237182206,0.4168539633758071
73,arc2_eval,105,0.3658593468009254,0.45973458008695356
73,arc2_train_other,92,0.2653307297635888,0.3407553601298675
74,arc1_sidecar,217,0.2951367110987792,0.33279300540461915
74,arc2_eval,103,0.358902418520077,0.47134995353095205
74,arc2_train_other,90,0.30997526653687907,0.4677848262930284
75,arc1_sidecar,222,0.4616694419843598,0.49238868327406127
75,arc2_eval,102,0.3989566799333463,0.4353160379285723
75,arc2_train_other,93,0.38805992402158457,0.5305709696812249
76,arc1_sidecar,218,0.34691059746139374,0.4125512503450944
76,arc2_eval,106,0.40150898795073364,0.48331693629937295
76,arc2_train_other,93,0.347786447855455,0.4110497546854146
77,arc1_sidecar,224,0.3487615924614464,0.4295172142053316
77,arc2_eval,99,0.28317327929413866,0.36048313035562046
77,arc2_train_other,91,0.40651234273908043,0.42706552726738034
78,arc1_sidecar,221,0.3546435297689461,0.41651089964734467
78,arc2_eval,109,0.3740816572510749,0.4793877252686355
78,arc2_train_other,94,0.36988655696343864,0.41614200570354826
79,arc1_sidecar,222,0.40034998125025434,0.47973945303359844
79,arc2_eval,102,0.33879152815234514,0.42396420256311473
79,arc2_train_other,92,0.286559230172109,0.4100014487455021
80,arc1_sidecar,222,0.39922783139318835,0.4633346457473287
80,arc2_eval,108,0.43319589534992475,0.49074543985935254
80,arc2_train_other,96,0.5043777530570639,0.587478546486506
81,arc1_sidecar,220,0.3169277300279875,0.37754094809538613
81,arc2_eval,105,0.3700967098968339,0.45478893344962656
81,arc2_train_other,93,0.21995306449226465,0.34851853415205586
82,arc1_sidecar,215,0.37225837081494173,0.47804907120812024
82,arc2_eval,102,0.33252349026300915,0.42472632005865985
82,arc2_train_other,90,0.33244963450013854,0.4177943706159408
83,arc1_sidecar,221,0.387817739809361,0.4691019780540024
83,arc2_eval,103,0.2535395231641826,0.29613196973741934
83,arc2_train_other,93,0.4205517102601742,0.5173086546720405
84,arc1_sidecar,214,0.35829811039351467,0.4382544921423791
84,arc2_eval,105,0.2766608154679966,0.3890495779708596
84,arc2_train_other,95,0.22322676578196848,0.30231756664837894
85,arc1_sidecar,215,0.3447254504352228,0.428855507686662
85,arc2_eval,107,0.274133893667923,0.34258392928855635
85,arc2_train_other,95,0.2481007731897142,0.4110717562525006
86,arc1_sidecar,223,0.4743743524863407,0.4738368306828273
86,arc2_eval,101,0.41347211243290977,0.4748078607790341
86,arc2_train_other,95,0.3357055811856697,0.4530607879859773
87,arc1_sidecar,222,0.4338501543864699,0.48960028534048805
87,arc2_eval,102,0.2659502560594948,0.40259680069063397
87,arc2_train_other,93,0.38328550419819707,0.4892570459386783
88,arc1_sidecar,218,0.4522617473728064,0.49722194677002635
88,arc2_eval,106,0.3322008384120683,0.395252667266803
88,arc2_train_other,90,0.5069437707070453,0.5605035238092161
89,arc1_sidecar,227,0.395485123822601,0.4559656334384343
89,arc2_eval,104,0.35691510885838973,0.4409805909762864
89,arc2_train_other,93,0.4020862940817692,0.42840131863317676
90,arc1_sidecar,221,0.3084014745575272,0.3723999143677555
90,arc2_eval,107,0.36540035561287487,0.45672101494151984
90,arc2_train_other,96,0.3856497497228153,0.444832685565908
91,arc1_sidecar,219,0.3681259825225447,0.41749221395667535
91,arc2_eval,106,0.398609128256208,0.4815402908268594
91,arc2_train_other,94,0.40446220328360166,0.4697526721074672
92,arc1_sidecar,214,0.33189739088283604,0.3886158737375929
92,arc2_eval,99,0.41155279311553766,0.4260789628916568
92,arc2_train_other,93,0.4068641300525579,0.522963322920824
93,arc1_sidecar,221,0.30534015415101234,0.37687498628548
93,arc2_eval,102,0.3714395757581306,0.4597694502954599
93,arc2_train_other,94,0.28096095309328706,0.37644390652497284
94,arc1_sidecar,221,0.3149007751375993,0.37220151084190434
94,arc2_eval,105,0.38343401608948324,0.482135987783473
94,arc2_train_other,90,0.4170381177378847,0.5273745602090122
95,arc1_sidecar,219,0.42255376026385755,0.4609562405339912
95,arc2_eval,104,0.4591083479678034,0.515605973181227
95,arc2_train_other,92,0.41717409184128446,0.5027842414363332
96,arc1_sidecar,218,0.34430249256416606,0.4030312447889706
96,arc2_eval,105,0.4455529188536293,0.5463662001126476
96,arc2_train_other,96,0.3932244169268173,0.49518338508860416
97,arc1_sidecar,219,0.47556397247344384,0.5380805478572727
97,arc2_eval,101,0.2850010737794617,0.3747229164749727
97,arc2_train_other,90,0.32638935566540506,0.43692187465266163
98,arc1_sidecar,224,0.36323372656216546,0.4273497193681824
98,arc2_eval,102,0.39927729457636085,0.48161559757812206
98,arc2_train_other,95,0.31799341574830864,0.41783508828646515
99,arc1_sidecar,222,0.3116846122866684,0.3869898225121847
99,arc2_eval,104,0.4781367247534065,0.5534179220839675
99,arc2_train_other,95,0.33296857377189537,0.43431059309143394
100,arc1_sidecar,219,0.376614252589117,0.47990657507927204
100,arc2_eval,102,0.42976011078716525,0.5194747869784322
100,arc2_train_other,93,0.3243972467673083,0.43031166523047454
101,arc1_sidecar,216,0.4637048765631852,0.5134837389130599
101,arc2_eval,103,0.34020696371923975,0.39991307675261256
101,arc2_train_other,93,0.2929536669654265,0.3619963900367335
102,arc1_sidecar,222,0.43886688229446247,0.5145225486283137
102,arc2_eval,104,0.4469911949576259,0.46918496781494307
102,arc2_train_other,91,0.42044581480110294,0.5488250922431513
103,arc1_sidecar,219,0.43938494820584145,0.4940076108097768
103,arc2_eval,107,0.3887509668448053,0.43670041205478877
103,arc2_train_other,91,0.4554601368772168,0.508959795037426
104,arc1_sidecar,221,0.40071308323439075,0.4776407249273315
104,arc2_eval,103,0.5095266332173851,0.5192860919214559
104,arc2_train_other,91,0.3418367759371172,0.4810830604452693
105,arc1_sidecar,226,0.40432715694596816,0.4353627791060293
105,arc2_eval,103,0.512022872516918,0.5455095373204821
105,arc2_train_other,91,0.40318372777179173,0.5156787521788012
106,arc1_sidecar,221,0.3567939165455129,0.46082965948690785
106,arc2_eval,105,0.35610466780455247,0.4226092150340488
106,arc2_train_other,93,0.24970270917543835,0.3836481994216405
107,arc1_sidecar,220,0.34857480403850377,0.39030602048402463
107,arc2_eval,104,0.41924682624544746,0.5171127590626152
107,arc2_train_other,95,0.28621250764726935,0.4512013408815406
108,arc1_sidecar,225,0.3305601732832358,0.42384042360219426
108,arc2_eval,105,0.35654393439861093,0.42063383557444306
108,arc2_train_other,93,0.4056158072069942,0.4896445226664815
109,arc1_sidecar,210,0.39175483786169396,0.47694103723387277
109,arc2_eval,103,0.4840014631475031,0.5241191146936002
109,arc2_train_other,86,0.4198536047585893,0.5038106709513172
110,arc1_sidecar,225,0.4002932755498136,0.48366258817954877
110,arc2_eval,103,0.3912731073837324,0.4956049231791834
110,arc2_train_other,91,0.36289911311377115,0.484835869055564
111,arc1_sidecar,220,0.2900589861765069,0.3062937278863979
111,arc2_eval,105,0.39652084806406546,0.416887779451194
111,arc2_train_other,94,0.33653266769130874,0.4394267523366296
112,arc1_sidecar,219,0.3349306380592094,0.40677022032540705
112,arc2_eval,104,0.35273860541397517,0.4238681380672782
112,arc2_train_other,91,0.43500320028975564,0.4806360843029461
113,arc1_sidecar,221,0.30795362711737784,0.4050428600219224
113,arc2_eval,103,0.32751894008784194,0.36690251204251223
113,arc2_train_other,92,0.39218606017114876,0.43827987399346113
114,arc1_sidecar,221,0.3766161539699228,0.4415405239208587
114,arc2_eval,99,0.43284157769155424,0.4951696221571308
114,arc2_train_other,94,0.36329188912867527,0.4534112701472663
115,arc1_sidecar,223,0.4330301865467893,0.46604547953809916
115,arc2_eval,101,0.3571079540918032,0.3784819139562365
115,arc2_train_other,94,0.31923048370768875,0.4079284285294196
116,arc1_sidecar,223,0.3456696095801275,0.3923959166296942
116,arc2_eval,100,0.3054728083841973,0.37398463402281135
116,arc2_train_other,92,0.3877692050556583,0.43163079139789345
117,arc1_sidecar,218,0.43481505879429594,0.5116383298876134
117,arc2_eval,104,0.35454089536159705,0.41604557968547945
117,arc2_train_other,92,0.42211654245591673,0.5094086548654525
118,arc1_sidecar,222,0.4188221486825039,0.49692761405405783
118,arc2_eval,104,0.4060580651661806,0.42281833590024454
118,arc2_train_other,94,0.37101631557818254,0.45706395661726806
119,arc1_sidecar,228,0.33516796408336696,0.43093083627147116
119,arc2_eval,103,0.3304581228555948,0.35824711241696877
119,arc2_train_other,89,0.42069393240599234,0.5038204113500027
