task_pair_id,task_ID,benchmark_label,dataset_key,test_index,attempts,session_count,raw_solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,latent_correct_logit,latent_correct_prob,latent_duration_log,latent_duration_seconds
2037f2c7__0,2037f2c7,arc1_sidecar,arc_agi_1_eval,0,10,10,0.9,235.83069999999998,191.8595,2.8,1.8292979143035333,0.8616780671995277,5.304538908471022,200.24818718285005
20818e16__0,20818e16,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,188.88611111111112,136.919,1.1111111111111112,1.9878452830697277,0.8795149923434726,5.141830271260835,170.02851060015078
20981f0e__0,20981f0e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,143.47055555555556,111.277,1.1111111111111112,2.330675563606291,0.9113859115296958,4.912455210112775,134.97284682623797
212895b5__0,212895b5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,241.76044444444446,248.847,2.111111111111111,1.030358129652245,0.7369853208452655,5.525296970707524,249.96085497828383
22a4bbc2__0,22a4bbc2,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,124.51155555555556,143.085,2.0,2.053830138452599,0.886334061174097,4.745990756046224,114.1218066461101
25094a63__0,25094a63,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,106.62433333333334,67.815,1.2222222222222223,2.7103929022888567,0.9376371270390806,4.433019780828095,83.1852544679274
256b0a75__0,256b0a75,arc1_sidecar,arc_agi_1_eval,0,8,8,0.5,259.22775,244.938,1.125,0.8927696639522882,0.7094614031252607,5.358125288498297,211.3265221277578
2685904e__0,2685904e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,96.289,75.006,1.3333333333333333,2.58720307838587,0.9300334367150462,4.596536452480336,98.14034301388064
2697da3f__0,2697da3f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,423.09777777777776,335.236,1.5555555555555556,0.47473744471857937,0.6165044313370804,5.689569300043528,294.7662067115103
292dd178__0,292dd178,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,55.633874999999996,50.81,1.125,2.6710841054960452,0.935298667081357,4.332902199522149,75.16501218133482
29700607__0,29700607,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,155.59033333333335,71.302,4.222222222222222,1.9690311682497046,0.8775070130306593,4.669856887556977,105.68247375046148
2a5f8217__0,2a5f8217,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,152.8466666666667,129.237,1.5555555555555556,1.4639194456036044,0.8121314119257443,4.992088705373048,146.24365113526252
2b01abd0__0,2b01abd0,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,230.03722222222223,184.785,3.111111111111111,1.8908180664474785,0.8688487778383935,5.204623664002295,181.11232444767396
2c0b0aff__0,2c0b0aff,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,183.06022222222225,95.142,1.3333333333333333,1.7830769383573322,0.856076389784438,4.909831649173986,134.61658132304782
2c737e39__0,2c737e39,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,96.7128888888889,57.175,1.2222222222222223,2.4463066875979713,0.9202909461647312,4.626144061017214,101.11953725896669
2f0c5170__0,2f0c5170,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,189.33344444444444,108.067,2.4444444444444446,1.2157715612059166,0.7713185668209509,4.968152465757347,142.761038422777
310f3251__0,310f3251,arc1_sidecar,arc_agi_1_eval,0,9,9,0.3333333333333333,453.28533333333337,391.818,3.0,-0.4896562094193935,0.3799745592755659,5.851731368238269,346.8360917979546
31adaf00__0,31adaf00,arc1_sidecar,arc_agi_1_eval,0,10,10,0.9,81.50309999999999,71.712,1.8,2.164295509380738,0.8969971021711632,4.351462313188671,76.59184358224542
3391f8c0__0,3391f8c0,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,105.63088888888889,86.807,1.2222222222222223,2.063924649277012,0.8873470834522371,4.611597089450555,99.644760032167
33b52de3__0,33b52de3,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,211.33533333333332,177.03,0.8888888888888888,1.7695917106930685,0.8544068889545029,5.167996059471832,174.56266759333639
3490cc26__0,3490cc26,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,179.35522222222224,106.731,2.0,2.366816030919879,0.9142616067336766,5.021231187289207,150.59783427013954
34b99a2b__0,34b99a2b,arc1_sidecar,arc_agi_1_eval,0,9,9,0.3333333333333333,240.8248888888889,117.01,0.7777777777777778,-0.6712845865932855,0.33820926007065505,5.1346292858654525,168.80136044104722
351d6448__0,351d6448,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,158.47266666666667,96.337,2.111111111111111,1.7658708536984293,0.8539434194905013,5.0625481477159795,156.99259229452164
37d3e8b2__0,37d3e8b2,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,141.50622222222222,112.723,1.3333333333333333,2.6737339863794753,0.9354588399581917,4.872413433585386,129.6358176173138
3a301edc__0,3a301edc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,173.74533333333335,163.339,1.5555555555555556,2.028525915923611,0.8837597331755661,4.979507580212635,144.40276482374827
3ee1011a__0,3ee1011a,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,149.3618888888889,104.863,1.2222222222222223,2.6129002590329202,0.9316872178532943,4.934319650825428,137.9785564137938
3f23242b__0,3f23242b,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,225.0028888888889,191.06,1.8888888888888888,2.458058994184743,0.9211487956074456,5.3132352313614355,202.00593830774278
40f6cd08__0,40f6cd08,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,328.2685555555556,300.817,1.8888888888888888,1.6088007630961467,0.8332448215743201,5.330629837064514,205.56803739898086
414297c0__0,414297c0,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,241.57122222222222,98.267,1.2222222222222223,1.711128068687918,0.8469825426838767,5.157619682301187,172.7503818779492
423a55dc__0,423a55dc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,457.2566666666666,459.681,2.888888888888889,0.31303863473808846,0.5776267835935753,5.660703298585075,286.3506648227301
42918530__0,42918530,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,98.46344444444445,60.03,0.8888888888888888,1.8732366884454605,0.8668323452717717,4.045346415666991,56.13097367092339
42a15761__0,42a15761,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,98.83200000000001,97.369,1.1111111111111112,2.6983861900695496,0.9369313495222532,4.7428298845095735,113.75849589602882
4364c1c4__0,4364c1c4,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,197.10733333333332,247.584,2.2222222222222223,2.1510653816331113,0.8957682908080674,5.244051175667673,188.43598845573624
456873bc__0,456873bc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,254.50222222222223,182.296,2.4444444444444446,1.4722356639812793,0.8133969581371663,5.418565738709868,224.55538503793284
45737921__0,45737921,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,73.929625,72.8275,1.125,2.5458297175254643,0.9272928513073606,4.38926884727106,79.5814800673758
4acc7107__0,4acc7107,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,233.40044444444447,199.232,3.0,0.15409600238965782,0.5384479499573488,5.44100091751503,229.672952549415
4b6b68e5__0,4b6b68e5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,104.57077777777778,103.063,1.1111111111111112,2.294953923346181,0.9084582619590986,4.721386929511507,111.323930059518
4e45f183__0,4e45f183,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,253.26088888888887,181.054,1.5555555555555556,1.3323035691258571,0.7912214168485482,5.463024701073156,234.80960031372626
4e469f39__0,4e469f39,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,76.75066666666666,62.303,1.6666666666666667,2.599245853104355,0.9308130282714784,4.398894779363058,80.36089721233427
4ff4c9da__0,4ff4c9da,arc1_sidecar,arc_agi_1_eval,0,9,9,0.3333333333333333,203.31066666666666,127.886,1.2222222222222223,-0.1428188673156343,0.46435584940913105,4.637862025825553,102.32320892084687
505fff84__0,505fff84,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,61.99733333333333,55.1,0.8888888888888888,0.942976067584544,0.7197004170283925,4.3709060650047,78.11528282347793
506d28a5__0,506d28a5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,134.49699999999999,86.956,0.4444444444444444,0.29879906865872696,0.5741489129505137,4.6511498078218505,103.70530737179318
50f325b5__0,50f325b5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,120.56333333333333,110.123,2.2222222222222223,1.2498056656296823,0.7772662191520865,4.822389325523888,123.26163786797942
5207a7b5__0,5207a7b5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,123.24566666666666,64.114,2.111111111111111,1.778871094335539,0.8555574129497452,4.7350561507962095,112.86985242158038
5289ad53__0,5289ad53,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,91.742,81.909,2.4444444444444446,2.140432844039793,0.8947713721165615,4.670035746366404,105.70155655721642
52fd389e__0,52fd389e,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,147.42044444444446,132.118,1.1111111111111112,2.0577300553454605,0.8867263705964199,4.952194642882823,140.4851327817278
55059096__0,55059096,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,102.727125,73.02449999999999,2.0,2.5153597872934066,0.925211607744689,4.291853041578468,72.1018037517955
551d5bf1__0,551d5bf1,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,186.9995,117.02250000000001,1.0,2.7642323404601337,0.940712124359837,4.9595711860774205,141.53266280033327
575b1a71__0,575b1a71,arc1_sidecar,arc_agi_1_eval,0,8,8,0.875,74.30725,81.2435,0.875,2.19041318891883,0.8993853026420218,4.54492561010316,93.153422885469
5833af48__0,5833af48,arc1_sidecar,arc_agi_1_eval,0,10,10,0.6,248.2835,223.59949999999998,1.0,0.3165695943927376,0.5784880092813504,5.2782168078251495,195.0200221471476
58743b76__0,58743b76,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,116.75866666666667,86.456,2.2222222222222223,2.488015355336599,0.9232973694522177,4.826577678706775,123.78318093531556
58e15b12__0,58e15b12,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,156.25400000000002,135.153,1.0,0.784837083445773,0.6867216786548492,4.780041515229303,118.10929479185744
5af49b42__0,5af49b42,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,144.310875,117.12,1.125,2.631151540989526,0.9328397291577483,4.837722956043928,125.18170307573082
5b692c0f__0,5b692c0f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,252.17044444444446,156.648,1.1111111111111112,1.2862623567027698,0.7835138824114444,5.182682423203699,177.16007130937155
626c0bcc__0,626c0bcc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,170.60255555555557,139.687,2.3333333333333335,0.8571055761192508,0.702055571733769,5.005148256957032,148.1791983729834
62ab2642__0,62ab2642,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,79.5425,54.2615,1.375,2.323055131552177,0.9107685405697109,4.525082721456917,91.30356099790168
62b74c02__0,62b74c02,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,179.40133333333335,129.102,1.7777777777777777,2.193753896891952,0.8996872048291673,4.918509554588731,135.79857036542867
642248e4__0,642248e4,arc1_sidecar,arc_agi_1_eval,0,8,8,0.75,96.2115,64.4135,1.5,1.4272962724078857,0.8064796940969745,4.704862141338928,109.48305285182064
64a7c07e__0,64a7c07e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,169.61844444444444,130.149,2.2222222222222223,2.4286851507783638,0.9189886981825158,5.260976803847589,191.66959981614002
66f2d22f__0,66f2d22f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,294.2626666666667,206.729,1.1111111111111112,0.11027684891575484,0.5275413071027872,5.324102106864302,204.22400848448126
67c52801__0,67c52801,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,93.40766666666667,82.756,1.2222222222222223,2.631037956213653,0.93283261274793,4.646710484928425,103.24151692317491
692cd3b6__0,692cd3b6,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,113.845,87.99,1.8888888888888888,2.449824251460755,0.9205485977152501,4.9268304393650535,136.94160443939253
696d4842__0,696d4842,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,152.16488888888887,110.338,1.5555555555555556,1.1480608388874813,0.7591565430306338,4.976868286655238,144.019510226491
69889d6e__0,69889d6e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,80.531,80.031,1.4444444444444444,2.3922360760290555,0.916233346301094,4.466824403356361,86.07975330183987
6ad5bdfd__0,6ad5bdfd,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,121.52822222222224,102.976,0.8888888888888888,1.8049152671756765,0.858746214678028,4.9123680991183765,134.96100261222787
705a3229__0,705a3229,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,110.56077777777779,90.935,1.7777777777777777,2.464148291563639,0.9215899510511061,4.637856723942512,102.32266111472995
712bf12e__0,712bf12e,arc1_sidecar,arc_agi_1_eval,0,8,8,0.75,173.824625,71.995,3.875,0.9950873327285334,0.730091593927387,5.068083576406847,157.86957401845487
72207abc__0,72207abc,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,169.30122222222224,132.514,1.4444444444444444,2.6275051318535088,0.9326109215922839,5.182514124677846,177.1300897550007
72a961c9__0,72a961c9,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,91.17277777777778,82.046,1.1111111111111112,2.1792587821215124,0.8983714187321585,4.353079203718611,76.71740257955653
73c3b0d8__0,73c3b0d8,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,310.1328888888889,262.981,3.3333333333333335,0.7910741863653126,0.6880619326754889,5.256822655500665,190.87088186161577
73ccf9c2__0,73ccf9c2,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,120.33866666666667,94.365,2.3333333333333335,1.201010103592684,0.7687044265713586,4.762429742025638,116.02993327407292
759f3fd3__0,759f3fd3,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,150.2755,144.852,1.5,2.7340127119375044,0.939004072232379,4.900006383034963,133.29063686403012
762cd429__0,762cd429,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,257.2302222222222,161.712,1.3333333333333333,1.8703440718520916,0.8664980844269228,5.4372565862883135,228.81085161297597
7c8af763__0,7c8af763,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,212.09255555555558,172.804,2.0,1.8232673513398887,0.8609577215981671,5.138400902971695,169.44299539682774
7d18a6fb__0,7d18a6fb,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,338.7365555555555,98.496,2.0,2.369917381876695,0.9145044011974366,5.028702344878893,151.7346870954494
7d419a02__0,7d419a02,arc1_sidecar,arc_agi_1_eval,0,9,9,0.3333333333333333,204.22877777777776,133.592,1.3333333333333333,-0.5335084003001471,0.3696989817592242,5.065729739662022,157.49606074458544
7e02026e__0,7e02026e,arc1_sidecar,arc_agi_1_eval,0,8,8,0.625,155.554125,133.961,1.75,1.1224364705691885,0.7544403769943935,4.91776022536952,135.6961015957238
817e6c09__0,817e6c09,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,240.09211111111114,161.847,4.0,0.3465947473355029,0.5857915711800787,5.098369571971762,162.754699275914
845d6e51__0,845d6e51,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,135.38544444444446,86.406,1.3333333333333333,1.9934704563854617,0.8801098113834851,4.8939857859268585,132.48455602294385
84f2aca1__0,84f2aca1,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,68.51933333333334,48.478,1.1111111111111112,2.85815378071619,0.9457386348850785,3.960501264776095,51.483627550327874
85b81ff1__0,85b81ff1,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,219.3008888888889,243.006,1.1111111111111112,0.38376453076860817,0.5947807401607229,5.196830271802391,179.69856781437596
85fa5666__0,85fa5666,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,129.02922222222224,110.807,1.0,0.8869102414715591,0.7082521435801282,4.963427963937521,142.08344105052012
8719f442__0,8719f442,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,358.2343333333333,194.702,1.8888888888888888,-0.12252141890952695,0.4694079051324911,5.408633619434312,222.32623048983922
88207623__0,88207623,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,97.95922222222222,78.821,1.0,2.4614608280022905,0.9213955296286424,4.688222578150846,107.65987363147826
891232d6__0,891232d6,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,595.4674444444445,497.396,3.5555555555555554,0.2632194005456696,0.5654275264346724,6.090374507396586,440.5867576892754
896d5239__0,896d5239,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,233.47788888888888,269.824,2.4444444444444446,1.3296188426572928,0.7907775799040719,4.988057805057721,145.65132126881647
8cb8642d__0,8cb8642d,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,256.74744444444445,212.091,1.2222222222222223,1.752621613846121,0.8522831590869128,5.459367080714809,233.94867374999131
8dae5dfc__0,8dae5dfc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,173.41933333333333,125.031,1.0,1.8667122510945307,0.8660773989805971,5.096154506531482,162.39237333684372
8fbca751__0,8fbca751,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,115.2931111111111,70.417,1.4444444444444444,2.2457049164853338,0.904279405570213,4.406396152900927,80.97351054173498
90347967__0,90347967,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,255.15155555555555,222.664,4.0,-0.03482047041622982,0.4912957618436301,5.411217219924673,222.90396224109833
92e50de0__0,92e50de0,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,188.60422222222223,181.774,1.6666666666666667,2.571535095222913,0.9290070067328217,5.185968435740991,177.74647046717558
9356391f__0,9356391f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,140.91755555555557,108.689,1.8888888888888888,1.54884227652938,0.8247464576967655,4.804870499992367,121.10367757010579
93b4f4b3__0,93b4f4b3,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,203.55866666666668,171.123,1.6666666666666667,1.1729675189761348,0.7636809898022481,4.9598592494372635,141.57372715235053
93c31fbe__0,93c31fbe,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,262.8926666666667,188.73,1.3333333333333333,1.3903123241494009,0.8006420992415787,5.4244878792828715,225.8951188655893
94133066__0,94133066,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,372.45722222222224,173.948,1.2222222222222223,0.7581976983572964,0.6809623067620645,5.180784835977457,176.8223175937463
94be5b80__0,94be5b80,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,132.24844444444443,121.45,1.3333333333333333,2.8209261653068465,0.9437962149889892,5.08971644329608,161.34382184726832
963f59bc__0,963f59bc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,171.3301111111111,161.921,1.7777777777777777,1.4494122569535182,0.8099079632780716,5.13438365199077,168.75965659710386
96a8c0cd__0,96a8c0cd,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,181.7168888888889,185.308,1.5555555555555556,0.13507959949484039,0.5337186448593609,5.176399654204447,176.0442416568626
97239e3d__0,97239e3d,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,128.9988888888889,128.526,1.6666666666666667,2.1627038168523818,0.8968499474889202,5.0152924361788624,149.7002005134778
9772c176__0,9772c176,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,127.86422222222222,72.037,1.0,2.0996356516017296,0.890867761025389,4.636249432103467,102.15672483446947
992798f6__0,992798f6,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,98.70933333333333,117.383,1.1111111111111112,2.5943586116752018,0.9304976258171983,4.303845668623399,72.98376436233711
99306f82__0,99306f82,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,164.74033333333333,117.343,1.3333333333333333,1.558686619698339,0.8261648106720828,5.181887066165379,177.01842677916184
9a4bb226__0,9a4bb226,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,70.79188888888888,60.733,2.111111111111111,2.0733312857680195,0.8882839712939636,4.240837292080277,68.4659908196664
9b2a60aa__0,9b2a60aa,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,215.27766666666668,142.483,1.3333333333333333,2.670815542033581,0.9352824130444235,5.180020272122658,176.68641303761345
9b365c51__0,9b365c51,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,184.55422222222222,87.117,2.0,1.8306597354607637,0.8618403013363425,4.765128597895682,116.34620679280843
9bebae7a__0,9bebae7a,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,102.69999999999999,99.655,2.2222222222222223,1.1176397861533687,0.75355065861711,4.864018974129452,128.54379044439088
9c56f360__0,9c56f360,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,94.69855555555556,74.461,1.4444444444444444,1.296251565143515,0.7852034516898024,4.409932914232252,81.26394457920301
9caba7c3__0,9caba7c3,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,158.77044444444445,168.1,1.4444444444444444,2.5259016166162898,0.925937788721885,4.685530464144646,107.36774226566845
9ddd00f0__0,9ddd00f0,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,177.68033333333335,158.373,1.4444444444444444,1.792430843316442,0.8572250465047432,5.093894049708226,162.02344905745866
9def23fe__0,9def23fe,arc1_sidecar,arc_agi_1_eval,0,8,8,0.875,173.85025000000002,139.15750000000003,2.625,1.5137711341226097,0.8196194164103521,5.165890870281915,174.19346372171933
