source_family,split,model_name,task_ID,task_score,task_cost,task_attempts,task_output_tokens,task_total_tokens,task_duration_seconds,task_empty_attempts
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,4c7dc4dd,0.5,1.18694,4.0,40756.0,74364.0,483.30823999999996,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,8f3a5a89,0.0,0.612125,2.0,22419.0,32749.0,283.595093,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,36a08778,0.0,1.474395,4.0,52847.0,83491.0,575.5195749999999,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,b0039139,0.0,1.4092550000000001,4.0,54397.0,64263.0,680.931344,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,cbebaa4b,0.0,1.192975,4.0,41307.0,73367.0,499.38381100000004,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,247ef758,0.5,1.5519900000000002,4.0,58874.0,74902.0,679.685061,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,a395ee82,1.0,0.534835,2.0,17249.0,37971.0,235.714912,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,c7f57c3e,1.0,0.576765,2.0,20503.0,33341.0,249.732192,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,13e47133,0.0,1.1058400000000002,4.0,37452.0,71360.0,451.95200700000004,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,8f215267,0.0,0.55738,2.0,17828.0,40164.0,230.26815299999998,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,7b5033c1,1.0,0.40293500000000004,2.0,15069.0,20311.0,164.479453,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,e376de54,1.0,0.5882550000000001,2.0,21301.0,32447.0,265.70718899999997,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,a32d8b75,0.0,0.9318150000000001,4.0,27179.0,77647.0,382.430933,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,bf45cf4b,1.0,0.61934,2.0,23454.0,30052.0,210.38631900000001,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,5961cc34,0.0,0.63054,2.0,19984.0,46172.0,235.985253,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,d8e07eb2,1.0,1.4619850000000003,4.0,40869.0,128921.0,522.721876,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,d35bdbdc,0.3333333333333333,1.9369350000000003,6.0,74721.0,88503.0,910.2173660000001,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-16k,9bbf930d,0.0,0.581585,2.0,20661.0,33673.0,244.75673500000002,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,da515329,0.0,0.190815,2.0,4621.0,19679.0,46.524569,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,e12f9a14,0.0,0.52478,4.0,12976.0,53052.0,123.435208,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,88e364bc,0.0,0.35954,4.0,7504.0,41892.0,75.638457,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,a251c730,0.0,0.13655,2.0,1752.0,20302.0,24.767255,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,9385bd28,0.0,0.253925,4.0,6157.0,26157.0,85.92332999999999,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,409aa875,0.0,0.10833,2.0,2104.0,13250.0,23.475421,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,abc82100,0.0,0.139015,2.0,3281.0,14679.0,39.353719999999996,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,a6f40cea,0.0,0.11435000000000001,2.0,1344.0,17494.0,20.930127,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,d59b0160,0.0,0.14038,2.0,3386.0,14532.0,47.15452,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,62593bfd,0.0,0.45313000000000003,4.0,9720.0,51746.0,101.002264,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,9aaea919,0.0,0.35882000000000003,2.0,6714.0,44908.0,60.995713,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,b9e38dc0,0.0,0.11597500000000001,2.0,2699.0,12399.0,34.195721999999996,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,64efde09,0.0,0.253105,2.0,5873.0,27129.0,49.93825,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,2b83f449,0.0,0.11533500000000001,2.0,3139.0,10511.0,33.639778,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,eee78d87,0.0,0.10098,2.0,2866.0,8732.0,36.777806999999996,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,195c6913,0.0,0.593065,4.0,13485.0,64673.0,121.94959699999998,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,db695cfb,0.0,0.1612,2.0,4052.0,16032.0,42.287274,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,67e490f4,0.0,0.19034,2.0,3954.0,22252.0,47.131569,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,6e4f6532,0.0,0.398135,4.0,9331.0,42303.0,93.42579599999999,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,e87109e9,0.0,0.21871000000000002,2.0,4004.0,27726.0,42.101541999999995,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,581f7754,0.0,0.224995,4.0,5355.0,23579.0,74.37168700000001,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,a25697e4,0.0,0.5087649999999999,4.0,11733.0,54821.0,116.067668,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,97d7923e,0.0,0.08237,2.0,2016.0,8410.0,25.981605000000002,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,58f5dbd5,0.0,0.13567500000000002,2.0,2911.0,15491.0,39.464428,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,1ae2feb7,0.0,0.30367,6.0,7444.0,30958.0,105.431422,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,16de56c4,0.0,0.17739000000000002,4.0,4598.0,17086.0,62.505391,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,b5ca7ac4,0.0,0.20398500000000003,2.0,4015.0,24737.0,40.974579,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,291dc1e1,0.0,0.077075,2.0,1581.0,9091.0,28.342764000000003,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,446ef5d2,0.0,0.27996,4.0,8132.0,23464.0,89.02910499999999,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,dd6b8c4b,0.0,0.17346,4.0,4748.0,15700.0,64.757838,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,38007db0,1.0,0.251805,4.0,5525.0,28261.0,78.438721,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,28a6681f,0.0,0.077395,2.0,2177.0,6771.0,36.157151999999996,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,8b7bacbf,0.0,0.45303000000000004,4.0,11114.0,46150.0,97.349271,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,edb79dae,0.0,0.1673,2.0,3648.0,18868.0,39.281696999999994,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,31f7f899,0.0,0.110195,2.0,2919.0,10363.0,35.015598,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,4c3d4a41,0.0,0.15863,4.0,4282.0,14598.0,62.282167,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,de809cff,0.0,0.22929000000000002,2.0,6100.0,21458.0,58.547433,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,898e7135,0.0,0.16643500000000003,2.0,3617.0,18819.0,43.536163,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,fc7cae8d,0.0,0.15813500000000003,2.0,3147.0,19039.0,36.160978,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,6e453dd6,0.0,0.11638000000000001,2.0,2738.0,12324.0,35.783365,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,c4d067a0,0.0,0.256185,2.0,5485.0,29297.0,54.506125,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,8698868d,0.0,0.14598,2.0,2854.0,17780.0,36.648657,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,8b9c3697,0.0,0.206065,2.0,4409.0,23577.0,43.163728,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,89565ca0,0.0,0.11852000000000001,2.0,1554.0,17488.0,30.822392,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,53fb4810,0.0,0.144065,2.0,3627.0,14305.0,33.773509,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,e3721c99,0.0,0.5914050000000001,4.0,12713.0,67429.0,123.776965,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,e8686506,0.0,0.06588,2.0,1810.0,5936.0,33.873507,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,35ab12c3,0.0,0.156565,2.0,3377.0,17805.0,37.834554,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,20270e3b,0.0,0.13693,4.0,4032.0,11258.0,63.62412,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,88bcf3b4,0.0,0.35061000000000003,4.0,9200.0,33322.0,95.854181,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,7491f3cf,0.0,0.129475,2.0,3203.0,13083.0,38.897639999999996,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,7b80bb43,0.0,0.18212500000000004,2.0,3857.0,20997.0,45.608642,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,dfadab01,0.0,0.16655000000000003,2.0,3696.0,18526.0,47.934484,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,a47bf94d,0.0,0.234385,2.0,5159.0,26241.0,53.606081,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,3dc255db,0.0,0.07668,2.0,1870.0,7856.0,28.113061000000002,0.0
llm,arc_agi_v2_public_eval,claude-opus-4-5-20251101-thinking-1k,2c181942,0.0,0.22107000000000002,2.0,4804.0,24998.0,42.660709999999995,0.0
