threshold,n_pairs,system,kind,family,pair_accuracy,human_pearson,human_spearman,bootstrap_ci_lo,bootstrap_ci_hi,percentile_vs_human_split,corr_with_llm_average,corr_with_human_residual,partial_corr_raw_features,partial_corr_given_llm_average
8,110,claude-sonnet-4-5-20250929-thinking-16k,LLM,Claude Sonnet,0.045454545454545456,0.22185532308694614,0.21217402583120828,-0.024155967293173743,0.3949434164228383,0.0026666666666666666,0.6767780731918314,-0.19594434944892258,0.2520771063825848,-0.07434533797008773
8,110,TRM 289565 pass@1,TRM,,0.045454545454545456,0.21400441526220484,0.20321862863703388,0.08946457788389373,0.3328374979560712,0.002,0.11218531440774672,0.15672924839984287,0.21872469800469088,0.18564419013094627
8,110,TRM 361957 pass@1,TRM,,0.045454545454545456,0.21400441526220484,0.20321862863703388,0.08977395781642278,0.3338394329124777,0.002,0.11218531440774672,0.15672924839984287,0.21872469800469088,0.18564419013094627
8,110,TRM 361957 pass@2,TRM,,0.045454545454545456,0.21400441526220484,0.20321862863703388,0.0931552568998126,0.33004353548826937,0.002,0.11218531440774672,0.15672924839984287,0.21872469800469088,0.18564419013094627
8,110,TRM 434348 pass@1,TRM,,0.045454545454545456,0.21400441526220484,0.20321862863703388,0.0912640254605491,0.33185796104803195,0.002,0.11218531440774672,0.15672924839984287,0.21872469800469088,0.18564419013094627
8,110,TRM 506739 pass@1,TRM,,0.045454545454545456,0.21400441526220484,0.20321862863703388,0.09020504048531329,0.33273712613475637,0.002,0.11218531440774672,0.15672924839984287,0.21872469800469088,0.18564419013094627
8,110,claude-opus-4-5-20251101-thinking-1k,LLM,Claude Opus,0.02727272727272727,0.2124040501352715,0.2043885773420752,0.07661494726243533,0.3354390609269022,0.0016666666666666668,0.31300988028781107,0.026594038245473822,0.21945988135613398,0.099595069409253
8,110,TRM 434348 pass@2,TRM,,0.05454545454545454,0.20866983643767567,0.1990395636872346,0.08801645179835918,0.3293324349381541,0.0016666666666666668,0.11608409684689333,0.14854078636730308,0.19825372183488943,0.17813989276239994
8,110,claude-haiku-4-5-20251001-thinking-16k,LLM,Claude Haiku,0.01818181818181818,0.2052617512632472,0.19761144755148083,0.11399176732769996,0.3442496455639836,0.0016666666666666668,0.47234320008994213,-0.08292423036733357,0.24770075078384787,0.019134363426336145
8,110,claude-haiku-4-5-20251001-thinking-8k,LLM,Claude Haiku,0.01818181818181818,0.2052617512632472,0.19761144755148083,0.11477169685942365,0.34156843117095437,0.0016666666666666668,0.47234320008994213,-0.08292423036733357,0.24770075078384787,0.019134363426336145
8,110,TRM 144783 pass@1,TRM,,0.03636363636363636,0.19982482996807927,0.18933686287669396,0.0773818013211199,0.32019925314924835,0.0016666666666666668,0.010117261776362888,0.20686329311282045,0.2113352972195993,0.21379196998443897
8,110,TRM 217174 pass@1,TRM,,0.03636363636363636,0.19982482996807927,0.18933686287669396,0.0775800407887914,0.32406152829903134,0.0016666666666666668,0.010117261776362888,0.20686329311282045,0.2113352972195993,0.21379196998443897
8,110,TRM 289565 pass@2,TRM,,0.05454545454545454,0.18946653197426166,0.18324277291840646,0.06022785344938092,0.31459232218275546,0.001,0.08649139544907579,0.14696374999036274,0.19340667948296802,0.1695869671447599
8,110,TRM 506739 pass@2,TRM,,0.05454545454545454,0.18946653197426166,0.18324277291840646,0.054680800922958496,0.31304971122354736,0.001,0.08649139544907579,0.14696374999036274,0.19340667948296802,0.1695869671447599
8,110,claude-sonnet-4-5-20250929,LLM,Claude Sonnet,0.02727272727272727,0.1883073121348426,0.19645971011759814,0.07931635029770537,0.29894770034421364,0.0006666666666666666,0.3233247654980149,-0.005728006306271935,0.20763649690427696,0.06736687125421296
8,110,claude-haiku-4-5-20251001-thinking-32k,LLM,Claude Haiku,0.03636363636363636,0.18526469665248516,0.1740059428057066,-0.09035320287496469,0.37443431655059756,0.0006666666666666666,0.5396416886198707,-0.14731027700929172,0.213540767991029,-0.040987817695697995
8,110,claude-opus-4-5-20251101-thinking-none,LLM,Claude Opus,0.01818181818181818,0.17262240986844302,0.1621702640232261,0.06914862118438861,0.31482813054942105,0.0003333333333333333,0.22085359694428058,0.043056751367413534,0.18457956263626124,0.09390913293159373
8,110,gemini-3-flash-preview-thinking-minimal,LLM,Gemini,0.01818181818181818,0.17262240986844293,0.1621702640232261,0.06845307905432654,0.3093653779861435,0.0003333333333333333,0.2082791167869974,0.05109809062707825,0.17564755755663392,0.09928608791877128
8,110,TRM 217174 pass@2,TRM,,0.045454545454545456,0.17213290686358615,0.1667081631530922,0.028029342420097806,0.3032303087126947,0.0003333333333333333,-0.008798848188842797,0.189396150820935,0.18077703372377402,0.1918487100143587
8,110,gpt-5-1-2025-11-13-thinking-medium,LLM,GPT,0.08181818181818182,0.16029166127181407,0.1533934554539109,-0.05534796276245919,0.3569680132603314,0.0003333333333333333,0.6131869032658489,-0.22100344829571736,0.17431075345739638,-0.11906721072268676
8,110,VARC ARC-2_ViT pass@2,VARC,,0.03636363636363636,0.15789164601916827,0.15867502273471923,0.07480504965627702,0.243209925932388,0.0003333333333333333,0.063967203489262,0.12765850822123131,0.1572202577918301,0.14465096916725168
8,110,VARC ARC-2_ViT pass@3,VARC,,0.03636363636363636,0.15789164601916827,0.15867502273471923,0.07571410907987776,0.24555728304874666,0.0003333333333333333,0.063967203489262,0.12765850822123131,0.1572202577918301,0.14465096916725168
8,110,VARC ARC-2_ViT pass@4,VARC,,0.03636363636363636,0.15789164601916827,0.15867502273471923,0.07426179156381857,0.24192594436960405,0.0003333333333333333,0.063967203489262,0.12765850822123131,0.1572202577918301,0.14465096916725168
8,110,TRM 144783 pass@2,TRM,,0.05454545454545454,0.1414582708157264,0.1352205289811689,-0.014900868431124053,0.2800227471895177,0.0,0.012509641954531888,0.1430211590480118,0.15434967641812355,0.14900286194051868
8,110,claude-sonnet-4-5-20250929-thinking-1k,LLM,Claude Sonnet,0.01818181818181818,0.13998306847363887,0.13854280833772292,0.0673092581663674,0.24155080807099316,0.0,0.4346197596180925,-0.12849181950543348,0.1689851077369117,-0.0420465278946476
8,110,VARC ARC-2_Unet pass@2,VARC,,0.02727272727272727,0.13743642080060386,0.1400766542990946,0.06879532160487419,0.22147306809710407,0.0,-0.05832598727951421,0.18402658177642592,0.13869481876398715,0.17598572410492086
8,110,VARC ARC-2_Unet pass@3,VARC,,0.02727272727272727,0.13743642080060386,0.1400766542990946,0.0705714786453907,0.2211631537545827,0.0,-0.05832598727951421,0.18402658177642592,0.13869481876398715,0.17598572410492086
8,110,VARC ARC-2_Unet pass@4,VARC,,0.02727272727272727,0.13743642080060386,0.1400766542990946,0.06969360974963684,0.22252938717974866,0.0,-0.05832598727951421,0.18402658177642592,0.13869481876398715,0.17598572410492086
8,110,TRM 579130 pass@1,TRM,,0.05454545454545454,0.13333379585043584,0.1251105828891189,-0.08605851218854707,0.30268645181746817,0.0,0.07169504475016704,0.09649858592827051,0.15774141256084778,0.11443907457121581
8,110,TRM 723914 pass@1,TRM,,0.05454545454545454,0.13333379585043584,0.1251105828891189,-0.10107752892067598,0.3008372670561473,0.0,0.07169504475016704,0.09649858592827051,0.15774141256084778,0.11443907457121581
8,110,TRM 651522 pass@2,TRM,,0.10909090909090909,0.11274035127981138,0.10218107458795514,-0.07276298249497905,0.27916780189984236,0.0,0.012835768056655143,0.11215331409828917,0.1083901856371112,0.1174960091909339
8,110,VARC ARC-2_ViT pass@1,VARC,,0.01818181818181818,0.10734372707883497,0.10310162480946825,0.06285904076738413,0.18699846287071822,0.0,-0.05578496651594666,0.15027460816294302,0.11048462716198293,0.14192889141589343
8,110,gpt-5-1-2025-11-13-thinking-high,LLM,GPT,0.10909090909090909,0.10060086396583985,0.08515089548996262,-0.11436676213297103,0.3109735482647388,0.0,0.6487451931535412,-0.3074688323855903,0.14425880155917148,-0.2297576935459554
8,110,TRM 579130 pass@2,TRM,,0.07272727272727272,0.09625730230523752,0.09117169246307508,-0.09461874341969491,0.26585435294278126,0.0,0.06634195273714899,0.06033895801762049,0.11993076609983112,0.07617182371789447
8,110,TRM 723914 pass@2,TRM,,0.10909090909090909,0.09175791752600888,0.07870704393937086,-0.10258059830047514,0.2778197551456017,0.0,-0.024887672415193983,0.11387645822536012,0.10064434625673246,0.11116200902336201
8,110,TRM 651522 pass@1,TRM,,0.06363636363636363,0.08195818927388292,0.06995205559343919,-0.14276564180433357,0.27526881554180227,0.0,0.03766631111090755,0.063411186063879,0.10256614670156332,0.07302495091038005
8,110,TRM 72391 pass@1,TRM,,0.00909090909090909,0.07555449398175589,0.07256866612666875,0.0594141819227137,0.15497561544333324,0.0,-0.056965805585872366,0.11709152418590868,0.08642056770090864,0.10768515848340605
8,110,VARC ARC-2_Unet pass@1,VARC,,0.00909090909090909,0.07555449398175587,0.07256866612666875,0.05923756821940597,0.1484046266180642,0.0,-0.021563327538155038,0.09445175434622748,0.06601812256723202,0.09199489703224716
8,110,gpt-5-pro-2025-10-06,LLM,GPT,0.11818181818181818,0.07196162665742159,0.06667374777974111,-0.1574720086804015,0.2932598956627237,0.0,0.7294486558573967,-0.38965372203983406,0.12491654725335206,-0.3531108498179516
8,110,TRM 72391 pass@2,TRM,,0.02727272727272727,0.06514620679931733,0.05990699680715997,-0.054651988664973984,0.1684305166125912,0.0,-0.017066446438700315,0.08046411249838337,0.07354153196707992,0.07864495781013543
8,110,gpt-5-2-2025-12-11-thinking-low,LLM,GPT,0.08181818181818182,0.050255458057426046,0.04816449795822459,-0.1867203811346968,0.2768099318401168,0.0,0.6622240238469053,-0.36983732191356816,0.07634065470095658,-0.31461457468262516
8,110,grok-4-fast-reasoning,LLM,Grok,0.045454545454545456,0.030816566018247945,0.024799561460790577,-0.16493479233220817,0.24394989817923426,0.0,0.5961219647941041,-0.34831825613677975,0.0578907544263504,-0.2839246720103846
8,110,gpt-5-1-2025-11-13-thinking-low,LLM,GPT,0.01818181818181818,0.021665455917474406,0.022553480427071174,-0.1519773617310943,0.20355336718074812,0.0,0.43461975961809324,-0.25480785704266695,0.04771211444615824,-0.18551549726189764
8,110,claude-haiku-4-5-20251001,LLM,Claude Haiku,0.0,,,,,0.0,,,,
8,110,claude-haiku-4-5-20251001-thinking-1k,LLM,Claude Haiku,0.0,,,,,0.0,,,,
8,110,gemini-3-flash-preview-thinking-low,LLM,Gemini,0.0,,,,,0.0,,,,
8,110,gpt-4-1-2025-04-14,LLM,GPT,0.0,,,,,0.0,,,,
8,110,gpt-4-1-mini-2025-04-14,LLM,GPT,0.0,,,,,0.0,,,,
8,110,gpt-4-1-nano-2025-04-14,LLM,GPT,0.0,,,,,0.0,,,,
8,110,gpt-5-1-2025-11-13-thinking-none,LLM,GPT,0.0,,,,,0.0,,,,
8,110,gpt-5-2-2025-12-11-thinking-none,LLM,GPT,0.0,,,,,0.0,,,,
8,110,qwen3-235b-a22b-instruct-2507,LLM,Qwen,0.0,,,,,0.0,,,,
