session_ID,attempts,total_solved,solve_rate,total_duration_seconds,mean_duration_seconds,median_duration_seconds,total_submissions,mean_submissions,mean_pred_prob,outfit,session_mix,tasks_per_minute,ability,ability_rank,source_family,subtype,label,performance_rate,primary_effort,secondary_effort,effort_ratio,effort_per_success_seconds,log_tasks_per_minute,log_ability
F9hsHGW51pqMFCEHn6Dj,26,26,1.0,2554.181,98.23773076923077,87.036,34,1.3076923076923077,0.9621934045615088,0.0399514396701346,Mixed,0.6107632935958728,1.9554129222638077,11.0,human,Mixed,F9hsHGW51pqMFCEHn6Dj,1.0,98.23773076923077,1.3076923076923077,0.01331150768093569,98.23773076923077,0.47670816204981775,1.91714380057839
yGRwwYUOgbtdMGp3OmGT,9,9,1.0,1621.364,180.15155555555555,149.872,14,1.5555555555555556,0.8934091584758505,0.1245443816099797,Public Eval Only,0.3330529110057951,1.9079391690728529,12.0,human,Public Eval Only,yGRwwYUOgbtdMGp3OmGT,1.0,180.15155555555555,1.5555555555555556,0.008634705100150245,180.15155555555555,0.287471733586459,1.9101394369456308
ATIf9CkHCnfSl2Xq1afp,24,24,1.0,2617.983,109.082625,94.285,40,1.6666666666666667,0.960097940323618,0.042287787549861,Mixed,0.550041768796818,1.9047424726284352,13.0,human,Mixed,ATIf9CkHCnfSl2Xq1afp,1.0,109.082625,1.6666666666666667,0.015278938022133835,109.08262500000001,0.4382818781789252,1.9096660228579383
jC4ppQUMClp1rnEOJx4H,26,26,1.0,2871.831,110.45503846153846,93.9995,32,1.2307692307692308,0.9640027950510238,0.037859903378626,Mixed,0.5432074519705373,1.8612902992606477,14.0,human,Mixed,jC4ppQUMClp1rnEOJx4H,1.0,110.45503846153846,1.2307692307692308,0.0111427169634982,110.45503846153846,0.4338630115055363,1.903208654924383
zon7GRvavvHuH2xN72YU,31,30,0.967741935483871,3342.761,107.831,65.493,47,1.5161290322580645,0.938238662727133,0.2169337611540723,Mixed,0.5564262596099452,1.8186288923534868,15.0,human,Mixed,zon7GRvavvHuH2xN72YU,0.967741935483871,107.831,1.5161290322580645,0.014060233441756678,111.42536666666666,0.44239233400465655,1.8968279748860546
MmRAzYfhFHmtwyUqcxmh,18,18,1.0,2668.552,148.2528888888889,92.161,26,1.4444444444444444,0.949729460937733,0.0563547168662742,Mixed,0.4047138672958218,1.7991892432390897,16.0,human,Mixed,MmRAzYfhFHmtwyUqcxmh,1.0,148.2528888888889,1.4444444444444444,0.0097431116200846,148.2528888888889,0.33983362887535273,1.893906913760731
TnQXs31d5frWjqIApaK0,12,12,1.0,1189.181,99.09841666666668,82.223,17,1.4166666666666667,0.9249459564325804,0.0905243768158708,Mixed,0.6054587148634228,1.7907315219155984,17.0,human,Mixed,TnQXs31d5frWjqIApaK0,1.0,99.09841666666668,1.4166666666666667,0.014295552989830816,99.09841666666667,0.4734095194011182,1.892633362094696
O2HBpfx52b79k1eeKNJj,34,33,0.9705882352941176,4823.971,141.8815,126.6635,61,1.7941176470588236,0.9448879010095458,0.1780337589036572,Mixed,0.4228881143771387,1.7371313789269611,18.0,human,Mixed,O2HBpfx52b79k1eeKNJj,0.9705882352941176,141.8815,1.7941176470588236,0.01264518381225758,146.18093939393938,0.3526886894368202,1.8845243980993083
SY7A74eY5AhKJkWfQKwW,17,17,1.0,1769.216,104.0715294117647,90.027,28,1.6470588235294117,0.9492512474420038,0.0566145074230692,Public Train Only,0.5765265518738244,1.714904364236446,19.0,human,Public Train Only,SY7A74eY5AhKJkWfQKwW,1.0,104.0715294117647,1.6470588235294117,0.015826219071046158,104.0715294117647,0.4552240421534572,1.881142373362461
nNw17J7t4qz4Nk0Qzsp4,57,55,0.9649122807017544,4834.354,84.81322807017544,69.152,98,1.719298245614035,0.950076348179652,0.2512201455083851,Mixed,0.7074368157565623,1.6807848145660047,20.0,human,Mixed,nNw17J7t4qz4Nk0Qzsp4,0.9649122807017544,84.81322807017544,1.719298245614035,0.020271581270217283,87.89734545454546,0.5349933078288404,1.8759284428761391
7o1m0UcNk3LgaEgrs3qi,22,22,1.0,2401.27,109.14863636363636,80.03999999999999,31,1.4090909090909092,0.9617848271479444,0.0436061724266719,Mixed,0.5497091122614284,1.6708906041845812,21.0,human,Mixed,7o1m0UcNk3LgaEgrs3qi,1.0,109.14863636363636,1.4090909090909092,0.012909835212200212,109.14863636363636,0.43806724381027357,1.874411374501642
FxTLdSZomS3sRPSmkSJT,36,35,0.9722222222222222,3956.338,109.89827777777778,96.5285,65,1.805555555555556,0.9489998004434798,0.1619444030524837,Mixed,0.5459594200495508,1.6615542040232878,22.0,human,Mixed,FxTLdSZomS3sRPSmkSJT,0.9722222222222222,109.89827777777778,1.805555555555556,0.016429334399639266,113.03822857142858,0.4356447014698635,1.8729777209418568
wJltAZq06TKPO9p3igmc,15,15,1.0,2510.004,167.3336,126.923,26,1.7333333333333334,0.9448030994331176,0.0615098566694121,Mixed,0.3585651656332022,1.6454096525626265,23.0,human,Mixed,wJltAZq06TKPO9p3igmc,1.0,167.3336,1.7333333333333334,0.01035854922940362,167.3336,0.3064291175473446,1.870493779438011
aSfFZxJqg1KTHZMIFq6w,16,16,1.0,1746.023,109.1264375,96.063,17,1.0625,0.9486572897004674,0.0552264640337627,Mixed,0.5498209359212336,1.6323769074961092,24.0,human,Mixed,aSfFZxJqg1KTHZMIFq6w,1.0,109.1264375,1.0625,0.009736412406938512,109.1264375,0.4381393990454966,1.8684840985757862
669iarl7HgF11dvhi0AD,15,15,1.0,1975.666,131.71106666666665,113.794,23,1.5333333333333334,0.945303162012116,0.0605092207657329,Mixed,0.4555425866517924,1.630287791191374,25.0,human,Mixed,669iarl7HgF11dvhi0AD,1.0,131.71106666666665,1.5333333333333334,0.011641643881101362,131.71106666666665,0.3753787428973097,1.868161575852584
yxOKmTE2o5SNDCYy7Exq,15,15,1.0,2263.344,150.8896,124.803,17,1.1333333333333333,0.9453691075623256,0.0601985677841812,Mixed,0.3976417195088329,1.6283624220257602,26.0,human,Mixed,yxOKmTE2o5SNDCYy7Exq,1.0,150.8896,1.1333333333333333,0.007511010257389067,150.8896,0.33478633021418697,1.8678642406618549
nV1wCO5zOvZarl469Qle,15,15,1.0,1885.785,125.719,93.251,25,1.6666666666666667,0.9459168099849734,0.0596223478371825,Mixed,0.4772548302165941,1.6118777137734743,27.0,human,Mixed,nV1wCO5zOvZarl469Qle,1.0,125.719,1.6666666666666667,0.013257078617127617,125.71900000000001,0.39018552097368403,1.8653148781096038
MZZEnh0KbkZmscCjUCOU,12,12,1.0,2577.378,214.7815,106.1725,18,1.5,0.9325374632990316,0.0815760109090529,Mixed,0.2793536687284519,1.6085246391477022,28.0,human,Mixed,MZZEnh0KbkZmscCjUCOU,1.0,214.7815,1.5,0.006983841718211299,214.78150000000002,0.24635500409731115,1.8647955282349995
igAjUZ2z2U7g5jMsA6kK,4,4,1.0,1505.494,376.3735,476.8325,13,3.25,0.8019509059128143,0.2558583809145939,Public Eval Only,0.1594161119207383,1.5734252231636945,29.0,human,Public Eval Only,igAjUZ2z2U7g5jMsA6kK,1.0,376.3735,3.25,0.008635039395706659,376.3735,0.14791652660176652,1.8593428108710284
keGmmZDzz95NMAHVDGYg,10,10,1.0,1771.816,177.1816,148.085,21,2.1,0.921163556975235,0.091632461899215,Public Train Only,0.3386356145333375,1.566054909579281,30.0,human,Public Train Only,keGmmZDzz95NMAHVDGYg,1.0,177.1816,2.1,0.011852246508666814,177.1816,0.2916508971375418,1.8581940409073032
OEO7BVTE8GciUJtHBTbG,8,8,1.0,2081.934,260.24175,193.19,18,2.25,0.9020701440809128,0.1121858112180654,Mixed,0.230554859087752,1.5560223148112438,31.0,human,Mixed,OEO7BVTE8GciUJtHBTbG,1.0,260.24175,2.25,0.008645807215790701,260.24175,0.20746517261646927,1.8566281920926258
KbqQjdvTCZiGEt5bVQuQ,12,12,1.0,1606.909,133.90908333333334,133.75400000000002,14,1.1666666666666667,0.934737288698996,0.0773564284189974,Mixed,0.4480651984648788,1.5557081910320325,32.0,human,Mixed,KbqQjdvTCZiGEt5bVQuQ,1.0,133.90908333333334,1.1666666666666667,0.008712378859039312,133.90908333333334,0.37022831951400215,1.8565791252525994
rleBBoHqBg2oXF9RZeSr,12,12,1.0,2587.864,215.65533333333332,158.781,28,2.333333333333333,0.935765726837214,0.071473251853186,Mixed,0.2782217303536816,1.5310252016895272,33.0,human,Mixed,rleBBoHqBg2oXF9RZeSr,1.0,215.65533333333332,2.333333333333333,0.01081973395819873,215.65533333333335,0.24546983883564627,1.8527160401590763
dPruTNNS0RrseOVxTXGk,29,28,0.9655172413793104,4337.242,149.56006896551725,128.405,40,1.3793103448275863,0.9389723353995254,0.2445505006608354,Mixed,0.4011766002450405,1.5289987624347412,34.0,human,Mixed,dPruTNNS0RrseOVxTXGk,0.9655172413793104,149.56006896551725,1.3793103448275863,0.00922245058034576,154.9015,0.3373123124051775,1.852398222336153
4yEnA6ZfLcCiLv5fhAO2,14,14,1.0,2154.79,153.91357142857143,111.312,24,1.7142857142857142,0.9450528429656356,0.0629774993322116,Public Train Only,0.3898291712881533,1.5278446362183364,35.0,human,Public Train Only,4yEnA6ZfLcCiLv5fhAO2,1.0,153.91357142857143,1.7142857142857142,0.011137976322518667,153.91357142857143,0.32918084123613234,1.8522171690988125
PSKk3xHcS8oJkb0p1iBP,9,9,1.0,2038.899,226.54433333333333,154.771,13,1.4444444444444444,0.9146519813125952,0.0997989226859316,Mixed,0.2648488228205517,1.5254037624832504,36.0,human,Mixed,PSKk3xHcS8oJkb0p1iBP,1.0,226.54433333333333,1.4444444444444444,0.006375990179013281,226.54433333333333,0.2349526073861374,1.851834149684949
1UydLpWV1IAXmPGcJMyP,12,12,1.0,1725.781,143.81508333333332,108.7255,15,1.25,0.9360694909083628,0.0719602474436621,Mixed,0.417202414443084,1.523751786865663,37.0,human,Mixed,1UydLpWV1IAXmPGcJMyP,1.0,143.81508333333332,1.25,0.008691716967564251,143.81508333333332,0.34868479767911165,1.8515748400895282
cNk8QEtzLDHIkQStfUCB,16,16,1.0,2770.079,173.1299375,131.1405,27,1.6875,0.9521829608505294,0.0510559348171171,Mixed,0.3465605132561201,1.5195382342943236,38.0,human,Mixed,cNk8QEtzLDHIkQStfUCB,1.0,173.1299375,1.6875,0.009747014435328378,173.1299375,0.29755357340794447,1.8509131366987308
aLb109z7LTI64y30sGZE,17,17,1.0,1745.727,102.68982352941175,78.82,21,1.2352941176470589,0.9550421253333442,0.048350932875563,Mixed,0.5842837969510696,1.518002079695557,39.0,human,Mixed,aLb109z7LTI64y30sGZE,1.0,102.68982352941175,1.2352941176470589,0.012029372290169083,102.68982352941177,0.4601324420859854,1.850671787439124
Uu7Vq21jo3KkH6fM2sg4,25,24,0.96,2432.487,97.29948,81.997,43,1.72,0.9296337964975898,3.9052851469595065,Public Train Only,0.616652833088111,1.5077466946047084,40.0,human,Public Train Only,Uu7Vq21jo3KkH6fM2sg4,0.96,97.29948,1.72,0.017677381215192516,101.35362500000001,0.48035785939195724,1.84905904288638
CJ2PXjgu7URUrAk2B8nC,12,12,1.0,3373.391,281.1159166666667,260.1115,23,1.9166666666666667,0.938213784735284,0.0721432039159333,Mixed,0.2134350865345879,1.4722345766342655,41.0,human,Mixed,CJ2PXjgu7URUrAk2B8nC,1.0,281.1159166666667,1.9166666666666667,0.006818065264299335,281.1159166666667,0.19345525199278088,1.843454284117023
q32OvWFYQNMr4x1w19Su,6,6,1.0,1430.926,238.48766666666663,237.0105,8,1.3333333333333333,0.8781486168838142,0.1609878529436261,Mixed,0.2515853370474784,1.4514983564903563,42.0,human,Mixed,q32OvWFYQNMr4x1w19Su,1.0,238.48766666666663,1.3333333333333333,0.0055907852677217415,238.48766666666666,0.2244110173776162,1.8401669699810996
X4lu2bQSxOCjOtE5jR0M,15,14,0.9333333333333332,2382.049,158.80326666666667,123.019,17,1.1333333333333333,0.8849424777541004,0.2655358175052734,Mixed,0.3778259809097126,1.44125611803777,43.0,human,Mixed,X4lu2bQSxOCjOtE5jR0M,0.9333333333333332,158.80326666666667,1.1333333333333333,0.007136712972739015,170.14635714285714,0.32050688080691714,1.8385392716283382
eOOT19k4ZRqs3FbTqErC,3,3,1.0,3962.729,1320.909666666667,803.889,6,2.0,0.7580554284134898,0.3288513645538661,Public Eval Only,0.0454232424170312,1.4407697766446246,44.0,human,Public Eval Only,eOOT19k4ZRqs3FbTqErC,1.0,1320.909666666667,2.0,0.0015141080805677095,1320.9096666666667,0.04442182008667893,1.8384619162398625
EE8ZJoGPoQaRohyfkEWK,17,17,1.0,3040.068,178.82752941176471,121.45,34,2.0,0.9576082988989492,0.0460039237400959,Mixed,0.3355188107634434,1.4306931484165537,45.0,human,Mixed,EE8ZJoGPoQaRohyfkEWK,1.0,178.82752941176471,2.0,0.011183960358781447,178.82752941176471,0.2893198386528415,1.8368578228533907
E4wPS0lVGQ2J84EirPmH,15,15,1.0,2516.434,167.76226666666668,107.874,27,1.8,0.9526573857995873,0.0532358712040709,Mixed,0.3576489588044033,1.4097354168615617,46.0,human,Mixed,E4wPS0lVGQ2J84EirPmH,1.0,167.76226666666668,1.8,0.0107294687641321,167.76226666666668,0.30575449704868507,1.833513308174035
R4ayBZOtWGGOueIsECWc,9,8,0.8888888888888888,3091.224,343.46933333333334,142.649,17,1.8888888888888888,0.8119455073016806,0.2545975172031238,Public Eval Only,0.1746880847198391,1.3741215371092383,47.0,human,Public Eval Only,R4ayBZOtWGGOueIsECWc,0.8888888888888888,343.46933333333334,1.8888888888888888,0.005499439704143083,386.403,0.16100265254252646,1.827804128399504
LljofbCwsSyHmZRQaq8d,5,5,1.0,935.711,187.1422,144.823,6,1.2,0.863533640457004,0.2191336483369287,Mixed,0.3206118128353733,1.3538384378072994,48.0,human,Mixed,LljofbCwsSyHmZRQaq8d,1.0,187.1422,1.2,0.006412236256707466,187.1422,0.27809512379010165,1.8245379634374317
PuuoyWWjfcNMiUC7upPr,4,4,1.0,504.084,126.021,55.2735,4,1.0,0.8305990010200331,0.2491366647311413,Mixed,0.4761111243364201,1.344285135068603,49.0,human,Mixed,PuuoyWWjfcNMiUC7upPr,1.0,126.021,1.0,0.007935185405607002,126.021,0.3894110108351194,1.8229959023358457
w4vnlMnd7bBkw2MhVPGw,7,6,0.8571428571428571,1574.641,224.9487142857143,171.279,9,1.2857142857142858,0.7605490171891374,0.3333940951784821,Mixed,0.2667274635932888,1.3415122090076406,50.0,human,Mixed,w4vnlMnd7bBkw2MhVPGw,0.8571428571428571,224.9487142857143,1.2857142857142858,0.005715588505570477,262.4401666666667,0.23643677448603276,1.8225478605538115
swqzX2jEDYXe0E8YJPnD,11,11,1.0,1943.808,176.70981818181818,136.388,12,1.0909090909090908,0.9389974113671674,0.0682737728087088,Mixed,0.3395397076254445,1.3314816386639483,51.0,human,Mixed,swqzX2jEDYXe0E8YJPnD,1.0,176.70981818181818,1.0909090909090908,0.006173449229553536,176.70981818181818,0.29232605318051613,1.8209254700371142
nR0a0bBQ852Y8HGNAQpa,36,34,0.9444444444444444,4027.748,111.8818888888889,86.22200000000001,51,1.4166666666666667,0.9258601143259126,0.3619126032384356,Mixed,0.5362798268412026,1.3276162560841094,52.0,human,Mixed,nR0a0bBQ852Y8HGNAQpa,0.9444444444444444,111.8818888888889,1.4166666666666667,0.01266216257819506,118.46317647058824,0.4293637970659884,1.8202995620283193
KnOJalR9nGuksHoNwpem,11,11,1.0,927.951,84.35918181818182,61.05,13,1.181818181818182,0.9393364345598136,0.0671677952727375,Mixed,0.7112444514850461,1.3239929382110378,53.0,human,Mixed,KnOJalR9nGuksHoNwpem,1.0,84.35918181818182,1.181818181818182,0.014009360408038789,84.35918181818182,0.5372208552398355,1.8197124947765817
rSZHxrGPlsPbX4L7sMNK,4,4,1.0,843.26,210.815,154.753,4,1.0,0.8339481079764528,0.2193220129827719,Mixed,0.2846097289092332,1.3173703041135418,54.0,human,Mixed,rSZHxrGPlsPbX4L7sMNK,1.0,210.815,1.0,0.004743495481820553,210.815,0.25045495930597395,1.8186385725174667
x7zlGVRZXEFCP9Yxq45M,4,4,1.0,2150.273,537.56825,588.245,10,2.5,0.8344659525907104,0.2120912551558639,Public Eval Only,0.1116137346281146,1.313518779990326,55.0,human,Public Eval Only,x7zlGVRZXEFCP9Yxq45M,1.0,537.56825,2.5,0.004650572276171444,537.56825,0.10581277453866268,1.8180134809280293
jTz3f9tOHZ2LnY4fqS8G,5,5,1.0,2464.932,492.9864,318.061,9,1.8,0.8677470676427212,0.1710592944411488,Public Eval Only,0.1217072113956896,1.3116633363847354,56.0,human,Public Eval Only,jTz3f9tOHZ2LnY4fqS8G,1.0,492.9864,1.8,0.0036512163418706885,492.98639999999995,0.1148518206362411,1.8177122081063242
VjvEnaNKmU43YP40bYxR,8,8,1.0,1029.657,128.707125,106.8085,12,1.5,0.9177312351357566,0.0959048155228086,Public Train Only,0.4661746581628639,1.3057125332205122,57.0,human,Public Train Only,VjvEnaNKmU43YP40bYxR,1.0,128.707125,1.5,0.011654366454071599,128.707125,0.3826567356331962,1.8167453491213914
jiDKb2qxlc1mck2JGw7Z,15,15,1.0,1226.029,81.73526666666666,86.087,19,1.2666666666666666,0.9563607299975604,0.0465239519795851,Mixed,0.7340772526587871,1.2986340158628988,58.0,human,Mixed,jiDKb2qxlc1mck2JGw7Z,1.0,81.73526666666666,1.2666666666666666,0.015497186445018837,81.73526666666666,0.5504754290722886,1.8155940456885806
bHh5dTEL5q4i7XYkn7iP,9,9,1.0,845.46,93.94,90.301,13,1.4444444444444444,0.9284570377460482,0.0804898583556506,Mixed,0.6387055567383436,1.2769565725730778,59.0,human,Mixed,bHh5dTEL5q4i7XYkn7iP,1.0,93.94,1.4444444444444444,0.015376244884441606,93.94,0.49390663550732233,1.8120599950618592
esOXjdn7EdGTwnPV6O6p,4,4,1.0,1064.964,266.241,286.862,4,1.0,0.8434489606616655,0.2197007990283802,Mixed,0.2253597304697623,1.2414672428035052,60.0,human,Mixed,esOXjdn7EdGTwnPV6O6p,1.0,266.241,1.0,0.003755995507829373,266.241,0.2032344584140948,1.806247109387419
Bf35LRIQxuXNSQmJ2cir,6,6,1.0,1196.295,199.3825,164.367,11,1.8333333333333333,0.8961624026202624,0.143127864420408,Mixed,0.3009291186538437,1.2351224204783766,61.0,human,Mixed,Bf35LRIQxuXNSQmJ2cir,1.0,199.3825,1.8333333333333333,0.009195056403311893,199.38250000000002,0.26307871584311815,1.8052043052759514
9WHgt4hwReIapXbdfYEU,5,5,1.0,584.535,116.907,104.337,6,1.2,0.8755800760427096,0.173790100565016,Mixed,0.513228463650594,1.2332756517539194,62.0,human,Mixed,9WHgt4hwReIapXbdfYEU,1.0,116.907,1.2,0.010264569273011882,116.907,0.4142454238368042,1.8049005749228078
CmBCVVSVvacVfU2jMkpJ,13,13,1.0,1483.021,114.07853846153846,106.663,13,1.0,0.9524057231248926,0.0514959047859044,Public Train Only,0.5259534423315652,1.2267945463445578,63.0,human,Public Train Only,CmBCVVSVvacVfU2jMkpJ,1.0,114.07853846153846,1.0,0.008765890705526086,114.07853846153846,0.42261942278449494,1.8038339239726238
b4htQwybgMF4pMgBt9Il,4,4,1.0,305.942,76.4855,77.922,4,1.0,0.8454961619148761,0.2170862502601166,Public Train Only,0.7844624144445679,1.2250867723454193,64.0,human,Public Train Only,b4htQwybgMF4pMgBt9Il,1.0,76.4855,1.0,0.013074373574076132,76.4855,0.5791172014929054,1.8035526714998524
uIqd3OYN8yYKwQHaOjm9,9,9,1.0,2477.551,275.28344444444446,207.228,15,1.6666666666666667,0.931366025217974,0.0785255003836535,Mixed,0.217957168187456,1.2247447268306806,65.0,human,Mixed,uIqd3OYN8yYKwQHaOjm9,1.0,275.28344444444446,1.6666666666666667,0.006054365782984891,275.28344444444446,0.197175002977634,1.8034963306801801
IwvYkeC2RxvXyHFlu5Q1,9,9,1.0,4253.987999999999,472.6653333333333,396.788,13,1.4444444444444444,0.9322685997306857,0.0784427850022996,Mixed,0.1269397092798569,1.2084500762907595,66.0,human,Mixed,IwvYkeC2RxvXyHFlu5Q1,1.0,472.6653333333333,1.4444444444444444,0.0030559559641447037,472.66533333333325,0.11950573698055293,1.800808635322011
AwFNW2GkBnq5IbBoRm5M,6,6,1.0,1030.674,171.779,168.317,7,1.1666666666666667,0.8984878644275395,0.123198972952178,Mixed,0.3492860011992152,1.207216421063016,67.0,human,Mixed,AwFNW2GkBnq5IbBoRm5M,1.0,171.779,1.1666666666666667,0.006791672245540298,171.779,0.2995755645391647,1.8006048575548848
ksqqq3UTrWr6kSvKuWYs,13,13,1.0,2191.796,168.5996923076923,136.24,14,1.0769230769230769,0.953264850633786,0.0505310176526737,Mixed,0.3558725355826911,1.2045032723531546,68.0,human,Mixed,ksqqq3UTrWr6kSvKuWYs,1.0,168.5996923076923,1.0769230769230769,0.006387455766868814,168.5996923076923,0.3044451847921481,1.8001565477985368
bVU6kvNVbFcBH4QPXxpe,15,14,0.9333333333333332,2097.257,139.81713333333337,128.918,28,1.8666666666666667,0.8929686829375717,0.1976798807972052,Mixed,0.4291319566462288,1.2004796617997229,69.0,human,Mixed,bVU6kvNVbFcBH4QPXxpe,0.9333333333333332,139.81713333333337,1.8666666666666667,0.013350771984549339,149.80407142857143,0.35706723663425016,1.7994913323522088
hDa4uTOqkIguM4WYy4WU,18,17,0.9444444444444444,2402.135,133.45194444444445,103.8685,21,1.1666666666666667,0.9108456021258156,0.2247922016899141,Mixed,0.4496000432948189,1.1989921653914133,70.0,human,Mixed,hDa4uTOqkIguM4WYy4WU,0.9444444444444444,133.45194444444445,1.1666666666666667,0.008742223064065925,141.30205882352942,0.3712876861733123,1.799245295481312
ngW2Pb1jEgNnjzJ4PWvk,5,5,1.0,945.328,189.0656,68.409,7,1.4,0.8797066432998161,0.1524459754351084,Mixed,0.317350168407156,1.1921116122400914,71.0,human,Mixed,ngW2Pb1jEgNnjzJ4PWvk,1.0,189.0656,1.4,0.007404837262833641,189.0656,0.2756222707971552,1.7981064407606222
MTVh131LQv7mfaOXAquz,13,12,0.9230769230769232,1477.767,113.67438461538462,92.803,20,1.5384615384615383,0.877048840083101,0.2351051328805591,Mixed,0.5278233984112515,1.1861507318260844,72.0,human,Mixed,MTVh131LQv7mfaOXAquz,0.9230769230769232,113.67438461538462,1.5384615384615383,0.013533933292596192,123.14725,0.42384410710881043,1.797118758715539
OYXSLLeJKFWL0WvTsmZG,14,13,0.9285714285714286,1711.157,122.2255,88.991,25,1.7857142857142858,0.8866720340415958,0.1960712861286961,Mixed,0.4908959259728944,1.162612995731128,73.0,human,Mixed,OYXSLLeJKFWL0WvTsmZG,0.9285714285714286,122.2255,1.7857142857142858,0.014609997796812333,131.62746153846155,0.39937723185266444,1.7932091381030688
zpraZOQ8tBZri1ZXdt6N,7,6,0.8571428571428571,1141.253,163.03614285714283,158.043,6,0.8571428571428571,0.7734278839739205,0.3654060358016848,Mixed,0.3680165572401562,1.1611691013365453,74.0,human,Mixed,zpraZOQ8tBZri1ZXdt6N,0.8571428571428571,163.03614285714283,0.8571428571428571,0.005257379389145089,190.20883333333333,0.31336192237284327,1.7929688087692397
hU07CF7zq7egCkfRE8Y7,6,6,1.0,1122.249,187.0415,173.836,8,1.3333333333333333,0.9024594038926048,0.1148849787019328,Mixed,0.3207844248468922,1.159585049563926,75.0,human,Mixed,hU07CF7zq7egCkfRE8Y7,1.0,187.0415,1.3333333333333333,0.007128542774375383,187.0415,0.27822582134263246,1.792705084451364
fuNMNchLQLLY7E7ifM2L,13,12,0.9230769230769232,3206.623,246.66330769230768,201.546,20,1.5384615384615383,0.8784754866653681,0.9150736273125876,Mixed,0.2432465556443648,1.149057587448972,76.0,human,Mixed,fuNMNchLQLLY7E7ifM2L,0.9230769230769232,246.66330769230768,1.5384615384615383,0.006237091170368328,267.21858333333336,0.2177261481639625,1.7909506276430613
