k_models,subset_size,draw_id,complexity_metric,pearson_r,difficulty_vs_full_r
1,1,gpt-4-1-nano-2025-04-14,complexity_pc1_score,0.3975410559625916,0.8061744254417413
1,1,gpt-4-5-2025-02-27,log1p_cyclomatic_complexity,0.36017652586329346,0.6093173586220663
1,1,gpt-4-5-2025-02-27,ast_node_count,0.24907289841559774,0.6093173586220663
1,1,gpt-4-5-2025-02-27,complexity_pc1_score,0.27649710697884594,0.6093173586220663
1,1,gpt-5-1-2025-11-13-thinking-high,log1p_cyclomatic_complexity,0.4541423199544992,0.43434260700913535
1,1,gpt-5-1-2025-11-13-thinking-high,ast_node_count,0.4978695464914554,0.43434260700913535
1,1,gpt-5-1-2025-11-13-thinking-high,complexity_pc1_score,0.4516115403056275,0.43434260700913535
1,1,gpt-5-1-2025-11-13-thinking-low,log1p_cyclomatic_complexity,0.3236372997283714,0.5013910864851459
1,1,gpt-5-1-2025-11-13-thinking-low,ast_node_count,0.29016643519635665,0.5013910864851459
1,1,gpt-5-1-2025-11-13-thinking-low,complexity_pc1_score,0.3342714921909739,0.5013910864851459
1,1,gpt-5-1-2025-11-13-thinking-medium,log1p_cyclomatic_complexity,0.35429739450407893,0.40101188045757535
1,1,gpt-5-1-2025-11-13-thinking-medium,ast_node_count,0.4280711177068143,0.40101188045757535
1,1,gpt-5-1-2025-11-13-thinking-medium,complexity_pc1_score,0.4140252679777822,0.40101188045757535
1,1,gpt-5-1-2025-11-13-thinking-none,log1p_cyclomatic_complexity,0.3190487271443697,0.6502371969203872
1,1,gpt-5-1-2025-11-13-thinking-none,ast_node_count,0.19436222194776112,0.6502371969203872
1,1,gpt-5-1-2025-11-13-thinking-none,complexity_pc1_score,0.21664269138765566,0.6502371969203872
1,1,gpt-5-pro-2025-10-06,log1p_cyclomatic_complexity,0.22298750058471917,0.3824243386565012
1,1,gpt-5-pro-2025-10-06,ast_node_count,0.28723930614270043,0.3824243386565012
1,1,gpt-5-pro-2025-10-06,complexity_pc1_score,0.27469985580342055,0.3824243386565012
1,1,grok-4-fast-reasoning,log1p_cyclomatic_complexity,0.35016794830060677,0.4645982748888625
1,1,grok-4-fast-reasoning,ast_node_count,0.2538031761211907,0.4645982748888625
1,1,grok-4-fast-reasoning,complexity_pc1_score,0.372333880052344,0.4645982748888625
1,1,qwen3-235b-a22b-instruct-2507,log1p_cyclomatic_complexity,0.4984862700235426,0.5912518795536763
1,1,qwen3-235b-a22b-instruct-2507,ast_node_count,0.36158292918490537,0.5912518795536763
1,1,qwen3-235b-a22b-instruct-2507,complexity_pc1_score,0.440472577746718,0.5912518795536763
1,1,QwQ-32B-Fireworks,log1p_cyclomatic_complexity,0.42420728505537836,0.6397653284424296
1,1,QwQ-32B-Fireworks,ast_node_count,0.197938554412453,0.6397653284424296
1,1,QwQ-32B-Fireworks,complexity_pc1_score,0.3380518227865253,0.6397653284424296
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-16k,log1p_cyclomatic_complexity,0.5857248961314957,0.660422543969089
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-16k,ast_node_count,0.5216771499347824,0.660422543969089
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-16k,complexity_pc1_score,0.5300137228571289,0.660422543969089
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-1k,log1p_cyclomatic_complexity,0.6199027665037404,0.6281000403792857
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-1k,ast_node_count,0.44435216527094595,0.6281000403792857
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-1k,complexity_pc1_score,0.5454642199673312,0.6281000403792857
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k,log1p_cyclomatic_complexity,0.5769913285526896,0.6514426645855299
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k,ast_node_count,0.4386963413265093,0.6514426645855299
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k,complexity_pc1_score,0.5171240167630963,0.6514426645855299
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k,log1p_cyclomatic_complexity,0.5767259729701705,0.6303493370879316
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k,ast_node_count,0.4515193932691288,0.6303493370879316
2,2,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k,complexity_pc1_score,0.5003090096457495,0.6303493370879316
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929,log1p_cyclomatic_complexity,0.5894087377285033,0.6329961684191128
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929,ast_node_count,0.5010586552892464,0.6329961684191128
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929,complexity_pc1_score,0.4992391584926695,0.6329961684191128
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k,log1p_cyclomatic_complexity,0.6185420103361574,0.6346047674453805
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k,ast_node_count,0.5362697281589114,0.6346047674453805
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k,complexity_pc1_score,0.5325339684724132,0.6346047674453805
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-1k,log1p_cyclomatic_complexity,0.6374755534451928,0.6315471386868996
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-1k,ast_node_count,0.5060736467063548,0.6315471386868996
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-1k,complexity_pc1_score,0.56704136702877,0.6315471386868996
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-32k,log1p_cyclomatic_complexity,0.5220987855246858,0.6120889536254919
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-32k,ast_node_count,0.35673974947234804,0.6120889536254919
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-32k,complexity_pc1_score,0.45206111716700564,0.6120889536254919
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-8k,log1p_cyclomatic_complexity,0.5871253726397604,0.6498004072998964
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-8k,ast_node_count,0.46226529238492237,0.6498004072998964
2,2,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-8k,complexity_pc1_score,0.5243481096691772,0.6498004072998964
2,2,claude-haiku-4-5-20251001|gemini-3-deep-think-preview,log1p_cyclomatic_complexity,0.5683597704595124,0.6058603667625664
2,2,claude-haiku-4-5-20251001|gemini-3-deep-think-preview,ast_node_count,0.40299956188151365,0.6058603667625664
2,2,claude-haiku-4-5-20251001|gemini-3-deep-think-preview,complexity_pc1_score,0.49159150334430424,0.6058603667625664
2,2,claude-haiku-4-5-20251001|gemini-3-pro-preview,log1p_cyclomatic_complexity,0.6169288128520993,0.6365459187540301
2,2,claude-haiku-4-5-20251001|gemini-3-pro-preview,ast_node_count,0.4795285663975932,0.6365459187540301
2,2,claude-haiku-4-5-20251001|gemini-3-pro-preview,complexity_pc1_score,0.5522268242780027,0.6365459187540301
2,2,claude-haiku-4-5-20251001|gpt-4-1-2025-04-14,log1p_cyclomatic_complexity,0.5567229380056049,0.7097297534676371
2,2,claude-haiku-4-5-20251001|gpt-4-1-2025-04-14,ast_node_count,0.3523362528903947,0.7097297534676371
2,2,claude-haiku-4-5-20251001|gpt-4-1-2025-04-14,complexity_pc1_score,0.43320846441255395,0.7097297534676371
2,2,claude-haiku-4-5-20251001|gpt-4-1-mini-2025-04-14,log1p_cyclomatic_complexity,0.6282373549473026,0.7376463054832911
2,2,claude-haiku-4-5-20251001|gpt-4-1-mini-2025-04-14,ast_node_count,0.3897927173111847,0.7376463054832911
2,2,claude-haiku-4-5-20251001|gpt-4-1-mini-2025-04-14,complexity_pc1_score,0.5240065543279292,0.7376463054832911
2,2,claude-haiku-4-5-20251001|gpt-4-1-nano-2025-04-14,log1p_cyclomatic_complexity,0.6613370534852161,0.7592300148335401
2,2,claude-haiku-4-5-20251001|gpt-4-1-nano-2025-04-14,ast_node_count,0.4079865858152316,0.7592300148335401
2,2,claude-haiku-4-5-20251001|gpt-4-1-nano-2025-04-14,complexity_pc1_score,0.5624926314102172,0.7592300148335401
2,2,claude-haiku-4-5-20251001|gpt-4-5-2025-02-27,log1p_cyclomatic_complexity,0.5783131477456804,0.7106823112450646
2,2,claude-haiku-4-5-20251001|gpt-4-5-2025-02-27,ast_node_count,0.39852874764650215,0.7106823112450646
2,2,claude-haiku-4-5-20251001|gpt-4-5-2025-02-27,complexity_pc1_score,0.4793224817417257,0.7106823112450646
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-high,log1p_cyclomatic_complexity,0.6541985737606225,0.6401900231377075
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-high,ast_node_count,0.5582715702877863,0.6401900231377075
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-high,complexity_pc1_score,0.598206232472623,0.6401900231377075
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-low,log1p_cyclomatic_complexity,0.5481331206891229,0.6618247124136974
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-low,ast_node_count,0.4210644556097092,0.6618247124136974
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-low,complexity_pc1_score,0.5078132459571882,0.6618247124136974
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-medium,log1p_cyclomatic_complexity,0.6054231126689793,0.6294830300910488
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-medium,ast_node_count,0.5214566717216649,0.6294830300910488
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-medium,complexity_pc1_score,0.5828885982922658,0.6294830300910488
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-none,log1p_cyclomatic_complexity,0.5702213585238655,0.7302469075044721
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-none,ast_node_count,0.3799239773156257,0.7302469075044721
2,2,claude-haiku-4-5-20251001|gpt-5-1-2025-11-13-thinking-none,complexity_pc1_score,0.4619984604351974,0.7302469075044721
2,2,claude-haiku-4-5-20251001|gpt-5-pro-2025-10-06,log1p_cyclomatic_complexity,0.5577530477835978,0.6384607205914673
2,2,claude-haiku-4-5-20251001|gpt-5-pro-2025-10-06,ast_node_count,0.45376463105378456,0.6384607205914673
2,2,claude-haiku-4-5-20251001|gpt-5-pro-2025-10-06,complexity_pc1_score,0.523051616070128,0.6384607205914673
2,2,claude-haiku-4-5-20251001|grok-4-fast-reasoning,log1p_cyclomatic_complexity,0.5602853289749608,0.6311064264779197
2,2,claude-haiku-4-5-20251001|grok-4-fast-reasoning,ast_node_count,0.39365781610959966,0.6311064264779197
2,2,claude-haiku-4-5-20251001|grok-4-fast-reasoning,complexity_pc1_score,0.5271944762523119,0.6311064264779197
2,2,claude-haiku-4-5-20251001|qwen3-235b-a22b-instruct-2507,log1p_cyclomatic_complexity,0.614156105347661,0.662298672648631
2,2,claude-haiku-4-5-20251001|qwen3-235b-a22b-instruct-2507,ast_node_count,0.4326053180535718,0.662298672648631
2,2,claude-haiku-4-5-20251001|qwen3-235b-a22b-instruct-2507,complexity_pc1_score,0.534527555907124,0.662298672648631
2,2,claude-haiku-4-5-20251001|QwQ-32B-Fireworks,log1p_cyclomatic_complexity,0.6230454428075753,0.7050846591384748
2,2,claude-haiku-4-5-20251001|QwQ-32B-Fireworks,ast_node_count,0.3916140752343389,0.7050846591384748
2,2,claude-haiku-4-5-20251001|QwQ-32B-Fireworks,complexity_pc1_score,0.5252324925372333,0.7050846591384748
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-1k,log1p_cyclomatic_complexity,0.5821253868182741,0.6678085199318743
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-1k,ast_node_count,0.5353615157543272,0.6678085199318743
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-1k,complexity_pc1_score,0.5395903995866723,0.6678085199318743
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-32k,log1p_cyclomatic_complexity,0.40315434335655126,0.5437214650216531
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-32k,ast_node_count,0.4291819096842375,0.5437214650216531
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-32k,complexity_pc1_score,0.3902905325255995,0.5437214650216531
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-8k,log1p_cyclomatic_complexity,0.47988362213462493,0.599857521407369
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-8k,ast_node_count,0.4856277812042356,0.599857521407369
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-haiku-4-5-20251001-thinking-8k,complexity_pc1_score,0.43965413185939745,0.599857521407369
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929,log1p_cyclomatic_complexity,0.487899635389624,0.6004843465736626
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929,ast_node_count,0.5338813765941927,0.6004843465736626
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929,complexity_pc1_score,0.4358172354192315,0.6004843465736626
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-16k,log1p_cyclomatic_complexity,0.4384256653761883,0.5294282003465106
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-16k,ast_node_count,0.5120094879523173,0.5294282003465106
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-16k,complexity_pc1_score,0.40337165046919565,0.5294282003465106
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-1k,log1p_cyclomatic_complexity,0.5622624416877857,0.6294534619733718
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-1k,ast_node_count,0.5651356738796731,0.6294534619733718
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-1k,complexity_pc1_score,0.5269864642324904,0.6294534619733718
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-32k,log1p_cyclomatic_complexity,0.35101102107793514,0.5179312246142581
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-32k,ast_node_count,0.3735622627198845,0.5179312246142581
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-32k,complexity_pc1_score,0.3342859674413856,0.5179312246142581
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-8k,log1p_cyclomatic_complexity,0.4693947669629599,0.6000976877743988
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-8k,ast_node_count,0.4858812385631582,0.6000976877743988
2,2,claude-haiku-4-5-20251001-thinking-16k|claude-sonnet-4-5-20250929-thinking-8k,complexity_pc1_score,0.44590364235246027,0.6000976877743988
2,2,claude-haiku-4-5-20251001-thinking-16k|gemini-3-deep-think-preview,log1p_cyclomatic_complexity,0.37981800901617857,0.5242829364768065
2,2,claude-haiku-4-5-20251001-thinking-16k|gemini-3-deep-think-preview,ast_node_count,0.4392071907040896,0.5242829364768065
2,2,claude-haiku-4-5-20251001-thinking-16k|gemini-3-deep-think-preview,complexity_pc1_score,0.36624676853674665,0.5242829364768065
2,2,claude-haiku-4-5-20251001-thinking-16k|gemini-3-pro-preview,log1p_cyclomatic_complexity,0.43046267723426124,0.5423909974456289
2,2,claude-haiku-4-5-20251001-thinking-16k|gemini-3-pro-preview,ast_node_count,0.4867873809398463,0.5423909974456289
2,2,claude-haiku-4-5-20251001-thinking-16k|gemini-3-pro-preview,complexity_pc1_score,0.4207146994183137,0.5423909974456289
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-2025-04-14,log1p_cyclomatic_complexity,0.45253260814062596,0.7063591215037338
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-2025-04-14,ast_node_count,0.42920499989373373,0.7063591215037338
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-2025-04-14,complexity_pc1_score,0.37610374038134553,0.7063591215037338
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-mini-2025-04-14,log1p_cyclomatic_complexity,0.5016721161386258,0.7149031072589033
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-mini-2025-04-14,ast_node_count,0.46174635294445604,0.7149031072589033
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-mini-2025-04-14,complexity_pc1_score,0.4505425713971963,0.7149031072589033
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-nano-2025-04-14,log1p_cyclomatic_complexity,0.5023493243117401,0.7088211991246999
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-nano-2025-04-14,ast_node_count,0.4713731630305274,0.7088211991246999
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-1-nano-2025-04-14,complexity_pc1_score,0.46389739951244835,0.7088211991246999
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-5-2025-02-27,log1p_cyclomatic_complexity,0.45696483201185417,0.6694841466849143
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-5-2025-02-27,ast_node_count,0.4442499505689846,0.6694841466849143
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-4-5-2025-02-27,complexity_pc1_score,0.40442378299337745,0.6694841466849143
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-high,log1p_cyclomatic_complexity,0.4902408464631727,0.558726723261254
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-high,ast_node_count,0.555083507743416,0.558726723261254
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-high,complexity_pc1_score,0.48022623448642315,0.558726723261254
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-low,log1p_cyclomatic_complexity,0.4230883094455032,0.6004364277889678
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-low,ast_node_count,0.44091361642019367,0.6004364277889678
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-low,complexity_pc1_score,0.42164644875143636,0.6004364277889678
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-medium,log1p_cyclomatic_complexity,0.4477210982364677,0.554017123664056
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-medium,ast_node_count,0.5295426734313669,0.554017123664056
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-medium,complexity_pc1_score,0.4690939845901955,0.554017123664056
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-none,log1p_cyclomatic_complexity,0.44731428845093724,0.69616664226347
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-none,ast_node_count,0.4369106002361525,0.69616664226347
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-1-2025-11-13-thinking-none,complexity_pc1_score,0.38850867303033637,0.69616664226347
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-pro-2025-10-06,log1p_cyclomatic_complexity,0.38180327435000067,0.5407067941030147
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-pro-2025-10-06,ast_node_count,0.4573563041069273,0.5407067941030147
2,2,claude-haiku-4-5-20251001-thinking-16k|gpt-5-pro-2025-10-06,complexity_pc1_score,0.39559581607214317,0.5407067941030147
2,2,claude-haiku-4-5-20251001-thinking-16k|grok-4-fast-reasoning,log1p_cyclomatic_complexity,0.43479452037235605,0.5727916169128164
2,2,claude-haiku-4-5-20251001-thinking-16k|grok-4-fast-reasoning,ast_node_count,0.41610976875225564,0.5727916169128164
2,2,claude-haiku-4-5-20251001-thinking-16k|grok-4-fast-reasoning,complexity_pc1_score,0.43999096042369623,0.5727916169128164
2,2,claude-haiku-4-5-20251001-thinking-16k|qwen3-235b-a22b-instruct-2507,log1p_cyclomatic_complexity,0.5469131571478507,0.6812137721736322
2,2,claude-haiku-4-5-20251001-thinking-16k|qwen3-235b-a22b-instruct-2507,ast_node_count,0.5132289445882318,0.6812137721736322
2,2,claude-haiku-4-5-20251001-thinking-16k|qwen3-235b-a22b-instruct-2507,complexity_pc1_score,0.5050343942640708,0.6812137721736322
2,2,claude-haiku-4-5-20251001-thinking-16k|QwQ-32B-Fireworks,log1p_cyclomatic_complexity,0.49655144205324125,0.6827882381840735
2,2,claude-haiku-4-5-20251001-thinking-16k|QwQ-32B-Fireworks,ast_node_count,0.46354272007592995,0.6827882381840735
2,2,claude-haiku-4-5-20251001-thinking-16k|QwQ-32B-Fireworks,complexity_pc1_score,0.4517516885489738,0.6827882381840735
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-haiku-4-5-20251001-thinking-32k,log1p_cyclomatic_complexity,0.5773066580546856,0.6650323539952833
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-haiku-4-5-20251001-thinking-32k,ast_node_count,0.46030439804207457,0.6650323539952833
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-haiku-4-5-20251001-thinking-32k,complexity_pc1_score,0.5323899611076944,0.6650323539952833
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-haiku-4-5-20251001-thinking-8k,log1p_cyclomatic_complexity,0.5719990959067724,0.635808155666844
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-haiku-4-5-20251001-thinking-8k,ast_node_count,0.46410853137135866,0.635808155666844
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-haiku-4-5-20251001-thinking-8k,complexity_pc1_score,0.5081088938097983,0.635808155666844
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-sonnet-4-5-20250929,log1p_cyclomatic_complexity,0.5835559296697413,0.6379285186631221
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-sonnet-4-5-20250929,ast_node_count,0.5122110576530927,0.6379285186631221
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-sonnet-4-5-20250929,complexity_pc1_score,0.5068368867945121,0.6379285186631221
2,2,claude-haiku-4-5-20251001-thinking-1k|claude-sonnet-4-5-20250929-thinking-16k,log1p_cyclomatic_complexity,0.6178817618266654,0.6485897977136841
