subset_name,complexity_metric,target_metric,target_label,surface_pearson_r,expanded_pearson_r,pearson_improvement
full_set,call_count_static,human_difficulty_complete,Human latent difficulty,0.2203887893795104,0.15467144443855615,-0.06571734494095424
full_set,call_count_static,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.22227951734725135,0.3088029820614028,0.08652346471415143
full_set,call_count_static,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.24854109816048695,0.2927407624672387,0.044199664306751735
full_set,call_count_static,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.2618641253037274,0.3330085977927268,0.07114447248899941
full_set,branch_node_count,human_difficulty_complete,Human latent difficulty,,0.07177545025055139,
full_set,branch_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.2855189855733373,
full_set,branch_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.23734500190616767,
full_set,branch_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.2893685886425186,
full_set,cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,,0.0824932803003609,
full_set,cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.3198400254167465,
full_set,cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.2746610826867739,
full_set,cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.3286957856524332,
full_set,max_nesting_depth,human_difficulty_complete,Human latent difficulty,,-0.05871098791864143,
full_set,max_nesting_depth,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.25159720434157684,
full_set,max_nesting_depth,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.14063453971582485,
full_set,max_nesting_depth,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.2153505428377144,
full_set,gzip_bytes,human_difficulty_complete,Human latent difficulty,0.20565707456371665,0.13038785090081534,-0.07526922366290131
full_set,gzip_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.25436010234291806,0.325071313175231,0.07071121083231297
full_set,gzip_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.25744382612894634,0.2811493887629953,0.023705562634048938
full_set,gzip_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.2839528072516587,0.33516091667142167,0.05120810941976295
full_set,halstead_volume,human_difficulty_complete,Human latent difficulty,0.20952498788910665,0.1466785692666645,-0.06284641862244214
full_set,halstead_volume,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.2194377698153544,0.3050948386776309,0.08565706886227648
full_set,halstead_volume,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.24483728811545888,0.28669588056789064,0.04185859245243176
full_set,halstead_volume,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.25834020528898505,0.32770604922350416,0.06936584393451911
full_set,halstead_effort,human_difficulty_complete,Human latent difficulty,0.212402644126084,0.12741776863719634,-0.08498487548888767
full_set,halstead_effort,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.20072815248220113,0.274110658534596,0.07338250605239485
full_set,halstead_effort,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.23360331430687925,0.2740428974405005,0.040439583133621226
full_set,halstead_effort,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.24196921841926142,0.3039697493728351,0.06200053095357369
full_set,input_cells_total,human_difficulty_complete,Human latent difficulty,0.1788513432685796,0.1788513432685796,0.0
full_set,input_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.23856712500436364,0.23856712500436364,0.0
full_set,input_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.2224829268145803,0.2224829268145803,0.0
full_set,input_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.2542672698226591,0.2542672698226591,0.0
full_set,output_cells_total,human_difficulty_complete,Human latent difficulty,0.16415911920075835,0.16415911920075835,0.0
full_set,output_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.19192408572046732,0.19192408572046732,0.0
full_set,output_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.20161633558737968,0.20161633558737968,0.0
full_set,output_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.21795298362503457,0.21795298362503457,0.0
full_set,elapsed_ms_total,human_difficulty_complete,Human latent difficulty,0.0429738417765202,0.04172872129943193,-0.001245120477088274
full_set,elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.028002474731988265,0.027267594756928977,-0.0007348799750592876
full_set,elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.03715487419150428,0.036129968499738714,-0.001024905691765568
full_set,elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.03645279394260446,0.035468991291798285,-0.0009838026508061717
full_set,elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,0.04298265532972883,0.04173305787524235,-0.0012495974544864813
full_set,elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.02802365183041522,0.02729116129965874,-0.0007324905307564793
full_set,elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.037171157701264536,0.03614484326856372,-0.001026314432700813
full_set,elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.036473132617361605,0.035489069455064144,-0.0009840631622974605
full_set,opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,0.2717107269011743,0.041525432747054954,-0.23018529415411937
full_set,opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.19275129474061325,0.02711055714297855,-0.1656407375976347
full_set,opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.21944517290969942,0.03597933393408309,-0.18346583897561633
full_set,opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.22988688103222882,0.03529802507544656,-0.19458885595678227
full_set,branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,,0.0415609903844433,
full_set,branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.02719034766181731,
full_set,branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.03608315003555943,
full_set,branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.035400004133995265,
full_set,python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,0.04217204493399218,0.04217204493399218,0.0
full_set,python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.027420014579252718,0.027420014579252718,0.0
full_set,python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.03649896295790758,0.03649896295790758,0.0
full_set,python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.03576450218508982,0.03576450218508982,0.0
full_set,peak_memory_bytes,human_difficulty_complete,Human latent difficulty,0.107782048968673,0.11075405233197373,0.0029720033633007376
full_set,peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,-0.007236868709940583,-0.00539240759105337,0.001844461118887213
full_set,peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.006856114116663047,0.009188054473546167,0.0023319403568831196
full_set,peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,-7.908024559978891e-05,0.002251077724646899,0.002330157970246688
full_set,opcode_per_input_cell,human_difficulty_complete,Human latent difficulty,0.15955581983638306,0.04644139921698584,-0.11311442061939722
full_set,opcode_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,-0.11846269447833349,0.03171922596584394,0.15018192044417744
full_set,opcode_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,-0.07203583028796423,0.04069287332921403,0.11272870361717827
full_set,opcode_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,-0.10159884752572185,0.04049967878174777,0.1420985263074696
full_set,elapsed_ms_per_input_cell,human_difficulty_complete,Human latent difficulty,0.05048480220833031,0.04703405811179925,-0.0034507440965310596
full_set,elapsed_ms_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.034988044612022824,0.032070943565420354,-0.00291710104660247
full_set,elapsed_ms_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.044695465150287314,0.04114256463898812,-0.003552900511299195
full_set,elapsed_ms_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.04454353491925234,0.040961870456782415,-0.0035816644624699218
full_set,complexity_pc1_score,human_difficulty_complete,Human latent difficulty,0.19260029497993006,0.12518183293980645,-0.06741846204012361
full_set,complexity_pc1_score,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3243363148165506,0.3828878541928816,0.05855153937633101
full_set,complexity_pc1_score,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.281378674838782,0.28100306897093275,-0.000375605867849238
full_set,complexity_pc1_score,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.3346791304228689,0.3652783352105745,0.030599204787705614
full_set,log1p_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,0.2684601746983656,0.12576842938455277,-0.14269174531381282
full_set,log1p_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.2980878837401374,0.37615727201696886,0.07806938827683146
full_set,log1p_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.26493442904633974,0.2890597393928157,0.02412531034647597
full_set,log1p_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.31235143664745263,0.36664379882205833,0.0542923621746057
full_set,log1p_branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,,0.11820489387860175,
full_set,log1p_branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.38838168095327363,
full_set,log1p_branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.3045563911204199,
full_set,log1p_branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.38206079334639564,
full_set,log1p_python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,0.14206164273500604,0.14206164273500604,0.0
full_set,log1p_python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.34216554280284917,0.34216554280284917,0.0
full_set,log1p_python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.2790892315136035,0.2790892315136035,0.0
full_set,log1p_python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.34259093251260286,0.34259093251260286,0.0
full_set,log1p_elapsed_ms_total,human_difficulty_complete,Human latent difficulty,0.1448176384753978,0.125219952610965,-0.019597685864432807
full_set,log1p_elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.2727421778455507,0.34432355464355124,0.07158137679800053
full_set,log1p_elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.2302132669026602,0.26634080058357124,0.03612753368091104
full_set,log1p_elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.2770848565149389,0.3368443399778779,0.05975948346293897
full_set,log1p_elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,0.1463300455132318,0.12657622996665063,-0.019753815546581177
full_set,log1p_elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.28162225283438,0.3540664587741231,0.0724442059397431
full_set,log1p_elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.23660580720028523,0.27285393456550855,0.036248127365223315
full_set,log1p_elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.28522853940810255,0.34535606993868634,0.060127530530583784
full_set,log1p_peak_memory_bytes,human_difficulty_complete,Human latent difficulty,0.1460648502677286,0.1458813144523779,-0.00018353581535071606
full_set,log1p_peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.2823827757865495,0.2829224838858374,0.0005397080992878833
full_set,log1p_peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.19303547455590866,0.18938309341733267,-0.003652381138575994
full_set,log1p_peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.2602638233674778,0.25818225475268075,-0.0020815686147970247
full_set,log1p_ast_node_count,human_difficulty_complete,Human latent difficulty,0.20037453989561888,0.11733723232831796,-0.08303730756730092
full_set,log1p_ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3216210722097644,0.3569376726035648,0.03531660039380041
full_set,log1p_ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.2718107099559607,0.24883505908355896,-0.02297565087240172
full_set,log1p_ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.32748994496166633,0.33283733321797415,0.005347388256307817
full_set,log1p_cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,,0.06417602619693134,
full_set,log1p_cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.3446848940454941,
full_set,log1p_cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.24059237041628873,
full_set,log1p_cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.32204523026427817,
gap_le_0.30,nonblank_lines,human_difficulty_complete,Human latent difficulty,0.3271718122364995,0.4021804596116259,0.07500864737512641
gap_le_0.30,nonblank_lines,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3262322025045287,0.3415695351379112,0.015337332633382494
gap_le_0.30,nonblank_lines,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3123892014110983,0.4154802430205572,0.10309104160945887
gap_le_0.30,nonblank_lines,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.37330847918241267,0.44030464536616615,0.06699616618375348
gap_le_0.30,token_count,human_difficulty_complete,Human latent difficulty,0.33906605418234914,0.4002382868470298,0.06117223266468064
gap_le_0.30,token_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3437712518638343,0.33795449844304165,-0.005816753420792631
gap_le_0.30,token_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.32323176182133223,0.41593096193543055,0.09269920011409832
gap_le_0.30,token_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.390748462851729,0.4375721972912076,0.046823734439478626
gap_le_0.30,ast_node_count,human_difficulty_complete,Human latent difficulty,0.33799927456272627,0.39767686731656726,0.05967759275384099
gap_le_0.30,ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3421354077718986,0.3352112642184761,-0.006924143553422524
gap_le_0.30,ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.32226499209058784,0.4158338928956559,0.09356890080506808
gap_le_0.30,ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.3891415215245912,0.435458632842914,0.04631711131832278
gap_le_0.30,function_count,human_difficulty_complete,Human latent difficulty,,0.3947085417134987,
gap_le_0.30,function_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.3344791558677459,
gap_le_0.30,function_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.3954207385562154,
gap_le_0.30,function_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.4238114021980159,
gap_le_0.30,call_count_static,human_difficulty_complete,Human latent difficulty,0.3271718122364995,0.3910866202232625,0.06391480798676302
gap_le_0.30,call_count_static,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3262322025045287,0.32490796986215936,-0.0013242326423693607
gap_le_0.30,call_count_static,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3123892014110983,0.41065798801837633,0.098268786607278
gap_le_0.30,call_count_static,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.37330847918241267,0.4249620699496783,0.05165359076726561
gap_le_0.30,branch_node_count,human_difficulty_complete,Human latent difficulty,,0.35846339757259493,
gap_le_0.30,branch_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.28017543430820424,
gap_le_0.30,branch_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.38264653972167545,
gap_le_0.30,branch_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.38432218634487125,
gap_le_0.30,cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,,0.38125296515758256,
gap_le_0.30,cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.3116870910752028,
gap_le_0.30,cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.41483531010221153,
gap_le_0.30,cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.42111382260538915,
gap_le_0.30,max_nesting_depth,human_difficulty_complete,Human latent difficulty,,0.19721167738737577,
gap_le_0.30,max_nesting_depth,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.15344793248382504,
gap_le_0.30,max_nesting_depth,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.2511637239998438,
gap_le_0.30,max_nesting_depth,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.23671141303089727,
gap_le_0.30,gzip_bytes,human_difficulty_complete,Human latent difficulty,0.3265953184400165,0.3744458662904155,0.047850547850398994
gap_le_0.30,gzip_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.34861476985547285,0.33172352733922117,-0.01689124251625168
gap_le_0.30,gzip_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.31393353422217085,0.39553813805623267,0.08160460383406182
gap_le_0.30,gzip_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.39076238723842904,0.424434200169982,0.03367181293155297
gap_le_0.30,halstead_volume,human_difficulty_complete,Human latent difficulty,0.33942320965693834,0.40384009867783266,0.06441688902089432
gap_le_0.30,halstead_volume,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.33111390114128814,0.33427798581711465,0.0031640846758265173
gap_le_0.30,halstead_volume,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3220567318584048,0.4179406510801532,0.09588391922174844
gap_le_0.30,halstead_volume,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.38197531160991927,0.436030207327621,0.05405489571770172
gap_le_0.30,halstead_effort,human_difficulty_complete,Human latent difficulty,0.35821723807223227,0.41753753489746587,0.0593202968252336
gap_le_0.30,halstead_effort,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.33778467751183605,0.3153274990368082,-0.022457178475027872
gap_le_0.30,halstead_effort,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3340956992073049,0.4217277092625077,0.08763201005520277
gap_le_0.30,halstead_effort,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.3913315246238719,0.42547037124791587,0.034138846624043984
gap_le_0.30,input_cells_total,human_difficulty_complete,Human latent difficulty,0.3572107111105247,0.3572107111105247,0.0
gap_le_0.30,input_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3459321436521666,0.3459321436521666,0.0
gap_le_0.30,input_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.38993870384999757,0.38993870384999757,0.0
gap_le_0.30,input_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.4235851866723315,0.4235851866723315,0.0
gap_le_0.30,output_cells_total,human_difficulty_complete,Human latent difficulty,0.32514514061808203,0.32514514061808203,0.0
gap_le_0.30,output_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.34131843630328873,0.34131843630328873,0.0
gap_le_0.30,output_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3866801908396115,0.3866801908396115,0.0
gap_le_0.30,output_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.4186095685635178,0.4186095685635178,0.0
gap_le_0.30,elapsed_ms_total,human_difficulty_complete,Human latent difficulty,0.1698612309618472,0.20983314032760023,0.03997190936575304
gap_le_0.30,elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.19348967245806617,0.19860191677844888,0.005112244320382708
gap_le_0.30,elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.214388735401398,0.2580272812760846,0.0436385458746866
gap_le_0.30,elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.23470705327724964,0.2610359187450368,0.02632886546778715
gap_le_0.30,elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,0.17019467052694967,0.21005533835155876,0.03986066782460909
gap_le_0.30,elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.1956330106743505,0.20226503232070248,0.006632021646351988
gap_le_0.30,elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.21563914794491654,0.2584380181334869,0.04279887018857034
gap_le_0.30,elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.23631604711943782,0.262865264228629,0.02654921710919117
gap_le_0.30,opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,0.3252179927227749,0.1980854961844592,-0.1271324965383157
gap_le_0.30,opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.2524384774724908,0.19227255575514263,-0.06016592171734819
gap_le_0.30,opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.26880334892311103,0.24295206997625227,-0.025851278946858763
gap_le_0.30,opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.31668442095641985,0.24885568991143828,-0.06782873104498158
gap_le_0.30,branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,,0.1993780708645683,
gap_le_0.30,branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.1794731222943354,
gap_le_0.30,branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.25135768936609815,
gap_le_0.30,branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.24517813550499018,
gap_le_0.30,python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,0.14966696800558268,0.14966696800558268,0.0
gap_le_0.30,python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.17872005826902854,0.17872005826902854,0.0
gap_le_0.30,python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.19152390202977704,0.19152390202977704,0.0
gap_le_0.30,python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.21318361478075135,0.21318361478075135,0.0
gap_le_0.30,peak_memory_bytes,human_difficulty_complete,Human latent difficulty,0.14684807049907667,0.14875594930378577,0.0019078788047091066
gap_le_0.30,peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.15079221136657603,0.15262374331477332,0.0018315319481972958
gap_le_0.30,peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.21369695018140833,0.21681660514537254,0.0031196549639642135
gap_le_0.30,peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.20749156661150325,0.21028796532026736,0.0027963987087641085
gap_le_0.30,opcode_per_input_cell,human_difficulty_complete,Human latent difficulty,0.13391598634169397,0.18145116976551312,0.047535183423819155
gap_le_0.30,opcode_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.016788267490450218,0.19815430315455865,0.18136603566410842
gap_le_0.30,opcode_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.07738011373027119,0.18532338397850154,0.10794327024823035
gap_le_0.30,opcode_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.058391793804277316,0.22529972682003493,0.16690793301575763
gap_le_0.30,elapsed_ms_per_input_cell,human_difficulty_complete,Human latent difficulty,0.0640010346255923,0.20713827084333283,0.14313723621774055
gap_le_0.30,elapsed_ms_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.16364952274857147,0.1983844457032609,0.03473492295468941
gap_le_0.30,elapsed_ms_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.0663520152323122,0.22926494650070275,0.16291293126839057
gap_le_0.30,elapsed_ms_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.13831470929784917,0.24957919649385438,0.11126448719600521
gap_le_0.30,complexity_pc1_score,human_difficulty_complete,Human latent difficulty,0.3190881808688675,0.3378407087770076,0.018752527908140137
gap_le_0.30,complexity_pc1_score,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.37607661259338937,0.356158614471403,-0.019917998121986358
gap_le_0.30,complexity_pc1_score,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.322758389143765,0.37773453197389023,0.05497614283012525
gap_le_0.30,complexity_pc1_score,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.41375119643505115,0.43031591950032017,0.016564723065269016
gap_le_0.30,log1p_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,0.33203380238699987,0.3077844773706617,-0.02424932501633814
