task_id,num_models_thinking,num_models_standard,thinking_successes,standard_successes,pass_rate_thinking,pass_rate_standard,thinking_advantage,thinking_logit_advantage,both_zero_successes,thinking_zero_successes,standard_zero_successes,dataset_key,schema
195ba7dc,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
1990f7a8,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
19bb5feb,15,9,15,7,1.0,0.7777777777777778,0.2222222222222222,2.3353749158170363,0,0,0,arc_agi_1_eval,legacy
1a2e2828,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
1a6449f1,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
1acc24af,15,9,1,1,0.06666666666666667,0.1111111111111111,-0.04444444444444444,-0.5340824859302578,0,0,0,arc_agi_1_eval,legacy
1c02dbbe,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
1c0d0a4b,15,9,9,1,0.6,0.1111111111111111,0.4888888888888889,2.11409067709301,0,0,0,arc_agi_1_eval,legacy
1c56ad9f,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
1d0a4b61,15,9,14,6,0.9333333333333333,0.6666666666666666,0.2666666666666667,1.6496443329121404,0,0,0,arc_agi_1_eval,legacy
1d398264,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
1da012fc,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
1e81d6f9,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
1e97544e,15,9,12,3,0.8,0.3333333333333333,0.46666666666666673,1.892004884219111,0,0,0,arc_agi_1_eval,legacy
2037f2c7,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
2072aba6,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
20818e16,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
20981f0e,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
212895b5,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
21f83797,15,9,14,3,0.9333333333333333,0.3333333333333333,0.6000000000000001,2.8877227497245874,0,0,0,arc_agi_1_eval,legacy
22a4bbc2,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
25094a63,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
2546ccf6,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
256b0a75,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
2685904e,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
2697da3f,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
2753e76c,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
27a77e38,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
27f8ce4f,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
281123b4,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
292dd178,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
29700607,15,9,10,1,0.6666666666666666,0.1111111111111111,0.5555555555555556,2.381228220313159,0,0,0,arc_agi_1_eval,legacy
2a5f8217,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
2b01abd0,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
2c0b0aff,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
2c737e39,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
2f0c5170,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
310f3251,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
3194b014,15,9,14,5,0.9333333333333333,0.5555555555555556,0.37777777777777777,2.0680128458562126,0,0,0,arc_agi_1_eval,legacy
319f2597,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
31adaf00,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
31d5ba1a,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
32e9702f,15,9,13,2,0.8666666666666667,0.2222222222222222,0.6444444444444445,2.7850112422383386,0,0,0,arc_agi_1_eval,legacy
332efdb3,15,9,15,8,1.0,0.8888888888888888,0.11111111111111116,1.6993861490970399,0,0,0,arc_agi_1_eval,legacy
3391f8c0,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
33b52de3,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
3490cc26,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
34b99a2b,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
351d6448,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
358ba94e,15,9,7,3,0.4666666666666667,0.3333333333333333,0.13333333333333336,0.49387606545221746,0,0,0,arc_agi_1_eval,legacy
37d3e8b2,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
3979b1a8,15,9,12,6,0.8,0.6666666666666666,0.13333333333333341,0.6539264674066639,0,0,0,arc_agi_1_eval,legacy
3a301edc,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
3b4c2228,15,9,9,3,0.6,0.3333333333333333,0.26666666666666666,0.9985288301111273,0,0,0,arc_agi_1_eval,legacy
3d31c5b3,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
3ed85e70,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
3ee1011a,15,9,15,1,1.0,0.1111111111111111,0.8888888888888888,5.168588259873252,0,0,0,arc_agi_1_eval,legacy
3f23242b,15,9,13,1,0.8666666666666667,0.1111111111111111,0.7555555555555555,3.4210000089583352,0,0,0,arc_agi_1_eval,legacy
40f6cd08,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
414297c0,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
423a55dc,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
42918530,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
42a15761,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
4364c1c4,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
456873bc,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
45737921,15,9,15,8,1.0,0.8888888888888888,0.11111111111111116,1.6993861490970399,0,0,0,arc_agi_1_eval,legacy
45bbe264,15,9,13,3,0.8666666666666667,0.3333333333333333,0.5333333333333334,2.3054381619764523,0,0,0,arc_agi_1_eval,legacy
477d2879,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
47996f11,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
48131b3c,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
4852f2fa,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
48f8583b,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
4aab4007,15,9,13,5,0.8666666666666667,0.5555555555555556,0.3111111111111111,1.4857282581080775,0,0,0,arc_agi_1_eval,legacy
4acc7107,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
4b6b68e5,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
4c177718,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
4cd1b7b2,15,9,15,8,1.0,0.8888888888888888,0.11111111111111116,1.6993861490970399,0,0,0,arc_agi_1_eval,legacy
4e45f183,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
4e469f39,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
4f537728,15,9,14,4,0.9333333333333333,0.4444444444444444,0.48888888888888893,2.4693542367805152,0,0,0,arc_agi_1_eval,legacy
4ff4c9da,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
505fff84,15,9,14,2,0.9333333333333333,0.2222222222222222,0.7111111111111111,3.3672958299864737,0,0,0,arc_agi_1_eval,legacy
506d28a5,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
50a16a69,15,9,15,6,1.0,0.6666666666666666,0.33333333333333337,2.8149479960789225,0,0,0,arc_agi_1_eval,legacy
50aad11f,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
50f325b5,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
516b51b7,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
5207a7b5,15,9,10,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.265666373331276,0,0,0,arc_agi_1_eval,legacy
5289ad53,15,9,10,4,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.8472978603872037,0,0,0,arc_agi_1_eval,legacy
52fd389e,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
54db823b,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
55059096,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
551d5bf1,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
55783887,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
575b1a71,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
5783df64,15,9,15,5,1.0,0.5555555555555556,0.4444444444444444,3.2333165090229947,0,0,0,arc_agi_1_eval,legacy
5833af48,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
58743b76,15,9,13,1,0.8666666666666667,0.1111111111111111,0.7555555555555555,3.4210000089583352,0,0,0,arc_agi_1_eval,legacy
58e15b12,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
59341089,15,9,15,7,1.0,0.7777777777777778,0.2222222222222222,2.3353749158170363,0,0,0,arc_agi_1_eval,legacy
5a5a2103,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
5af49b42,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
5b526a93,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
5b692c0f,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
5b6cbef5,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
5d2a5c43,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
5ffb2104,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
604001fa,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
60a26a3e,15,9,9,1,0.6,0.1111111111111111,0.4888888888888889,2.11409067709301,0,0,0,arc_agi_1_eval,legacy
60c09cac,15,9,15,3,1.0,0.3333333333333333,0.6666666666666667,4.05302641289137,0,0,0,arc_agi_1_eval,legacy
626c0bcc,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
62ab2642,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
62b74c02,15,9,15,7,1.0,0.7777777777777778,0.2222222222222222,2.3353749158170363,0,0,0,arc_agi_1_eval,legacy
639f5a19,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
642248e4,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
642d658d,15,9,14,3,0.9333333333333333,0.3333333333333333,0.6000000000000001,2.8877227497245874,0,0,0,arc_agi_1_eval,legacy
64a7c07e,15,9,13,1,0.8666666666666667,0.1111111111111111,0.7555555555555555,3.4210000089583352,0,0,0,arc_agi_1_eval,legacy
66e6c45b,15,9,15,9,1.0,1.0,0.0,0.4895482253187069,0,0,0,arc_agi_1_eval,legacy
66f2d22f,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
67636eac,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
67b4a34d,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
67c52801,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
68b67ca3,15,9,15,8,1.0,0.8888888888888888,0.11111111111111116,1.6993861490970399,0,0,0,arc_agi_1_eval,legacy
692cd3b6,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
695367ec,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
696d4842,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
69889d6e,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
6a11f6da,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
6ad5bdfd,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
6df30ad6,15,9,11,2,0.7333333333333333,0.2222222222222222,0.5111111111111111,2.03688192726104,0,0,0,arc_agi_1_eval,legacy
6ea4a07e,15,9,15,6,1.0,0.6666666666666666,0.33333333333333337,2.8149479960789225,0,0,0,arc_agi_1_eval,legacy
6f473927,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
7039b2d7,15,9,15,3,1.0,0.3333333333333333,0.6666666666666667,4.05302641289137,0,0,0,arc_agi_1_eval,legacy
705a3229,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
712bf12e,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
72207abc,15,9,9,6,0.6,0.6666666666666666,-0.06666666666666665,-0.23954958670131993,0,0,0,arc_agi_1_eval,legacy
72a961c9,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
73182012,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
73c3b0d8,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
73ccf9c2,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
759f3fd3,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
762cd429,15,9,12,5,0.8,0.5555555555555556,0.24444444444444446,1.0722949803507362,0,0,0,arc_agi_1_eval,legacy
770cc55f,15,9,12,1,0.8,0.1111111111111111,0.6888888888888889,3.0075667312009937,0,0,0,arc_agi_1_eval,legacy
782b5218,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
79369cc6,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
7953d61e,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
79fb03f4,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
7bb29440,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
7c8af763,15,9,7,1,0.4666666666666667,0.1111111111111111,0.35555555555555557,1.6094379124341003,0,0,0,arc_agi_1_eval,legacy
7c9b52a0,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
7d18a6fb,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
7d1f7ee8,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
7d419a02,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
7e02026e,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
7ee1c6ea,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
817e6c09,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
81c0276b,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
833dafe3,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
845d6e51,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
84db8fc4,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
84f2aca1,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
8597cfd7,15,9,12,3,0.8,0.3333333333333333,0.46666666666666673,1.892004884219111,0,0,0,arc_agi_1_eval,legacy
85b81ff1,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
85fa5666,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
8719f442,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
88207623,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
891232d6,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
896d5239,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
8a371977,15,9,14,2,0.9333333333333333,0.2222222222222222,0.7111111111111111,3.3672958299864737,0,0,0,arc_agi_1_eval,legacy
8b28cd80,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
8ba14f53,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
8cb8642d,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
8dae5dfc,15,9,11,2,0.7333333333333333,0.2222222222222222,0.5111111111111111,2.03688192726104,0,0,0,arc_agi_1_eval,legacy
8e2edd66,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
8ee62060,15,9,11,6,0.7333333333333333,0.6666666666666666,0.06666666666666665,0.3192304301867066,0,0,0,arc_agi_1_eval,legacy
