"item","rasch_difficulty"
"arc_agi_1_eval__423a55dc",0.403273520448085
"arc_agi_1_eval__42918530",-0.754737460073497
"arc_agi_1_eval__42a15761",2.11427015984054
"arc_agi_1_eval__4364c1c4",0.801082539551851
"arc_agi_1_eval__456873bc",5.30813330128503
"arc_agi_1_eval__45737921",-6.50742452721278
"arc_agi_1_eval__45bbe264",-2.35781827854529
"arc_agi_1_eval__47996f11",5.30813330128503
"arc_agi_1_eval__48131b3c",-1.9393632595723
"arc_agi_1_eval__4852f2fa",-2.79359363252778
"arc_agi_1_eval__48f8583b",0.801082539551851
"arc_agi_1_eval__4aab4007",-3.24995041329288
"arc_agi_1_eval__4acc7107",2.11427015984054
"arc_agi_1_eval__4b6b68e5",4.07833309233538
"arc_agi_1_eval__4c177718",5.30813330128503
"arc_agi_1_eval__4cd1b7b2",-6.50742452721278
"arc_agi_1_eval__4e45f183",4.07833309233538
"arc_agi_1_eval__4e469f39",0.801082539551851
"arc_agi_1_eval__4f537728",-3.24995041329288
"arc_agi_1_eval__505fff84",-2.35781827854529
"arc_agi_1_eval__506d28a5",-3.7322645003928
"arc_agi_1_eval__50a16a69",-4.8319160435371
"arc_agi_1_eval__50aad11f",0.0140027842888444
"arc_agi_1_eval__516b51b7",2.11427015984054
"arc_agi_1_eval__5207a7b5",-1.14155416270299
"arc_agi_1_eval__5289ad53",-1.53513015398523
"arc_agi_1_eval__52fd389e",2.11427015984054
"arc_agi_1_eval__54db823b",2.63945909854169
"arc_agi_1_eval__55059096",0.0140027842888446
"arc_agi_1_eval__551d5bf1",3.26418859397227
"arc_agi_1_eval__55783887",1.21274298451582
"arc_agi_1_eval__575b1a71",-2.79359363252778
"arc_agi_1_eval__5783df64",-4.25169110495353
"arc_agi_1_eval__5833af48",1.64617936114661
"arc_agi_1_eval__58743b76",-1.53513015398523
"arc_agi_1_eval__58e15b12",4.07833309233538
"arc_agi_1_eval__59341089",-5.52718817859225
"arc_agi_1_eval__5a5a2103",0.0140027842888445
"arc_agi_1_eval__5af49b42",-0.370786576625411
"arc_agi_1_eval__5b526a93",-2.79359363252778
"arc_agi_1_eval__5b692c0f",4.07833309233538
"arc_agi_1_eval__5b6cbef5",-1.9393632595723
"arc_agi_1_eval__5d2a5c43",-2.79359363252778
"arc_agi_1_eval__5ffb2104",2.63945909854169
"arc_agi_1_eval__604001fa",1.64617936114661
"arc_agi_1_eval__60a26a3e",0.0140027842888445
"arc_agi_1_eval__60c09cac",-3.24995041329288
"arc_agi_1_eval__626c0bcc",3.26418859397227
"arc_agi_1_eval__62ab2642",3.26418859397227
"arc_agi_1_eval__62b74c02",-5.52718817859225
"arc_agi_1_eval__639f5a19",0.801082539551851
"arc_agi_1_eval__642248e4",-0.370786576625411
"arc_agi_1_eval__642d658d",-2.79359363252778
"arc_agi_1_eval__64a7c07e",-1.53513015398523
"arc_agi_1_eval__66f2d22f",-1.14155416270299
"arc_agi_1_eval__67636eac",-0.754737460073497
"arc_agi_1_eval__67b4a34d",0.0140027842888446
"arc_agi_1_eval__67c52801",0.403273520448085
"arc_agi_1_eval__68b67ca3",-6.50742452721278
"arc_agi_1_eval__692cd3b6",4.07833309233538
"arc_agi_1_eval__695367ec",-1.14155416270299
"arc_agi_1_eval__696d4842",3.26418859397227
"arc_agi_1_eval__69889d6e",1.21274298451582
"arc_agi_1_eval__6a11f6da",-0.754737460073497
"arc_agi_1_eval__6ad5bdfd",2.11427015984054
"arc_agi_1_eval__6df30ad6",-1.14155416270299
"arc_agi_1_eval__6ea4a07e",-4.8319160435371
"arc_agi_1_eval__6f473927",-1.9393632595723
"arc_agi_1_eval__7039b2d7",-3.24995041329288
"arc_agi_1_eval__705a3229",-0.754737460073497
"arc_agi_1_eval__712bf12e",5.30813330128503
"arc_agi_1_eval__72207abc",-1.9393632595723
"arc_agi_1_eval__72a961c9",-0.370786576625411
"arc_agi_1_eval__73182012",-2.79359363252778
"arc_agi_1_eval__73c3b0d8",1.21274298451582
"arc_agi_1_eval__73ccf9c2",5.30813330128503
"arc_agi_1_eval__759f3fd3",1.64617936114661
"arc_agi_1_eval__762cd429",-2.79359363252778
"arc_agi_1_eval__770cc55f",-1.14155416270299
"arc_agi_1_eval__782b5218",0.0140027842888446
"arc_agi_1_eval__79369cc6",5.30813330128503
"arc_agi_1_eval__7953d61e",0.0140027842888444
"arc_agi_1_eval__7bb29440",3.26418859397227
"arc_agi_1_eval__7c8af763",0.801082539551851
"arc_agi_1_eval__7c9b52a0",-0.370786576625411
"arc_agi_1_eval__7d18a6fb",0.0140027842888444
"arc_agi_1_eval__7d1f7ee8",-0.754737460073497
"arc_agi_1_eval__7e02026e",2.11427015984054
"arc_agi_1_eval__7ee1c6ea",-1.14155416270299
"arc_agi_1_eval__817e6c09",4.07833309233538
"arc_agi_1_eval__81c0276b",-0.754737460073497
"arc_agi_1_eval__833dafe3",0.0140027842888445
"arc_agi_1_eval__845d6e51",2.63945909854169
"arc_agi_1_eval__84db8fc4",1.21274298451582
"arc_agi_1_eval__84f2aca1",-3.7322645003928
"arc_agi_1_eval__8597cfd7",-1.9393632595723
"arc_agi_1_eval__85b81ff1",2.63945909854169
"arc_agi_1_eval__85fa5666",1.21274298451582
"arc_agi_1_eval__8719f442",2.63945909854169
"arc_agi_1_eval__88207623",1.64617936114661
"arc_agi_1_eval__8a371977",-2.35781827854529
"arc_agi_1_eval__8ba14f53",3.26418859397227
"arc_agi_1_eval__8cb8642d",3.26418859397227
"arc_agi_1_eval__8dae5dfc",-1.14155416270299
"arc_agi_1_eval__8e2edd66",-0.370786576625411
"arc_agi_1_eval__8ee62060",-2.79359363252778
"arc_agi_1_eval__8fbca751",2.63945909854169
"arc_agi_1_eval__90347967",3.26418859397227
"arc_agi_1_eval__903d1b4a",-1.53513015398523
"arc_agi_1_eval__9110e3c5",-2.35781827854529
"arc_agi_1_eval__917bccba",-2.79359363252778
"arc_agi_1_eval__929ab4e9",3.26418859397227
"arc_agi_1_eval__92e50de0",1.64617936114661
"arc_agi_1_eval__9356391f",1.21274298451582
"arc_agi_1_eval__93b4f4b3",1.21274298451582
"arc_agi_1_eval__93c31fbe",5.30813330128503
"arc_agi_1_eval__94133066",5.30813330128503
"arc_agi_1_eval__94414823",-1.14155416270299
"arc_agi_1_eval__94be5b80",-0.754737460073497
"arc_agi_1_eval__95a58926",-1.14155416270299
"arc_agi_1_eval__963f59bc",0.403273520448085
"arc_agi_1_eval__96a8c0cd",5.30813330128503
"arc_agi_1_eval__97239e3d",2.11427015984054
"arc_agi_1_eval__9772c176",4.07833309233538
"arc_agi_1_eval__981571dc",1.21274298451582
"arc_agi_1_eval__992798f6",0.0140027842888447
"arc_agi_1_eval__99306f82",-1.14155416270299
"arc_agi_1_eval__9a4bb226",-1.53513015398523
"arc_agi_1_eval__9b2a60aa",2.63945909854169
"arc_agi_1_eval__9b365c51",1.64617936114661
"arc_agi_1_eval__9b4c17c4",-1.14155416270299
"arc_agi_1_eval__9bebae7a",1.64617936114661
"arc_agi_1_eval__9c1e755f",-2.35781827854529
"arc_agi_1_eval__9c56f360",-0.754737460073497
"arc_agi_1_eval__9caba7c3",5.30813330128503
"arc_agi_1_eval__9ddd00f0",1.64617936114661
"arc_agi_1_eval__9def23fe",2.63945909854169
"arc_agi_1_eval__9f27f097",-1.14155416270299
"arc_agi_1_eval__a096bf4d",4.07833309233538
"arc_agi_1_eval__a3f84088",1.21274298451582
"arc_agi_1_eval__a406ac07",-4.25169110495353
"arc_agi_1_eval__a57f2f04",1.64617936114661
"arc_agi_1_eval__a59b95c0",-3.7322645003928
"arc_agi_1_eval__a680ac02",-0.754737460073497
"arc_agi_1_eval__a8610ef7",4.07833309233538
"arc_agi_1_eval__a934301b",1.64617936114661
"arc_agi_1_eval__aa18de87",-3.7322645003928
"arc_agi_1_eval__aa300dc3",-1.14155416270299
"arc_agi_1_eval__aa4ec2a5",5.30813330128503
"arc_agi_1_eval__aab50785",-1.9393632595723
"arc_agi_1_eval__ac0c5833",5.30813330128503
"arc_agi_1_eval__ac2e8ecf",5.30813330128503
"arc_agi_1_eval__ac3e2b04",2.63945909854169
"arc_agi_1_eval__ac605cbb",0.403273520448085
"arc_agi_1_eval__ad7e01d0",-0.754737460073497
"arc_agi_1_eval__ae58858e",-1.14155416270299
"arc_agi_1_eval__aee291af",1.21274298451582
"arc_agi_1_eval__af22c60d",-2.79359363252778
"arc_agi_1_eval__af24b4cc",-5.52718817859225
"arc_agi_1_eval__b0722778",4.07833309233538
"arc_agi_1_eval__b0f4d537",2.63945909854169
"arc_agi_1_eval__b15fca0b",4.07833309233538
"arc_agi_1_eval__b1fc8b8e",0.403273520448085
"arc_agi_1_eval__b20f7c8b",5.30813330128503
"arc_agi_1_eval__b457fec5",5.30813330128503
"arc_agi_1_eval__b4a43f3b",1.64617936114661
"arc_agi_1_eval__b7999b51",2.11427015984054
"arc_agi_1_eval__b7cb93ac",2.11427015984054
"arc_agi_1_eval__b7f8a4d8",2.11427015984054
"arc_agi_1_eval__b7fb29bc",0.403273520448085
"arc_agi_1_eval__b942fd60",4.07833309233538
"arc_agi_1_eval__ba9d41b8",1.64617936114661
"arc_agi_1_eval__baf41dbf",2.63945909854169
"arc_agi_1_eval__bb52a14b",2.11427015984054
"arc_agi_1_eval__bbb1b8b6",0.801082539551851
"arc_agi_1_eval__bc4146bd",-3.24995041329288
"arc_agi_1_eval__bcb3040b",-0.370786576625411
"arc_agi_1_eval__bd14c3bf",4.07833309233538
"arc_agi_1_eval__be03b35f",-0.754737460073497
"arc_agi_1_eval__bf32578f",3.26418859397227
"arc_agi_1_eval__bf699163",0.801082539551852
"arc_agi_1_eval__bf89d739",0.0140027842888446
"arc_agi_1_eval__c074846d",-0.370786576625411
"arc_agi_1_eval__c1990cce",2.11427015984054
"arc_agi_1_eval__c3202e5a",2.63945909854169
"arc_agi_1_eval__c35c1b4c",3.26418859397227
"arc_agi_1_eval__c48954c1",-1.9393632595723
"arc_agi_1_eval__c62e2108",3.26418859397227
"arc_agi_1_eval__c64f1187",1.21274298451582
"arc_agi_1_eval__c658a4bd",1.64617936114661
"arc_agi_1_eval__c663677b",-4.25169110495353
"arc_agi_1_eval__c7d4e6ad",-5.52718817859225
"arc_agi_1_eval__c87289bb",2.11427015984054
"arc_agi_1_eval__c8b7cc0f",-0.370786576625412
"arc_agi_1_eval__c92b942c",2.63945909854169
"arc_agi_1_eval__c97c0139",1.21274298451582
"arc_agi_1_eval__ca8de6ea",-3.7322645003928
"arc_agi_1_eval__ca8f78db",-3.24995041329288
"arc_agi_1_eval__cad67732",0.403273520448085
"arc_agi_1_eval__cb227835",0.801082539551851
"arc_agi_1_eval__ccd554ac",-3.7322645003928
"arc_agi_1_eval__cd3c21df",-1.9393632595723
"arc_agi_1_eval__ce039d91",2.63945909854169
"arc_agi_1_eval__ce8d95cc",-3.7322645003928
"arc_agi_1_eval__cf133acc",0.801082539551851
"arc_agi_1_eval__cfb2ce5a",2.11427015984054
"arc_agi_1_eval__d19f7514",-2.79359363252778
"arc_agi_1_eval__d282b262",2.11427015984054
"arc_agi_1_eval__d2acf2cb",-0.754737460073497
"arc_agi_1_eval__d304284e",0.801082539551851
"arc_agi_1_eval__d37a1ef5",-2.35781827854529
"arc_agi_1_eval__d47aa2ff",1.64617936114661
"arc_agi_1_eval__d492a647",0.403273520448085
"arc_agi_1_eval__d4b1c2b1",-2.79359363252778
"arc_agi_1_eval__d4c90558",-0.754737460073497
"arc_agi_1_eval__d56f2372",2.11427015984054
"arc_agi_1_eval__d5c634a2",4.07833309233538
"arc_agi_1_eval__d94c3b52",5.30813330128503
"arc_agi_1_eval__da2b0fe3",-2.79359363252778
"arc_agi_1_eval__dc2aa30b",2.11427015984054
"arc_agi_1_eval__dd2401ed",5.30813330128503
"arc_agi_1_eval__de493100",2.11427015984054
"arc_agi_1_eval__df8cc377",3.26418859397227
"arc_agi_1_eval__e0fb7511",2.11427015984054
"arc_agi_1_eval__e133d23d",-1.53513015398523
"arc_agi_1_eval__e1baa8a4",-5.52718817859225
"arc_agi_1_eval__e1d2900e",5.30813330128503
"arc_agi_1_eval__e2092e0c",5.30813330128503
"arc_agi_1_eval__e21a174a",0.403273520448085
"arc_agi_1_eval__e345f17b",-1.9393632595723
"arc_agi_1_eval__e4075551",-0.370786576625411
"arc_agi_1_eval__e41c6fd3",0.801082539551851
"arc_agi_1_eval__e57337a4",-3.7322645003928
"arc_agi_1_eval__e5790162",2.11427015984054
"arc_agi_1_eval__e5c44e8f",4.07833309233538
"arc_agi_1_eval__e619ca6e",5.30813330128503
"arc_agi_1_eval__e633a9e5",-4.25169110495353
"arc_agi_1_eval__e66aafb8",-0.754737460073497
"arc_agi_1_eval__e681b708",5.30813330128503
"arc_agi_1_eval__e69241bd",0.801082539551851
"arc_agi_1_eval__e74e1818",-2.35781827854529
"arc_agi_1_eval__e760a62e",0.801082539551851
"arc_agi_1_eval__e7639916",-2.35781827854529
"arc_agi_1_eval__e78887d1",2.11427015984054
"arc_agi_1_eval__e7a25a18",-3.24995041329288
"arc_agi_1_eval__e7b06bea",-1.9393632595723
"arc_agi_1_eval__e7dd8335",-3.7322645003928
"arc_agi_1_eval__e872b94a",-0.754737460073497
"arc_agi_1_eval__e88171ec",0.801082539551851
"arc_agi_1_eval__e95e3d8e",-4.8319160435371
"arc_agi_1_eval__e99362f0",0.403273520448085
"arc_agi_1_eval__e9ac8c9e",-2.35781827854529
"arc_agi_1_eval__e9b4f6fc",-2.79359363252778
"arc_agi_1_eval__e9bb6954",0.403273520448085
"arc_agi_1_eval__e9c9d9a1",-4.25169110495353
"arc_agi_1_eval__ea959feb",-2.79359363252778
"arc_agi_1_eval__ea9794b1",0.0140027842888444
"arc_agi_1_eval__ecaa0ec1",2.11427015984054
"arc_agi_1_eval__ed74f2f2",0.403273520448085
"arc_agi_1_eval__ed98d772",-1.14155416270299
"arc_agi_1_eval__ef26cbf6",-2.35781827854529
"arc_agi_1_eval__f0afb749",0.403273520448085
"arc_agi_1_eval__f0df5ff0",0.403273520448085
"arc_agi_1_eval__f21745ec",3.26418859397227
"arc_agi_1_eval__f3cdc58f",-1.53513015398523
"arc_agi_1_eval__f3e62deb",1.21274298451582
"arc_agi_1_eval__f4081712",1.21274298451582
"arc_agi_1_eval__f45f5ca7",-6.50742452721278
"arc_agi_1_eval__f5aa3634",0.801082539551852
"arc_agi_1_eval__f5c89df1",0.801082539551851
"arc_agi_1_eval__f823c43c",-2.35781827854529
"arc_agi_1_eval__f83cb3f6",-0.370786576625411
"arc_agi_1_eval__f8be4b64",5.30813330128503
"arc_agi_1_eval__f9a67cb5",3.26418859397227
"arc_agi_1_eval__f9d67f8b",5.30813330128503
"arc_agi_1_eval__fafd9572",-0.754737460073497
"arc_agi_1_eval__fb791726",-0.370786576625411
"arc_agi_1_eval__fc754716",-6.50742452721278
"arc_agi_1_eval__fd096ab6",5.30813330128503
"arc_agi_1_eval__fd4b2b02",2.63945909854169
"arc_agi_1_eval__fe9372f3",1.64617936114661
"arc_agi_1_eval__fea12743",4.07833309233538
"arc_agi_1_eval__ff72ca3e",1.21274298451582
"arc_agi_2_eval__135a2760",5.7902284484639
"arc_agi_2_eval__136b0064",3.90519773103367
"arc_agi_2_eval__142ca369",7.23158310439173
"arc_agi_2_eval__16de56c4",6.36973458692986
"arc_agi_2_eval__1818057f",2.21321366920286
"arc_agi_2_eval__1ae2feb7",3.02673723909599
"arc_agi_2_eval__20270e3b",6.36973458692986
"arc_agi_2_eval__247ef758",6.36973458692986
"arc_agi_2_eval__291dc1e1",4.92223772561874
"arc_agi_2_eval__2ba387bc",-0.900350318097715
"arc_agi_2_eval__2c181942",5.7902284484639
"arc_agi_2_eval__31f7f899",3.31024584962325
"arc_agi_2_eval__332f06d7",6.36973458692986
"arc_agi_2_eval__35ab12c3",7.23158310439173
"arc_agi_2_eval__36a08778",4.92223772561874
"arc_agi_2_eval__38007db0",1.95108020577754
"arc_agi_2_eval__3dc255db",5.7902284484639
"arc_agi_2_eval__3e6067c3",4.55883877463717
"arc_agi_2_eval__409aa875",7.23158310439173
"arc_agi_2_eval__45a5af55",0.671724332996608
"arc_agi_2_eval__4a21e3da",4.22237268214539
"arc_agi_2_eval__4c3d4a41",5.3250301583706
"arc_agi_2_eval__53fb4810",3.90519773103367
"arc_agi_2_eval__581f7754",6.36973458692986
"arc_agi_2_eval__58490d8a",0.671724332996609
"arc_agi_2_eval__58f5dbd5",2.75014519391133
"arc_agi_2_eval__5961cc34",5.7902284484639
"arc_agi_2_eval__5dbc8537",6.36973458692986
"arc_agi_2_eval__64efde09",6.36973458692986
"arc_agi_2_eval__65b59efc",4.22237268214539
"arc_agi_2_eval__67e490f4",5.7902284484639
"arc_agi_2_eval__6e453dd6",3.60228985372193
"arc_agi_2_eval__71e489b6",7.23158310439173
"arc_agi_2_eval__7491f3cf",6.36973458692986
"arc_agi_2_eval__7666fa5d",5.7902284484639
"arc_agi_2_eval__7b3084d4",6.36973458692986
"arc_agi_2_eval__7b5033c1",5.3250301583706
"arc_agi_2_eval__7c66cb00",4.92223772561874
"arc_agi_2_eval__7ed72f31",4.55883877463717
"arc_agi_2_eval__800d221b",7.23158310439173
"arc_agi_2_eval__80a900e0",5.7902284484639
"arc_agi_2_eval__8698868d",5.7902284484639
"arc_agi_2_eval__898e7135",5.7902284484639
"arc_agi_2_eval__8b9c3697",6.36973458692986
"arc_agi_2_eval__8e5c0c38",7.23158310439173
"arc_agi_2_eval__8f215267",3.60228985372193
"arc_agi_2_eval__8f3a5a89",4.22237268214539
"arc_agi_2_eval__9385bd28",7.23158310439173
"arc_agi_2_eval__97d7923e",7.23158310439173
"arc_agi_2_eval__981571dc",1.43540763204419
"arc_agi_2_eval__9aaea919",3.90519773103367
"arc_agi_2_eval__a251c730",3.60228985372193
"arc_agi_2_eval__a395ee82",3.60228985372193
"arc_agi_2_eval__a47bf94d",7.23158310439173
"arc_agi_2_eval__a6f40cea",7.23158310439173
"arc_agi_2_eval__aa4ec2a5",5.7902284484639
"arc_agi_2_eval__b0039139",6.36973458692986
"arc_agi_2_eval__b10624e5",4.22237268214539
"arc_agi_2_eval__b5ca7ac4",5.3250301583706
"arc_agi_2_eval__b99e7126",4.55883877463717
"arc_agi_2_eval__bf45cf4b",0.160387296242925
"arc_agi_2_eval__c4d067a0",2.4792868699126
"arc_agi_2_eval__c7f57c3e",6.36973458692986
"arc_agi_2_eval__cb2d8a2c",7.23158310439173
"arc_agi_2_eval__cbebaa4b",6.36973458692986
"arc_agi_2_eval__d59b0160",5.3250301583706
"arc_agi_2_eval__d8e07eb2",5.3250301583706
"arc_agi_2_eval__db0c5428",3.31024584962325
"arc_agi_2_eval__db695cfb",4.22237268214539
"arc_agi_2_eval__dbff022c",5.7902284484639
"arc_agi_2_eval__dd6b8c4b",5.7902284484639
"arc_agi_2_eval__dfadab01",7.23158310439173
"arc_agi_2_eval__e376de54",5.7902284484639
"arc_agi_2_eval__e8686506",3.90519773103367
"arc_agi_2_eval__e87109e9",6.36973458692986
"arc_agi_2_eval__edb79dae",5.7902284484639
"arc_agi_2_eval__f931b4a8",4.55883877463717
"arc_agi_2_eval__fc7cae8d",7.23158310439173
