subset_name,complexity_metric,target_metric,target_label,n,pearson_r,spearman_rho,abs_pearson_r
full_set,input_cells_total,human_difficulty_complete,Human latent difficulty,391,0.1788513432685796,0.10292141484011227,0.1788513432685796
full_set,function_count,human_difficulty_complete,Human latent difficulty,391,0.17842268722237442,0.17126733197422322,0.17842268722237442
full_set,output_cells_total,human_difficulty_complete,Human latent difficulty,391,0.16415911920075835,0.057932196141845145,0.16415911920075835
full_set,nonblank_lines,human_difficulty_complete,Human latent difficulty,391,0.159549601618165,0.146656128456703,0.159549601618165
full_set,call_count_static,human_difficulty_complete,Human latent difficulty,391,0.15467144443855615,0.1420278407107058,0.15467144443855615
full_set,token_count,human_difficulty_complete,Human latent difficulty,391,0.14891811342597697,0.1341284092512068,0.14891811342597697
full_set,halstead_volume,human_difficulty_complete,Human latent difficulty,391,0.1466785692666645,0.12964084278412974,0.1466785692666645
full_set,log1p_peak_memory_bytes,human_difficulty_complete,Human latent difficulty,391,0.1458813144523779,0.12282056635363177,0.1458813144523779
full_set,ast_node_count,human_difficulty_complete,Human latent difficulty,391,0.14321871640154485,0.12712254082744756,0.14321871640154485
full_set,log1p_python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.14206164273500604,0.13105726297423012,0.14206164273500604
full_set,log1p_branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.38206079334639564,0.2944348720312133,0.38206079334639564
full_set,log1p_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.36664379882205833,0.28044906259102,0.36664379882205833
full_set,complexity_pc1_score,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.3652783352105745,0.32034904791464824,0.3652783352105745
full_set,log1p_elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.34535606993868634,0.2914195250323876,0.34535606993868634
full_set,log1p_python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.34259093251260286,0.28253126319671773,0.34259093251260286
full_set,log1p_elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.3368443399778779,0.2761110878337044,0.3368443399778779
full_set,gzip_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.33516091667142167,0.3075638440250546,0.33516091667142167
full_set,call_count_static,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.3330085977927268,0.3200931136529767,0.3330085977927268
full_set,log1p_ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.33283733321797415,0.3081442343674225,0.33283733321797415
full_set,token_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.33067297727764944,0.31273370722836613,0.33067297727764944
gap_le_0.30,halstead_effort,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4217277092625077,0.3420089534505094,0.4217277092625077
gap_le_0.30,halstead_volume,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4179406510801532,0.34896642603641276,0.4179406510801532
gap_le_0.30,token_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.41593096193543055,0.3505078255581218,0.41593096193543055
gap_le_0.30,ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4158338928956559,0.3440990418634042,0.4158338928956559
gap_le_0.30,nonblank_lines,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4154802430205572,0.35321921714280435,0.4154802430205572
gap_le_0.30,cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.41483531010221153,0.3637254989819562,0.41483531010221153
gap_le_0.30,call_count_static,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.41065798801837633,0.33982525422646126,0.41065798801837633
gap_le_0.30,gzip_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.39553813805623267,0.33532810055052936,0.39553813805623267
gap_le_0.30,function_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3954207385562154,0.32717275586674066,0.3954207385562154
gap_le_0.30,input_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.38993870384999757,0.2568199211618449,0.38993870384999757
gap_le_0.30,log1p_peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3665287528366776,0.3977247834403039,0.3665287528366776
gap_le_0.30,complexity_pc1_score,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.356158614471403,0.33294133411948057,0.356158614471403
gap_le_0.30,log1p_elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.34908274856898586,0.3400022868069408,0.34908274856898586
gap_le_0.30,input_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3459321436521666,0.3353906160552073,0.3459321436521666
gap_le_0.30,nonblank_lines,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3415695351379112,0.3044610831516991,0.3415695351379112
gap_le_0.30,output_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.34131843630328873,0.37213337857157075,0.34131843630328873
gap_le_0.30,token_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.33795449844304165,0.30589631446370424,0.33795449844304165
gap_le_0.30,ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3352112642184761,0.2957498014174536,0.3352112642184761
gap_le_0.30,function_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3344791558677459,0.3046034416214698,0.3344791558677459
gap_le_0.30,halstead_volume,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.33427798581711465,0.3093139982047608,0.33427798581711465
gap_le_0.30,halstead_effort,human_difficulty_complete,Human latent difficulty,96,0.41753753489746587,0.3191022516416607,0.41753753489746587
gap_le_0.30,halstead_volume,human_difficulty_complete,Human latent difficulty,96,0.40384009867783266,0.3357739487644358,0.40384009867783266
gap_le_0.30,nonblank_lines,human_difficulty_complete,Human latent difficulty,96,0.4021804596116259,0.33765555845146705,0.4021804596116259
gap_le_0.30,token_count,human_difficulty_complete,Human latent difficulty,96,0.4002382868470298,0.3373294584008894,0.4002382868470298
gap_le_0.30,ast_node_count,human_difficulty_complete,Human latent difficulty,96,0.39767686731656726,0.3256993834282427,0.39767686731656726
gap_le_0.30,function_count,human_difficulty_complete,Human latent difficulty,96,0.3947085417134987,0.33262041883684446,0.3947085417134987
gap_le_0.30,call_count_static,human_difficulty_complete,Human latent difficulty,96,0.3910866202232625,0.3153403186229833,0.3910866202232625
gap_le_0.30,cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,96,0.38125296515758256,0.32738559755323277,0.38125296515758256
gap_le_0.30,gzip_bytes,human_difficulty_complete,Human latent difficulty,96,0.3744458662904155,0.32271191961622914,0.3744458662904155
gap_le_0.30,branch_node_count,human_difficulty_complete,Human latent difficulty,96,0.35846339757259493,0.30089780262971033,0.35846339757259493
gap_le_0.30,nonblank_lines,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.44030464536616615,0.38697260055005367,0.44030464536616615
gap_le_0.30,token_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4375721972912076,0.3843144982143813,0.4375721972912076
gap_le_0.30,halstead_volume,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.436030207327621,0.38610588642841936,0.436030207327621
gap_le_0.30,ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.435458632842914,0.3746446690386611,0.435458632842914
gap_le_0.30,complexity_pc1_score,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.43031591950032017,0.4069114421678096,0.43031591950032017
gap_le_0.30,halstead_effort,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.42547037124791587,0.3728532257557869,0.42547037124791587
gap_le_0.30,call_count_static,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4249620699496783,0.35730206461370795,0.4249620699496783
gap_le_0.30,gzip_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.424434200169982,0.3774883095525741,0.424434200169982
gap_le_0.30,function_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4238114021980159,0.3567794093231493,0.4238114021980159
gap_le_0.30,input_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4235851866723315,0.3584806619766978,0.4235851866723315
