metric,category,outcome,n,pearson_r,pearson_p,spearman_rho,spearman_p
peak_memory_per_input_cell,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.017946124867837625,0.7235232514922958,0.04129508934020964,0.4154784930670804
object_op_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.007077129344050188,0.8890591025557812,-0.026677352473914808,0.5989471235150685
geometry_op_count,dsl_structure,compressarc_top2_failure,391,0.20964055092903935,2.9327543659778033e-05,0.23941036749884087,1.6786995453115174e-06
bundle_opcode_count_dynamic,dynamic_execution,compressarc_top2_failure,391,0.18840854106011137,0.00017880340321431903,0.15953986351302485,0.0015514092018879793
solver_opcode_count_dynamic,dynamic_execution,compressarc_top2_failure,391,0.18840854106011137,0.00017880340321431903,0.15953986351302485,0.0015514092018879793
function_count,expanded_python_static,compressarc_top2_failure,391,0.18038350998530858,0.0003372298476647977,0.18631077260534726,0.00021159916930388193
nonblank_lines,expanded_python_static,compressarc_top2_failure,391,0.16903449947275437,0.0007910158917586662,0.1667926042619675,0.0009303906695800336
call_count_static,expanded_python_static,compressarc_top2_failure,391,0.16839938654115227,0.0008284003981442059,0.16384743994457887,0.00114797377133665
named_call_count,dsl_structure,compressarc_top2_failure,391,0.1659143273944275,0.0009909206152427321,0.1244852476740521,0.01376861919431206
token_count,expanded_python_static,compressarc_top2_failure,391,0.16064203637501132,0.001437353467590288,0.15887246525011153,0.0016244496686134977
assignment_count,dsl_structure,compressarc_top2_failure,391,0.1596993360103956,0.0015344083323656865,0.12242737773306586,0.015426337118434429
ast_call_count,dsl_structure,compressarc_top2_failure,391,0.1596993360103956,0.0015344083323656865,0.12242737773306586,0.015426337118434429
temp_var_count,dsl_structure,compressarc_top2_failure,391,0.1596993360103956,0.0015344083323656865,0.12242737773306586,0.015426337118434429
source_line_count,python_static,compressarc_top2_failure,391,0.1596993360103956,0.0015344083323656865,0.12242737773306586,0.015426337118434429
assignment_count,dsl_structure,compressarc_top2_first_correct_step,150,0.2643900605777588,0.0010777842673767753,0.3144063698966792,8.917509649163911e-05
ast_call_count,dsl_structure,compressarc_top2_first_correct_step,150,0.2643900605777588,0.0010777842673767753,0.3144063698966792,8.917509649163911e-05
temp_var_count,dsl_structure,compressarc_top2_first_correct_step,150,0.2643900605777588,0.0010777842673767753,0.3144063698966792,8.917509649163911e-05
source_line_count,python_static,compressarc_top2_first_correct_step,150,0.2643900605777588,0.0010777842673767753,0.3144063698966792,8.917509649163911e-05
max_dependency_depth,dsl_structure,compressarc_top2_first_correct_step,150,0.2634910552308088,0.0011225358424970468,0.2809322132179629,0.0004970889862332748
named_call_count,dsl_structure,compressarc_top2_first_correct_step,150,0.2556443470345505,0.0015916346003913503,0.3046959883175686,0.00014999302475602588
dsl_complexity_pc1,composite,compressarc_top2_first_correct_step,150,0.2552222027238935,0.001621330926104099,0.328273323424679,4.111597556179376e-05
bundle_distinct_function_count_dynamic,dynamic_execution,compressarc_top2_first_correct_step,150,0.252440652248386,0.001829959932250676,0.3274931267813216,4.298971010647996e-05
dsl_distinct_function_count_dynamic,dynamic_execution,compressarc_top2_first_correct_step,150,0.252440652248386,0.001829959932250676,0.3274931267813216,4.298971010647996e-05
distinct_primitive_count,dsl_structure,compressarc_top2_first_correct_step,150,0.2218172370715802,0.0063711985836091955,0.2366893287607528,0.0035438729838184516
set_op_count,dsl_structure,compressarc_top2_first_correct_step,150,0.220873238803809,0.006604927091495901,0.23102451077659125,0.004449881603909648
bundle_opcode_count_dynamic,dynamic_execution,compressarc_top2_first_correct_step,150,0.2160246958029353,0.007929805013167328,0.2893897646869651,0.0003283964716923553
peak_memory_bytes,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.12697962015068406,0.011970913246457009,-0.00032138440651992815,0.9949457390496204
elapsed_ms_per_output_cell,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.06732134835902777,0.18403313170921562,-0.06875905826258154,0.17482072295751444
bundle_python_calls_per_example,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.05589143589380375,0.27024210441365815,-0.00987937828735904,0.8456032568542551
dsl_python_call_count_dynamic,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.055702146191715214,0.2718703765165718,-0.038305739160539365,0.45006952164043923
bundle_python_call_count_dynamic,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.05570208067177953,0.2718709412757439,-0.038260561465520405,0.45060446324002346
elapsed_ms_total,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.05566428456498661,0.27219686400704524,-0.015951998747315687,0.7531865237860437
elapsed_ms_per_example,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.05559792870456698,0.2727697068960029,5.5284543796211316e-05,0.9991305604389962
elapsed_ms_per_input_cell,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.05413936748550924,0.28556897576239276,0.0053929955068381516,0.9153451775236462
peak_memory_per_input_cell,dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.032466185974627346,0.522113669855852,0.027279135952983792,0.590726810139375
log1p_branch_opcode_count_dynamic,expanded_dynamic_execution,compressarc_top2_fraction_correct_steps,391,0.030786572468942966,0.5438775217649219,-0.019817341619643512,0.6960586785158581
output_cells_total,task_shape,compressarc_top2_fraction_correct_steps,391,0.009132868902442401,0.8571397254062284,0.03390248918064891,0.5038628607502724
test_pairs,task_shape,compressarc_top2_fraction_correct_steps,391,0.008957375372931812,0.859856296228144,0.042018358558556235,0.407350531001091
