subset_family,subset_name,target_metric,target_label,n,human_mean_solve_rate,gpt_mean_pair_rate,claude_mean_pair_rate,pooled_mean_pair_rate,mean_human_pooled_gap,pc1_pearson_r,pc1_spearman_rho,best_metric,best_metric_category,best_metric_pearson_r,best_metric_spearman_rho,best_metric_human_pearson_r,best_metric_human_spearman_rho,best_metric_williams_p_vs_human
matched_pooled_gap,gap_le_0.20,gpt_pair_difficulty,GPT pair-level smoothed difficulty,68,0.7646799601327465,0.7426470588235294,0.8382352941176471,0.7904411764705882,0.08149466202871775,0.3464064716655651,0.3383739608132221,halstead_difficulty,python_static,0.38812087917336435,0.3952532673626942,0.30760028456735056,0.20911739792554698,0.2788160875274761
matched_pooled_gap,gap_le_0.20,claude_pair_difficulty,Claude pair-level smoothed difficulty,68,0.7646799601327465,0.7426470588235294,0.8382352941176471,0.7904411764705882,0.08149466202871775,0.2621587631816888,0.17829685568243916,max_dependency_depth,dsl_structure,0.3520473952195883,0.20091309459739867,0.38823731090436786,0.19163571839183385,0.6314466169142353
matched_pooled_gap,gap_le_0.20,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,68,0.7646799601327465,0.7426470588235294,0.8382352941176471,0.7904411764705882,0.08149466202871775,0.34987926932596825,0.3321227440553072,max_dependency_depth,dsl_structure,0.4123948487190788,0.2966828354725685,0.38823731090436786,0.19163571839183385,0.6434321734454318
matched_pooled_gap,gap_le_0.25,human_difficulty_complete,Human latent difficulty,80,0.7502580332679016,0.71875,0.8375,0.778125,0.10518087175981912,0.32124455778056726,0.2900375058602907,max_dependency_depth,dsl_structure,0.40376090496091277,0.266987126684907,,,
matched_pooled_gap,gap_le_0.25,gpt_pair_difficulty,GPT pair-level smoothed difficulty,80,0.7502580332679016,0.71875,0.8375,0.778125,0.10518087175981912,0.3843391854986214,0.3461808407611402,max_dependency_depth,dsl_structure,0.4208611089971686,0.34651976980805144,0.40376090496091277,0.266987126684907,0.814582973803466
matched_pooled_gap,gap_le_0.25,claude_pair_difficulty,Claude pair-level smoothed difficulty,80,0.7502580332679016,0.71875,0.8375,0.778125,0.10518087175981912,0.2855425138209744,0.17881116407282124,input_cells_total,task_shape,0.4537687366522323,0.2748818054765121,0.38335496592317597,0.29351067140032117,0.2996651615576314
matched_pooled_gap,gap_le_0.25,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,80,0.7502580332679016,0.71875,0.8375,0.778125,0.10518087175981912,0.38888198448664935,0.3444291613617531,input_cells_total,task_shape,0.48570517893019766,0.3660601783265644,0.38335496592317597,0.29351067140032117,0.050080720640900564
matched_pooled_gap,gap_le_0.30,human_difficulty_complete,Human latent difficulty,91,0.7288264479560026,0.6758241758241759,0.8131868131868132,0.7445054945054945,0.12671779733665214,0.34882930005656515,0.3276317885013537,max_dependency_depth,dsl_structure,0.4461668254405557,0.32483646731724974,,,
matched_pooled_gap,gap_le_0.30,gpt_pair_difficulty,GPT pair-level smoothed difficulty,91,0.7288264479560026,0.6758241758241759,0.8131868131868132,0.7445054945054945,0.12671779733665214,0.4166171698170811,0.3906652656341415,max_dependency_depth,dsl_structure,0.4504664712480839,0.37300170567161717,0.4461668254405557,0.32483646731724974,0.9537812865013326
matched_pooled_gap,gap_le_0.30,claude_pair_difficulty,Claude pair-level smoothed difficulty,91,0.7288264479560026,0.6758241758241759,0.8131868131868132,0.7445054945054945,0.12671779733665214,0.3253345440243489,0.2412262820090752,max_dependency_depth,dsl_structure,0.4233362783802157,0.283353769058041,0.4461668254405557,0.32483646731724974,0.6979128024215111
matched_pooled_gap,gap_le_0.30,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,91,0.7288264479560026,0.6758241758241759,0.8131868131868132,0.7445054945054945,0.12671779733665214,0.43404817537845347,0.402492314089967,max_dependency_depth,dsl_structure,0.5044517093591243,0.3885145046882738,0.4461668254405557,0.32483646731724974,0.2463425634919338
matched_pooled_gap,gap_le_0.35,human_difficulty_complete,Human latent difficulty,116,0.7084351277344745,0.5991379310344828,0.7586206896551724,0.6788793103448276,0.1688498931968809,0.34859427376910646,0.32931995540691195,prim_lbind_count,dsl_primitive_usage,0.41721196049070736,0.013470608270472592,,,
matched_pooled_gap,gap_le_0.35,gpt_pair_difficulty,GPT pair-level smoothed difficulty,116,0.7084351277344745,0.5991379310344828,0.7586206896551724,0.6788793103448276,0.1688498931968809,0.3610494916171304,0.3338455517481181,input_cells_total,task_shape,0.37032621717487846,0.37819580218482846,0.3456683639390688,0.2237771812486467,0.7426795690036749
matched_pooled_gap,gap_le_0.35,claude_pair_difficulty,Claude pair-level smoothed difficulty,116,0.7084351277344745,0.5991379310344828,0.7586206896551724,0.6788793103448276,0.1688498931968809,0.35095952815657244,0.28997082356551307,input_cells_total,task_shape,0.3848406239725798,0.2579614875561339,0.3456683639390688,0.2237771812486467,0.5001694923396927
matched_pooled_gap,gap_le_0.35,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,116,0.7084351277344745,0.5991379310344828,0.7586206896551724,0.6788793103448276,0.1688498931968809,0.4165678836153798,0.3813241999228737,input_cells_total,task_shape,0.435844934296255,0.3931806183347459,0.3456683639390688,0.2237771812486467,0.08732277815401782
matched_pooled_gap,gap_le_0.40,human_difficulty_complete,Human latent difficulty,132,0.7021558446840589,0.5265151515151515,0.7348484848484849,0.6306818181818182,0.19388397190859744,0.31226245322476526,0.26906962061642653,prim_lbind_count,dsl_primitive_usage,0.43086404864086036,0.03882965484838701,,,
matched_pooled_gap,gap_le_0.40,gpt_pair_difficulty,GPT pair-level smoothed difficulty,132,0.7021558446840589,0.5265151515151515,0.7348484848484849,0.6306818181818182,0.19388397190859744,0.3626032313049209,0.3294942559836825,mean_line_length,python_static,0.369215950168193,0.35356105793247306,0.22673590479486602,0.20584770657127885,0.06579226117945931
matched_pooled_gap,gap_le_0.40,claude_pair_difficulty,Claude pair-level smoothed difficulty,132,0.7021558446840589,0.5265151515151515,0.7348484848484849,0.6306818181818182,0.19388397190859744,0.31938742661213093,0.24419646136827952,halstead_difficulty,python_static,0.3614422672245768,0.35298289340161826,0.3669123242226328,0.3402327613201931,0.9143396246477801
matched_pooled_gap,gap_le_0.40,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,132,0.7021558446840589,0.5265151515151515,0.7348484848484849,0.6306818181818182,0.19388397190859744,0.40269479901775806,0.35956938283113693,input_cells_total,task_shape,0.402996717456319,0.3794384511503494,0.3194655086760708,0.21352935755947855,0.11061224823906846
matched_pooled_gap,gap_le_0.45,human_difficulty_complete,Human latent difficulty,148,0.6989084841810648,0.4966216216216216,0.7162162162162162,0.606418918918919,0.21918352057452206,0.32813116460693526,0.28893857561163416,prim_lbind_count,dsl_primitive_usage,0.43451828283687444,0.14037282016446367,,,
matched_pooled_gap,gap_le_0.45,gpt_pair_difficulty,GPT pair-level smoothed difficulty,148,0.6989084841810648,0.4966216216216216,0.7162162162162162,0.606418918918919,0.21918352057452206,0.37840305803266083,0.344886403396686,dsl_complexity_pc1,composite,0.37840305803266083,0.344886403396686,0.32813116460693526,0.28893857561163416,0.5078240765621163
matched_pooled_gap,gap_le_0.45,claude_pair_difficulty,Claude pair-level smoothed difficulty,148,0.6989084841810648,0.4966216216216216,0.7162162162162162,0.606418918918919,0.21918352057452206,0.3254671697957529,0.257874758754077,halstead_difficulty,python_static,0.35859008283374766,0.3576116198997636,0.39148704841526355,0.39014366959314234,0.5047762780921199
matched_pooled_gap,gap_le_0.45,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,148,0.6989084841810648,0.4966216216216216,0.7162162162162162,0.606418918918919,0.21918352057452206,0.41754098480947494,0.37187426882118074,dsl_complexity_pc1,composite,0.41754098480947494,0.37187426882118074,0.32813116460693526,0.28893857561163416,0.09295068879114954
matched_pooled_gap,gap_le_0.50,human_difficulty_complete,Human latent difficulty,180,0.7077599388451715,0.45,0.6805555555555556,0.5652777777777778,0.26836991826363055,0.34966626001653617,0.3236149263866168,prim_fork_count,dsl_primitive_usage,0.5316217431835565,0.6387029002875271,,,
matched_pooled_gap,gap_le_0.50,gpt_pair_difficulty,GPT pair-level smoothed difficulty,180,0.7077599388451715,0.45,0.6805555555555556,0.5652777777777778,0.26836991826363055,0.39813646573264366,0.36473837108001644,mean_line_length,python_static,0.4099964144873849,0.39286355399195116,0.22503597581540655,0.20405431494592896,0.013846026507754067
matched_pooled_gap,gap_le_0.50,claude_pair_difficulty,Claude pair-level smoothed difficulty,180,0.7077599388451715,0.45,0.6805555555555556,0.5652777777777778,0.26836991826363055,0.3340709319737822,0.2711599904009976,prim_fork_count,dsl_primitive_usage,0.5629589514314094,0.5856975660735118,0.5316217431835565,0.6387029002875271,0.7753219349888709
matched_pooled_gap,gap_le_0.50,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,180,0.7077599388451715,0.45,0.6805555555555556,0.5652777777777778,0.26836991826363055,0.43985742162035174,0.38984136670324415,prim_fork_count,dsl_primitive_usage,0.4967235665984143,0.5546848659147223,0.5316217431835565,0.6387029002875271,0.7740566267508315
