task_id,source_bytes_x,total_lines_x,comment_lines_x,comprehension_count_x,return_count_x,name_load_count_x,constant_count_x,assignment_node_count_x,max_line_length_x,mean_line_length_x,halstead_distinct_operators_x,halstead_distinct_operands_x,halstead_total_operators_x,halstead_total_operands_x,halstead_vocabulary_x,halstead_length_x,halstead_difficulty_x,source_line_count,assignment_count,temp_var_count,ast_call_count,named_call_count,closure_call_count,distinct_primitive_count,max_dependency_depth,max_fan_in,higher_order_count,object_op_count,selection_op_count,geometry_op_count,set_op_count,decision_op_count,direct_primitive_names,prim_vmirror_count,prim_hmirror_count,prim_dmirror_count,prim_rot180_count,prim_upscale_count,prim_hconcat_count,prim_replace_count,prim_crop_count,prim_switch_count,prim_rot270_count,prim_vconcat_count,prim_downscale_count,prim_tojvec_count,prim_canvas_count,prim_mostcolor_count,prim_first_count,prim_hsplit_count,prim_objects_count,prim_subgrid_count,prim_delta_count,prim_fill_count,prim_ofcolor_count,prim_move_count,prim_argmin_count,prim_partition_count,prim_argmax_count,prim_colorcount_count,prim_subtract_count,prim_leastcolor_count,prim_bottomhalf_count,prim_frontiers_count,prim_merge_count,prim_decrement_count,prim_numcolors_count,prim_mapply_count,prim_underfill_count,prim_branch_count,prim_portrait_count,prim_rbind_count,prim_vsplit_count,prim_equality_count,prim_compose_count,prim_extract_count,prim_fork_count,prim_cover_count,prim_sizefilter_count,prim_fgpartition_count,prim_paint_count,prim_apply_count,prim_colorfilter_count,prim_mfilter_count,prim_rot90_count,prim_trim_count,prim_color_count,prim_asindices_count,prim_lefthalf_count,prim_tophalf_count,prim_shape_count,prim_last_count,prim_palette_count,prim_compress_count,prim_valmin_count,prim_intersection_count,prim_shift_count,prim_cellwise_count,prim_righthalf_count,prim_combine_count,prim_inbox_count,prim_astuple_count,prim_shoot_count,prim_size_count,prim_lbind_count,prim_matcher_count,prim_sfilter_count,prim_cmirror_count,prim_difference_count,prim_other_count,prim_hupscale_count,prim_vupscale_count,prim_halve_count,prim_height_count,prim_width_count,prim_power_count,prim_gravitate_count,prim_mostcommon_count,prim_totuple_count,prim_dedupe_count,prim_remove_count,prim_backdrop_count,prim_product_count,prim_interval_count,prim_mpapply_count,prim_order_count,prim_chain_count,prim_asobject_count,prim_recolor_count,prim_dneighbors_count,prim_insert_count,prim_toindices_count,prim_greater_count,prim_neighbors_count,prim_lrcorner_count,prim_ulcorner_count,prim_increment_count,prim_sign_count,prim_contained_count,prim_normalize_count,prim_leastcommon_count,prim_add_count,prim_connect_count,prim_pair_count,prim_papply_count,prim_prapply_count,prim_initset_count,prim_valmax_count,prim_index_count,prim_center_count,prim_underpaint_count,prim_urcorner_count,prim_box_count,prim_position_count,prim_repeat_count,prim_divide_count,prim_occurrences_count,prim_hfrontier_count,prim_vfrontier_count,prim_hperiod_count,prim_multiply_count,prim_lowermost_count,prim_toobject_count,prim_double_count,prim_vline_count,prim_invert_count,prim_crement_count,prim_leftmost_count,prim_toivec_count,prim_uppermost_count,prim_positive_count,prim_outbox_count,prim_llcorner_count,prim_maximum_count,prim_minimum_count,prim_vperiod_count,prim_vmatching_count,prim_even_count,prim_rightmost_count,prim_rapply_count,prim_hline_count,prim_corners_count,prim_flip_count,prim_centerofmass_count,prim_both_count,status,train_pairs,test_pairs,example_count,elapsed_ms_per_example,current_memory_bytes_x,solver_opcode_count_dynamic,dsl_opcode_count_dynamic,primitives_opcode_count_dynamic,bundle_opcode_count_dynamic,solver_branch_opcode_count_dynamic,dsl_branch_opcode_count_dynamic,primitives_branch_opcode_count_dynamic,bundle_branch_opcode_count_dynamic,solver_python_call_count_dynamic,dsl_python_call_count_dynamic,primitives_python_call_count_dynamic,bundle_python_call_count_dynamic,solver_distinct_function_count_dynamic,dsl_distinct_function_count_dynamic,primitives_distinct_function_count_dynamic,bundle_distinct_function_count_dynamic,elapsed_ms_per_output_cell,bundle_opcode_per_input_cell,bundle_opcode_per_output_cell,bundle_branch_opcode_per_input_cell,bundle_python_calls_per_example,peak_memory_per_input_cell,dsl_complexity_pc1,human_difficulty_complete,human_difficulty_complete_solve_rate,human_difficulty_complete_n_people,human_difficulty_all,gpt_solved,gpt_solved_pair_mean,claude_solved,claude_solved_pair_mean,icecuber_solved,icecuber_solved_pair_mean,gpt_failure,claude_failure,icecuber_failure,llm_success_count,llm_pooled_difficulty,gpt_pair_successes,claude_pair_successes,icecuber_pair_successes,pooled_pair_successes,gpt_pair_difficulty,claude_pair_difficulty,icecuber_pair_difficulty,pooled_pair_difficulty,llm_pair_mean_rate,llm_pair_failure,human_gpt_pair_gap,human_claude_pair_gap,human_llm_pair_gap,human_ice_pair_gap,source_bytes_y,total_lines_y,nonblank_lines,comment_lines_y,token_count,ast_node_count,function_count,call_count_static,comprehension_count_y,branch_node_count,return_count_y,name_load_count_y,constant_count_y,assignment_node_count_y,cyclomatic_complexity,max_nesting_depth,max_line_length_y,mean_line_length_y,gzip_bytes,halstead_distinct_operators_y,halstead_distinct_operands_y,halstead_total_operators_y,halstead_total_operands_y,halstead_vocabulary_y,halstead_length_y,halstead_volume,halstead_difficulty_y,halstead_effort,dynamic_status,input_cells_total,output_cells_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes_y,opcode_per_input_cell,elapsed_ms_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,distinct_function_count_dynamic,expanded_source_bytes,expanded_function_inventory_count,expanded_constant_count,expanded_function_inventory,expanded_constant_inventory,complexity_pc1_score,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity,nemotron_solved,nemotron_solved_pair_mean,nemotron_status,nemotron_has_artifact,nemotron_error_flag,gemma_solved,gemma_solved_pair_mean,gemma_status,gemma_has_artifact,gemma_error_flag,nemotron_failure,nemotron_pair_successes,nemotron_pair_difficulty,gemma_failure,gemma_pair_successes,gemma_pair_difficulty,llm4_available_models,llm4_success_count,llm4_task_difficulty,llm4_pair_available_models,llm4_pair_successes,llm4_pair_total,llm4_pair_difficulty,llm4_pair_mean_rate,llm4_pair_failure,human_llm4_pair_gap,llm4_common_mask,gemini_solved,gemini_solved_pair_mean,gemini_status,gemini_has_artifact,gemini_error_flag,gemini_failure,gemini_pair_successes,gemini_pair_difficulty,llm5_available_models,llm5_success_count,llm5_task_difficulty,llm5_pair_available_models,llm5_pair_successes,llm5_pair_total,llm5_pair_difficulty,llm5_pair_mean_rate,human_llm5_pair_gap
1caeab9d,301,12,0,0,1,43,0,10,37,24.166667,6.0,29.0,46.0,46.0,35.0,92.0,4.758620689655173,12,10,9,10,10,0,10,7,2,3,2,0,0,1,0,chain|cover|fork|lbind|lowermost|mapply|merge|objects|ofcolor|paint,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.65215,9634,153,0,0,153,0,0,0,0,4,1189,0,1193,1,24,0,25,0.0086953333333333,0.51,0.51,0.0,298.25,81.55333333333333,0.3259125224781309,0.2862671386276106,0.6944444444444444,36,0.2738659523815623,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.6944444444444444,4855,184,165,1,1371,1254,17,81,13,21,24,367,46,32,47,5,103,25.38587,1564,29.0,141.0,613.0,502.0,170.0,1115.0,8261.470893793537,51.6241134751773,426491.110893072,ok,300,300,77.5134,77.5134,46687,10533,1193,24610,9522,155.6233333333333,0.258378,35.11,3.9766666666666666,25,4855,16,2,add|merge|chain|lbind|fork|apply|mapply|mostcolor|asindices|ofcolor|toindices|objects|lowermost|fill|paint|cover,T|ONE,1.2146429988124736,10.751242451322511,9.262363400043334,7.085064293952548,4.36326931085761,4.36326931085761,10.11094877644823,7.134890851565884,3.871201010907891,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.6944444444444444,1,0,0.0,error,1,1,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.6944444444444444
1cf80156,106,5,0,0,1,14,0,3,28,20.4,6.0,10.0,17.0,17.0,16.0,34.0,5.1,5,3,2,3,3,0,3,3,1,0,2,1,0,0,0,first|objects|subgrid,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.96005,12648,51,0,0,51,0,0,0,0,4,1108,0,1112,1,19,0,20,0.05486,0.0944444444444444,0.7285714285714285,0.0,278.0,48.17777777777778,-6.971475578515928,-0.699541976061104,0.9090909090909092,11,-0.805582909689176,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.0909090909090908,4126,158,140,1,1124,1004,17,67,10,19,26,278,50,17,37,5,103,25.113924,1289,28.0,111.0,502.0,398.0,139.0,900.0,6407.046965451157,50.1981981981982,321622.2134368815,ok,540,70,61.7386,61.7386,37842,8539,1112,25828,11900,70.07777777777778,0.1143307407407407,15.812962962962963,2.05925925925926,20,4126,16,1,add|first|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid,T,0.307032410980442,10.54120130120716,9.052516286782616,7.014814351275545,4.138976888200526,4.138976888200526,10.159253170667592,6.912742820493176,3.6375861597263857,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.9090909090909092,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.7090909090909092
1e0a9b12,127,6,0,0,1,15,0,4,31,20.333333,6.0,13.0,18.0,18.0,19.0,36.0,4.153846153846153,6,4,3,4,4,0,4,3,2,1,0,0,2,1,0,apply|rbind|rot270|rot90,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.1275,7838,57,0,0,57,0,0,0,0,4,230,0,234,1,8,0,9,0.005,0.5588235294117647,0.5588235294117647,0.0,58.5,92.37254901960785,-7.001599450209532,-0.5029942387771051,0.8055555555555556,36,-0.5151144016837959,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.1944444444444444,1007,41,36,1,284,229,5,15,3,2,7,58,10,5,6,2,68,23.560976,451,19.0,44.0,127.0,98.0,63.0,225.0,1344.8879827874812,21.159090909090907,28456.6070903442,ok,102,102,2.2211,2.2211,1365,136,234,8842,6610,13.382352941176473,0.0217754901960784,1.3333333333333333,2.294117647058824,9,1007,4,0,rbind|apply|rot90|rot270,,-7.301168015368554,7.219642040130735,4.919980925828125,5.459585514144159,1.1697229161260625,1.1697229161260625,9.087381464575737,5.438079308923196,1.9459101490553128,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.8055555555555556,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.6055555555555556
1e32b0e9,874,33,0,0,1,122,0,31,36,25.515152,6.0,68.0,125.0,125.0,74.0,250.0,5.514705882352941,33,31,30,31,31,0,23,12,2,4,4,3,1,8,0,apply|asobject|astuple|compose|crop|difference|divide|extract|first|height|initset|interval|lbind|mapply|matcher|mostcolor|palette|papply|partition|product|subtract|totuple|underfill,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,1.0,,,2.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,1.517375,48813,450,0,0,450,0,0,0,0,4,3142,0,3146,1,33,0,34,0.0052504325259515,0.3892733564013841,0.3892733564013841,0.0,786.5,58.59256055363322,9.524045108623588,-0.7636072342463682,1.0,8,-0.383856620538923,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,1.0,1.0,1.0,0.0,6479,267,234,1,1837,1642,28,108,19,17,41,490,65,42,53,3,103,23.265918,1952,27.0,180.0,803.0,675.0,207.0,1478.0,11370.973723184004,50.625,575655.5447361901,ok,1156,1156,84.3337,84.3337,59901,16155,3146,61146,38922,51.8174740484429,0.0729530276816609,13.97491349480969,2.721453287197232,34,6479,27,5,subtract|divide|difference|merge|initset|extract|totuple|first|interval|astuple|product|compose|matcher|lbind|apply|mapply|papply|mostcolor|height|crop|toindices|partition|uppermost|lowermost|palette|asobject|underfill,ZERO|ONE|TWO|THREE|ORIGIN,2.4306927478497267,11.000465172527775,9.690046776683303,8.054204897064407,4.446569452677221,4.446569452677221,11.021036080222563,7.404279118037268,3.9889840465642745,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,1.0,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,1.0
1f0c79e5,467,18,0,0,1,65,0,16,37,25.0,6.0,41.0,68.0,68.0,47.0,136.0,4.975609756097561,18,16,15,16,16,0,15,11,2,2,0,2,1,3,0,apply|combine|compose|interval|invert|lbind|leastcolor|mapply|ofcolor|paint|prapply|recolor|replace|shift|ulcorner,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,passed,4,1,5,0.8072,27252,296,0,0,296,0,0,0,0,5,2030,0,2035,1,22,0,23,0.0099654320987654,0.7308641975308642,0.7308641975308642,0.0,407.0,104.68148148148148,3.5987101614853145,2.0313290463665066,0.1666666666666666,6,2.315246205212831,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,4031,167,145,1,1131,997,18,67,14,11,24,301,32,26,32,2,103,23.137725,1386,23.0,141.0,490.0,418.0,164.0,908.0,6680.65722019322,34.09219858156028,227758.29260616176,ok,405,405,60.1866,60.1866,39790,9591,2035,38958,22742,98.24691358024693,0.1486088888888888,23.68148148148148,5.024691358024692,23,4031,17,4,invert|combine|merge|interval|compose|lbind|apply|mapply|prapply|leastcolor|ofcolor|ulcorner|toindices|recolor|shift|paint|replace,ZERO|ONE|TWO|NINE,0.1622380103831093,10.591396035047872,9.16868469670735,7.618742377670413,4.113928211295933,4.113928211295933,10.57026509007593,6.905753276311464,3.49650756146648,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.1666666666666666,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.1666666666666666
1f642eb9,280,11,0,0,1,39,0,9,34,24.545455,6.0,28.0,42.0,42.0,34.0,84.0,4.5,11,9,8,9,9,0,9,9,2,3,2,1,0,2,0,compose|difference|first|fork|mapply|objects|paint|rbind|sizefilter,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,2.788425,8803,138,0,0,138,0,0,0,0,4,9098,0,9102,1,31,0,32,0.02788425,0.345,0.345,0.0,2275.5,62.7075,0.514215073975867,-0.2844426479024163,0.8333333333333334,6,-0.2921760489047694,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,4141,161,143,1,1159,1046,15,64,10,17,20,305,40,29,39,5,103,24.720497,1428,30.0,133.0,513.0,425.0,163.0,938.0,6893.107008668751,47.93233082706767,330402.6855658894,ok,400,400,187.554,187.554,114489,22854,9102,26536,10088,286.2225,0.468885,57.135,22.755,32,4141,14,3,add|difference|merge|first|compose|rbind|fork|apply|mapply|mostcolor|sizefilter|asindices|objects|paint,F|T|ONE,1.4138537208372826,11.648242761917858,10.036925190765844,9.116359308505288,5.239384438011296,5.239384438011296,10.186295264571648,6.953684210870537,3.688879454113936,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.8333333333333334,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.6333333333333333
1f85a75f,113,5,0,0,1,15,0,3,28,21.8,6.0,11.0,18.0,18.0,17.0,36.0,4.909090909090909,5,3,2,3,3,0,3,3,1,0,2,1,0,0,0,argmax|objects|subgrid,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,2,1,3,4.5221,13766,36,0,0,36,0,0,0,0,3,4178,0,4181,1,20,0,21,0.3391575,0.0133333333333333,0.9,0.0,1393.6666666666667,33.98444444444444,-6.077733467862878,0.3209315673574578,0.7777777777777778,9,0.1563435840905001,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,4170,159,141,1,1132,1009,17,66,10,19,26,280,50,17,37,5,103,25.226415,1319,28.0,114.0,505.0,402.0,142.0,907.0,6484.820637390747,49.368421052631575,320145.35567750107,ok,2700,40,415.0688,415.0688,247369,52213,4181,92030,13510,91.61814814814817,0.1537291851851852,19.338148148148147,1.5485185185185186,21,4170,16,1,add|argmax|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid,T,1.6624600160221774,12.418640470472198,10.86310593714546,8.338544879988579,6.03085063120212,6.03085063120212,11.429880755795818,6.917705609835305,3.6375861597263857,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.7777777777777778,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.5777777777777777
1f876c06,225,9,0,0,1,30,0,7,33,24.111111,6.0,22.0,33.0,33.0,28.0,66.0,4.5,9,7,6,7,7,0,6,5,2,4,1,0,0,1,0,compose|fgpartition|fork|mapply|paint|power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.455375,7279,105,0,0,105,0,0,0,0,4,678,0,682,1,18,0,19,0.00455375,0.2625,0.2625,0.0,170.5,42.8575,-2.457542150244638,-0.2910445434300476,0.7777777777777778,36,-0.3032650785674836,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,2422,95,83,1,637,554,11,39,10,5,13,170,16,12,22,2,103,24.494737,908,23.0,90.0,275.0,235.0,113.0,510.0,3478.291270831746,30.02777777777778,104445.35732691993,ok,400,400,40.7091,40.7091,27146,8605,682,20158,10342,67.865,0.10177275,21.5125,1.705,19,2422,10,1,merge|compose|power|fork|apply|mapply|mostcolor|fgpartition|palette|paint,TWO,-2.1912068409291385,10.209021822019244,9.060214913398545,6.52649485957079,3.7307193304167168,3.7307193304167168,9.911406117780423,6.318968113746434,3.1354942159291497,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.7777777777777778,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.5777777777777777
1fad071e,297,12,0,0,1,42,0,10,29,23.833333,6.0,27.0,45.0,45.0,33.0,90.0,5.0,12,10,9,10,10,0,8,8,2,0,3,0,3,0,0,astuple|canvas|colorfilter|hconcat|objects|size|sizefilter|subtract,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.486075,8280,156,0,0,156,0,0,0,0,4,591,0,595,1,12,0,13,0.097215,0.4814814814814814,7.8,0.0,148.75,72.96296296296296,-1.3653256179193565,-0.502990380418559,0.8055555555555556,36,-0.5151509084390937,0,0.0,1,1.0,1,1.0,1,0,0,1,-0.0,0.0,1.0,1.0,1.0,1.0986122886681098,-1.0986122886681098,-1.0986122886681098,-0.0,0.5,0.5,0.8055555555555556,0.1944444444444444,0.3055555555555556,0.1944444444444444,3656,145,127,1,1078,1003,12,56,9,17,19,285,50,29,39,5,103,24.213793,1255,28.0,111.0,486.0,393.0,139.0,879.0,6257.549202923963,49.567567567567565,310171.4929233121,ok,324,20,75.479,75.479,42561,8599,595,24164,8508,131.36111111111111,0.2329598765432098,26.540123456790123,1.83641975308642,13,3656,11,6,add|subtract|size|astuple|mostcolor|colorfilter|sizefilter|asindices|objects|hconcat|canvas,F|T|ZERO|ONE|FOUR|FIVE,-0.1436837569382071,10.658717115392616,9.0595174822416,6.39024066706535,4.337016193343856,4.337016193343856,10.092660584279184,6.911747300251674,3.688879454113936,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,1.0,0.8472978603872036,4,1.0,4,0.8472978603872036,0.25,0.75,0.5555555555555556,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,2.0,0.33647223662121273,5,2.0,5,0.33647223662121273,0.4,0.40555555555555556
2013d3e2,149,7,0,0,1,20,0,5,28,20.428571,6.0,15.0,23.0,23.0,21.0,46.0,4.6000000000000005,7,5,4,5,5,0,5,5,1,0,2,1,0,0,0,first|lefthalf|objects|subgrid|tophalf,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,2,1,3,0.962,6588,50,0,0,50,0,0,0,0,3,1233,0,1236,1,23,0,24,0.1068888888888889,0.1666666666666666,1.851851851851852,0.0,412.0,82.12,-5.356569681568399,0.3224615281125337,0.7272727272727273,11,0.319118631759425,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.2727272727272727,4673,186,163,1,1294,1147,21,78,12,19,30,311,60,20,39,5,103,24.123656,1428,29.0,125.0,581.0,453.0,154.0,1034.0,7513.857283078528,52.548,394838.1725112105,ok,300,27,71.2759,71.2759,42234,8904,1236,25064,6912,140.78,0.2375863333333333,29.68,4.12,24,4673,20,2,add|first|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|rot90|rot270|subgrid|tophalf|lefthalf,F|T,0.741292060624168,10.651004540161598,9.094368195723762,7.120444372392488,4.280490740263481,4.280490740263481,10.129227729697604,7.045776576879511,3.688879454113936,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.7272727272727273,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.5272727272727273
