subset_name,complexity_metric,target_metric,target_label,n,pearson_r,spearman_rho
full_set,elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.035489069455064144,0.2914195250323876
full_set,opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.041525432747054954,0.10659011028008303
full_set,opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.02711055714297855,0.30354522349578883
full_set,opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.03597933393408309,0.23447400024831527
full_set,opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.03529802507544656,0.28044906259102
full_set,branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.0415609903844433,0.10528830438940144
full_set,branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.02719034766181731,0.31220413334045516
full_set,branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.03608315003555943,0.2485852646235001
full_set,branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.035400004133995265,0.2944348720312133
full_set,python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.04217204493399218,0.13105726297423012
full_set,python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.027420014579252718,0.2933685204770996
full_set,python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.03649896295790758,0.2404234329227192
full_set,python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.03576450218508982,0.28253126319671773
full_set,peak_memory_bytes,human_difficulty_complete,Human latent difficulty,391,0.11075405233197373,0.12282056635363177
full_set,peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,-0.00539240759105337,0.3041076775249703
full_set,peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.009188054473546167,0.21493915626306503
full_set,peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.002251077724646899,0.2683216469722895
full_set,opcode_per_input_cell,human_difficulty_complete,Human latent difficulty,391,0.04644139921698584,0.08626915649202826
full_set,opcode_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.03171922596584394,0.17183672567318525
full_set,opcode_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.04069287332921403,0.11616015647122473
full_set,opcode_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.04049967878174777,0.14933220550184334
full_set,elapsed_ms_per_input_cell,human_difficulty_complete,Human latent difficulty,391,0.04703405811179925,0.0857560415470536
full_set,elapsed_ms_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.032070943565420354,0.1744622309901417
full_set,elapsed_ms_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.04114256463898812,0.11601077867036974
full_set,elapsed_ms_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.040961870456782415,0.1490894321708102
full_set,complexity_pc1_score,human_difficulty_complete,Human latent difficulty,391,0.12518183293980645,0.13473041390469234
full_set,complexity_pc1_score,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.3828878541928816,0.3114478741935609
full_set,complexity_pc1_score,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.28100306897093275,0.27091433775011026
full_set,complexity_pc1_score,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.3652783352105745,0.32034904791464824
full_set,log1p_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.12576842938455277,0.10659011028008303
full_set,log1p_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.37615727201696886,0.30354522349578883
full_set,log1p_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.2890597393928157,0.23447400024831527
full_set,log1p_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.36664379882205833,0.28044906259102
full_set,log1p_branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.11820489387860175,0.10528830438940144
full_set,log1p_branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.38838168095327363,0.31220413334045516
full_set,log1p_branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.3045563911204199,0.2485852646235001
full_set,log1p_branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.38206079334639564,0.2944348720312133
full_set,log1p_python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,391,0.14206164273500604,0.13105726297423012
full_set,log1p_python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.34216554280284917,0.2933685204770996
full_set,log1p_python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.2790892315136035,0.2404234329227192
full_set,log1p_python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.34259093251260286,0.28253126319671773
full_set,log1p_elapsed_ms_total,human_difficulty_complete,Human latent difficulty,391,0.125219952610965,0.10168328200845558
full_set,log1p_elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.34432355464355124,0.29973036167238937
full_set,log1p_elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.26634080058357124,0.23119265699481878
full_set,log1p_elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.3368443399778779,0.2761110878337044
full_set,log1p_elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,391,0.12657622996665063,0.10154596955839194
full_set,log1p_elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.3540664587741231,0.3132530127155222
full_set,log1p_elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.27285393456550855,0.2460430559484437
full_set,log1p_elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.34535606993868634,0.2914195250323876
full_set,log1p_peak_memory_bytes,human_difficulty_complete,Human latent difficulty,391,0.1458813144523779,0.12282056635363177
full_set,log1p_peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.2829224838858374,0.3041076775249703
full_set,log1p_peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.18938309341733267,0.21493915626306503
full_set,log1p_peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.25818225475268075,0.2683216469722895
full_set,log1p_ast_node_count,human_difficulty_complete,Human latent difficulty,391,0.11733723232831796,0.12712254082744756
full_set,log1p_ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.3569376726035648,0.2892791036266927
full_set,log1p_ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.24883505908355896,0.26007395886469203
full_set,log1p_ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.33283733321797415,0.3081442343674225
full_set,log1p_cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,391,0.06417602619693134,0.05462545796841193
full_set,log1p_cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,391,0.3446848940454941,0.2843629287594922
full_set,log1p_cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,391,0.24059237041628873,0.2524147521309354
full_set,log1p_cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,391,0.32204523026427817,0.29822923367301984
gap_le_0.30,nonblank_lines,human_difficulty_complete,Human latent difficulty,96,0.4021804596116259,0.33765555845146705
gap_le_0.30,nonblank_lines,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3415695351379112,0.3044610831516991
gap_le_0.30,nonblank_lines,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4154802430205572,0.35321921714280435
gap_le_0.30,nonblank_lines,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.44030464536616615,0.38697260055005367
gap_le_0.30,token_count,human_difficulty_complete,Human latent difficulty,96,0.4002382868470298,0.3373294584008894
gap_le_0.30,token_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.33795449844304165,0.30589631446370424
gap_le_0.30,token_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.41593096193543055,0.3505078255581218
gap_le_0.30,token_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4375721972912076,0.3843144982143813
gap_le_0.30,ast_node_count,human_difficulty_complete,Human latent difficulty,96,0.39767686731656726,0.3256993834282427
gap_le_0.30,ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3352112642184761,0.2957498014174536
gap_le_0.30,ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4158338928956559,0.3440990418634042
gap_le_0.30,ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.435458632842914,0.3746446690386611
gap_le_0.30,function_count,human_difficulty_complete,Human latent difficulty,96,0.3947085417134987,0.33262041883684446
gap_le_0.30,function_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3344791558677459,0.3046034416214698
gap_le_0.30,function_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3954207385562154,0.32717275586674066
gap_le_0.30,function_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4238114021980159,0.3567794093231493
gap_le_0.30,call_count_static,human_difficulty_complete,Human latent difficulty,96,0.3910866202232625,0.3153403186229833
gap_le_0.30,call_count_static,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.32490796986215936,0.2902725258204502
gap_le_0.30,call_count_static,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.41065798801837633,0.33982525422646126
gap_le_0.30,call_count_static,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4249620699496783,0.35730206461370795
gap_le_0.30,branch_node_count,human_difficulty_complete,Human latent difficulty,96,0.35846339757259493,0.30089780262971033
gap_le_0.30,branch_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.28017543430820424,0.2555553673940455
gap_le_0.30,branch_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.38264653972167545,0.33511709006007645
gap_le_0.30,branch_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.38432218634487125,0.355325534694587
gap_le_0.30,cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,96,0.38125296515758256,0.32738559755323277
gap_le_0.30,cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3116870910752028,0.26706214642620385
gap_le_0.30,cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.41483531010221153,0.3637254989819562
gap_le_0.30,cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.42111382260538915,0.37081084435087114
gap_le_0.30,max_nesting_depth,human_difficulty_complete,Human latent difficulty,96,0.19721167738737577,0.19445319479648787
gap_le_0.30,max_nesting_depth,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.15344793248382504,0.12691613045436123
gap_le_0.30,max_nesting_depth,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.2511637239998438,0.24373527646618484
gap_le_0.30,max_nesting_depth,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.23671141303089727,0.2551464096145485
gap_le_0.30,gzip_bytes,human_difficulty_complete,Human latent difficulty,96,0.3744458662904155,0.32271191961622914
gap_le_0.30,gzip_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.33172352733922117,0.29016792905836725
gap_le_0.30,gzip_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.39553813805623267,0.33532810055052936
gap_le_0.30,gzip_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.424434200169982,0.3774883095525741
gap_le_0.30,halstead_volume,human_difficulty_complete,Human latent difficulty,96,0.40384009867783266,0.3357739487644358
gap_le_0.30,halstead_volume,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.33427798581711465,0.3093139982047608
gap_le_0.30,halstead_volume,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4179406510801532,0.34896642603641276
gap_le_0.30,halstead_volume,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.436030207327621,0.38610588642841936
gap_le_0.30,halstead_effort,human_difficulty_complete,Human latent difficulty,96,0.41753753489746587,0.3191022516416607
gap_le_0.30,halstead_effort,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3153274990368082,0.2883204801815478
gap_le_0.30,halstead_effort,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.4217277092625077,0.3420089534505094
gap_le_0.30,halstead_effort,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.42547037124791587,0.3728532257557869
gap_le_0.30,input_cells_total,human_difficulty_complete,Human latent difficulty,96,0.3572107111105247,0.26753890861959084
gap_le_0.30,input_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3459321436521666,0.3353906160552073
gap_le_0.30,input_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.38993870384999757,0.2568199211618449
gap_le_0.30,input_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4235851866723315,0.3584806619766978
gap_le_0.30,output_cells_total,human_difficulty_complete,Human latent difficulty,96,0.32514514061808203,0.15119506144645456
gap_le_0.30,output_cells_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.34131843630328873,0.37213337857157075
gap_le_0.30,output_cells_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3866801908396115,0.23548315121398475
gap_le_0.30,output_cells_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4186095685635178,0.32322814682507256
gap_le_0.30,elapsed_ms_total,human_difficulty_complete,Human latent difficulty,96,0.20983314032760023,0.3060227889310906
gap_le_0.30,elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.19860191677844888,0.30197446538254746
gap_le_0.30,elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.2580272812760846,0.33446755386071225
gap_le_0.30,elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.2610359187450368,0.40598775380479174
gap_le_0.30,elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,96,0.21005533835155876,0.3074877916440586
gap_le_0.30,elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.20226503232070248,0.3400022868069408
gap_le_0.30,elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.2584380181334869,0.35890902829677507
gap_le_0.30,elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.262865264228629,0.4247363374376174
gap_le_0.30,opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,96,0.1980854961844592,0.29590442181539456
gap_le_0.30,opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.19227255575514263,0.2968934860853354
gap_le_0.30,opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.24295206997625227,0.3256081682671047
gap_le_0.30,opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.24885568991143828,0.39252308268430736
gap_le_0.30,branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,96,0.1993780708645683,0.2975935322183705
gap_le_0.30,branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.1794731222943354,0.298689568488361
gap_le_0.30,branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.25135768936609815,0.31593557306493514
gap_le_0.30,branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.24517813550499018,0.38862379541648734
gap_le_0.30,python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,96,0.14966696800558268,0.2929434745721848
gap_le_0.30,python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.17872005826902854,0.31029033400343403
gap_le_0.30,python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.19152390202977704,0.283767181958424
gap_le_0.30,python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.21318361478075135,0.36964830279995037
gap_le_0.30,peak_memory_bytes,human_difficulty_complete,Human latent difficulty,96,0.14875594930378577,0.3075420510037981
gap_le_0.30,peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.15262374331477332,0.3977247834403039
gap_le_0.30,peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.21681660514537254,0.3586813692576911
gap_le_0.30,peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.21028796532026736,0.43674428615684985
gap_le_0.30,opcode_per_input_cell,human_difficulty_complete,Human latent difficulty,96,0.18145116976551312,0.22169017905588712
gap_le_0.30,opcode_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.19815430315455865,0.15407442052547718
gap_le_0.30,opcode_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.18532338397850154,0.2763962861711547
gap_le_0.30,opcode_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.22529972682003493,0.2873663201441735
gap_le_0.30,elapsed_ms_per_input_cell,human_difficulty_complete,Human latent difficulty,96,0.20713827084333283,0.23395279435702657
gap_le_0.30,elapsed_ms_per_input_cell,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.1983844457032609,0.15768405553162274
gap_le_0.30,elapsed_ms_per_input_cell,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.22926494650070275,0.2963118989102267
gap_le_0.30,elapsed_ms_per_input_cell,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.24957919649385438,0.3030842898917257
gap_le_0.30,complexity_pc1_score,human_difficulty_complete,Human latent difficulty,96,0.3378407087770076,0.3335187194791101
gap_le_0.30,complexity_pc1_score,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.356158614471403,0.33294133411948057
gap_le_0.30,complexity_pc1_score,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.37773453197389023,0.3446211470038606
gap_le_0.30,complexity_pc1_score,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.43031591950032017,0.4069114421678096
gap_le_0.30,log1p_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,96,0.3077844773706617,0.29590442181539456
gap_le_0.30,log1p_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3275703760829221,0.2968934860853354
gap_le_0.30,log1p_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3508058943990976,0.3256081682671047
gap_le_0.30,log1p_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.39846353054393735,0.39252308268430736
gap_le_0.30,log1p_branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,96,0.2952381390025711,0.2975935322183705
gap_le_0.30,log1p_branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.30998053593682084,0.298689568488361
gap_le_0.30,log1p_branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3408099644241709,0.31593557306493514
gap_le_0.30,log1p_branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.382206308264375,0.38862379541648734
gap_le_0.30,log1p_python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,96,0.29570571615636515,0.2929434745721848
gap_le_0.30,log1p_python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.32853301052075007,0.31029033400343403
