metric,category,outcome,n,pearson_r,pearson_p,spearman_rho,spearman_p
prim_difference_count,dsl_primitive_usage,compressarc_top1_failure,50,-0.07876575472657552,0.5866363295522468,-0.07876575472657554,0.5866363295522466
prim_fill_count,dsl_primitive_usage,compressarc_top1_failure,157,-0.08847617450419508,0.2705021746538832,-0.06860306036565915,0.3932539584841085
elapsed_ms_per_output_cell,dynamic_execution,compressarc_top1_failure,391,-0.10500278649155223,0.037950546824658406,0.02965487470378704,0.5587908962402937
prim_subtract_count,dsl_primitive_usage,compressarc_top1_failure,23,-0.10886621079036347,0.6209798861809751,-0.10886621079036346,0.6209798861809752
prim_interval_count,dsl_primitive_usage,compressarc_top1_failure,30,-0.11644450194791639,0.5400202554382232,-0.16142835345902717,0.39409251319340577
peak_memory_bytes,dynamic_execution,compressarc_top1_failure,391,-0.14078422050585335,0.005290088715904282,-0.06136843492420061,0.2259956262075441
prim_astuple_count,dsl_primitive_usage,compressarc_top1_failure,72,-0.17377107494807523,0.1443388714041641,-0.13239259519349064,0.2675958958772568
prim_argmax_count,dsl_primitive_usage,compressarc_top1_failure,47,-0.20523051726629563,0.1663938537943261,-0.2052305172662957,0.16639385379432592
prim_extract_count,dsl_primitive_usage,compressarc_top1_failure,21,-0.2300894966542111,0.3156754026236068,-0.23008949665421113,0.31567540262360677
prim_rot180_count,dsl_primitive_usage,compressarc_top1_failure,11,-0.24056261216234398,0.47612639976885895,-0.24056261216234404,0.4761263997688593
prim_size_count,dsl_primitive_usage,compressarc_top1_failure,20,-0.25000000000000006,0.2877630679001246,-0.25000000000000006,0.2877630679001247
prim_shift_count,dsl_primitive_usage,compressarc_top1_failure,44,-0.2657470017263669,0.08124246425455545,-0.31134216721760904,0.03966721146639642
prim_argmin_count,dsl_primitive_usage,compressarc_top1_failure,20,-0.3126409456585232,0.17957019324436946,-0.3126409456585232,0.17957019324436926
prim_rot90_count,dsl_primitive_usage,compressarc_top1_failure,18,-0.31622776601683794,0.20109593400376502,-0.3162277660168379,0.201095934003765
prim_move_count,dsl_primitive_usage,compressarc_top1_failure,12,-0.34668762264076824,0.2695869855868212,-0.19682395540555425,0.5397913930541478
prim_vsplit_count,dsl_primitive_usage,compressarc_top1_failure,7,-0.35355339059327373,0.4365880610203816,-0.35355339059327373,0.4365880610203816
prim_hconcat_count,dsl_primitive_usage,compressarc_top1_failure,27,-0.37570703865441807,0.05344824447953223,-0.39681689864480413,0.04042666161996775
prim_intersection_count,dsl_primitive_usage,compressarc_top1_failure,15,-0.37796447300922736,0.16482344535684437,-0.37796447300922714,0.16482344535684462
prim_center_count,dsl_primitive_usage,compressarc_top1_failure,11,-0.4485426135725304,0.16643734614715563,-0.4485426135725302,0.1664373461471559
prim_decrement_count,dsl_primitive_usage,compressarc_top1_failure,19,-0.45868247229386305,0.048238364827319025,-0.458682472293863,0.04823836482731908
prim_cmirror_count,dsl_primitive_usage,compressarc_top1_failure,7,-0.47140452079103157,0.28559094064520135,-0.4714045207910316,0.2855909406452012
prim_vmirror_count,dsl_primitive_usage,compressarc_top1_failure,29,-0.47245559126153414,0.009654822780493028,-0.472455591261534,0.009654822780493028
prim_leastcolor_count,dsl_primitive_usage,compressarc_top1_failure,36,-0.47519096331149147,0.0034035205424288364,-0.47519096331149147,0.003403520542428835
prim_uppermost_count,dsl_primitive_usage,compressarc_top1_failure,4,-0.5773502691896256,0.42264973081037427,-0.5773502691896257,0.42264973081037427
prim_leftmost_count,dsl_primitive_usage,compressarc_top1_failure,7,-0.6454972243679027,0.1173867951462935,-0.6454972243679028,0.1173867951462933
prim_maximum_count,dsl_primitive_usage,compressarc_top1_failure,2,-1.0,1.0,-0.9999999999999999,
prim_add_count,dsl_primitive_usage,compressarc_top1_first_correct_step,2,1.0,1.0,0.9999999999999999,
prim_vmirror_count,dsl_primitive_usage,compressarc_top1_first_correct_step,2,1.0,1.0,0.9999999999999999,
prim_rot180_count,dsl_primitive_usage,compressarc_top1_first_correct_step,3,0.9988993936017938,0.029871083627652156,0.8660254037844387,0.3333333333333332
prim_vsplit_count,dsl_primitive_usage,compressarc_top1_first_correct_step,4,0.9627599387357222,0.03724006126427781,0.7745966692414834,0.22540333075851657
prim_intersection_count,dsl_primitive_usage,compressarc_top1_first_correct_step,5,0.934979941821939,0.019707124840184047,0.7071067811865475,0.18169011381620925
prim_subtract_count,dsl_primitive_usage,compressarc_top1_first_correct_step,3,0.9116552329931799,0.26960995453364855,0.8660254037844387,0.3333333333333332
prim_sfilter_count,dsl_primitive_usage,compressarc_top1_first_correct_step,19,0.8086387455958975,2.7822949755698162e-05,0.6087791836087041,0.005670902958277842
prim_shoot_count,dsl_primitive_usage,compressarc_top1_first_correct_step,8,0.7747152775338695,0.023972630611800376,0.2886751345948129,0.48805269099201154
prim_argmin_count,dsl_primitive_usage,compressarc_top1_first_correct_step,9,0.664878731894283,0.05070964664746581,0.5477225575051661,0.12687036692367104
prim_connect_count,dsl_primitive_usage,compressarc_top1_first_correct_step,5,0.620862334599537,0.263718410790427,0.5773502691896257,0.308068009250357
prim_asobject_count,dsl_primitive_usage,compressarc_top1_first_correct_step,6,0.5893668428556573,0.2183089873725359,0.8280786712108251,0.04179468045604526
prim_tojvec_count,dsl_primitive_usage,compressarc_top1_first_correct_step,7,0.5879738917529111,0.165006572949695,0.6123724356957946,0.14381080871160368
prim_argmax_count,dsl_primitive_usage,compressarc_top1_first_correct_step,19,0.5836195713329315,0.008708517555541763,0.38797959870859766,0.10071668841648257
prim_power_count,dsl_primitive_usage,compressarc_top1_first_correct_step,7,0.5354394032321318,0.21549849950131972,0.5773502691896257,0.17468781426411922
prim_first_count,dsl_primitive_usage,compressarc_top1_first_correct_step,19,0.5336364972439759,0.018616964512328832,0.5515871336543954,0.014356358260283756
prim_papply_count,dsl_primitive_usage,compressarc_top1_first_correct_step,5,0.5177271838107261,0.37157254264588835,0.35355339059327373,0.5594043441634878
prim_asindices_count,dsl_primitive_usage,compressarc_top1_first_correct_step,8,0.47993050931248665,0.22876202957710434,0.4123930494211612,0.30995873550624103
prim_recolor_count,dsl_primitive_usage,compressarc_top1_first_correct_step,3,0.45724947063551125,0.6976693023042942,0.0,1.0
prim_merge_count,dsl_primitive_usage,compressarc_top1_first_correct_step,21,0.4381604516241281,0.04695364903005614,0.08989331499509894,0.6983827756159524
prim_fill_count,dsl_primitive_usage,compressarc_top1_first_correct_step,69,0.3561254716610325,0.002670808128004773,0.3625772890754634,0.002200983516666304
prim_shift_count,dsl_primitive_usage,compressarc_top1_first_correct_step,13,0.24269237500074933,0.42433466115002827,0.29430152329437004,0.3290401072377216
selection_op_count,dsl_structure,compressarc_top1_first_correct_step,144,0.22021294912124034,0.00799777390504324,0.08704708568983162,0.2995346265583074
prim_lbind_count,dsl_primitive_usage,compressarc_top1_first_correct_step,31,0.18423583370546223,0.3211220764662876,0.3306096465437154,0.06928158893507305
max_dependency_depth,dsl_structure,compressarc_top1_first_correct_step,144,0.18063441621649223,0.03026719042911198,0.2048953115417875,0.013758414626130281
geometry_op_count,dsl_structure,compressarc_top1_first_correct_step,144,0.1761038702333326,0.03474151167890627,0.027601359183627782,0.7426151390629774
assignment_count,dsl_structure,compressarc_top1_first_correct_step,144,0.17599183493140086,0.03485888339701896,0.22771658372993123,0.006052146839622172
ast_call_count,dsl_structure,compressarc_top1_first_correct_step,144,0.17599183493140086,0.03485888339701896,0.22771658372993123,0.006052146839622172
temp_var_count,dsl_structure,compressarc_top1_first_correct_step,144,0.17599183493140086,0.03485888339701896,0.22771658372993123,0.006052146839622172
source_line_count,python_static,compressarc_top1_first_correct_step,144,0.17599183493140086,0.03485888339701896,0.22771658372993123,0.006052146839622172
branch_node_count,python_static,compressarc_top1_first_correct_step,144,0.16438190182750279,0.04897548072202793,0.18392463048281069,0.027333577287186384
named_call_count,dsl_structure,compressarc_top1_first_correct_step,144,0.1639726856521514,0.049549073845682884,0.2203684583299128,0.007952400937015262
closure_call_count,dsl_structure,compressarc_top1_first_correct_step,144,0.16088606262067742,0.05405757416065649,0.1335091162537588,0.11064590377187285
prim_apply_count,dsl_primitive_usage,compressarc_top1_first_correct_step,35,0.16048038566232778,0.35709069593728965,0.3708266990666067,0.028305674610087886
prim_ofcolor_count,dsl_primitive_usage,compressarc_top1_first_correct_step,44,0.15717539471667097,0.30824098474130185,0.17469745416006635,0.2567106683184988
bundle_distinct_function_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,0.15093526038249228,0.07094998936774413,0.23520909836329038,0.0045420575033682286
dsl_distinct_function_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,0.15093526038249228,0.07094998936774413,0.23520909836329038,0.0045420575033682286
gzip_bytes,python_static,compressarc_top1_first_correct_step,144,0.1491084613414285,0.07447368906241279,0.2120097616858564,0.010741063226542856
max_nesting_depth,python_static,compressarc_top1_first_correct_step,144,0.1416288790786795,0.09040204633190344,0.1342888900778667,0.10855999884954354
halstead_volume,python_static,compressarc_top1_first_correct_step,144,0.14097015340823943,0.09192581875388954,0.20674505735843884,0.01291006377364534
dsl_complexity_pc1,composite,compressarc_top1_first_correct_step,144,0.1408854580416822,0.09212320968945617,0.23058247804079535,0.00542846078395235
nonblank_lines,expanded_python_static,compressarc_top1_first_correct_step,144,0.14023957264946746,0.09363961062003563,0.20235502740487968,0.015002647688349791
token_count,expanded_python_static,compressarc_top1_first_correct_step,144,0.13798295646396969,0.09909369721434372,0.2035732179266522,0.014394243211731347
distinct_primitive_count,dsl_structure,compressarc_top1_first_correct_step,144,0.1378488092026403,0.09942565873300473,0.1655498133331409,0.04736868796362243
ast_node_count,expanded_python_static,compressarc_top1_first_correct_step,144,0.13769698253304122,0.09980242812998445,0.20254621229077793,0.014905705697526249
call_count_static,expanded_python_static,compressarc_top1_first_correct_step,144,0.13015712477709082,0.11997108137084606,0.2084927610899111,0.012150944220732466
halstead_effort,python_static,compressarc_top1_first_correct_step,144,0.123972767141135,0.13875992511692245,0.19302020345006238,0.02045492519138747
cyclomatic_complexity,python_static,compressarc_top1_first_correct_step,144,0.12079968659907371,0.149231989623021,0.1783560785263169,0.03245191807758621
complexity_pc1_score,expanded_composite,compressarc_top1_first_correct_step,144,0.12077422874771093,0.14931835600169538,0.21870465667566769,0.008449888828028138
log1p_cyclomatic_complexity,expanded_python_static,compressarc_top1_first_correct_step,144,0.11691655815598828,0.162846422293572,0.1783560785263169,0.03245191807758621
bundle_opcode_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,0.1147542468807938,0.17081858994156865,0.23741272552637413,0.004167385533351891
solver_opcode_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,0.1147542468807938,0.17081858994156865,0.23741272552637413,0.004167385533351891
higher_order_count,dsl_structure,compressarc_top1_first_correct_step,144,0.10883688875069848,0.19410838861380592,0.16028042838367568,0.05498079943920242
prim_replace_count,dsl_primitive_usage,compressarc_top1_first_correct_step,24,0.10614930743140379,0.6215455041714473,0.26390913801210825,0.21272687911951252
prim_combine_count,dsl_primitive_usage,compressarc_top1_first_correct_step,12,0.09747791455234273,0.7631262627370697,0.13101394402234404,0.6848487144273757
max_fan_in,dsl_structure,compressarc_top1_first_correct_step,144,0.08761056891194666,0.2964051827345459,0.1307120588415802,0.11838655060876822
function_count,expanded_python_static,compressarc_top1_first_correct_step,144,0.08305811020243103,0.3223100043532923,0.14822516863671292,0.07622750153569549
set_op_count,dsl_structure,compressarc_top1_first_correct_step,144,0.07728168906533785,0.357219817199651,0.1352167656214043,0.10611817026940795
prim_crop_count,dsl_primitive_usage,compressarc_top1_first_correct_step,8,0.07122018447818564,0.8669130309448088,0.3944053188733078,0.33360108714813674
log1p_branch_opcode_count_dynamic,expanded_dynamic_execution,compressarc_top1_first_correct_step,144,0.059003112446173435,0.48238058604947337,0.16110140448758672,0.05373240897111404
bundle_opcode_per_input_cell,dynamic_execution,compressarc_top1_first_correct_step,144,0.04633716218957046,0.58129361236327,0.1619958935723976,0.05239898150066575
elapsed_ms_per_output_cell,dynamic_execution,compressarc_top1_first_correct_step,144,0.04361570516604972,0.6037091164768489,0.1060804005573892,0.20571213642421024
elapsed_ms_per_input_cell,dynamic_execution,compressarc_top1_first_correct_step,144,0.03754709629675143,0.6550224330153648,0.20064876037375445,0.015892439395988386
prim_move_count,dsl_primitive_usage,compressarc_top1_first_correct_step,6,0.03458714959149066,0.9481399634133408,0.13093073414159545,0.8047261622231061
elapsed_ms_total,dynamic_execution,compressarc_top1_first_correct_step,144,0.03357852506028282,0.6894930017818928,0.1617493978488735,0.05276367448728815
